album_name,artist_name,copyright,genre,price,released,song_name,time
spring break here to party,luke bryan,2013 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 401 commerce street suite 1100 nashville tn 37219,country music contemporary country,129,1mar13,take my drunk ass home demo,322.0
spring break here to party,luke bryan,2013 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 401 commerce street suite 1100 nashville tn 37219,country music contemporary country,129,1mar13,take my drunk ass home demo,322.0
crash my party deluxe,luke bryan,2014 capitol records nashville,country music contemporary country,129,12aug14,your mama should ve named you whiskey,342.0
crash my party deluxe,luke bryan,2014 capitol records nashville,country music contemporary country,129,12aug14,your mama should ve named you whiskey,342.0
spring break checkin out,luke bryan,2015 capitol records nashville,country music contemporary country,129,10mar15,are you leaving with him,323.0
now that s what i call country vol 5,dierks bentley,2012 emi music north america sony music entertainment umg recordings inc,country music,album only,12jun12,home,358.0
now that s what i call country vol 4,george strait,2011 emi music north america sony music entertainment umg recordings inc,country music,album only,14jun11,the breath you take,334.0
i ll stay me,luke bryan,2006 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music contemporary country pop,129,14aug07,tackle box,402.0
i ll stay me,luke bryan,2006 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music contemporary country pop,129,14aug07,tackle box,402.0
spring break here to party,luke bryan,2013 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 401 commerce street suite 1100 nashville tn 37219,country music contemporary country,129,1mar13,take my drunk ass home demo,322.0
spring break here to party,luke bryan,2013 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 401 commerce street suite 1100 nashville tn 37219,country music contemporary country,129,1mar13,take my drunk ass home demo,322.0
spring break here to party,luke bryan,2013 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 401 commerce street suite 1100 nashville tn 37219,country music contemporary country,129,1mar13,take my drunk ass home demo,322.0
spring break here to party,luke bryan,2013 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 401 commerce street suite 1100 nashville tn 37219,country music contemporary country,129,1mar13,take my drunk ass home demo,322.0
spring break 6 like we ai nt ever ep,luke bryan,2014 capitol records nashville,country music,129,11mar14,the sand i brought to the beach,326.0
spring break 6 like we ai nt ever ep,luke bryan,2014 capitol records nashville,country music,129,11mar14,the sand i brought to the beach,326.0
spring break 6 like we ai nt ever ep,luke bryan,2014 capitol records nashville,country music,129,11mar14,the sand i brought to the beach,326.0
crash my party deluxe,luke bryan,2014 capitol records nashville,country music contemporary country,129,12aug14,your mama should ve named you whiskey,342.0
crash my party deluxe,luke bryan,2014 capitol records nashville,country music contemporary country,129,12aug14,your mama should ve named you whiskey,342.0
crash my party deluxe,luke bryan,2014 capitol records nashville,country music contemporary country,129,12aug14,your mama should ve named you whiskey,342.0
crash my party deluxe,luke bryan,2014 capitol records nashville,country music contemporary country,129,12aug14,your mama should ve named you whiskey,342.0
crash my party deluxe,luke bryan,2014 capitol records nashville,country music contemporary country,129,12aug14,your mama should ve named you whiskey,342.0
spring break checkin out,luke bryan,2015 capitol records nashville,country music contemporary country,129,10mar15,are you leaving with him,323.0
spring break checkin out,luke bryan,2015 capitol records nashville,country music contemporary country,129,10mar15,are you leaving with him,323.0
kill the lights,luke bryan,2015 capitol records nashville,country music rock contemporary country,129,7aug15,scarecrows,338.0
crash my party,luke bryan,2013 capitol records nashville,country music contemporary country,129,13aug13,dirt road diary,328.0
crash my party,luke bryan,2013 capitol records nashville,country music contemporary country,129,13aug13,dirt road diary,328.0
spring break checkin out,luke bryan,2015 capitol records nashville,country music contemporary country,129,10mar15,are you leaving with him,323.0
crash my party,luke bryan,2013 capitol records nashville,country music contemporary country,129,13aug13,dirt road diary,328.0
crash my party,luke bryan,2013 capitol records nashville,country music contemporary country,129,13aug13,dirt road diary,328.0
crash my party,luke bryan,2013 capitol records nashville,country music contemporary country,129,13aug13,dirt road diary,328.0
kill the lights,luke bryan,2015 capitol records nashville,country music rock contemporary country,129,7aug15,scarecrows,338.0
kill the lights,luke bryan,2015 capitol records nashville,country music rock contemporary country,129,7aug15,scarecrows,338.0
live while we re young single,one direction,2012 simco limited under exclusive license to sony music entertainment uk limited,pop music rock,129,28sep12,live while we re young,318.0
four ultimate edition,one direction,2014 simco limited under exclusive license to sony music entertainment uk limited,pop music,129,17nov14,act my age,318.0
four ultimate edition,one direction,2014 simco limited under exclusive license to sony music entertainment uk limited,pop music,129,17nov14,act my age,318.0
made in the am deluxe edition,one direction,2015 simco limited under exclusive licence to sony music entertainment uk limited,pop music,preorder only,,tbc video 2,
made in the am deluxe edition,one direction,2015 simco limited under exclusive licence to sony music entertainment uk limited,pop music,preorder only,,tbc video 2,
up all night,one direction,track 2 p 2012 all other tracks p 2011 simco limited under exclusive license to sony music entertainment uk limited,pop music poprock teen pop dance rock,129,13mar12,stole my heart,325.0
take me home,one direction,2012 simco limited under exclusive licence to sony music entertainment uk limited,pop music poprock teen pop rock dance world,129,9nov12,summer love,328.0
four ultimate edition,one direction,2014 simco limited under exclusive license to sony music entertainment uk limited,pop music,129,17nov14,act my age,318.0
night changes,one direction,2014 simco limited under exclusive license to sony music entertainment uk limited,pop music rock,129,12dec14,steal my girl live acoustic session,346.0
night changes,one direction,2014 simco limited under exclusive license to sony music entertainment uk limited,pop music rock,129,12dec14,steal my girl live acoustic session,346.0
four ultimate edition,one direction,2014 simco limited under exclusive license to sony music entertainment uk limited,pop music,129,17nov14,act my age,318.0
four ultimate edition,one direction,2014 simco limited under exclusive license to sony music entertainment uk limited,pop music,129,17nov14,act my age,318.0
four ultimate edition,one direction,2014 simco limited under exclusive license to sony music entertainment uk limited,pop music,129,17nov14,act my age,318.0
four ultimate edition,one direction,2014 simco limited under exclusive license to sony music entertainment uk limited,pop music,129,17nov14,act my age,318.0
best song ever from this is us single,one direction,2013 simco limited under exclusive license to sony music entertainment uk limited,pop music soundtrack rock,129,22jul13,best song ever from this is us,322.0
you i big payno remix single,one direction,2014 simco limited under exclusive license to sony music entertainment uk limited,pop music,129,27may14,you i big payno remix,322.0
four ultimate edition,one direction,2014 simco limited under exclusive license to sony music entertainment uk limited,pop music,129,17nov14,act my age,318.0
take me home,one direction,2012 simco limited under exclusive licence to sony music entertainment uk limited,pop music poprock teen pop rock dance world,129,9nov12,summer love,328.0
take me home,one direction,2012 simco limited under exclusive licence to sony music entertainment uk limited,pop music poprock teen pop rock dance world,129,9nov12,summer love,328.0
itunes festival london 2012 ep,one direction,2012 simco limited under exclusive license to sony music entertainment uk limited,pop music,129,20sep12,na na na live,339.0
take me home,one direction,2012 simco limited under exclusive licence to sony music entertainment uk limited,pop music poprock teen pop rock dance world,129,9nov12,summer love,328.0
midnight memories,one direction,2013 simco limited under exclusive license to sony music entertainment uk limited,pop music rock poprock teen pop dance,129,25nov13,better than words,327.0
four,one direction,2014 simco limited under exclusive license to sony music entertainment uk limited,pop music rock poprock dance teen pop,129,17nov14,clouds,351.0
up all night,one direction,track 2 p 2012 all other tracks p 2011 simco limited under exclusive license to sony music entertainment uk limited,pop music poprock teen pop dance rock,129,13mar12,stole my heart,325.0
