abv,beer_name,brew_factory_name,style
4.3,sycamore jubilee session amber,sycamore brewing,amber ale
7.9,oliphant ant ray cow pants,oliphant brewing company,spice herb vegetable
4.7,appalachian mountain honey badger blonde,appalachian mountain brewery,golden ale blond ale
5.2,la f t rouquine,la f t,amber ale
,man cave papakeechies reserve,man cave brewing company,irish ale
5.6,elysian mens room original red,elysian brewing 40 abinbev 41,american pale ale
7.5,crannog wobbly toddler red milk ale,crannog ales,english strong ale
6.3,bistronomy ol yelper red,bistronomy b2b,specialty grain
7.3,block 15 millennium falcon,block 15 brewery,amber ale
7.9,13 virtues 21st anniversary double red,13 virtues brewing company,american strong ale
5.5,pitchfork hudson honey bee blonde,pitchfork brewing company,golden ale blond ale
5.4,triton magnificent amber,triton brewing company,amber ale
5.2,rusty nickel on the border amber porter,rusty nickel brewing company,amber ale
7.1,cabinet mountain ross creek red ale,cabinet mountain brewing company,amber ale
6.0,catawba island mcfadden red ale,catawba island brewing company,irish ale
,1516 eegit yakima stout,1516 brewing company,stout
6.0,bi res danjou la piautre rousse,la fabrique des bi res danjou,spice herb vegetable
8.5,alesmith yulesmith 40 winter 41 imperial red ale,alesmith brewing company,american strong ale
6.7,10 barrel project failed red ale,10 barrel brewing 40 ab inbev 41,amber ale
5.5,black forest whistle stop amber ale,black forest brewery,amber ale
5.9,fire mountain brew house carlton k lsch,fire mountain brew house,k  lsch
,blue tractor red barn ale,blue tractor bbq brewery,amber ale
6.0,gg brewers amberly eyes,gg brewers,amber ale
,labri de la tempte palabre de la gourmande,labri de la tempte,fruit beer
5.5,maritime pacific nightwatch dark amber ale,maritime pacific brewing co,amber ale
7.2,chilly water buddys hop harvest red ale,chilly water brewing company,amber ale
4.5,waddells firemans amber ale,waddells brewing company,amber ale
,pizza port acacia amber ale,pizza port 40 solana beach 41,belgian ale
5.3,le prospecteur rousse du prospecteur,microbrasserie le prospecteur,irish ale
5.0,forstner das rote,handbrauerei forstner,amber ale
4.9,redline radio banter,redline brewhouse,amber ale
,5 seasons westside freudian slip vienna lager,5 seasons westside,amber lager vienna
4.6,argyle alter your brew altbier,argyle brewing company,altbier
6.7,5 rabbit 5 grass with valencia oranges orange blossom and chamomile,5 rabbit cerveceria,american pale ale
6.2,ego forhekset prinsesse,ego brygghus,amber ale
3.8,festival amber,festival,bitter
5.5,echigo premium red ale,echigo beer company,amber ale
5.5,sugar ridge johnny danger copper ale,sugar ridge brewery,amber ale
6.5,21st amendment north star red ale,21st amendment brewery,amber ale
5.2,charlevoix cuv e les petits brasseurs,microbrasserie charlevoix le saint pub,amber ale
4.6,amsterdam brewboys hop riot amber ale,de noordhollandse bierbrouwerij,amber ale
5.5,hbh rubia,hbh u oa,american pale ale
4.8,zwanzigz english ruby mild,zwanzigz,mild ale
4.2,caledonian marching orders,caledonian 40 heineken uk 41,bitter
5.5,dead bear escanaba river amber ale,dead bear brewing company,amber ale
4.5,bjs oasis amber,bjs restaurant brewhouse,amber ale
6.2,blasted barley red white boom amber,blasted barley beer co,amber ale
5.3,benelux lager rousse,benelux brasserie artisanale,amber lager vienna
,coaticook la maplehurst,microbrasserie coaticook,amber ale
7.4,brodies soho superior ipa,brodies,india pale ale 40 ipa 41
5.5,barnstar saloon girl red,barnstar brewing company,amber ale
6.8,avery barrelaged series 19 rufus corvus,avery brewing company,sour wild ale
5.8,blands scrumptious dry cider,blands cider,cider
4.8,1st republic windsor ale,1st republic brewing company,amber ale
5.0,chehalem valley summit amber,chehalem valley brewing company,amber ale
5.2,bellarine the heads ale,bellarine brewing company,irish ale
3.1,brew wharf how now brown cow,brew wharf,stout
6.7,albion la berthelaise,brasserie artisanale albion,smoked
5.5,crooked ewe whats my name amber ale,crooked ewe brewery,amber ale
5.3,ringneck red alert amber,the brew kettle,amber ale
5.4,roulier lamarieuse,brasserie de roulier,amber ale
6.0,heilige red ale,cervejaria peter von brutschen,amber lager vienna
6.5,hidden springs ginger mullet,hidden springs ale works,amber ale
,barrel trolley amber ale,genesee brewing company 40 north american breweries 41,amber ale
4.9,buckleys original ale,yarra flats brewery,english pale ale
11.0,3 daughters 4 redemption barrel aged quad,3 daughters brewing company,abt quadrupel
4.5,legenda pony,legenda s rf 337 zde,golden ale blond ale
5.8,grand armory dewey hill amber,grand armory brewing,amber ale
5.0,les brasseurs du grand paris ligne 3,parisis,amber ale
,jacks red ale,jacks brewing co 40 formerly fremont brewing co 41,amber ale
,1516 dark wheat ale,1516 brewing company,wheat ale
7.5,10 barrel goodin hoppy,10 barrel brewing 40 ab inbev 41,india pale ale 40 ipa 41
5.5,blacklab el importador,blacklab brewhouse,specialty grain
7.0,blue pants knickerbocker red,blue pants brewery,amber ale
8.0,bressene,brasserie grain dorge,belgian strong ale
8.5,mad fox renegade imperial red ipa,mad fox brewing company,american strong ale
,s antla weihnachtsbier,s antla,dunkler bock
6.6,maison de brasseur mont bugey,rivi re dain,amber lager vienna
5.0,p re jakob ambr e bitter with brewers gold,p re jakob,amber lager vienna
4.7,wheeling old reymanns amber,wheeling brewing company,amber ale
6.0,black star coop pub brewery truffle dee,black star coop pub brewery,belgian ale
,la soci t provocante,la soci t microbrasserie,amber ale
6.1,copper club ftown amber,copper club brewing,amber ale
6.0,astoria old red beard amber ale,astoria brewing co 40 wet dog cafe 41,amber ale
,hop n moose sunnybank red,hop n moose brewing company,amber ale
4.5,clifton hill dark ale,clifton hill brewpub,porter
7.0,salty nut miss scarlett,salty nut brewery,amber ale
5.8,havannah,grande brasserie de nouvellecal donie sa heineken,amber ale
11.0,against the grain to l an ale fixation ba scotch and rye,against the grain brewery,imperial stout
5.0,icicle dirtyface amber,icicle brewing company,amber lager vienna
6.0,lancepierre la rouste,lancepierre,premium bitter esb
5.4,backcountry switchback amber,backcountry brewery,amber ale
7.5,midnight sun unite double red hot ale 40 2015 41,midnight sun brewing company,amber ale
6.0,cobra angry leprechaun,cobra brewing company,irish ale
5.2,450 north copperhead road ale,450 north brewing company,belgian ale
5.3,wabash 503 amber ale,wabash brewing company,amber ale
5.1,aeronaut red baron,aeronaut 40 laine 41,american pale ale
,drei tannen wildsau,drei tannen,amber lager vienna
5.0,bourbon rousse,brasserie de bourbon heineken,amber ale
6.5,lake superior mesabi red,lake superior brewing company,amber ale
9.0,angry chair first in a flight,angry chair brewing,imperial ipa
5.0,de sutter la folie douce,de sutter,belgian ale
5.4,cervezart malvados rubia,cerveza artesana de la mancha,amber ale
5.9,the freehouse no 7 hoppy amber,the freehouse,amber ale
,bangin banjo judys amber,bangin banjo brewing company,amber ale
5.4,star trek vulcan ale the genesis effect,shmaltz brewing company,india pale ale 40 ipa 41
7.4,cigar city citrus wizard,cigar city brewing,amber ale
7.5,rockbottom fizzgig,rockbottom brewpub,amber ale
7.3,seapine skipine bomb hole winter ale,seapine brewing company,american strong ale
,2 way hop project columbus,2 way brewing company,american pale ale
6.7,second salem beast of bray road ale,second salem brewing company,american strong ale
5.5,lhermite am ricain amber ale,microbrasserie lhermite,amber ale
7.0,red yeti stepchild amber,red yeti brewing company,amber ale
6.2,alpine beer company red card ale,alpine beer company 40 ca 41,amber ale
5.4,lofty zebs american red ale,lofty brewing company,amber ale
,23rd street pumpkin ale bourbon barrel aged,23rd street brewery,specialty grain
5.0,amsterdam session stout,amsterdam brewing company,stout
9.0,haven right said red,haven gastropub brewery,american strong ale
8.5,4 hands sugar spice,4 hands brewing company,spice herb vegetable
5.7,manantler bootleg glory,manantler craft brewing,american pale ale
5.7,deep creek little armoured one,deep creek brewing co,amber ale
,busted knuckle fender bender blackberry amber,busted knuckle brewery,fruit beer
,8th wonder rocket fuel,8th wonder brewery,porter
6.0,backroom holiday market ale rosemary orange zest,backroom brewery,spice herb vegetable
5.5,flyboy bettys red ale,flyboy brewing,amber ale
5.6,hoppebr u wuidsau,hoppebr u,amber ale
4.7,7 fjell bryggeri hurragutt,7 fjell bryggeri,amber ale
8.0,amber double ipa,amber,imperial ipa
5.7,austin beer garden road trip,austin beer garden brewery,saison
,baird smoked amber ale,baird brewing co,smoked
6.5,wildlife 9 grain amber,wildlife brewing pizza,amber ale
4.5,barba roja morena,barba roja de anapa,dunkler bock
6.8,7 fjell kniksen india red ale,7 fjell bryggeri,amber ale
5.6,the eldo secret trail ale,the eldo brewery taproom,amber ale
4.5,leisure amber,delafield brewhaus,amber ale
5.9,daytona beach fl wildflower unite red ale,daytona beach brewing company,amber ale
5.7,artifex the beach house wheat,artifex brewing company,wheat ale
5.4,wet head slaughter amber ale,wet head brewery,amber ale
6.6,ramses bier pardoen koele kikker,ramses bier,amber ale
6.7,ale asylum ambergeddon,ale asylum,amber ale
5.5,coal creek tap the church lady,coal creek tap brewery,amber ale
6.3,wet head wetlands bitter sweet red 40 bsr 41,wet head brewery,american strong ale
8.5,imperial oak wee willies big breakfast,imperial oak brewing,scotch ale
5.5,right eye cu29,right eye brewing company,amber ale
5.5,sarungano gudo,sarungano brewing,amber ale
4.5,bunpat rossa,birrificio sagrin,amber ale
4.0,vernal allosaurus amber,vernal brewing co,amber ale
7.5,manor hill stone bridge amber,manor hill brewing,amber ale
6.0,benelux semuta,benelux brasserie artisanale,saison
5.0,401 caramel apple cider,401 cider brewery,cider
4.2,neath witch hunter,neath,bitter
6.4,beardslee four ginger ipa,beardslee alehouse,india pale ale 40 ipa 41
4.7,la vall e du giffre la petit mpc,la vall e du giffre,belgian ale
5.3,lake ann amber,lake ann brewing company,amber ale
,5 seasons north connemara irish red ale,5 seasons north,irish ale
6.0,blaengawney heartbreaker cider 40 draught 41,blaengawney cider,cider
5.7,baylands red ryder ipa,baylands brewery,specialty grain
6.2,praxis ambar,praxis,amber ale
4.4,chelsea haywagon red,chelsea alehouse,amber ale
5.4,appalachian mountain switchback amber ale,appalachian mountain brewery,amber ale
5.0,yaletown red galaxy ale,yaletown brewing co,amber ale
6.2,1925 blk6 22,the 1925 microbrewery restaurant,amber ale
5.1,altes tramdepot canadian red ale,altes tramdepot,amber ale
5.0,pac city not so amber ale,pac city brewery,amber ale
6.0,bendorf neudorf red ale,bendorf,irish ale
,sheps amber ale,the good shepherds brewing co,amber ale
5.0,brighton bier south coast ipa,kemptown,india pale ale 40 ipa 41
3.6,1648 ruby mild,1648,mild ale
5.5,salty nut bee transfixed honey amber ale,salty nut brewery,amber ale
,baguales rubia,baguales,india pale ale 40 ipa 41
7.2,blackjack blackberry king of clubs,blackjack,imperial stout
,battered boar blue face scottish ale,battered boar brewing company,scottish ale
5.5,triple crossing rochelle rochelle,triple crossing brewing company,amber ale
,5 paddles the village idiot,5 paddles brewing company,amber ale
8.6,18th street under crown,18th street brewery,imperial ipa
6.8,american fall harvest sour ale,american brewing company,sour red brown
5.0,ambers australian mountain pepper berry lager,hogs head brewing company,fruit beer
5.5,beer valley owyhee amber ale,beer valley brewing company,amber ale
5.2,half pints saazamatazz,half pints brewing co,amber ale
4.2,blackwater art deco,salopian,golden ale blond ale
7.5,croocked moon meat market,n rrebro bryghus,american strong ale
5.1,liftline first tracks amber ale,liftline brewing company,amber ale
5.5,the freehouse no 22 honey red ale,the freehouse,amber ale
7.5,bottletree imperial red ale,thomas creek brewery,american strong ale
5.5,epidemic ales affliction amber,epidemic ales,amber ale
,egan sons oddfellows ale,egan sons,amber ale
,5280 roadhouse pioneer pale ale,5280 roadhouse brewery,american pale ale
,winthrop double dry hopped amber,winthrop brewing company,amber ale
5.0,nausta inland red ale,nausta bryggeri,amber ale
4.7,neust dter elbhang rot,neust dter hausbrauerei,amber lager vienna
9.4,vital infrared imperial red,vital brewing,american strong ale
5.5,madison river irresistible amber ale,madison river brewing company,amber ale
5.8,feral bfh 40 barrel fermented hog 41,feral brewing co,india pale ale 40 ipa 41
6.5,john harvards oatmeal amber ale,john harvards brewhouse 40 corporate office 41,amber ale
5.3,hop haus wildcat amber,hop haus brewing company,amber ale
4.8,helm rousse du parc,helm brasseur gourmand,bitter
5.6,beerbliotek rye pale ale chinook columbus,beerbliotek,specialty grain
4.0,ap stol frutos rojos,inducerv,fruit beer
5.4,begyle bushel and a peck montmorency,begyle brewing company,fruit beer
6.6,de molen rye ipa simcoe,brouwerij de molen,india pale ale 40 ipa 41
5.7,smartmouth murphys law amber ale,smartmouth brewing company,amber ale
5.3,beer works doctor mortons implant jammer,abbeydale,golden ale blond ale
4.2,abita strawberry harvest lager,abita brewing company,fruit beer
6.2,albion chiniquy chante no l,brasserie artisanale albion,english strong ale
5.0,manantler shelf conscious amber ale,manantler craft brewing,amber ale
,1516 nz nelson sauvin pale ale,1516 brewing company,india pale ale 40 ipa 41
7.0,backlash ricochet,paper city brewery,india pale ale 40 ipa 41
5.5,intracoastal sore amber,intracoastal brewing company,amber ale
5.6,jacks grid iron amber ale,jacks brewing co 40 formerly fremont brewing co 41,amber ale
4.5,blue island massive political corruption,blue island beer company,amber ale
5.9,three notchd harrisonburg peanut butter amber,three notchd brewing company,amber ale
5.8,mankato organ grinder amber ale,mankato brewery,amber ale
6.6,flying heart louisiana amber,flying heart brewing,amber ale
5.8,mt carmel snapshot series hopton golden ale,mt carmel brewing company,golden ale blond ale
,clarens red ale,clarens brewery,american pale ale
