"formerCallsign"
"KFTI (2001–2010)"
"WTGE (1997–2001)"
"WLIN"
"WDSE-LP (2002-2004)"
"WZNX (1991–1994)"
"WTXM (2000-2002)"
"WUIN (2011)"
"WSBP (1985-1987)"
"KOCD (2007-2011)"
"59-?)"
"WRWC (1967-2000)"
"KBDJ (1998–1999)"
"KKCM (1980-1985)"
"KDLB"
"WLOF (1940–1984)"
"KSVE (1992-1994)"
"KBAE (1985-1986)"
"WVZB (1991–1993, CP)"
"CFBR (1943-1946)"
"KSNM (1965-1982)"
"WWIQ (2012-2013)"
"WAYS (1941&ndash;84)"
"KDNO (1970–1997)"
"KKUL-FM (1989–1992)"
"WGNR-FM (1948–1953)"
"WKYI-FM (1988–1988)"
"CJLR (1959-1969)"
"Otway FM, CPR FM"
"CKVN (1969-1973)"
"WOVU (1985-1989)"
","
"KTOM-FM (1984-2003)"
"France Musiques (1999–2005)"
"KVOE (1935–1954)"
"DWVOV (2003-2011)"
"WAXD (1998-2000)"
"WAWA (October 12–24, 1994)"
"WHAI-FM (1948–2001)"
"WSPZ (1992–2004)"
"WKHW (1996-2009)"
"WECM (1989-2010)"
"KKSB (2005)"
"KRGO (1984-1986)"
"WMTO (1989-1996)"
"WQGY (2006-2007)"
"WUKV (2008-2011)"
"KUSN (1991-1999)"
"WYPR (1959-1981)"
"WWSH (1994–98)"
"KUNX (2008–2013)"
"KMKS (1984-2022)"
"WZCL (1989–1990)"
"WTGE-FM (1988–1997)"
"WMJC (1976-1987)"
"WAJC (1997&ndash;1998)"
"WTVL-FM (1968–1985)"
"WIBB (1948-1993)"
"Lietuvos radijas"
"WHUG (1965-2001)"
"WBEN-FM (1944&ndash;87)"
"WUFX (1989-1995)"
"KPUL (1967–1977)"
"KOMJ (1999-2005)"
"WTYX (2004-2008)"
"WGBI-FM (1948–1993)"
"KPSR-LP (2005–2015)"
"WPVA-FM (1972-1984)"
"WTPL-FM (1980-1987)"
"WUUS-FM (2007-2008)"
"KNIX (1973–1990)"
"CIEL-FM (1977-2000)"
"WTSW (1991-1992)"
"WIST (1996-1997)"
"KKUZ (1970–1979)"
"KBOY (1985-1989)"
"WMYJ (1991-1994)"
"KISD (1948–1978)"
"KTRX"
"WVOZ (1964-1980)"
"WWDS (1963-1967)"
"KQZY (1985–1990)"
"WBPS-FM (2001&ndash;06)"
"WTBL (1998-2000)"
"WAHY (1994-1999)"
"WHOR (1989)"
"1ZA"
"WZNR-LP (2014-2015)"
"WFJZ (2000-2005)"
"WBBI (1993-1995)"
"1959-1967: WOHI-FM"
"KENI(1948–1998)"
"WKKN (1992-2003)"
"KYNG-FM (1979-1992)"
"XHFC-FM"
"WSUY (1997–2007)"
"KRMC (1973–1987)"
"KLGO (2005-2012)"
"KXIX (1995-2010)"
"WTMQ (2002-2009)"
"KLEZ (2014-2015)"
"WTYM (1992-2021)"
"WONA (2016–2017)"
"KRNT-FM (1970–1974)"
"WCCM (2007–2017)"
"WMRA (1948–1952)"
"WGSF (1981&ndash;2000)"
"WGMN (1998-Present)"
"KLEE (1948–52)"
"WARB (2000–2002)"
"KXAR-FM (1984-2001)"
"WAKE (1955-1965)"
"WAXE-LP (2014-Present)"
"WIZD (1989-2009)"
"WJNO (1936&ndash;1997)"
"KIZN-FM (1986-1990)"
"XEKOK-AM"
"WMGR-FM (2001–2005)"
"KLRX (1991-1993)"
"KBUY-FM (1978-1987)"
"WAVA (1951-1953)"
"KLKY (1992-1997)"
"WYSB (2006-2014)"
"WGXL (1970s-1981)"
"WMEQ (1980–1989)"
"WJYQ (1987–1995)"
"KWPL (1985-1988)"
"KQLV (1998-2009)"
"WXMG (2011–2015)"
"KAUL (1981–1986)"
"WBFC (1955–1959)"
"WYMR (1995-1998)"
"KISD (1984-1987)"
"2013)"
"WWGM (1964&ndash;1993)"
"KPDA (2008-2010)"
"KANG (1998–1999)"
"WQAH (2001–2009)"
"KSQB (2001–2010)"
"2001)"
"KXXI-FM (1983-1987)"
"WKOK-FM (1994-1998)"
"KJCD (2000–2008)"
"WNNN (1997-2001)"
"WXKZ (1983–1986)"
"WWDG (2003-2009)"
"81)"
"KBOQ (1994-2008)"
"KCKC (1947-2001)"
"WTHU (2003-Present)"
"KHBC (1936-1965)"
"3CCC"
"KEYF (1983-1985)"
"2003)"
"WFWQ (1982–1985)"
"WLUE (2012–2013)"
"1992)"
"WBMC-FM (1974–86)"
"WKRI (1973–1995)"
"KVIL (1960–1985)"
"KMXD (1991–1998)"
"KCBQ-FM (1981–1996)"
"KHBJ (1977&ndash;86)"
"WUBZ (2001)"
"WLGM (1968–1986)"
"WXYY (2011-2014)"
"WDXQ (2005-2007)"
"KIOY (1976–1982)"
"KHDN-FM (1978–1984)"
"WLZR (1985-1986)"
"WCOP-FM (2001-2005)"
"WAGA-FM (1948–59)"
"WVSL-FM (2011-2016)"
"WDXZ (2013-2016)"
"XEM-AM"
"KGDD (2004-2015)"
"WAGO (1969-1983)"
"WJOI-FM (1965-1967)"
"KXCL (1989-2005)"
"none"
"WNBQ (1998-2016)"
"WKTU (1987-1996)"
"KBXG (1989-1990)"
"KBUF-FM (1980–1984)"
"KABE (1993-1994)"
"WENE (1947–1991)"
"KTWI (2003-2004, CP)"
"WMBY (1998)"
"WUCL (2003–2005)"
"WUSV (2007-2008)"
"KOL-FM (1961–75)"
"KSAR (1977-2000)"
"KMPQ (1990-1997)"
"WQEG (1991-1992, CP)"
"WXJZ (1999-2002)"
"WBZT-FM (2002-2009)"
"WUUS (1996–1999)"
"Sky 100.4 (1989-1993)"
"WJDK (1993-1998)"
"KLAA (1990–2006)"
"KOHU-FM (1978-1984)"
"WXFG (1993&ndash;1994)"
"KXXX-FM (1971-1983)"
"WGBQ (1979-1997)"
"KSSM (1981-1991)"
"WGLV (1991–2000)"
"WIGY (1995–2013)"
"KMIX (1987-1997)"
"WYSS (1979-1983)"
"WJJZ (2006–2008)"
"WAOZ (2001)"
"KWCY (2000)"
"WFGF (1998-2009)"
"KUUZ (1977-1982)"
"KKSN (1959-1960)"
"WVOI (1981-1998)"
"KGRB (1961–96)"
"KYDQ (2017–2019)"
"CKJY (1982-1984)"
"WRBU (1929–1930)"
"WOKB (1994-2008)"
"WCLR (1965-1969)"
"WQAL (1959&ndash;1970)"
"KPFM (1946–70)"
"2012)"
"KRTQ (1999-2005)"
"WLHR (1998–2004)"
"KBRN (1956-1982)"
"KBGV (1998-1999, CP)"
"WUEZ-FM 1988-1990"
"2015)"
"WQCC (1979-1989)"
"KOLL-FM (1980-1988)"
"KJET (1989-1994)"
"KSTE-FM (2001-2002)"
"WAAC (1963–1983)"
"WQTK (2003-2006)"
"KJPN (2004-05)"
"KREM (1947-1985)"
"WNPS (2012-2015)"
"KPLV (2006–2016)"
"WDOX (2001-2005)"
"KLIK-FM (2001–2003)"
"KVTY (1991-1993)"
"WJZY-FM (2003)"
"WIBL (2004–2007)"
"KIPC (1976–1980)"
"WQMT (1976-2008)"
"WHMQ (1975-1989)"
"WKHJ-FM (2018-2020)"
"KULU (1995-2000)"
"XHV-FM (1967-October 8, 1991)"
"WIPE-LP (2014)"
"KEZQ-FM (1995–1996)"
"WWJV (1998-1999)"
"KKCM (2005-2009)"
"WYKK (1981-1982)"
"WNJH (1961-1971)"
"WCME-FM (1965–1973)"
"WJZA (23 November 1993 - 26 December 1997)"
"WXXO (2000-2007)"
"KYKM (1988-1991)"
"KATN (1961-1981)"
"KENE (1954–2002)"
"KRWS (1975–1978)"
"KUFW (1981-2019)"
"WBFG (1961–1980)"
"WQFM (1958-1996)"
"WLWZ (1987-1992)"
"WARI (1961-1996)"
"WOOK (1976&ndash;84)"
"15)"
"WSRA (1966-1978)"
"WAYI (2010-2011)"
"KHCM (2006–2007)"
"WEJM (1999-2001)"
"WMIW (1987-1997, CP)"
"KEDD (1998–2007)"
"WMBC (1925–39)"
"WXNT (1998–1999)"
"WUTK (1988-1997)"
"KCCV (1962-1989)"
"WZNW (2001&ndash;03)"
"KOOS-FM (1981-1986)"
"WMSL (1935-1987)"
"KTFX (1978-1995)"
"KWJJ (1927–97)"
"KPOY (1980-1982)"
"02)"
"KMRB-FM (1981-1985)"
"WKWL (1971-1976)"
"WCXR-FM (1986&ndash;94)"
"KZLO (1992–1993)"
"WBDR (1997-2006)"
"DWXB(1978-1987)"
"WVJJ (2019-2021)"
"WDKL (2002-2015)"
"2011)"
"WXPT (2006-2008)"
"KZRK-FM (1979-1985)"
"WNFO-FM (1962-1965)"
"KOKE (1958–91)"
"WHEW (1959–1969)"
"KVOI-LP (2014)"
"WSNZ (2007–2019)"
"WZXQ (1983–1986)"
"WACM (1983-2016)"
"WGBK (1980-1980)"
"10AD (1923-1926)"
"KUEZ (1987-2005)"
"WLKR (1968–91)"
"KHAK (1977-?)"
"WKRY (1985-1999)"
"KSEC (1982–1999)"
"KBOM (1986-2000)"
"WDJC (1994-1999)"
"WDLP (1939–1987)"
"KSLI-FM (2001-2004)"
"WZRH (1989-1998)"
"KKIS-FM(1987-1994)"
"KWER (2007-2008)"
"WINF (1996–2001)"
"WOL (1928–1950)"
"WKOC (2003-2004)"
"KDUN (1970-1997)"
"WWVR (1966-2017)"
"WELV-FM (1970–1981)"
"WBVQ (2003-2007)"
"KCUL (1983–2015)"
"WDVW (2012-2014)"
"WDRV (1998–1999)"
"WCKX (1980–1982)"
"WWCW (1994-2000)"
"WJBB-FM (1979-2011)"
"WBZW-FM (2007–10)"
"KMCG (1997–1998)"
"WJGC (2002-2004)"
"WIMX (1991–1993)"
"WCBC (1963–68)"
"KSNM (1984-2000)"
"KZOU (1986-1988)"
"KOLT-FM (1996-2001)"
"KLAF (1983–1986)"
"WJDV (2002-2005)"
"WPHH (1999–2000)"
"KZTK (2001–2002)"
"WHIT (1982-2001)"
"WHLX (1982-1996)"
"WOCB-FM (1987–1990)"
"KCPW (2004–2009)"
"WKKE (1969-1977)"
"WTKC (1979-1986)"
"KPXQ (1991-1993, CP)"
"KLLL (1988–1998)"
"WCLG (1954–2019)"
"WBBF-FM (1961–69)"
"KXXR (1988–92)"
"WHEZ (1985-1995)"
"KKRG (2006-2015)"
"2009)"
"WBYB (1993-1995)"
"KKYK (1973-1982)"
"WSYT (2003&ndash;2010)"
"WXKK (2006)"
"KPUP (1959–60)"
"WBCS-FM (1972-1987)"
"WONG (1956–1961)"
"WRLZ (1996–2019)"
"KLXQ (1992-2002)"
"WDCO (2007-2010)"
"WVXD (1992–1997)"
"WNWY-FM (1970–1976)"
"DWJV (2012–2021)"
"WAIR-FM (1947-1979)"
"WBUD (2008-2009)"
"2017)"
"KWRO (1947-1982)"
"KIIS (1970&ndash;80)"
"WDAF-FM (1961–1974)"
"WPNS (2002-2003)"
"WTRY-FM (1992–1994)"
"KKOS (1996-2001)"
"WMAK (1986-1996)"
"KPDJ (1979-1986)"
"WIUC (1941–1954)"
"KHGG (2001–2021)"
"WBTB (2004)"
"WEZI (1992–93)"
"KTFS (1946-1988)"
"WTKM (1951-2017)"
"81)"
"WKHJ (2018-2020)"
"KXJJ (1984–1985, CP)"
"KDSX (1967-1977)"
"KWEZ (1986-1989)"
"DYEN (1969-1972)"
"KZGL (2007-Present)"
"WLCL-FM (1972–1981)"
"WLRQ (1974–79)"
"KQEO (1999–2000)"
"92)"
"KENR (1985-1988)"
"WTOU (2019-2020)"
"WQWT (1985–1987)"
"WSHP (2005-2014)"
"WACO (1930-1996)"
"WHLY (1988-1990)"
"KUUK (1981–1987)"
"WFBS (2000-2011)"
"KCMC (1933-2014)"
"WAYL (1960–1988)"
"WVCU (1991)"
"KRXX (1985–1987)"
"KBBA (1953-1992)"
"KPJC (2007-2018)"
"WBCG-FM (1948–1951)"
"KNUG (2000)"
"WHBS (1946–1958)"
"KBAD-FM (2015-2018)"
"KPAD (2006-2013)"
"WMUU (1948-2008)"
"WISN-FM (1961–78)"
"WJJR-FM (1975-1979)"
"WGMS (1951&ndash;92)"
"CKBY-FM (2004-2020)"
"KPIR (1962-1969)"
"XEJT-AM, XEOLA-AM"
"KLBM-FM (1977-1985)"
"WRLB (1960–80)"
"WGAQ (1922)"
"1986)"
"KRDZ-FM (1987-1988)"
"WJJS (1994–1996)"
"KWST (1983–1987)"
"WTMM (2007-08)"
"WEHP (2012–2019)"
"KXTA (2005–2007)"
"2002)"
"WCQR (1985-1986)"
"KDIG (1980-1987)"
"WOVU (1993–1995)"
"KVOZ (1952-1988)"
"KFMT (1968-1980)"
"WMNX (1981-88)"
"WBOE (2006-07)"
"KTME (1987–2006)"
"WCAM (1924-1980)"
"CFWB (1963-2008)"
"WBPA (1979-2005)"
"2001)"
"KEXT (1984)"
"KWKH (1925–1926)"
"KVVQ-FM (1985–1997)"
"XEAV-FM (1958–1970s)"
"WZNW (1997-2001)"
"WZON-FM (2009–2012)"
"CYB (1923&ndash;1929)"
"WJTO-FM (1971–1976)"
"WNLE (1984–2006)"
"WLTA (1991-1994)"
"KTRZ (1984-2014)"
"WWBR (2000-2005)"
"WTSZ (2001-2002)"
"WGBD (1994-2001)"
"KRMS-FM (1964-1980)"
"2006, CP)"
"WPRC (1925-1929)"
"WZST (1965-1985)"
"WZOD (1997–-1998)"
"KVYK"
"KFIL (1960-1964)"
"WPVM (1976-1977)"
"KEZB (2006-2008)"
"WYHL (2006-2007)"
"WUJM (1999–2014)"
"KLDZ (1998)"
"WEPM-FM (1949–1973)"
"WCPY (2008-2014)"
"WBZF (1996–1999)"
"WCTS (1947–1950)"
"KROS-FM (1947–1974)"
"KARA (1972-2002)"
"Classic FM (1994 - 2019)"
"KCTA-FM (1967–1970)"
"97)"
"WLLB (1997–2001)"
"XEWM-AM, XEWA-AM"
"WADN (1989–1998)"
"KTMS-FM (1965–1984)"
"1986, CP)"
"WFOG-FM (1996–1999)"
"WJAM (1950-1983)"
"KRKE (1973-1986)"
"KMFY-FM (December 21, 1989&ndash;February 28, 1990)"
"KJQY (2001–2002)"
"WHTX (1983–1991)"
"WFGM-FM (1960–1964)"
"1ZE (Kaikohe)"
"WRGO (1996-2017)"
"1996)"
"WNDB-FM (1947–1973)"
"WZST (1989–1992)"
"WPUV-FM (1967–1981)"
"KKAT (1984-2004)"
"XEYV-AM"
"WXVW (1961–1997)"
"KRKE-FM (2017-2022)"
"WACQ (1977&ndash;79)"
"2001)"
"1983"
"KSUR (1994-1995)"
"KTUN (1983-1986)"
"KTLW (1948-1980)"
"WLDB (1955-1974)"
"WBZM (2000&ndash;2003)"
"KPCR (1966–2006)"
"WKIF (1998-2012)"
"XEFCPQ-AM (March–October 1998, never used on air)"
"WLVO (1991-2004)"
"KDTL (1998-1999)"
"KUBL (1995-2000)"
"WYYS (1988–1991)"
"WPJB (1952-1954)"
"WAUE (1997-1998)"
"WINF (1994–1996)"
"WTBT (2011-2012)"
"KRAJ (1988–1998)"
"WMCZ (1985-1986, CP)"
"KVPO (CP)"
"WBOG (1992-1997)"
"KULY-FM (2016-2019)"
"KWGF (1981-1983)"
"WEAH (1976-1983)"
"KKCM (1987-1998)"
"KSPO (1950-1957)"
"WHIM (June 1, 1993-November 1, 1995)"
"KMKT (1987-1990)"
"KBMJ (1994–1996)"
"KRDM (1987-1995)"
"KRNW (1960-1977)"
"WKNI (1987-2000)"
"WOTB (1980-1996)"
"KWDO (2017-2022)"
"WZRC (1986-1987)"
"WKCP (1990-1991)"
"WSPT-FM (1996–2012)"
"92)"
"KZTU (1991-2004)"
"KFIX (1981-85)"
"KTNT-FM (1988-1999)"
"WMXG:"
"WBZN-FM (1987–1991)"
"WTID (2018-2019)"
"KPAC-FM (May 14, 1963-January 30, 1978)"
"WLCE (1999-2002)"
"WTHQ (2016-Present)"
"KRXF (2006-2010)"
"WNKV (1985-1998)"
"1980)"
"WFUC (1991, CP)"
"WSWR (1981–2011)"
"WJMA-FM (2004-2011)"
"KZED (1979-1990)"
"WQWX (1973-1979)"
"WSAC-LP (2002–2008)"
"KINF (2006)"
"WWRE (2015-Present)"
"WGIO-LP (2012–2014)"
"WXXJ (2009–17)"
"WOYE-FM (1965-2002)"
"CJOV-FM (1964-1978)"
"WLFF (2005-2008)"
"WAYK"
"KMVK (1993-1997)"
"WMAD (1964-1977)"
"W9XBY (1934–1936)"
"KMGR (2001-2017)"
"WEHN (1990-1992)"
"WLUV-FM (1964-2000)"
"KSKQ-FM (1988–1992)"
"WNNR-FM (1989-2002)"
"WYRD (1974–1981)"
"WYMY (2001–2013)"
"KVIC (1961-1981)"
"WHFX (1988–1996)"
"WCLZ (2000–2001)"
"WHBK (1987-1988)"
"WTAW (1922–2000)"
"KQTY (1957–1962)"
"WZKS (1990&ndash;93)"
"KBZB (1999-2010)"
"WLAA (2003-2008)"
"WRIR (1996-1997)"
"WOXO-FM (1981–2016)"
"14)"
"WBLZ (2008-2008)"
"KNOE (1944-2008)"
"WGMF-FM (2009)"
"WUFH (2007-2008)"
"KBHY (1998)"
"KTRM (July 9, 1947-September 1, 1980)"
"KQBL (2002–2003)"
"WQLR (2007-2020)"
"KBSY (1991-1994)"
"WGIL-FM"
"WBGS (1991-2016)"
"WJNJ (1958–84)"
"WFIX (1960-1990)"
"98)WWTM (?-?)"
"WZEA (1991-1995)"
"WRLX (1992–2020)"
"WRMA (1984-1986)"
"WHYB (1989-1992)"
"WNTE (1960)"
"WZDB (2007-2018)"
"KLNA (1996-2001)"
"KCOV (1955-1958)"
"WDKF (2011&ndash;12)"
"KXLI(1999–2005)"
"KYMT (2011-2015)"
"2002)"
"W1XSO (1940–41)"
"WALA (1933-1963)"
"KQAI (1984-1986)"
"KPAM (1976-1982)"
"KLBO (1989-2007)"
"KMJI (1992–1995)"
"WRKW (1999-2004)"
"WNTX (1988–1993)"
"WJAX-FM (1978–86)"
"WWKF (1982-2019)"
"WRAV (1974-1987)"
"WLIQ (1961-1980)"
"WFBL (1989-1993)"
"WNNO (1973–1999)"
"WLYG (2007-2009)"
"WBZS (1995&ndash;2000)"
"KBOE (1950–2014)"
"WVHG (1979-1988)"
"DWXB-FM"
"KLTY (1989-2000)"
"HJCE"
"XESM-AM"
"KBZU (2001-2020)"
"KJAX (1989–1999)"
"WZEA (1997-1998)"
"KATJ (2001-2003)"
"KTRJ (2006-2007)"
"1979)"
"WKQQ (1975-1998)"
"WTHJ:"
"WUOL (1979-1982)"
"WMBC-FM (1984)"
"WZSK (2000-2021)"
"WBZT (1992&ndash;2000)"
"WHTU (2007-2011)"
"WRLB (1984-1992)"
"WNAE-FM (2007–2011)"
"KMLT (1988-1992)"
"KZEZ (2001)"
"2004)"
"KCNG"
"WYJK (2005&ndash;11)"
"KCYQ (2005-2010)"
"WPDQ (1987-1989)"
"WFBF (1985–2019)"
"WAJC (2002-2010)"
"KOUH (1991-1992, CP)"
"KCYE (2007-2009)"
"2018)"
"WBNN (1990-1991)"
"KRQS (1998-2001)"
"WXMJ:"
"KROW (2005-2010)"
"WLUP (2018)"
"KPCQ-FM (1982-1984)"
"WJLT (1990-1994)"
"CKOV-FM (2018-2021)"
"KRQU (2008-2011)"
"WRAC (1950–1975)"
"WAMS (2000-2002)"
"KCCL-FM (1985-1993)"
"KWOK (1966-?)"
"WZZQ (1973–1981)"
"WBBE (1994-1998)"
"KTWI (1991-1998)"
"WYRG (2017-2019)"
"WRDX (1997&ndash;2007)"
"WMMS (1957–1964)"
"WAYC (1997-2009)"
"KYLO (1978-1990)"
"KYZZ (1990-1991)"
"KBET (1988–1999)"
"KDWZ (1979-1981)"
"KJBB (2000-2012)"
"WLUM"
"KRCW (1957–1965)"
"WMKQ (July 2019)"
"WOXO-FM (2016–2019)"
"KRZR (1989–2010)"
"WOVV (1968-1995)"
"WCDJ (1993–2007)"
"WIST (1960–1983)"
"WWFT (1991-1993)"
"WEZW (1995–1996)"
"WLCK-FM (1967-1986)"
"KCBZ (1988-1993)"
"WVZE (1991-1992)"
"KRXZ (1995-1997)"
"WQVA (2005-2010)"
"WQGL-FM (1978–1982)"
"WYLR-FM (1978-1997)"
"KFWM (1925-1930)"
"KRLL (2004)"
"1997)"
"KUBE (2017-2018)"
"KDOT (1957-1963)"
"WIFE (1976–1983)"
"DWKY(2003-2011)"
"KMVP (1996–2017)"
"XELO-AM (1976–2013)"
"WXRA (2002-2008)"
"WBGA (2002–2005)"
"1986)"
"KAUA (1983-1985)"
"WMVY (2013–2014)"
"KJFA (2002-2006)"
"KVIB (2005–2014)"
"KHOT-FM (1995-1998)"
"WBZK (1978–2008)"
"WCOL (1934&ndash;97)"
"WRYT (1966–78)"
"KLHV (2008–2009)"
"KUKF (1990-1990)"
"EasyMix"
"KNWU (2004)"
"WOOD-FM (1962–2010)"
"WFVR, WGAF"
"WHCP-LP (2014-Present)"
"2014)"
"WEAS (1960–1961)"
"KKCK (1982–2019)"
"KLAD (1988-2000)"
"WQWQ-FM (1991–1992)"
"WZZG (1990-1991)"
"WYGL-FM (1990-2016)"
"WVIM-FM (1976-2013)"
"WUIA (1990, CP)"
"DXTM"
"KUDE (2003-2017)"
"KNWZ (1998-2001)"
"WZAC (1989-1989)"
"KMJ-FM (1949–1981)"
"KFEL (1923–54)"
"WWSN (1995–97)"
"85)"
"CIQC (1991-1999)"
"WNSY (1983–1985)"
"KDKQ (1979–1984)"
"KVOX (2007-2017)"
"WDGM (2001-2016)"
"WIOL (1999-2005)"
"WCWC-FM (1965-1980)"
"KTUT (1956–1960)"
"KPWK (2016-2018)"
"WAVA (1954)"
"KSLQ (1984-1998)"
"KQSP (1985–1988)"
"KXFX (1988-2011)"
"KZAK (1990-1997)"
"WLBG-FM (1960s-1970s)"
"WWZD (1994–1995)"
"KWIN (1946–1971)"
"02)"
"WTIJ (1984-1986)"
"WCXI-FM (1982–1986)"
"WYDB (1991-1993)"
"WJBS (1949-1959)"
"KHTO (2009-2016)"
"WPRS-FM (1952-1974)"
"WOMX (1989–1995)"
"WWBA (1997-2009)"
"KFMF (1974-2019)"
"KLVW (1995-1997)"
"WMYD (1986-1992)"
"KRKO (1934-1985)"
"WEZG (1994-2004)"
"WQBA-FM (1979-1995)"
"KFMX (1988-1993)"
"WUSV (1999-2001)"
"WSYW-FM (?-1999)"
"KUSD"
"WKKU (1989–1990)"
"WAIV (1980–1981)"
"WEMM (2011-2015)"
"DXGE (1960-1987)"
"WMWX (2001-2005)"
"WIBB (2008-2015)"
"KQAM (1980-1997)"
"WCHR (1998-2002)"
"WKJN-FM (1989–1999)"
"DYLS(1978-1979)"
"WWGO (1993–1994)"
"WLKE (1966–1982)"
"KIVA-FM (1987-1992)"
"WSIV (1946&ndash;1979)"
"WUUF (1988-1995)"
"WILV (1985–89)"
"WIBS (1985-1989)"
"WLMD (1964–1985)"
"KKGO (2005&ndash;07)"
"KTWN (1984-1989)"
"WHXQ (2008–2010)"
"WHIS-FM (1963–1976)"
"WRSQ-FM (1977–1980)"
"CHGO-FM-2 (1999-?)"
"KZBE (1993-1996)"
"WBES (1988-1989)"
"WHCC (1947–1999)"
"KSAC (1985-1994)"
"KBWH (1980-1993)"
"KRYR (1996-1997)"
"WHFB-FM (1947-2016)"
"WMMJ (1978-1984)"
"WNVU (2017–2020)"
"95)"
"WXKW (1995-1997)"
"WLAW (1937&ndash;1953)"
"KLPC-FM (1979–1984)"
"KMGQ (2005)"
"WXAM (1984-1988)"
"KSFE-FM (2017)"
"WPLA (1995-2005)"
"KMOM (1999-2004)"
"KBIQ (1970-1984)"
"KWRW (1956–1970)"
"XHGAS-FM (1985-89)"
"KBTB (2004–2008)"
"WVCS"
"WYCP"
"WXYW (1980–1982)"
"2000)"
"KMPS (1975–1997)"
"04)"
"KRFM (1974–1982)"
"WXPT (1990–1994)"
"WGTS-FM (1957–1998)"
"KKRW (1993&ndash;2014)"
"WLVX (1994–1995)"
"2010)"
"KPCN (1962-1969)"
"WNNY (1993-1997)"
"KWGB (1948–1958)"
"WNFT (1996&ndash;99)"
"WEEK-FM (1997&ndash;1999)"
"KERE (1973-1981)"
"WATD (1977–1985)"
"DXHD (2002-2010)"
"WRLL (2003–06)"
"KFIS (1981-2001)"
"WGTN-FM (1990-2019)"
"WBGF (1930-1932)"
"WKHI (1978-1993)"
"KYWY (2017)"
"KHWI (1996-2009)"
"KMZZ (1990-1993)"
"WSPD-FM (1946–1971)"
"WFGO (1993–2007)"
"WRMA (1994-2014)"
"WRXJ (1984-1986)"
"KOYL-FM (1966-1979)"
"KWDB (2000-2012)"
"KJRG-FM (1959–1976)"
"WBYR (1986–88)"
"WKTQ (1973-1981)"
"WESP-FM (1981-1983)"
"WMFG (1935-1983)"
"KREV (1994–1997)"
"WEZL (1958–1961)"
"WQSI (1977–1982)"
"WQRP (1998-present)"
"KBLR (1958–1960)"
"CHVR-1 (1990–96)"
"WEBU (1988-1989, CP)"
"WBDY-LP (2014-Present)"
"CBF (1937-1998)"
"WCSO (1980–1987)"
"KBUD (2015-2016)"
"KCFA (1959-1974)"
"KXAM (1990–2009)"
"1985)"
"KKHI (2008)"
"WHOB (1987–2005)"
"KZNC (1993-2009)"
"KTLT(1984-2003)"
"WFXZ (1983-84)"
"WLRD (1994-1997)"
"KEIN-FM (1998-1999)"
"WQWV (1996-Present)"
"KNGT (2003–2005)"
"WWIL-FM (1959–1968)"
"KTLK (2003–2005)"
"KCSX (1998–2003)"
"WPAV (1990)"
"WYNG (1982-2003)"
"KTGM (1956–69)"
"KVSC (1953–1961)"
"WYLO (1964–1995)"
"WAMM (1981-2019)"
"KUPL (2002-2005)"
"WXXO (1996)"
"WABJ-FM"
"KMYX (1984–1989)"
"KOBT (2002-2004)"
"KJHY (1987-1988)"
"CFQC-FM (1995–2007)"
"KJJO (1990-1995)"
"WCVZ (2009&ndash;10)"
"KCOR-FM (1967–1971)"
"KEDD (1961-1992)"
"WNBR (1992-2004)"
"KYUU (1978–1988)"
"WQSR (1973–79)"
"2006)"
"97)"
"WJIK (1980-1986)"
"KJSA (1983–2009)"
"WQPD (1983-1989)"
"WINT (2003–2012)"
"WHHT (2012)"
"XEMC-AM"
"2006)"
"KLOV (1955–1998)"
"79)"
"WGRT (1975-1984)"
"WINT (1958-1972)"
"KWED-FM (1970-1985)"
"WRZK (1983–1987)"
"CJNW (2001&ndash;2002)"
"KFLU (1925–27)"
"WBNT (1959-1988)"
"KZZD (CP) (2009-2012)"
"WYAP (1999)"
"3TR"
"KFTO (1988)"
"WAMS (2007)"
"KMZK (1997-2011)"
"WVMI-FM (1966-1969), WQID (1969–1994)"
"KYMI (2007)"
"WTMT (1958–2006)"
"KXDC (2002-2006)"
"KCXX (1995-2015)"
"WZZB (1990–1991)"
"WTSM (1996-1996)"
"KWTR (2011-2012)"
"WNRN (1984–1987)"
"KCWS (1992–1997)"
"WLLK-FM (2005)"
"WIHB (2005-2011)"
"KZLR (1989)"
"WINZ (2002–2004)"
"KWBM (1948–1955)"
"WKLX (1986–98)"
"KAQE (2005)"
"WDIF (1975-2008)"
"WJAI (1972-1984)"
"WDJC (1955)"
"WLUP:"
"KQDF-FM (1985-1995)"
"WEZR-FM (2016–2019)"
"WBBF (1924&ndash;25)"
"1999)"
"KSHR (1982-1985)"
"WJMX-FM (1985-1988)"
"KBKN (1983-1984)"
"08)"
"WXRB (1993–1995)"
"KBKR-FM (1979-1988)"
"WXLE (1976-1985)"
"DYCI (1965-1989)"
"KMJE (2014-2017)"
"KBSG (1989–2003)"
"KKLB (1980–1987)"
"WLNR (1961-1991)"
"WTPS (2006–2007)"
"WPEN-FM (1943–47)"
"WFMF (1948-1974)"
"WKLD-FM (1968-1981)"
"KSUE-FM (1979–1993)"
"KKLQ (1994-1996)"
"KCRN-FM (1991-2018)"
"WLAK (1972&ndash;1989)"
"WKKQ-FM (1981-1983)"
"DYOO (1981-2012)"
"KAMA (1972–1985)"
"WGWR-FM (1948-1973)"
"WEDJ (1994-1996)"
