64bit processing,<page title>,aspect ratio,battery chemistry,battery energy,bluetooth,bluetooth standard,brand name,cache,certifications standards,color,connection type,depth,display screen technology,display screen type,form factor,front camera resolutionwebcam resolution,front camerawebcam,graphics controller manufacturer,graphics controller model,graphics memory accessibility,graphics memory technology,green compliance certificateauthority,green compliant,headphonemicrophone combo port,height,keyboard,keyboard type,manufacturer,manufacturer part number,manufacturer website address,maximum battery run time,maximum standby battery time,maximum turbo speed,memory card reader,memory card supported,memory technology,micro hdmi,microphone,multitouch screen,number of cells,number of usb 30 ports,operating system,operating system platform,optical drive type,package contents,pointing device type,processor core,processor manufacturer,processor model,processor speed,processor type,product line,product model,product name,product series,product type,screen mode,screen resolution,screen size,software included,solid state drive capacity,speakers,standard memory,total number of usb ports,touchpad features,touchscreen,weight approximate,width,wireless lan,wireless lan standard,additional information,audio line out,backlight technology,battery capacity,ethernet technology,finger print reader,hard drive capacity,hdcp supported,hdmi,height front,height rear,maximum memory,network rj45,number of total memory slots,number of usb 20 ports,operating system architecture,optical media supported,tv card,vga,webcam,wireless lan manufacturer,wireless lan model,mini hdmi,rear camera,rear camera resolution,wwan supported,direct media interface,focus modes,hard drive interface,hard drive rpm,hyperthreading,keyboard backlight,memory standard,security features,sensor type,solid state drive interface,vpro technology,wimax,chipset manufacturer,construction,mini displayport,applicationusage,carrying options,case features,compartment depth,compartment height,compartment width,durability,exterior material,maximum screen size supported,minimum screen size supported,style,chipset model,acer converter cable supported,acer converter port,displayport,checkpoint friendly,compatibility,graphics memory capacity,duallayer media supported,flash memory capacity,country of origin,input voltage,keyboard localization,maximum power supply wattage,digitizer,audio line in,esata,modem,modem rj11,printed designpatterntexture,features,memory form factor,number of mini pci express slots,number of processors installed,number of processors supported,number of total expansion slots,total hard drive capacity,near field communication,number of 35 bays,number of external 525 bays,number of total expansion bays,hard drive configuration,gps,maximum web surfing battery time,maximum video battery time,number of graphic controllers,number of internal 25 bays,number of pci express x1 slots,number of pci express x16 slots,controller type,raid levels,raid supported,expansion bay type,expansion slot type,switchable graphics,number of optical drives,cellular data connectivity technology,solid state drive configuration,number of msata interfaces,number of mxm slots,total solid state drive capacity,burst frequency,widi technology,usb host,rear camera video resolution,maximum audio battery time,accessibility,interior material,pixel density
Yes,"HP ProBook 450 G2 15.6"" LED Notebook - Intel Core i3 i3-4005U 1.70 GHz - J8U85UTABA - Laptops & Notebooks - HEWLETT-PACKARD Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),44 Wh,Yes,Bluetooth 4.0,HP,3 MB,ACPI Compliance UL CSA FCC Compliance ICES Australia / NZ A-Tick Compliance CCC Japan VCCI Compliance KC BSMI CE Marking Compliance BNCI or BELUS CIT GOST Saudi Arabian Compliance ( ICCP ) SABS UKRSERTCOMPUTER Wi-Fi Certified,,,10.3 '',,Active Matrix TFT Color LCD,,,,Intel,HD Graphics 4400,Shared,DDR3L SDRAM,EPEAT Gold,Yes,Yes,1 '',Yes,,Hewlett-Packard,J8U85UT # ABA,http : //www.hp.com,,,,Yes,Secure Digital High Capacity ( SDHC ),DDR3L SDRAM,,Yes,,4-cell,2.0,Windows 8.1,,DVD-Writer,ProBook 450 G2 Notebook PC Lithium Ion Battery AC Adapter Power Cord,TouchPad,Dual-core ( 2 Core ),Intel,i3-4005U,1.70 GHz,Core i3,ProBook,,ProBook 450 G2 Notebook PC,450 G2,Notebook,HD,1366 x 768,15.6 '',MultiMedia : Cyberlink Power2Go Cyberlink PowerDVD Cyberlink YouCam BE Communications : HP Connection Manager HP Mobile Connect Intel My WiFi and Wireless Drivers for Microsoft HP Value Add Software : Getting Started with Windows 8 HP Ceement HP Hotkey HP PageLift App ( Requires Windows 8 ) HP Recovery Manager HP Registration App HP Setup HP Softpaq Download Manager HP Software Setup HP Support Assistant HP Recovery Disc Creator ( HPRDC ) HP WallPaper System Default Settings for Win8 UEFI System Diagnostics W8 3rd Party : Box App Foxit PhantomPDF Express,,Yes,4 GB,4.0,Multi-touch Gesture,No,,14.8 '',Yes,IEEE 802.11a/b/g/n/ac,,,LED,2850 mAh,Gigabit Ethernet,,500 GB,,Yes,,,16 GB,Yes,2.0,2.0,64-bit,DVD-RAM/ R/ RW,,Yes,Yes,Intel,,,,,No,5 GT/s,,Serial ATA/300,5400.0,Yes,,DDR3L-1600/PC3-12800,Device Access Manager with Just In Time Authentication HP File Sanitizer HP Client Security HP SpareKey Hardware Root of Trust HP Automatic DriveLock HP BIOS Protection HP Disk Sanitizer DASH Support HP DriveLock HP SpareKey Hybrid Boot Master Record Security Measured Boot Power On Authentication Pre-Boot Security Secure Boot ( Windows 8.1 ) Secure Erase Standard : HP Client Security Microsoft Defender HP Drive Encryption HP BIOS Protection Security Lock Slot TPM 1.2 Embedded Security Chip HP 3D DriveGuard,,,No,No,Intel,,,,,,,,,,,,,,,,,,,,,Yes,,China,230 V AC,English ( US ),45 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Acer Aspire SW5-012-14HK 64 GB Net-tablet PC - 10.1"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Atom Z3735F 1.33 GHz - NTL4TAA008 - Laptops & Notebooks - ACER Laptops & Notebooks - TheNerds.net",16 : 10,Lithium Polymer ( Li-Polymer ),,Yes,Bluetooth 4.0 + HS,Acer,2 MB,ACPI 5.0,,Micro USB,7 '',In-plane Switching ( IPS ) Technology,Active Matrix TFT Color LCD,Hybrid,2 Megapixel,Yes,Intel,HD Graphics,Shared,DDR3LM SDRAM,,,Yes,0.4 '',Yes,Touchscreen Keyboard,"Acer , Inc",NT.L4TAA.008,http : //us.acer.com,,,,Yes,microSD,DDR3L SDRAM,,Yes,Yes,2-cell,,Windows 8.1 Pro,Windows,No,Aspire SW5-012-14HK Net-tablet PCLithium Polymer BatteryAC Adapter Keyboard Dock,TouchPad,Quad-core ( 4 Core ),Intel,Z3735F,1.33 GHz,Atom,Aspire,SW5-012-14HK,Aspire SW5-012-14HK Net-tablet PC,SW5-012,Net-tablet PC,WXGA,1280 x 800,10.1 '',,,Yes,2 GB,,Multi-touch Gesture,Yes,2.58 lb,10.3 '',Yes,IEEE 802.11a/b/g/n,Wireless LAN : Acer Nplify 802.11a/b/g/n,,LED,5700 mAh,,No,,,Yes,,,,,,,32-bit,,No,,,Broadcom,BCM43241,,,,,,,,,,,,Trusted Platform Module ( TPM ),Accelerometer,,,,,,,,,,,,,,,,,,,,,,,,,,64 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Lenovo ThinkPad S1 Yoga 20CD00CHUS Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Intel Core i5 i5-4200U 1.60 GHz - 20CD00CHUS - Laptops & Notebooks - LENOVO Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Polymer ( Li-Polymer ),47 Wh,Yes,Bluetooth 4.0,Lenovo,3 MB,,,,8.7 '',In-plane Switching ( IPS ) Technology,Active Matrix TFT Color LCD,Convertible,,,Intel,HD 4400,Shared,DDR3L SDRAM,ENERGY STAR,Yes,Yes,,Yes,Physical Keyboard,Lenovo Group Limited,20CD00CHUS,http : //www.lenovo.com/us/en/,7 Hour,,2.60 GHz,Yes,Secure Digital Extended Capacity ( SDXC ),DDR3L SDRAM,,Yes,Yes,8-cell,2.0,Windows 8 Pro,Windows,No,ThinkPad Yoga ( 20CD-00CHUS ) AC Adapter,Trackpoint,Dual-core ( 2 Core ),Intel,i5-4200U,1.60 GHz,Core i5,ThinkPad,20CD00CHUS,ThinkPad Yoga ( 20CD-00CHUS ),S1 Yoga,Ultrabook/Tablet,HD,1366 x 768,12.5 '',,,Yes,4 GB,2.0,Multi-touch Gesture,Yes,,12.4 '',,,,,LED,,,,500 GB,,Yes,,,,No,,,64-bit,,,,,,,,,,,5 GT/s,,Serial ATA/300,7200.0,Yes,Yes,DDR3L-1600/PC3-12800,"Power-on Password Hard Disk Password Supervisor Password Security Keyhole Trusted Platform Module , TCG 1.2-compliant",Ambient Light Sensor,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Acer ICONIA A1-810-81251G00nw 8 GB Tablet - 7.9"" - In-plane Switching (IPS) Technology - Wireless LAN - MediaTek MT8125T 1.20 GHz - NTL1DAA002 - Laptops & Notebooks - ACER Laptops & Notebooks - TheNerds.net",4 : 3,Lithium Ion ( Li-Ion ),18.60 Wh,Yes,Bluetooth 4.0,Acer,1 MB,,,Micro USB,8.2 '',In-plane Switching ( IPS ) Technology,Active Matrix TFT Color LCD,Slate,300 Kilopixel,Yes,,,,,RoHS,Yes,,0.4 '',,,"Acer , Inc",NT.L1DAA.002,http : //us.acer.com,9.50 Hour,,,Yes,microSD,DDR3L SDRAM,,,Yes,2-cell,,Android,Android,No,ICONIA A1-810-81251G00nw TabletAC Adapter,,Quad-core ( 4 Core ),MediaTek,MT8125T,1.20 GHz,,ICONIA,A1-810-81251G00nw,ICONIA A1-810-81251G00nw Tablet,A1-810,Tablet,XGA,1024 x 768,7.9 '',,,,1 GB,,,Yes,14.46 oz,5.7 '',Yes,IEEE 802.11b/g/n,Wireless LAN : Acer Nplify 802.11b/g/n,,LED,4960 mAh,,No,,,Yes,,,,,,,,,No,,,AzureWave,AW-NH520,,,,,,,,,,,,,Accelerometer,,,,,,,,,,,,,,,,,,,,,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Dell Latitude 14 7000 E7440 14"" LED Ultrabook - Intel Core i5 i5-4310U 2 GHz - 998BFBL - Laptops & Notebooks - DELL COMPUTER Laptops & Notebooks - TheNerds.net",16 : 9,,,Yes,Bluetooth 4.0,Dell,3 MB,MIL-STD-810G,,,9.1 '',,Active Matrix TFT Color LCD,,,,Intel,HD Graphics 4400,Shared,DDR3L SDRAM,EPEAT,Yes,Yes,0.8 '',Yes,,"Dell , Inc",998-BFBL,http : //www.dell.com,,,3 GHz,,,DDR3L SDRAM,,Yes,,,3.0,,,,Latitude 14 7000 E7440 Ultrabook Lithium Ion Battery AC Adapter,TouchPad,Dual-core ( 2 Core ),Intel,i5-4310U,2 GHz,Core i5,Latitude,E7440,Latitude 14 7000 E7440 Ultrabook,14 7000,Ultrabook,,,14 '',,,Yes,8 GB,3.0,Multi-touch Gesture,,,13.2 '',,,,,LED,,Gigabit Ethernet,,,,Yes,,,,Yes,1.0,,,,,,Yes,,,,,,,5 GT/s,,,,Yes,,DDR3L-1600/PC3-12800,Dell ControlVault FIPS 140-2-Certified TPM Dell Data Protection : Encryption Protected Workspace,,,,,Intel,Rugged,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Acer Aspire M5-481T-33226G52Mtss 14"" LED Ultrabook - Intel Core i3 i3-3227U 1.90 GHz - NXM26AA009 - Laptops & Notebooks - ACER Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Polymer ( Li-Polymer ),,Yes,Bluetooth 4.0 + HS,Acer,3 MB,ACPI 3.0Product Safety Electric Appliance and Materials ( PSE ),,,9.6 '',,Active Matrix TFT Color LCD,,,,Intel,HD 4000,Shared,DDR3 SDRAM,,,,0.8 '',Yes,,"Acer , Inc",NX.M26AA.009,http : //us.acer.com,8 Hour,,,Yes,Secure Digital ( SD ),DDR3 SDRAM,,Yes,,3-cell,2.0,Windows 7 Home Premium,,DVD-Writer,Aspire M5-481T-33226G52Mtss UltrabookLithium Polymer BatteryAC Adapter,TouchPad,Dual-core ( 2 Core ),Intel,i3-3227U,1.90 GHz,Core i3,Aspire,M5-481T-33226G52Mtss,Aspire M5-481T-33226G52Mtss Ultrabook,M5-481T,Ultrabook,HD,1366 x 768,14 '',"Microsoft & reg ; Office Starter : reduced-functionality Word and Excel & reg ; only , with advertising . No PowerPoint & reg ; or Outlook & reg ; . Buy Office 2010 to use the full-featured software . Bing & trade ; Bar Windows Live & trade ; Essentials",20 GB,Yes,6 GB,2.0,Multi-touch Gesture,,4.30 lb,13.4 '',Yes,IEEE 802.11a/b/g/n,Wireless LAN : Acer Nplify 802.11a/b/g/n,Yes,LED,4850 mAh,Gigabit Ethernet,No,500 GB,Yes,Yes,,,6 GB,Yes,1.0,,64-bit,DVD-RAM/ R/ RW,No,,Yes,Intel,Centrino Advanced-N 6235,,,,,5 GT/s,,Serial ATA,5400.0,Yes,Yes,,,,,,,Intel,,,,,,,,,,,,,,HM77 Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Acer Aspire V5-131-10174G50akk 11.6"" LED Notebook - Intel Celeron 1017U 1.60 GHz - NXM89AA009 - Laptops & Notebooks - ACER Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),,Yes,Bluetooth 4.0 + HS,Acer,2 MB,ACPI 3.0,,,8 '',,Active Matrix TFT Color LCD,,,,Intel,HD Graphics,Shared,DDR3 SDRAM,ENERGY STAR,Yes,,1.1 '',Yes,,"Acer , Inc",NX.M89AA.009,http : //us.acer.com,6.50 Hour,,,Yes,Secure Digital ( SD ),DDR3 SDRAM,,Yes,,6-cell,,Windows 7 Home Premium,,No,Aspire V5-131-10174G50akk NotebookLithium Ion BatteryAC Adapter,TouchPad,Dual-core ( 2 Core ),Intel,1017U,1.60 GHz,Celeron,Aspire,V5-131-10174G50akk,Aspire V5-131-10174G50akk Notebook,V5-131,Notebook,HD,1366 x 768,11.6 '',"Microsoft & reg ; Office Starter : reduced-functionality Word and Excel & reg ; only , with advertising . No PowerPoint & reg ; or Outlook & reg ; . Buy Office 2010 to use the full-featured software . Bing & trade ; Bar Windows Live & trade ; Essentials",,Yes,4 GB,3.0,Multi-touch Gesture,,3.26 lb,11.2 '',Yes,IEEE 802.11a/b/g/n,Wireless LAN : Acer Nplify 802.11a/b/g/n,Yes,LED,5000 mAh,Fast Ethernet,No,500 GB,Yes,Yes,0.82 '',1.08 '',8 GB,Yes,2.0,3.0,64-bit,,No,Yes,Yes,Broadcom,43228,,,,,5 GT/s,,Serial ATA,5400.0,No,,,,,,,,Intel,,,,,,,,,,,,,,NM70 Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Lenovo ThinkPad W540 20BG0014US 15.6"" LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 20BG0014US - Laptops & Notebooks - LENOVO Laptops & Notebooks - TheNerds.net",,Lithium Ion ( Li-Ion ),99.90 Wh,Yes,Bluetooth 4.0,Lenovo,6 MB,,,,9.8 '',,Active Matrix TFT Color LCD,,,,Intel,HD 4600,Dedicated,DDR3L SDRAM,ENERGY STAR 5.0,Yes,Yes,1.2 '',Yes,,Lenovo Group Limited,20BG0014US,http : //www.lenovo.com/us/en/,11.10 Hour,,3.70 GHz,Yes,MultiMediaCard ( MMC ),DDR3L SDRAM,,Yes,,9-cell,2.0,Windows 7 Professional,,DVD-Writer,ThinkPad W540 ( 20BG-0014US ) Lithium Ion Battery AC Adapter,TouchPad,Quad-core ( 4 Core ),Intel,i7-4800MQ,2.70 GHz,Core i7,ThinkPad,20BG0014US,ThinkPad W540 ( 20BG-0014US ),W540,Notebook,,1926 x 1080,15.6 '',,256 GB,Yes,8 GB,4.0,Multi-touch Gesture,No,5.95 lb,14.8 '',Yes,IEEE 802.11a/b/g/n,,,LED,,Gigabit Ethernet,,,,,,,32 GB,Yes,4.0,2.0,64-bit,DVD R/ RW,,Yes,Yes,Intel,,,,,,5 GT/s,,,,Yes,,DDR3L-1600/PC3-12800,"Power-on Password Hard Disk Password Supervisor Password Security Keyhole Trusted Platform Module , TCG 1.2-compliant",,Serial ATA/600,,,Intel,,,,,,,,,,,,,,QM87 Express,,,Yes,,,Up to 2 GB,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Ultrabay Slim,ExpressCard/34,Yes,,,,,,,,,,,,,,
Yes,"Samsung ATIV Book 9 NP930X5J 15.6"" LED Notebook - Intel Core i7 i7-4500U 1.80 GHz - Black - NP930X5JS01US - Laptops & Notebooks - SAMSUNG Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Polymer ( Li-Polymer ),62 Wh,Yes,Bluetooth 4.0,Samsung,4 MB,,Black,,9.8 '',,Active Matrix TFT Color LCD,,,,Intel,HD Graphics 4400,Shared,DDR3 SDRAM,EPEAT,Yes,Yes,0.6 '',Yes,,Samsung,NP930X5J-S01US,http : //www.samsungusa.com,,,3 GHz,Yes,Secure Digital High Capacity ( SDHC ),DDR3 SDRAM,,,,4-cell,2.0,,,No,ATIV Book 9 NP930X5J Notebook Lithium Polymer Battery AC Adapter,ClickPad,Dual-core ( 2 Core ),Intel,i7-4500U,1.80 GHz,Core i7,ATIV Book 9,NP930X5J,ATIV Book 9 NP930X5J Notebook,,Notebook,Full HD,1920 x 1080,15.6 '',,256 GB,Yes,8 GB,2.0,,,3.90 lb,14.7 '',Yes,IEEE 802.11a/b/g/n/ac,,,LED,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,5 GT/s,,,,Yes,,DDR3-1600/PC3-12800,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"ROG G750JM-DS71 17.3"" LED Notebook - Intel Core i7 i7-4700HQ 2.40 GHz - Black - G750JMDS71 - Laptops & Notebooks - ASUS Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),88 Wh,Yes,Bluetooth 4.0,ROG,6 MB,,Black,,12.5 '',,Active Matrix TFT Color LCD,,,,NVIDIA,GeForce GTX 860M,,GDDR5,EPEAT,Yes,,2 '',Yes,,ASUS Computer International,G750JM-DS71,http : //usa.asus.com,3.50 Hour,,3.40 GHz,Yes,MultiMediaCard ( MMC ),DDR3L SDRAM,,Yes,,8-cell,4.0,Windows 8.1,,DVD-Writer,G750JM-DS71 Notebook Lithium Ion Battery AC Adapter,,Quad-core ( 4 Core ),Intel,i7-4700HQ,2.40 GHz,Core i7,,G750JM-DS71,G750JM-DS71 Notebook,G750JM,Notebook,Full HD,1920 x 1080,17.3 '',Microsoft Office 2013 ( Buy Product Key to use the full-featured Office software on this PC . ),,Yes,12 GB,4.0,,No,9.90 lb,16.1 '',Yes,IEEE 802.11ac,,Yes,LED,5900 mAh,Gigabit Ethernet,,1 TB,,Yes,,,32 GB,Yes,4.0,,64-bit,DVD-RAM/ R/ RW,,Yes,Yes,,,,,,,5 GT/s,,,5400.0,Yes,Yes,DDR3L-1600/PC3-12800,Kensington Lock LoJack Intel Anti-theft,,,No,,Intel,,,,,,,,,,,,,,HM87 Express,,,Yes,,,Up to 2 GB,Yes,,,110 V AC,,180 W,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"HP ProBook 650 G1 15.6"" LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - G4P74USABA - Laptops & Notebooks - HEWLETT-PACKARD Laptops & Notebooks - TheNerds.net",16 : 9,,,,,HP,3 MB,UL CSA FCC Compliance ICES Australia / NZ A-Tick Compliance CCC Japan VCCI Compliance KC BSMI CE Marking Compliance BNCI or BELUS CIT GOST Saudi Arabian Compliance ( ICCP ) SABS UKRSERTCOMPUTER ACPI Compliance,,,10.1 '',,Active Matrix TFT Color LCD,,,,,,,,IT Eco Declaration,Yes,Yes,1.1 '',Yes,,Hewlett-Packard,G4P74US # ABA,http : //www.hp.com,,,3.30 GHz,Yes,Secure Digital High Capacity ( SDHC ),DDR3L SDRAM,,Yes,,,5.0,,,,ProBook 650 G1 Notebook Lithium Ion Battery AC Adapter Power Cord,TouchPad,Dual-core ( 2 Core ),Intel,i5-4300M,2.60 GHz,Core i5,ProBook,,ProBook 650 G1 Notebook,650 G1,Notebook,,,15.6 '',,256 GB,Yes,8 GB,5.0,Multi-touch Gesture,,,14.9 '',,,,,LED,,,,,,,,,16 GB,Yes,2.0,,,,,Yes,,,,,,,,5 GT/s,,,,Yes,,DDR3L-1600/PC3-12800,"HP Sure Start HP Device Access Manager with Just in Time Authentication Central Management of Client Security with DigitalPersona Pro Workgroup Computrace Support ( The Absolute Persistence agent is shipped turned off , and is activated with customer purchase of a subscription . )",,Serial ATA/600,,,Intel,,,,,,,,,,,,,,,,,Yes,,,,,,China,,English ( US ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrade Bay,SIM Card,,,,,,,,,,,,,,,
Yes,"Lenovo ThinkPad T440p 20AN009CUS 14"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 20AN009CUS - Laptops & Notebooks - LENOVO Laptops & Notebooks - TheNerds.net",,Lithium Ion ( Li-Ion ),99.90 Wh,Yes,,Lenovo,4 MB,,Black,,9 '',,Active Matrix TFT Color LCD,,,,NVIDIA,GeForce GT 730M,Dedicated,,EPEAT Gold,Yes,Yes,1.2 '',Yes,,Lenovo Group Limited,20AN009CUS,http : //www.lenovo.com/us/en/,12.70 Hour,,,Yes,MultiMediaCard ( MMC ),,,Yes,,9-cell,2.0,Windows 7 Professional Upgradable to Windows 8 Pro,,DVD-Writer,ThinkPad T440p 20AN007HUS Notebook Lithium Ion Battery AC Adapter Windows 8 Pro License Media,TouchPad,,,i7-4600M,2.90 GHz,,ThinkPad,20AN009CUS,ThinkPad T440p 20AN009CUS Notebook,T440p,,HD+,1600 x 900,14 '',Lenovo Solution Center ThinkVantage Product Recovery Rescue And Recover ThinkVantage System Update Lenovo Cloud Storage By SugarSync Intel AppUp PC Device Stage Adobe Reader Nitro Pro Evernote Skype Microsoft Office Preloaded ( Purchase Product Key to Activate ) Norton Internet Security ( 30 days of virus definitions ) Cyberlink PowerDVD Cyberlink Power2Go Cyberlink PowerProducer,,Yes,,,,,5.10 lb,13.2 '',Yes,,,,LED,,,Yes,,,,,,16 GB,Yes,2.0,2.0,,DVD R/ RW,,Yes,Yes,,Dual Band Wireless-AC 7260,,,,Yes,,,,,Yes,Yes,DDR3L-1600/PC3-12800,"Power-on Password Hard Disk Password Supervisor Password Security Keyhole Trusted Platform Module , TCG 1.2-Compliant",,,Yes,,,,,,,,,,,,,,,,QM87 Express,,,Yes,,,Up to 1 GB,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,
Yes,Asus Chromebox M004U Desktop Computer - Intel Celeron 2955U 1.40 GHz - Mini PC - Dark Mineral Blue - 90MS0052M00040 - Laptops & Notebooks - ASUS Laptops & Notebooks - TheNerds.net,,,,Yes,Bluetooth 4.0,Asus,2 MB,,Dark Mineral Blue,,4.9 '',,,Mini PC,,,Intel,HD Graphics,Shared,DDR3 SDRAM,RoHS,Yes,,1.7 '',,,ASUS Computer International,CHROMEBOX-M004U,http : //usa.asus.com,,,,,,DDR3 SDRAM,,,,,4.0,,,,Chromebox M004U Desktop Computer Power Adapter Warranty Card User Manual VESA Mount Kit Quick Start Guide,,Dual-core ( 2 Core ),Intel,2955U,1.40 GHz,Celeron,Chromebox,M004U,Chromebox M004U Desktop Computer,,Desktop Computer,,,,,,,2 GB,4.0,,,1.32 lb,4.9 '',Yes,IEEE 802.11a/b/g/n,,,,,Gigabit Ethernet,,,,Yes,,,4 GB,Yes,,,,,,,,,,,,,,5 GT/s,,,,No,,DDR3-1600/PC3-12800,,,M.2,No,,Intel,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Security Slot,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,No,,,,,16 GB,,,,,,,,
Yes,"Lenovo ThinkPad W540 20BG0011US 15.6"" LED Notebook - Intel Core i7 i7-4700MQ 2.40 GHz - 20BG0011US - Laptops & Notebooks - LENOVO Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),99.90 Wh,Yes,Bluetooth 4.0,Lenovo,6 MB,ISV Certified,,,9.8 '',,Active Matrix TFT Color LCD,,,,NVIDIA,HD 4600,Dedicated,DDR3L SDRAM,EPEAT Gold,Yes,Yes,1.2 '',Yes,,Lenovo Group Limited,20BG0011US,http : //www.lenovo.com/us/en/,11.10 Hour,,3.40 GHz,Yes,Secure Digital Extended Capacity ( SDXC ),DDR3L SDRAM,,Yes,,9-cell,2.0,Windows 7 Professional Upgradable to Windows 8 Pro,,DVD-Writer,ThinkPad W540 20BG0011US Notebook Lithium Ion Battery AC Adapter Windows 8 Pro ( 64 bit ) License Media,TouchPad,Quad-core ( 4 Core ),Intel,i7-4700MQ,2.40 GHz,Core i7,ThinkPad,20BG0011US,ThinkPad W540 20BG0011US Notebook,W540,Notebook,Full HD,1920 x 1080,15.6 '',Lenovo Solution Center ThinkVantage Product Recovery Rescue and Recovery ThinkVantage System Update Lenovo Cloud Storage by SugarSync Intel AppUp PC Device Stage Adobe Reader Nitro Pro Evernote Skype Microsoft Office Preloaded ( Purchase a Product Key to Activate ) Norton Internet Security ( 30 days of virus definitions ) Cyberlink PowerDVD Cyberlink Power2Go Cyberlink PowerProducer,,Yes,8 GB,4.0,Multi-touch Gesture,No,5.95 lb,14.8 '',Yes,IEEE 802.11ac,,,LED,,Gigabit Ethernet,Yes,500 GB,,,,,32 GB,Yes,4.0,2.0,64-bit,DVD R/ RW,,Yes,Yes,Intel,Dual Band Wireless-AC 7260,,,,Yes,5 GT/s,,Serial ATA/600,7200.0,Yes,Yes,DDR3L-1600/PC3-12800,"Power-on Password Hard Disk Password Supervisor Password Security Keyhole Trusted Platform Module , TCG 1.2-compliant",,,No,,Intel,,,,,,,,,,,,,,QM87 Express,,,Yes,,,Up to 2 GB,,,,,,,,,,,,,,,,,,,,No,,,,1 x 500 GB,,,,,,,,,,,Ultrabay Slim,ExpressCard/34,Yes,,,,,,,,,,,,,,
