<page title>,brand name,compatibility,drive interface,drive interface standard,drive type,drive width,hot swappable,manufacturer,manufacturer part number,manufacturer website address,maximum external data transfer rate,network rj45,package type,product name,product type,rotational speed,storage capacity,wireless lan,64bit processing,audio line in,audio line out,cache,chipset manufacturer,chipset model,color,controller type,depth,displayport,esata,ethernet technology,features,firewireilink,form factor,graphics controller manufacturer,graphics controller model,graphics memory accessibility,graphics memory technology,green compliance certificateauthority,green compliant,hdmi,height,hybrid hard drive capacity,hybrid hard drive interface,hyperthreading,keyboard,limited warranty,maximum memory,maximum power supply wattage,memory standard,memory technology,modem,modem rj11,number of mini pci express slots,number of processors installed,number of processors supported,number of total expansion slots,number of total memory slots,number of usb 30 ports,operating system,operating system architecture,optical drive type,optical media supported,package contents,pointing device type,processor core,processor manufacturer,processor model,processor speed,processor type,product line,product model,product series,software included,ssd cache capacity,standard memory,total number of usb ports,vga,vpro technology,weight approximate,width,wireless lan standard,aspect ratio,backlight technology,battery chemistry,battery energy,bluetooth,bluetooth standard,digitizer,direct media interface,display screen technology,display screen type,expansion slot type,finger print reader,focus modes,front camerawebcam,headphonemicrophone combo port,keyboard backlight,keyboard localization,keyboard type,maximum battery run time,maximum turbo speed,memory card reader,memory card supported,microphone,multitouch screen,number of cells,operating system platform,screen mode,screen resolution,screen size,security features,sensor type,solid state drive capacity,solid state drive interface,speakers,touchpad features,touchscreen,wimax,wireless lan manufacturer,wireless lan model,wwan supported,applicationusage,maximum screen size supported,minimum screen size supported,style,error checking,length,memory size,memory speed,number of pins,plating,signal processing,thickness,adjustable display angle,adjustable display height,brightness,certifications standards,contrast ratio,dvi,hdcp supported,horizontal viewing angle,maximum resolution,mount type,number of screens,operating power consumption,platform supported,response time,screen surface,standby power consumption,vertical viewing angle,vesa mount compatible,vesa mount standard,near field communication,webcam,battery capacity,battery rechargeable,battery size,output voltage,packaged quantity,carrying options,case features,durability,hard drive configuration,hard drive interface,hard drive rpm,number of external 525 bays,number of hard drives,number of pci express x16 slots,number of pci express x8 slots,number of pci slots,quickpath interconnect,raid levels,raid supported,remote management,total hard drive capacity,buffer,bus powered,host interface,system requirements,hard drive capacity,number of usb 20 ports,duallayer media supported,memory form factor,number of 35 bays,number of pci express x1 slots,number of total expansion bays,license pricing,license quantity,license type,operating system supported,software name,average seek time,accessibility,additional information,exterior material,clock speed,input voltage,l1 cache,l2 cache,l3 cache,overclocking speed,process technology,processor socket,processor technology,thermal design power,thermal specification,sim size supported,license details,licensing program,graphics controller interface,graphics memory capacity,number of pci express x4 slots,device supported,number of modules,number of msata interfaces,expansion bay type,switchable graphics,flash memory capacity,front camera resolutionwebcam resolution,maximum standby battery time,maximum web surfing battery time,rear camera,rear camera resolution,rear camera video resolution,total number of micro usb ports,cable length,cable type,conductor,connector on first end,connector on second end,analog signal,api supported,bus width,chipset line,digital signal,dual link dvi supported,number of monitors supported,number of stream processors,number of power supplies installed,rack height,keyboardkeypad connectivity technology,keyboardkeypad depth,keyboardkeypad features,keyboardkeypad height,keyboardkeypad host interface,keyboardkeypad width,localization,number of keys,battery size supported,ergonomic fit,movement detection,movement resolution,number of batteries supported,pointing device connectivity technology,pointing device host interface,pointing device wireless technology,scroller type,number of hard drives installed,number of hard drives supported,protocols,frequency,input voltage range,maximum output power,buttons keys,charging capability,connectivity technology,powered usb,card height,ethernet aui,media type supported,network technology,number of network rj45 ports,poe rj45 port,serial port,total number of ports,usb,xjack,headphone,sata pin,output power,number of 25 bays,printed designpatterntexture,gobi supported,number of 2535 bays,number of 525 bays,number of solid state drive installed,number of solid state drive supported,power source,burst frequency,micro hdmi,horizontal frequency,panel technology,standard refresh rate,tilt angle,number of optical drives,adjustable display pivot,builtin devices,color supported,height with stand,offmode power consumption,usb standard,width with stand,depth with stand,number of speakers,number of graphic controllers,number of internal 25 bays,display size supported,display type supported,widescreen,gps,maximum video battery time,media layer supported,sas connector details,total number of sas ports,number of solid state drives,solid state drive configuration,total solid state drive capacity,language supported,keyboardkeypad cable length,flash memory,drive height,mini displayport
"Lenovo Carrying Case (sleeve) For 13.3"" Notebook - Black, Red - Neoprene - (0B47410) - SoftwareCity.ca - Canada",Lenovo,"Lenovo - ThinkPad Edge E335 , Edge E330",,,,,,Lenovo Group Limited,0B47410,http : //www.lenovo.com/ca/en,,,,ThinkPad 13 '' Fitted Reversible Sleeve,Carrying Case,,,,,,,,,,"Black , Red",,1.1 '' ( 27 mm ),,,,,,,,,,,,,,12.7 '' ( 322 mm ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270 g,9 '' ( 228 mm ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notebook,13.3 '',13 '',Sleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reversible , Dual Zipper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoprene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Thinkserver Rd440 70ah001sux 2u Rack Server - 1 X Intel Xeon E5-2420 V2 2.20 Ghz - 2 Processor Support - 8 Gb Standard - Serial Ata/600 Raid Supported, 6gb/s Sas Controller - Gigabit Ethernet - Raid Level: 0, 1, 1+0 - 800 W - (70AH001SUX) - SoftwareCity.ca - Canada",Lenovo,,,,,,,Lenovo Group Limited,70AH001SUX,http : //www.lenovo.com/ca/en,,Yes,,ThinkServer RD440 70AH001SUX Server,Server,,,,Yes,,,15 MB,Intel,C606,,"Serial ATA/600 , 6Gb/s SAS",28.9 '' ( 734 mm ),,,Gigabit Ethernet,,,Rack,ASPEED,AST2300,,,"ENERGY STAR 2.0 , RoHS",Yes,,3.4 '' ( 87.6 mm ),,,Yes,,3 Year,,800 W,DDR3L-1600/PC3-12800,DDR3L SDRAM,,,,1.0,2.0,,12.0,,No,,DVD-Writer,DVDÂ±R/Â±RW,ThinkServer RD440 70AH001SUX Server Rail Kit,,Hexa-core ( 6 Core ),Intel,E5-2420 V2,2.20 GHz,Xeon,ThinkServer,70AH001SUX,RD440,,,8 GB,6.0,Yes,,26.50 kg,19 '' ( 482.4 mm ),,,,,,,,,,,,,,,,,,,,,2.70 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,No,,,,7.20 GT/s,"0 , 1 , 1+0",Yes,Yes,,,,,,,6.0,,,8.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Carrying Case (sleeve) For 12"" Notebook - Black, Red - Dust Resistant, Bump Resistant, Scratch Resistant, Scrape Resistant, Shock Resistant - Neoprene - Thinkpad Signature Logo - (4X40E48909) - SoftwareCity.ca - Canada",Lenovo,Lenovo - ThinkPad,,,,,,Lenovo Group Limited,4X40E48909,http : //www.lenovo.com/ca/en,,,,ThinkPad 12 '' Fitted Reversible Sleeve,Carrying Case,,,,,,,,,,"Black , Red",,1 '' ( 25 mm ),,,,,,,,,,,,,,12.3 '' ( 313 mm ),,,,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.5 g,8.8 '' ( 224 mm ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notebook,12 '',,Sleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reversible , Zipper Closure , Dual Zipper","Dust Resistant , Bump Resistant , Scratch Resistant , Scrape Resistant , Shock Resistant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoprene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinkPad Signature Logo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Thinkpad T440s 20aq006hca 14"" Led (in-plane Switching (ips) Technology) Ultrabook - Intel Core I7 I7-4600u 2.10 Ghz - Black - 4 Gb Ram - 256 Gb Ssd - Intel Hd 4400 - Windows 7 Professional 64-bit - 1920 X 1080 Display - Bluetooth - (20AQ006HCA) - SoftwareCity.ca - Canada",Lenovo,,,,,,,Lenovo Group Limited,20AQ006HCA,http : //www.lenovo.com/ca/en,,Yes,,ThinkPad T440s ( 20AQ-006HCA ),Ultrabook,,,Yes,Yes,,,4 MB,Intel,,Black,,8.9 '' ( 226.1 mm ),,,Gigabit Ethernet,,,,Intel,HD 4400,Shared,DDR3L SDRAM,"RoHS , GREENGUARD , ENERGY STAR 5.0 , EPEAT Gold",Yes,,0.8 '' ( 20.6 mm ),,,Yes,Yes,3 Year,12 GB,,DDR3L-1600/PC3-12800,DDR3L SDRAM,,,,,,,1.0,3.0,Windows 7 Professional,64-bit,,,ThinkPad T440s ( 20AQ-006HCA ) AC Adapter,"TouchPad , Trackpoint",Dual-core ( 2 Core ),Intel,i7-4600U,2.10 GHz,Core i7,ThinkPad,20AQ006HCA,T440s,,,4 GB,3.0,Yes,,,13 '' ( 330.2 mm ),IEEE 802.11a/b/g/n/ac,16 : 9,LED,Lithium Polymer ( Li-Polymer ),23.50 Wh,Yes,Bluetooth 4.0,,5 GT/s,In-plane Switching ( IPS ) Technology,Active Matrix TFT Color LCD,,Yes,,,Yes,,,,,3.30 GHz,Yes,"Secure Digital ( SD ) Card , Secure Digital Extended Capacity ( SDXC ) , Secure Digital High Capacity ( SDHC ) , MultiMediaCard ( MMC )",Yes,,3-cell,,Full HD,1920 x 1080,14 '',"Power-on Password Hard Disk Password Supervisor Password Security Keyhole Trusted Platform Module , TCG 1.2-compliant",,256 GB,SATA/600,Yes,Multi-touch Gesture,,,Intel,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
Lenovo Thinkcentre M93p 10aa002cus Desktop Computer - Intel Core I5 I5-4570t 2.90 Ghz - Tiny - Business Black - 4 Gb Ram - 500 Gb Hdd - Intel Hd Graphics 4600 - Windows 7 Professional 64-bit - Wireless Lan - Bluetooth - (10AA002CUS) - SoftwareCity.ca - Canada,Lenovo,,,,,,,Lenovo Group Limited,10AA002CUS,http : //www.lenovo.com/ca/en,,Yes,,ThinkCentre M93p 10AA002CUS Desktop Computer,Desktop Computer,,,Yes,Yes,Yes,Yes,4 MB,Intel,Q87 Express,Business Black,Serial ATA/600,7.2 '' ( 182.9 mm ),Yes,No,Gigabit Ethernet,Security Slot,No,Tiny,Intel,HD Graphics 4600,Shared,DDR3 SDRAM,"EPEAT Gold , ENERGY STAR 5.2 , ULE Gold , GREENGUARD , RoHS",Yes,,1.4 '' ( 35.6 mm ),,,Yes,Yes,1 Year,16 GB,65 W,DDR3-1600/PC3-12800,DDR3 SDRAM,No,No,1.0,1.0,1.0,1.0,2.0,5.0,Windows 7 Professional Upgradable to Windows 8 Pro,64-bit,,,ThinkCentre M93p 10AA002CUS Desktop Computer Keyboard Mouse AC/DC Adatper Floor Stand Windows 8 Pro License Media,Mouse,Dual-core ( 2 Core ),Intel,i5-4570T,2.90 GHz,Core i5,ThinkCentre,10AA002CUS,M93p,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility Desktop Power Manager View Management Utility Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Microsoft Office Preloaded ; purchase a product key to activate Cyberlink PowerDVD Cyberlink Power2Go Cyberlink PowerProducer Evernote Intel AppUp Intel Small Business Advantage Nitro Pro,,4 GB,5.0,Yes,Yes,1.32 kg,7 '' ( 177.8 mm ),IEEE 802.11b/g/n,,,,,Yes,Bluetooth 4.0,,,,,,,,,,,,Physical Keyboard,,3.60 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,Serial ATA/600,7200.0,,,,,,,,,,500 GB,,,,,,,,SoDIMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Ideacentre Q190 Desktop Computer - Intel Celeron 1017u 1.60 Ghz - Small Form Factor - 4 Gb Ram - 500 Gb Hdd - Intel Hd Graphics - Windows 8.1 - Wireless Lan - (57323863) - SoftwareCity.ca - Canada,Lenovo,,,,,,,Lenovo Group Limited,57323863,http : //www.lenovo.com/ca/en,,Yes,,IdeaCentre Q190 Desktop Computer,Desktop Computer,,,Yes,Yes,Yes,Yes,2 MB,,,,,7.6 '' ( 192 mm ),,,Gigabit Ethernet,Security Slot,,Small Form Factor,Intel,HD Graphics,Shared,DDR3 SDRAM,,,Yes,0.9 '' ( 22 mm ),,,No,Yes,,8 GB,,DDR3-1333/PC3-10600,DDR3 SDRAM,,,,1.0,1.0,,,2.0,Windows 8.1,,,,IdeaCentre Q190 Desktop ComputerKeyboardMouse,Mouse,Dual-core ( 2 Core ),Intel,1017U,1.60 GHz,Celeron,IdeaCentre,,Q190,,,4 GB,6.0,Yes,No,,6.1 '' ( 155 mm ),IEEE 802.11b/g/n,,,,,,,,5 GT/s,,,,,,,,,,,,,Yes,"Secure Digital ( SD ) , Secure Digital High Capacity ( SDHC ) , Secure Digital Extended Capacity ( SDXC ) , MultiMediaCard ( MMC ) , Memory Stick , Memory Stick PRO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serial ATA/300,5400.0,,,,,,,,,,500 GB,,,,,,4.0,,SoDIMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Thinkpad T440 20b6005rus 14"" Led Ultrabook - Intel Core I5 I5-4300u 1.90 Ghz - Graphite Black - 4 Gb Ram - 500 Gb Hdd - Intel Hd Graphics 4400 - Windows 7 Professional 64-bit - 1366 X 768 Display - Bluetooth - (20B6005RUS) - SoftwareCity.ca - Canada",Lenovo,,,,,,,Lenovo Group Limited,20B6005RUS,http : //www.lenovo.com/ca/en,,Yes,,ThinkPad T440 20B6005RUS Ultrabook,Ultrabook,,,Yes,Yes,,,3 MB,Intel,QM87 Express,Graphite Black,,9.2 '' ( 232.4 mm ),Yes,,Gigabit Ethernet,,,,Intel,HD Graphics 4400,Shared,DDR3L SDRAM,"EPEAT Gold , ENERGY STAR 5.0 , GREENGUARD , RoHS",Yes,,0.8 '' ( 21.1 mm ),,,Yes,Yes,1 Year,8 GB,45 W,DDR3L-1600/PC3-12800,DDR3L SDRAM,,,,,,,1.0,2.0,Windows 7 Professional Upgradable to Windows 8 Pro,64-bit,No,,ThinkPad T440 20B6005RUS Ultrabook2 x Standard BatteriesAC AdapterWin 8 Pro ( 64-bit ) License Media,"TouchPad , Trackpoint",Dual-core ( 2 Core ),Intel,i5-4300U,1.90 GHz,Core i5,ThinkPad,20B6005RUS,T440,,,4 GB,2.0,Yes,Yes,1.68 kg,13.4 '' ( 339.1 mm ),IEEE 802.11a/b/g/n/ac,16 : 9,LED,Lithium Ion ( Li-Ion ),23.50 Wh,Yes,Bluetooth 4.0,,5 GT/s,,Active Matrix TFT Color LCD,,Yes,,,Yes,No,,,8.60 Hour,2.90 GHz,Yes,"MultiMediaCard ( MMC ) , Secure Digital ( SD ) , Secure Digital High Capacity ( SDHC ) , Secure Digital Extended Capacity ( SDXC )",Yes,,3-cell,,HD,1366 x 768,14 '',"Power-on Password Hard Disk Password Supervisor Password Security Keyhole Trusted Platform Module , TCG 1.2-Compliant",,,,Yes,Multi-touch Gesture,No,No,Intel,Dual Band Wireless-AC 7260,Yes,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Yes,,,,,,,,,,Serial ATA/600,7200.0,,,,,,,,,,,,,,,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Thinkstation S30 4352g5u Tower Workstation - 1 X Intel Xeon E5-1607 3 Ghz - 4 Gb Ram - 500 Gb Hdd - Dvd-writer - Nvidia Quadro K600 1 Gb Graphics - Windows 7 Professional 64-bit - (4352G5U) - SoftwareCity.ca - Canada,Lenovo,,,,,,,Lenovo Group Limited,4352G5U,http : //www.lenovo.com/ca/en,,Yes,,ThinkStation S30 4352G5U Workstation,Workstation,,,,Yes,Yes,Yes,10 MB,Intel,C602,Raven Black,Serial ATA/600,18.1 '' ( 460 mm ),Yes,,Gigabit Ethernet,,,Tower,NVIDIA,Quadro K600,Dedicated,,"GREENGUARD , RoHS",Yes,,18.8 '' ( 478 mm ),,,No,Yes,3 Year,64 GB,610 W,,DDR3 SDRAM,,,,1.0,1.0,5.0,8.0,4.0,Windows 7 Professional,64-bit,DVD-Writer,DVDÂ±R/Â±RW,ThinkStation S30 ( 4352-G5U ) Keyboard Mouse,Mouse,Quad-core ( 4 Core ),Intel,E5-1607,3 GHz,Xeon,ThinkStation,4352G5U,S30,,,4 GB,12.0,,,17.50 kg,6.9 '' ( 175 mm ),,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISV Certified,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Serial ATA/600,7200.0,2.0,,3.0,,1.0,,"0 , 1 , 5",Yes,,500 GB,,,,,,8.0,Yes,,4.0,,6.0,,,,,,,,,,,"110 V AC , 220 V AC",,,,,,,,,,,,,PCI Express x16,1 GB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Preferred Pro Usb Keyboard - Usb - 104 Keys - Black - English (us) - (73P5220) - SoftwareCity.ca - Canada,Lenovo,ThinkPad Notebook SystemsDocking Stations,,,,,,Lenovo Group Limited,73P5220,http : //www.lenovo.com/ca/en,,,,Preferred Pro USB Keyboard,Keyboard,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,1 Year,,,,,,,,,,,,,,,,,,,,,,,,Preferred Pro,,,,,,,,,1.27 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cable,7.3 '' ( 185.4 mm ),Palm Rest,1.3 '' ( 33 mm ),USB,17.8 '' ( 452.1 mm ),English ( US ),104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 ft,,,
"Lenovo 1 Tb 2.5"" Internal Hard Drive - Sata - 7200 Rpm - Hot Swappable - Silver - (0C19496) - SoftwareCity.ca - Canada",Lenovo,Lenovo ThinkServer ( s ) : RD330 RD430 RD530 RD630,SATA,SATA/600,Internal,2.5 '',Yes,Lenovo Group Limited,0C19496,http : //www.lenovo.com/ca/en,768 MBps ( 6 Gbps ),No,,ThinkServer 1TB 7.2K 2.5inch Enterprise 6Gbps SATA Hot Swap Hard Drive,Hard Drive,7200 rpm,1 TB,No,,,,,,,Silver,,,,,,"Energy Efficient , Low Power Consumption",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Thinkpad Helix 36986ef Ultrabook/tablet - 11.6"" - Vibrantview, In-plane Switching (ips) Technology - Wireless Lan - Intel Core I5 I5-3337u 1.80 Ghz - Black - 4 Gb Ram - 128 Gb Ssd - Windows 8 Pro 64-bit (french) - Convertible - 1920 X 1080 Multi-touch Screen Display (led Backlight) - Bluetooth - French Keyboard - (36986EF) - SoftwareCity.ca - Canada",Lenovo,,,,,,,Lenovo Group Limited,36986EF,http : //www.lenovo.com/ca/en,,No,,ThinkPad Helix 36986EF Ultrabook/Tablet,Ultrabook/Tablet,,,Yes,Yes,,Yes,3 MB,Intel,QS77 Express,Black,,8.9 '' ( 226.1 mm ),Yes,,,"Gorilla Glass , One Glass Solution ( OGS ) Panel",,Convertible,Intel,HD 4000,Shared,DDR3 SDRAM,"ENERGY STAR 5.0 , EPEAT Gold , RoHS",Yes,,0.8 '' ( 20.3 mm ),,,Yes,Yes,3 Year,,45 W,DDR3-1333/PC3-10600,DDR3 SDRAM,,,,,,,,2.0,Windows 8 Pro ( French ),64-bit,,,ThinkPad Helix 36986EF Ultrabook/Tablet2 x Lithium Polymer BatteriesAC Adapter,"Trackpoint , TouchPad",Dual-core ( 2 Core ),Intel,i5-3337U,1.80 GHz,Core i5,ThinkPad Helix,36986EF,,,,4 GB,3.0,,,1.61 kg,11.7 '' ( 296.2 mm ),IEEE 802.11a/b/g/n,16 : 9,LED,Lithium Polymer ( Li-Polymer ),"42 Wh , 28 Wh",Yes,Bluetooth 4.0,,5 GT/s,"VibrantView , In-plane Switching ( IPS ) Technology",Active Matrix TFT Color LCD,Mini PCI Express,,Auto-focus,Yes,,,French,Physical Keyboard,8 Hour,,,,Yes,Yes,"3-cell , 4-cell",Windows,Full HD,1920 x 1080,11.6 '',"Security KeyholeTrusted Platform Module , TCG 1.2-compliant","Ambient Light Sensor , Accelerometer , Digital Compass , Gyro Sensor , Magnetometer",128 GB,mini-SATA/600,Yes,Multi-touch Gesture,Yes,No,Intel,Centrino Advanced-N 6205S,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Full,,,,,,,,,,,,2 Megapixel,,,Yes,5 Megapixel,1920 x 1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo 4gb Pc3-12800 Ddr3l-1600mhz Sodimm Memory - 4 Gb (1 X 4 Gb) - Ddr3 Sdram - 1600 Mhz Ddr3-1600/pc3-12800 - Non-ecc - Unbuffered - 204-pin - Sodimm - (0B47380) - SoftwareCity.ca - Canada,Lenovo,,,,,,,Lenovo Group Limited,0B47380,http : //www.lenovo.com/ca/en,,,,4GB PC3-12800 DDR3L-1600MHz SODIMM Memory,RAM Module,,,,,,,,,,,,,,,,,,SoDIMM,,,,,,,,,,,,,,,,DDR3-1600/PC3-12800,DDR3 SDRAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-ECC,,4 GB,1600 MHz,204-pin,,Unbuffered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 x 4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Thinkpad T440 20b6005lus 14"" Led Ultrabook - Intel Core I5 I5-4300u 1.90 Ghz - Graphite Black - 4 Gb Ram - 500 Gb Hdd - Intel Hd 4400 - Windows 7 Professional 64-bit - 1366 X 768 Display - Bluetooth - (20B6005LUS) - SoftwareCity.ca - Canada",Lenovo,,,,,,,Lenovo Group Limited,20B6005LUS,http : //www.lenovo.com/ca/en,,Yes,,ThinkPad T440 20B6005LUS Ultrabook,Ultrabook,,,Yes,Yes,,,3 MB,Intel,QM87 Express,Graphite Black,,9.2 '' ( 232.4 mm ),Yes,,Gigabit Ethernet,,,,Intel,HD 4400,Shared,DDR3L SDRAM,"EPEAT Gold , ENERGY STAR 5.0 , GREENGUARD , RoHS",Yes,,0.8 '' ( 21.1 mm ),,,Yes,Yes,3 Year,8 GB,45 W,DDR3L-1600/PC3-12800,DDR3L SDRAM,,,,,,,1.0,2.0,Windows 7 Professional Upgradable to Windows 8 Pro,64-bit,No,,ThinkPad T440 20B6005LUS UltrabookLithium Ion BatteryAC AdapterWin 8 Pro ( 64-bit ) License Media,"TouchPad , Trackpoint",Dual-core ( 2 Core ),Intel,i5-4300U,1.90 GHz,Core i5,ThinkPad,20B6005LUS,T440,,,4 GB,2.0,Yes,Yes,,13.4 '' ( 339.1 mm ),IEEE 802.11a/b/g/n/ac,16 : 9,LED,Lithium Ion ( Li-Ion ),,Yes,Bluetooth 4.0,,5 GT/s,,Active Matrix TFT Color LCD,,Yes,,,Yes,No,,,,2.90 GHz,Yes,"MultiMediaCard ( MMC ) , Secure Digital ( SD ) , Secure Digital High Capacity ( SDHC ) , Secure Digital Extended Capacity ( SDXC )",Yes,,6-cell,,HD,1366 x 768,14 '',"Power-on Password Hard Disk Password Supervisor Password Security Keyhole Trusted Platform Module , TCG 1.2-Compliant",,,,Yes,Multi-touch Gesture,No,,Intel,Dual Band Wireless-AC 7260,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Serial ATA/600,7200.0,,,,,,,,,,,,,,,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
