64bit processing,<page title>,aspect ratio,audio line in,audio line out,backlight technology,brand name,cache,certifications standards,chipset manufacturer,chipset model,controller type,direct media interface,display screen technology,display screen type,displayport,ethernet technology,features,form factor,graphics controller manufacturer,graphics controller model,graphics memory accessibility,graphics memory technology,green compliance certificateauthority,green compliant,hdcp supported,hyperthreading,input voltage,keyboard,keyboard localization,limited warranty,manufacturer,manufacturer part number,manufacturer website address,maximum memory,maximum power supply wattage,maximum turbo speed,memory form factor,memory standard,memory technology,network rj45,number of external 525 bays,number of internal 25 bays,number of mini pci express slots,number of msata interfaces,number of mxm slots,number of processors installed,number of processors supported,number of total expansion bays,number of total expansion slots,number of total memory slots,number of usb 30 ports,operating system,operating system architecture,package contents,pointing device type,processor core,processor manufacturer,processor model,processor speed,processor type,product line,product name,product series,product type,raid supported,screen mode,screen resolution,screen size,software included,standard memory,total hard drive capacity,total number of usb ports,touchscreen,width,depth,hard drive interface,hard drive rpm,height,keyboard type,number of m2 interfaces,number of usb 20 ports,vga,vpro technology,weight approximate,wireless lan,wireless lan standard,color,esata,firewireilink,hdmi,hybrid hard drive capacity,hybrid hard drive interface,modem,modem rj11,optical drive type,optical media supported,product model,ssd cache capacity,memory card reader,number of optical drives,bluetooth,bluetooth standard,microphone,webcam,dvi,solid state drive interface,total solid state drive capacity,number of 35 bays,number of pci express x1 slots,number of pci express x16 slots,duallayer media supported,number of pci slots,raid levels,graphics controller interface,graphics memory capacity,compatibility,device supported,print color,flash memory,headphonemicrophone combo port,clock speed,l1 cache,l2 cache,l3 cache,number of monitors supported,overclocking speed,package type,platform supported,process technology,processor socket,processor technology,thermal design power,thermal specification,memory card supported,multitouch screen,connectivity technology,host interface,system requirements,media type,power source,recommended use,operating power consumption,standby power consumption,usb,usb standard,adjustable display angle,brightness,contrast ratio,horizontal viewing angle,maximum resolution,number of screens,panel technology,response time,screen surface,vertical viewing angle
Yes,Lenovo ThinkCentre M93z 10AF000KUS All-in-One Computer,16 : 9,Yes,,LED,Lenovo,6 MB,TUV Green Mark,Intel,Q87 Express,Serial ATA/600,5 GT/s,,Active Matrix TFT Color LCD,Yes,Gigabit Ethernet,"Tool-less Back Cover , Security Slot",Desktop Desktop,Intel,HD Graphics 4600,Shared,DDR3 SDRAM,"EPEAT Gold , ENERGY STAR 5.2 , TCO Certified Edge , ULE Gold , EuP , GREENGUARD , RoHS",Yes,,No,,Yes,,3 Year,Lenovo Group Limited,10AF000KUS,http : //www.lenovo.com/ca/en,16 GB,150 W,3.60 GHz,SoDIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,,,1.0,1.0,,1.0,1.0,,1.0,2.0,6.0,Windows 7 Professional Upgradable to Windows 8 Pro Windows 7 Professional,64-bit,ThinkCentre M93z 10AF000KUS All-in-One Computer Keyboard Mouse Monitor Stand Windows 8 Pro License Media,Mouse,Quad-core ( 4 Core ),Intel,i5-4570S i5-4570S,2.90 GHz 2.90 GHz,Core i5 Core i5,ThinkCentre,ThinkCentre M93z 10AF000KUS All-in-One Computer,M93z,All-in-One Computer All-in-One Computer,,Full HD,1920 x 1080 1920 x 1080,23 '' 23 '',"ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility ThinkVantage Device Experience ThinkVantage AutoLock Desktop Power Manager View Management Utility Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Microsoft Office preloaded ( purchase a product key to activate ) Cyberlink PowerDVD ( DVDÂ±RW , DVD ) Cyberlink Power2Go ( DVDÂ±RW ) Cyberlink PowerProducer ( DVDÂ±RW ) Evernote Intel AppUp Lenovo Solutions for Small Business Nitro Pro",4 GB 4 GB,,6.0,No,22.4 '' ( 568 mm ),9.7 '' ( 247 mm ),,,21.7 '' ( 551.2 mm ),,,,Yes,Yes,11.57 kg,Yes,IEEE 802.11b/g/n,Business Black Business Black,,,,,,,,DVD-Writer,DVDÂ±R/Â±RW,10AF000KUS,,No,,Yes,Bluetooth 4.0,Yes,Yes,,Serial ATA/600,128 GB,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M73 10AY001WUS Desktop Computer,,Yes,Yes,,Lenovo,3 MB,,Intel,H81 Express,Serial ATA/600,5 GT/s,,,Yes,Gigabit Ethernet,Security Slot,Tiny,Intel,HD 4400,Shared,DDR3 SDRAM,"RoHS , GREENGUARD , ENERGY STAR 5.2 , EPEAT Gold",Yes,,Yes,,Yes,,3 Year,Lenovo Group Limited,10AY001WUS,http : //www.lenovo.com/ca/en,16 GB,65 W,,SoDIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,,,1.0,,,1.0,1.0,,1.0,2.0,2.0,Windows 7 Professional Upgradable to Windows 8 Pro,64-bit,ThinkCentre M73 10AY001WUS Desktop Computer Keyboard Mouse Power Adapter Windows 8 Pro License Media VESA Mount Optical Box,Mouse,Dual-core ( 2 Core ),Intel,i3-4130T,2.90 GHz,Core i3,ThinkCentre,ThinkCentre M73 10AY001WUS Desktop Computer,M73,Desktop Computer,,,,,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility ThinkVantage Power Manager View Management Utility PC Device Stage Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Evernote Microsoft Office Preloaded ( Purchase Product Key to Activate ) Cyberlink Power2Go Cyberlink PowerProducer Nitro Pro,4 GB,500 GB,5.0,,7.2 '' ( 182.9 mm ),7.2 '' ( 182.9 mm ),Serial ATA/600,7200.0,2.6 '' ( 64.8 mm ),,,3.0,Yes,No,2.31 kg,Yes,IEEE 802.11b/g/n,Business Black,No,,,,,No,No,DVD-Writer,DVDÂ±R/Â±RW,10AY001WUS,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M93z 10AF0006US All-in-One Computer,16 : 9,Yes,Yes,LED,Lenovo,6 MB,TUV Green Mark,Intel,Q87 Express,Serial ATA/600,,,Active Matrix TFT Color LCD,Yes,Gigabit Ethernet,"Tool-less Back Cover , Security Slot",Desktop Desktop,Intel,HD 4600,Shared,DDR3 SDRAM,"EPEAT Gold , ENERGY STAR 5.2 , TCO Certified Edge , ULE Gold , GREENGUARD , RoHS , EuP",Yes,,,,Yes,,3 Year,Lenovo Group Limited,10AF0006US,http : //www.lenovo.com/ca/en,16 GB,150 W,,,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,,,1.0,1.0,,1.0,1.0,,1.0,2.0,6.0,Windows 7 Professional Upgradable to Windows 8 Pro Genuine Windows 7 Professional,64-bit,ThinkCentre M93z ( 10AF-0006US ) Keyboard Mouse Monitor Stand Windows 8 Pro License Media,Mouse,Quad-core ( 4 Core ),Intel,i5-4670S i5-4670S,3.10 GHz 3.10 GHz,Core i5 Core i5,ThinkCentre,ThinkCentre M93z ( 10AF-0006US ),M93z,All-in-One Computer All-in-One Computer,,Full HD,1920 x 1080 1920 x 1080,23 '' 23 '',ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility ThinkVantage Device Experience ThinkVantage AutoLock Desktop Power Manager View Management Utility Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Microsoft Office preloaded ( purchase a product key to activate ) Cyberlink PowerDVD Cyberlink Power2Go Cyberlink PowerProducer Evernote Intel AppUp Lenovo Solutions for Small Business Nitro Pro,4 GB 4 GB,,6.0,No,22.4 '' ( 569 mm ),9.7 '' ( 246.4 mm ),,,21.7 '' ( 551.2 mm ),,,,Yes,Yes,11.58 kg,Yes,IEEE 802.11b/g/n,Business Black Business Black,,,,500 GB,Serial ATA/600,,,DVD-Writer,DVDÂ±R/Â±RW,10AF0006US,8 MB,Yes,,Yes,Bluetooth 4.0,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Intel Core i5 i5-4690 Quad-core (4 Core) 3.50 GHz Processor - BX80646I54690,,,,,Intel,,,,,,5 GT/s,,,,,,,Intel,HD 4600,,DDR3 SDRAM,,,,,,,,,Intel Corporation,BX80646I54690,http : //www.intel.com,,,,,,,,,,,,,,,,,,,,,,,Quad-core ( 4 Core ),Intel,,,,Core i5,Core i5 Quad-core i5-4690 3.5GHz Desktop Processor,i5-4600,Processor,,,,,,,,,,1.5 '' ( 37.5 mm ),1.5 '' ( 37.5 mm ),,,,,,,,,,,,,,,,,,,,,,i5-4690,,,,,,,,,,,,,,,,,,,,,,,,3.50 GHz,256 KB,1 MB,6 MB,,3.90 GHz,Retail,PC,22 nm,Socket H3 LGA-1150,"Virtualization Technology , Extended Memory 64 Technology , Enhanced SpeedStep Technology , Trusted Execution Technology , Turbo Boost Technology 2.0",84 W,,,,,,,,,,,,,,,,,,,,,,,
,Asus USB-AC53 IEEE 802.11n - Wi-Fi Adapter for Desktop Computer,,,,,Asus,,CEFCCC-TickICIDANCCPCTIEEE Standards : 802.11a802.11b802.11g802.11n802.11ac,,,,,,,,,,External,,,,,,,,,,,,,ASUS Computer International,USB-AC53,http : //www.asus.com,,,,,,,,,,,,,,,,,,,,,Dual-band Wireless-AC1200 USB AdapterSupport CDWarranty CardUSB Extension Cable,,,,,,,,Dual-band Wireless-AC1200 USB Adapter,,Wi-Fi Adapter,,,,,,,,,,3.8 '' ( 96 mm ),1 '' ( 26 mm ),,,0.5 '' ( 12.4 mm ),,,,,,20 g,,IEEE 802.11n,,,,,,,,,,,USB-AC53,,,,,,,,,,,,,,,,,,,,Desktop Computer,,,,,,,,,,,PC,,,,,,,,,USB,Operating Systems : Windows 8 32bit/64-bitWindows 7 32bit/64-bitWindows Vista 32bit/64-bitWindows XP 32bit/64-bitMac OS X 10.4Mac OS X 10.5Mac OS X 10.6Mac OS X 10.7Linux,,,,,,,,,,,,,,,,,
,HP LaserJet Pro M476DN Laser Multifunction Printer - CF386A#BGJ,,,,,HP,,,,,,,,,,,,,,,,,,,,,,,,,Hewlett-Packard,CF386A # BGJ,http : //www.hp.com/ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,LaserJet Pro,LaserJet Pro M476DN Laser Multifunction Printer,,Laser Multifunction Printer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M476DN,,,,,,,,,,,,,,,,,,,,,Color,,,,,,,,,,PC,,,,,,,,,,,Plain Paper,AC Supply,Plain Paper Print,,,,,,,,,,,,,,
,HP M127FN Laser Multifunction Printer - CZ181A#BGJ,,,,,HP,,"CISPR 22 : 2008/EN 55022 : 2010 - Class B EN 61000-3-2 : 2006 +A1 : 2009 +A2 : 2009 EN 61000-3-3 : 2008 EN 55024 : 2010 FCC Title 47 CFR , Part 15 Class B / ICES-003 , Issue 5 , GB9254-2008 , GB17625.1-2003 , EMC Directive 2004/108/EC ( Europe ) IEC 60950-1 : 2005 +A1 ( International ) EN 60950-1 : 2006 +A11 : 2009 +A1 : 2010 +A12 : 2011 ( EU ) , IEC 60825-1 : 2007 UL/cUL Listed ( US/Canada ) GS License ( Europe ) EN 60825-1 : 2007 ( Class 1 Laser/LED Device ) Low Voltage Directive 2006/95/EC with CE Marking ( Europe )",,,,,,LCD,,Fast Ethernet,,Desktop,,,,,ENERGY STAR,Yes,,,,,,1 Year,Hewlett-Packard,CZ181A # BGJ,http : //www.hp.com/ca,128 MB,,,,,,,,,,,,,,,,,,,,LaserJet Pro MFP M127FN Preinstalled Introductory HP LaserJet Black Cartridge ( ~700 pages ) Installation Guide Getting Started Guide User 's Guide Support Flyer Warranty Guide Printer Software and Documentation on CD Power Cord Phone Cord,,,,,600 MHz,,,LaserJet Pro MFP M127FN,,Laser Multifunction Printer,,,,,Windows : HP Installer/Uninstaller HP PCLmS print driver HP WIA Scan Driver HP TWAIN Scan Driver HP Scan HP Fax Setup Wizard HP Send Fax Status Alerts HP Update DXP Mac : HP Installer/Uninstaller HP PCLmS driver HP Scan HP Setup Assistant HP Fax Print Driver HP Utility HP Alerts HP Firmware Updater,128 MB,,,,16.5 '' ( 420 mm ),14.4 '' ( 365 mm ),,,12.2 '' ( 309 mm ),,,,,,9.10 kg,,,Black,,,,,,,,,,M127FN,,,,,,,,,,,,,,,,,,,,,Monochrome,,,,,,,,,,"PC , Mac",,,,,,,,,,"PC : Windows 8 ( 32-bit/64-bit ) , Windows 7 ( 32-bit/64-bit ) , Windows Vista ( 32-bit/64-bit ) , Windows XP ( 32-bit ) ( SP2 or higher ) ; 200 MB hard disk space required ( CD and Web Package ) ; 400 MB hard disk space required ( Box Spec for Smart Install ) ; 512 MB RAM installed ; CD-ROM/DVD or Internet ; USB or Network port Mac : Mac OS X v 10.6 ; PowerPC G4 , G5 , or Intel® Core™ Processor ; 500 MB available hard disk space ; CD-ROM/DVD-ROM or Internet ; USB or Network port","Plain Paper , Envelope , Transparency , Label , Postcard",AC Supply,Plain Paper Print,480 W,1.10 W,Yes,USB 2.0,,,,,,,,,,
,HP LaserJet Pro M127FW Laser Multifunction Printer - CZ183A#BGJ,,,,,HP,,,,,,,,LCD,,Fast Ethernet,,Desktop,,,,,,,,,,,,,Hewlett-Packard,CZ183A # BGJ,http : //www.hp.com/ca,,,,,,,,,,,,,,,,,,,,,,,,,,600 MHz,,LaserJet Pro,LaserJet Pro MFP M127FW Laser Multifunction Printer,,Laser Multifunction Printer,,,,,,128 MB,,,,,,,,,,,,,,,Yes,IEEE 802.11b/g/n,,,,,,,,,,,M127FW,,,,,,,,,,,,,,,,,,,,,Monochrome,,,,,,,,,,PC,,,,,,,,,,,Plain Paper,AC Supply,Plain Paper Print,,,Yes,,,,,,,,,,,
Yes,Intel Core i7 i7-5820K Hexa-core (6 Core) 3.30 GHz Processor - BX80648I75820K,,,,,Intel,,,,,,5 GT/s,,,,,,,,,,,,,,,,,,,Intel Corporation,BX80648I75820K,http : //www.intel.com,,,,,,,,,,,,,,,,,,,,,,,Hexa-core ( 6 Core ),Intel,,,,Core i7,Core i7 Hexa-core i7-5820K 3.3Ghz Desktop Processor,i7-5800,Processor,,,,,,,,,,2.1 '' ( 52.5 mm ),1.8 '' ( 45 mm ),,,,,,,,,,,,,,,,,,,,,,i7-5820K,,,,,,,,,,,,,,,,,,,,,,,,3.30 GHz,,1.50 MB,15 MB,,3.60 GHz,Retail,,22 nm,Socket FCLGA2011,,140 W,152.2Â°F ( 66.8Â°C ),,,,,,,,,,,,,,,,,,,,,,
,"HP Elite E221i 21.5"" LED LCD Monitor - F9Z09A8#ABA",16 : 9,,,LED,HP,,,,,,,,,Yes,,Security Lock,,,,,,"ENERGY STAR , TCO Certified Edge , EPEAT Gold , TCO Certified Displays",Yes,Yes,,"120 V AC , 230 V AC",,,3 Year,Hewlett-Packard,F9Z09A8 # ABA,http : //www.hp.com/ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EliteDisplay E221i 21.5-inch IPS LED Backlit Monitor ( ENERGY STAR ) ( F9Z09A8 ),,LCD Monitor,,Full HD,,21.5 '',,,,,,20.1 '' ( 509.3 mm ),2 '' ( 51.1 mm ),,,12.2 '' ( 309.1 mm ),,,,Yes,,5.82 kg,,,Black,,,,,,,,,,E221i,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31 W,,Yes,USB 2.0,Yes,250 cd/mÂ²,"4,000,000 : 1",178Â°,1920 x 1080,1.0,In-plane Switching ( IPS ) Technology,8 ms,Anti-glare,178Â°
,"HP Pavilion 20xi 20"" LED LCD Monitor - C4D33AA#ABA",16 : 9,,,LED,HP,,,,,,,,,,,Security Lock,,,,,,,,Yes,,,,,,Hewlett-Packard,C4D33AA # ABA,http : //www.hp.com/ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pavilion,Pavilion 20xi IPS LED Backlit Monitor,,LCD Monitor,,HD+,,20 '',,,,,,,,,,,,,,Yes,,2.80 kg,,,,,,,,,,,,,20xi,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 cd/mÂ²,"1,000 : 1",178Â°,1600 x 900,1.0,In-plane Switching ( IPS ) Technology,7 ms,,178Â°
Yes,Acer CXI Desktop Computer - Intel Celeron 2957U 1.40 GHz - DT.Z04AA.002,,,Yes,,Acer,2 MB,CEFCCBSMICCCCB,,,,5 GT/s,,,Yes,Gigabit Ethernet,Security Slot,,,,,,RoHS,Yes,,No,,Yes,,,"Acer , Inc",DT.Z04AA.002,http : //www.acer.ca,4 GB,65 W,,,DDR3-1600/PC3-12800,DDR3L SDRAM,Yes,,,1.0,,,1.0,1.0,,1.0,,4.0,Chrome OS,,CXI_Qb2957U Desktop ComputerUSB KeyboardUSB Mouse,Mouse,Dual-core ( 2 Core ),Intel,2957U,1.40 GHz,Celeron,,CXI_Qb2957U Desktop Computer,CXI,Desktop Computer,,,,No,,4 GB,,4.0,,1.3 '' ( 33.4 mm ),5.1 '' ( 130.2 mm ),,,6.5 '' ( 165.7 mm ),Physical Keyboard,,,,No,,Yes,IEEE 802.11a/b/g/n,,,,Yes,,,No,No,No,,,,Yes,,Yes,Bluetooth 4.0 + LE,,,,Serial ATA/600,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Acer CXI Desktop Computer - Intel Celeron 2957U 1.40 GHz - DT.Z04AA.001,,,Yes,,Acer,2 MB,CEFCCBSMICCCCB,,,,5 GT/s,,,Yes,Gigabit Ethernet,Security Slot,,,,,,RoHS,Yes,,No,,Yes,,,"Acer , Inc",DT.Z04AA.001,http : //www.acer.ca,4 GB,65 W,,,DDR3L-1600/PC3-12800,DDR3L SDRAM,Yes,,,1.0,,,1.0,1.0,,1.0,,4.0,Chrome OS,,CXI_Qb2957U Desktop ComputerUSB KeyboardUSB Mouse,Mouse,Dual-core ( 2 Core ),Intel,2957U,1.40 GHz,Celeron,,CXI_Qb2957U Desktop Computer,CXI,Desktop Computer,,,,No,,2 GB,,4.0,,1.3 '' ( 33.4 mm ),5.1 '' ( 130.2 mm ),,,6.5 '' ( 165.7 mm ),Physical Keyboard,,,,No,,Yes,IEEE 802.11a/b/g/n,,,,Yes,,,No,No,No,,,,Yes,,Yes,Bluetooth 4.0 + LE,,,,Serial ATA/600,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Asus USB-BT400 Bluetooth 4.0 - Bluetooth Adapter for Desktop Computer/Notebook,,,,,Asus,,,,,,,,,,,,External,,,,,,,,,,,,,ASUS Computer International,USB-BT400,http : //www.asus.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluetooth 4.0 USB Adapter,,Bluetooth Adapter,,,,,,,,,,0.6 '' ( 16 mm ),0.8 '' ( 19.5 mm ),,,0.3 '' ( 8.1 mm ),,,,,,2.2 g,,,,,,,,,,,,,USB-BT400,,,,,Bluetooth 4.0,,,,,,,,,,,,,,,Desktop Computer/Notebook,,,,,,,,,,,,,,,,,,,,USB,Operating Systems : Windows 8 32bit/64-bit Windows 7 32bit/64-bit Windows XP 32bit/64-bit,,,,,,,,,,,,,,,,,
Yes,Asus M11AD-US007S Desktop Computer - Intel Pentium G3220 3 GHz,,Yes,Yes,,Asus,3 MB,,Intel,H81,Serial ATA/600,5 GT/s,,,,Gigabit Ethernet,,Tower,Intel,HD Graphics,Shared,DDR3 SDRAM,RoHS,Yes,,No,,Yes,,1 Year,ASUS Computer International,M11AD-US007S,http : //www.asus.com,16 GB,300 W,,DIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,,,,,1.0,1.0,3.0,3.0,2.0,2.0,Windows 8,,M11AD-US007S Desktop Computer 1 x Keyboard 1 x Mouse 1 x Warranty Card 1 x Power Cord 1 x Quick Manual,Mouse,Dual-core ( 2 Core ),Intel,G3220,3 GHz,Pentium,,M11AD-US007S Desktop Computer,M11AD,Desktop Computer,,,,,Anti-Virus Trial Adobe Acrobat Reader Freshpaint Microsoft Pack Office trial SKYPE Windows 8 games Utility : ASUS AI-SUITE II ASUS AI Manager ASUS My Logo2 ASUS Update ASUS Q-fan ASUS Vibe ASUS AI Charger ASUS WebStorage ASUS Music Maker,4 GB,1 TB,8.0,,6.8 '' ( 172.7 mm ),15.8 '' ( 401.3 mm ),Serial ATA/600,7200.0,14.2 '' ( 360.7 mm ),Physical Keyboard,,6.0,Yes,No,7.89 kg,,,,,,Yes,,,,,DVD-Writer,DVD-RAM/Â±R/Â±RW,M11AD-US007S,,Yes,1,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Memory Stick PRO , xD-Picture Card , MultiMediaCard ( MMC ) , Secure Digital ( SD ) , Secure Digital High Capacity ( SDHC ) , Memory Stick",,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M73z 10BC000DUS All-in-One Computer,16 : 9,Yes,Yes,LED,Lenovo,3 MB,,Intel,H81 Express,Serial ATA,5 GT/s,,Active Matrix TFT Color LCD,,Gigabit Ethernet,Security Slot,Desktop Desktop,Intel,HD 4400,Shared,DDR3L SDRAM,"EPEAT Gold , ENERGY STAR 5.2 , GREENGUARD , RoHS , EuP",Yes,,Yes,,Yes,,3 Year,Lenovo Group Limited,10BC000DUS,http : //www.lenovo.com/ca/en,16 GB,150 W,,SoDIMM,DDR3L-1600/PC3-12800,DDR3L SDRAM,Yes,,,1.0,,,1.0,1.0,,1.0,2.0,2.0,Windows 7 Professional Upgradable to Windows 8 Pro Windows 7 Professional,64-bit,ThinkCentre M73z 10BC000DUS All-in-One Computer Keyboard Mouse Monitor Stand Windows 8 Pro License Media,Mouse,Dual-core ( 2 Core ),Intel,i3-4130 i3-4130,3.40 GHz 3.40 GHz,Core i3 Core i3,ThinkCentre,ThinkCentre M73z 10BC000DUS All-in-One Computer,M73z,All-in-One Computer All-in-One Computer,,HD+,1600 x 900 1600 x 900,20 '' 20 '',ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility ThinkVantage Device Experience ThinkVantage AutoLock Desktop Power Manager View Management Utility Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Microsoft Office ( preloaded purchase a product key to activate ) Cyberlink Power2Go Cyberlink PowerProducer Evernote Intel AppUp Nitro Pro,4 GB 4 GB,500 GB,6.0,No,19.9 '' ( 505.5 mm ),3.6 '' ( 90.4 mm ),Serial ATA/600,7200.0,15.9 '' ( 403.9 mm ),,,4.0,Yes,No,7.46 kg,Yes,IEEE 802.11b/g/n,Business Black Business Black,,No,,,,No,No,DVD-Writer,DVDÂ±R/Â±RW,10BC000DUS,,No,,Yes,Bluetooth 4.0,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acer 4GB DDR3 SDRAM Memory Module - 4 GB (1 x 4 GB) - NP.MEM0Z.001,,,,,Acer,,,,,,,,,,,,SoDIMM,,,,,,,,,,,,1 Year,"Acer , Inc",NP.MEM0Z.001,http : //www.acer.ca,,,,,DDR3-1600/PC3-12800,DDR3 SDRAM,,,,,,,,,,,,,,,,,,,,,,,4GB DDR3 SDRAM Memory Module,,RAM Module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acer - TravelMate Notebooks : P245 P255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,HP EliteOne 800 G1 All-in-One Computer - K1T31AW#ABA,,Yes,Yes,,HP,6 MB,,Intel,Q87 Express,Serial ATA,5 GT/s,In-plane Switching ( IPS ) Technology,Active Matrix TFT Color LCD,Yes,Gigabit Ethernet,,Desktop,Intel,HD Graphics 4600,Shared,DDR3 SDRAM,ENERGY STAR,Yes,,No,,Yes,,3 Year,Hewlett-Packard,K1T31AW # ABA,http : //www.hp.com/ca,16 GB,200 W,3.90 GHz,,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,Windows 7 Professional Upgradable to Windows 8.1 Pro,64-bit,EliteOne 800 G1 All-in-One PC ( ENERGY STAR ) KeyboardMouse Windows 8.1 Pro Media,Mouse,Quad-core ( 4 Core ),Intel,i5-4690S,3.20 GHz,Core i5,EliteOne,EliteOne 800 G1 All-in-One PC ( ENERGY STAR ),800 G1,All-in-One Computer,,,,23 '',HP Client SecurityMicrosoft Security Essentials,4 GB,500 GB,6.0,No,22 '' ( 558.8 mm ),15.3 '' ( 388.6 mm ),Serial ATA,7200.0,2 '' ( 50.3 mm ),Physical Keyboard,,,,,7.89 kg,Yes,IEEE 802.11a/b/g/n,,,,,,,,,DVD-Reader,DVD-ROM,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,
,Acer 4GB DDR3 SDRAM Memory Module - 4 GB (1 x 4 GB) - TC.33100.037,,,,,Acer,,,,,,,,,,,,,,,,,,,,,,,,,"Acer , Inc",TC.33100.037,http : //www.acer.ca,,,,,,DDR3 SDRAM,,,,,,,,,,,,,,,,,,,,,,,4GB DDR3 SDRAM Memory Module,,RAM Module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TC.33100.037,,,,,,,,,,,,,,,,,,,Acer AR320 Server,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acer ProDock II Docking Station - for Notebook - NP.DCK11.00Q,,,,,Acer,,,,,,,,,Yes,,,,,,,,,,,,,,,,"Acer , Inc",NP.DCK11.00Q,http : //www.acer.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,ProDock II,ProDock II Docking Station,,Docking Station,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Acer TravelMate P645 Notebook,Notebook,,,,,,,,,,,,,,,,,,,Docking,,,,,,,,,,,,,,,,,,,
,HP Slate 21 Pro All-in-One Computer - F7U54AA#ABA,16 : 9,,Yes,LED,HP,,,,,,,In-plane Switching ( IPS ) Technology,Active Matrix TFT Color LCD,,Fast Ethernet,,Desktop,NVIDIA,,Shared,DDR3 SDRAM,,,,,"110 V AC , 220 V AC",,,,Hewlett-Packard,F7U54AA # ABA,http : //www.hp.com/ca,,,,,DDR3-800/PC3-6400,DDR3 SDRAM,Yes,,,,,,,,,,,,Android 4.3 Jelly Bean,,Slate 21 Pro All-in-One Computer AC Adapter Power Cord,,Quad-core ( 4 Core ),NVIDIA,T40S,1.60 GHz,Tegra 4,Slate 21 Pro,Slate 21 Pro All-in-One Computer,,All-in-One Computer,,Full HD,1920 x 1080,21.5 '',,2 GB,,4.0,Yes,20.9 '' ( 530.9 mm ),3.3 '' ( 82.6 mm ),,,14.4 '' ( 365.8 mm ),Touchscreen Keyboard,,4.0,,,6.17 kg,Yes,IEEE 802.11a/b/g/n,Black,,,Yes,,,,,No,,,,Yes,,Yes,Bluetooth 4.0,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Secure Digital ( SD ),Yes,,,,,,,,,,,,,,,,,,,,
