<page title>,average battery life in hours,batteries,brand name,chipset brand,color,computer memory type,graphics coprocessor,hard drive,hard drive interface,hard drive rotational speed,hardware platform,item dimensions l x w x h,item model number,item weight,max screen resolution,number of usb 30 ports,operating system,optical drive type,processor,processor brand,processor count,ram,screen resolution,screen size,series,wireless type,audioout ports,battery type,memory speed,number of usb 20 ports,power source,asin,best sellers rank,buy used and save,customer reviews,date first available,graphics card ram size,heres how,shipping,shipping weight,card description,flash memory size,rear webcam resolution,voltage,manufacturer part number,number of items,product dimensions,size
"Amazon.com : TravelMate P255-MPTMP 15.6"" LED Intel Core i3-4010U 1.70GHz 4GB RAM 500GB HDD Win8 Pro 64-bit Black Notebook : Computers & Accessories",,,Acer,,,,,,,,,19.80 x 12.40 x 2.80 inches,NX.V98AA.002,7.8 pounds,,,,,,,1.0,,,,Acer TravelMate P255-MP,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : ACER TravelMate TMP255-M-34014G50Mtkk 15.6"" LED (ComfyView) Notebook - Intel Core i3 i3-4010U 1.70 GHz - Black / NX.V8WAA.001 / : Computers & Accessories",,,,,,,,500 GB,,,,,,,,,,,Intel Core i3,,,4 GB,,15.6 inches,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Apple MacBook Air MD761LL/B 13.3-Inch Laptop (NEWEST VERSION) : Computers & Accessories,,,Apple,,Aluminium,SDRAM,Intel HD Graphics 5000,256 GB mechanical_hard_drive,Solid State,,Mac,,MD761LL/B,3 pounds,,2.0,OS X Mavericks,No,1.4 GHz Intel Core i5,Intel Core I5,1.0,4 GB LPDDR3-SDRAM,1440 x 900,13.3 inches,761ll/b,802.11 a/b/g/n,1.0,Lithium Polymer ( LiPo ),1600 MHz,,,B00746ZB0W,# 151 in Computers & Accessories ( See top 100 ) # 18 in Computers & Accessories > Notebooks,,4.6 out of 5 stars See all reviews 244 reviews 4.6 out of 5 stars,"April 29 , 2014",,,This item is also available for shipping to select countries outside the U.S .,6.4 pounds ( View shipping rates and policies ),,256,,,,,,
"Amazon.com : Samsung 15.6"" Core i3 6GB 640GB HDD Blu-Ray NB : Notebook Computers : Computers & Accessories",,,Samsung,,,,,640 GB,,,PC,10.10 x 15 x 1.40 inches,NP-RC512-W01US,5.6 pounds,,,Windows 7 Home Premium,,Intel Core i3,Intel,,6 GB ddr3,,15.6 inches,Samsung - NP-RC512-W01,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Dell Inspiron 3520 16-Inch Laptop (2nd Gen Intel Core Processor, 500GB Hard Drive, Windows 8 64-bit) : Computers & Accessories",,,,,,,,320 GB,,,,,,,,,,,Intel Core i3,,,6 GB,,15.6 inches,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : 14"" i3 4010U 4GB 500GB Win7 : Computers & Accessories",,,,,,,,500 GB,,,,,,,,,,,Intel Core i3,,,4 GB,,14 inches,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : CF-52, INTELCORE I3-330M 2.13GHZ, 15.4INCH : Laptop Computers : Computers & Accessories",,,Panasonic,,,,,,,,,11.30 x 14 x 2 inches,CF-52PGNBP1M,11 pounds,,,Windows 8,,,,,,,,CF-PGNBE1M,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com: Dell Inspiron 14R i14RN4110-8073DBK 14-Inch Laptop (Diamond Black): Computers & Accessories,,,Inspiron,Intel,Diamond Black,DDR3 SDRAM,Intel HD Graphics 3000,640 GB SATA,Serial ATA,5400 RPM,pc,9.69 x 13.50 x 1.20 inches,i14RN4110-8073DBK,5 pounds,1336 x 768 pixels,2.0,Windows 7 Home Premium,Dual layer DVD Burner,2.1 GHz Intel Core i3,Intel,1.0,4 GB DDR3,1366 x 768,14 inches,Inspiron,,1.0,Lithium-Ion ( Li-Ion ),1333 MHz,1.0,AC,,,,,,4096 MB,,,,,,,,,,,
"Amazon.com : Toshiba 14"" Satellite L745-S4210 Laptop i3-2310M 4GB 640GB (Brushed Aluminum Blue) : Laptop Computers : Computers & Accessories",4.92 hours,,Toshiba,Intel,darkblue,DDR3 SDRAM,Intel HD Graphics,640 GB,,5400 RPM,PC,,L745-S4210,5 pounds,1336 x 768 pixels,,Microsoft Windows 7 Home Premium,dvd_plus_r,2.1 GHz Intel Core i3,Intel,1.0,4 GB DDR3,1366 x 768,14 inches,Satellite,802.11bgn,,lithium_ion,,3.0,,,,,,,,,,,HM65 Express,,,,,,,
Amazon.com : Genuine Dell Refurbished Latitude E6530 Core i3 2.5GHz 6GB 128GB SSD DVD 15.6'' Win7 Pro (Silver) : Computers & Accessories,,1 Lithium ion batteries required .,Dell,,,DDR3 SDRAM,,128 GB,Solid State,,PC,,,,1366 x 768,,Windows 7 Professional,,2.50 GHz Intel Core i3,Intel,2.0,6 GB SDRAM DDR3,1366 x 768,15.60 inches,,,,,,4.0,,,,,,,,,,,,,,,,,,
Amazon.com : Sony VAIO VPC-EH13FX/B Laptop (Black) : Notebook Computers : Computers & Accessories,5 hours,,Sony,Intel,Black,DDR3 SDRAM,,640 GB,Serial ATA,5400 RPM,PC,9.40 x 13.62 x 1.36 inches,VPCEH13FX/B,5.1 pounds,1336 x 768 pixels,,Windows 7 Home Premium,DVD Super Multi,2.1 GHz Intel Core i3,Intel,1.0,4 GB DDR3-SDRAM,1366 x 768,15.5 inches,VAIO,,1.0,lithium_ion,1333 MHz,4.0,AC,,,,,,,,,,HD Graphics,,,,,,,
"Amazon.com : HP G4S67UT SBUY ESSEN, HP 210, INTEL CORE I3-4010U, 11.6 HD AG LED SVA, UMA, WEBCAM, 4GB DD : Computers & Accessories",,,HP,,,,,320 GB,,,,10.24 x 3.15 x 17.12 inches,G4S67UT # ABA,6.5 pounds,,,windows 8,,Intel Core i3,,,4 GB,,11.6 inches,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Dell Inspiron i15N-2728BK 15.6-Inch Laptop (Black) : Laptop Computers : Computers & Accessories,,,Dell,,Black,DDR3 SDRAM,Intel HD Graphics,500 GB mechanical_hard_drive,,,,19.92 x 13.31 x 4.17 inches,i15N-2728BK,5.1 pounds,1366x768,2.0,Windows 7 Home Premium 64-bit,,2.4 GHz Core i3-2370M,intel core I3,,6 GB DDR3,,15.6 inches,Inspiron,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : DELL Inspiron 15R~15.6"" HD LED Display with TrueLife~Core i3-350M 2.26Ghz~4GB DDR3 RAM~320GB HD~Integrated 1.3M Webcam~Mars Black : Laptop Computers : Computers & Accessories",,,Dell,,,,,320 GB mechanical_hard_drive,,,,,,,,,windows_7_home_premium,,Intel Core i3,Intel Core i3,2.0,4 GB ddr3,,15.6 inches,,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Dell Inspiron 17 Laptop Intel® CoreTM I3-3227u 1.9ghz 4gb RAM 500gb Hard Drive : Laptop Computers : Computers & Accessories,,,Dell,,Black,DDR3 SDRAM,,500 GB,,,PC,,,6 pounds,,,Windows 8,,,,,4 GB SDRAM DDR3,,17.3 inches,Inspiron 17,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Acer S3-391-6046 13.3-Inch Ultrabook, Intel Core i3 4GB, Memory 320GB HDD Windows 8 : Laptop Computers : Computers & Accessories",,,Acer,,,DDR3 SDRAM,,320 GB,Serial ATA,,Consumer Electronics,13.30 x 1 x 7 inches,SNID # 23501755920/S3 SERIES,2.6 pounds,,,Windows 8,,1.40 GHz Intel Core i3,Intel,2.0,4 GB SDRAM DDR3,,13.3 inches,Aspire,802.11bgn,,,,,Battery,,,,,,,,,,,,,,,,,
"Amazon.com : HP Pavilion 17-e020us 17-Inch Notebook (2.4GHz Intel Core i3-3110M Processor, 6GB Ram, 750GB Hard Drive, Windows 8 64-bit) : Laptop Computers : Computers & Accessories",,1 Lithium ion batteries required . ( included ),HP,,"Black , Silver",DDR3 SDRAM,Intel HD Graphics 4000,750 GB mechanical_hard_drive,,5400 RPM,,10.50 x 16.50 x 1.29 inches,17-e020us,,1600x900,2.0,Windows 8,SuperMulti DVD burner,2.4 GHz Core i3-3110M,intel core I3,1.0,6 GB DDR3,1600 x 900,17.3 inches,Pavilion 17,802.11bgn,,Lithium-Ion ( Li-Ion ),1600 MHz,1.0,,,,,,,,,,,,,,,,,,
"Amazon.com : 19.5"" i3 4150T 4G 500G Win8Pro : Computers & Accessories",,,,,,,,500 GB,,,,,,,,,,,Intel Core i3,,,4 GB,,19.5 inches,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : DELL I15RV-3812BLK 15.6"" i3-3227U 4GB 500GB Laptop : Laptop Computers : Computers & Accessories",,,Dell,,,DDR3 SDRAM,,500 GB mechanical_hard_drive,,,PC,14.80 x 10.20 x 1 inches,I15RV-3812BLK,5.1 pounds,1366 x 768,,Windows 8,,,,,4 GB,,15.6 inches,15-3521,802.11bgn,,,,2.0,,,,,,,,,,,,,,,,,,
"Amazon.com : ProBook 640 G1 14"" LED Corei3 2.4 GHz 4 GB DDR3L SDRAM 500 GB HDD DVD+/-RW 64-bit Windows 7 Professional Notebook PC : Laptop Computers : Computers & Accessories",,,HP,,,DDR3 SDRAM,,500 GB,Serial ATA,,PC,19 x 3.20 x 13.60 inches,F2R07UT # ABA,7 pounds,,,Windows 7 Professional,,2.40 GHz Intel Core i3,Intel,1.0,4 MB DDR3L SDRAM,,14 inches,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Lenovo IdeaPad S400 14.0-Inch Laptop (1.8 GHz Intel Core i3-3217U Processor, 4GB DDR3, 500GB HDD, Intel HD 4000, Windows 8) Silver Grey : Laptop Computers : Computers & Accessories",5 hours,1 Lithium ion batteries required . ( included ),Lenovo,,Silver Grey,DIMM,Intel HD 4000 Graphics,500 GB mechanical_hard_drive,Serial ATA,5400 RPM,PC,13.25 x 0.50 x 0.83 inches,59342932,4 pounds,1366x768,1.0,Windows 8,No,1.8 GHz Core i3-3217U,intel core I3,2.0,4 GB DIMM,1366 x 768,14 inches,S400,802.11bgn,,Lithium,1600 MHz,2.0,,,,,,,,,,,,32,,,,,,
Amazon.com : Acer NX.V6ZAA.009;TMP453-M-6692 15.6-Inch Laptop : Laptop Computers : Computers & Accessories,,1 Lithium ion batteries required .,Acer,,Black,DDR3 SDRAM,,500 GB,Serial ATA,5400 RPM,PC,15 x 10 x 1.30 inches,NX.V6ZAA.009 ; TMP453-M-6692,5.5 pounds,1366 x 768 pixels,1.0,Windows 8 Professional,DVD±RW,2.5 GHz Intel Core i3,Intel,1.0,4 GB DDR3,1366 x 768,15.6 inches,Acer,802.11bgn,,Lithium-Ion ( Li-Ion ),,2.0,,B00CU2JZWA,"# 18,979 in Computers & Accessories ( See top 100 )",,Be the first to review this product,"May 17 , 2013",,,This item is also available for shipping to select countries outside the U.S .,7.4 pounds,,,,,,,,
Amazon.com : Asus F75A-WH31 17.3-Inch Laptop : Laptop Computers : Computers & Accessories,,1 Lithium ion batteries required .,Asus,,,DDR3 SDRAM,,750 GB,Serial ATA,5400 RPM,PC,16.50 x 11 x 1.60 inches,F75A-WH31,6.6 pounds,1600 x 900 pixels,1.0,Windows 8,Brand New with Manufacturer Warranty,2.3 GHz Core i3-2350M,Intel,1.0,6 GB DDR3,,17.3 inches,Asus,802.11bgn,,,,2.0,,,,,,,,,,,,,,,,,,
"Amazon.com : ProBook 440 G2 14"" LED Notebook Intel Core i3-4030U 1.90GHz : Computers & Accessories",,,HP SB NOTEBOOKS,,,,,,,,,19 x 12 x 3 inches,J5P10UT # ABA,6.2 pounds,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : ProBook 450 G2 15.6"" LED Notebook Intel Core i3-4005U 1.70GHz : Computers & Accessories",,,HP SB NOTEBOOKS,,,,,,,,,20 x 3 x 11.90 inches,J8U85UT # ABA,6.7 pounds,,,Windows 7 Professional,,,,,,,,HP ProBook 450 G2,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Gateway 15.6"" i3-370M 2.40 GHz Laptop | NV55C54u : Laptop Computers : Computers & Accessories",,,Gateway,,,DDR3 SDRAM,Intel HD Graphics,320 GB,Serial ATA,,PC,10 x 15 x 1.30 inches,PEW91,5.7 pounds,1366 x 768,,Windows 7 Home Premium ( 64-bit ),"Double-layer DVD±RW/CD-RW , 4x DVD+R DL ; 4x DVD-R DL ; 8x8x8 DVD+RW ; 8x6x8 DVD-RW ; 5x DVD-RAM ; 24x16x24 CD-RW",2.4 GHz Core i3-370M,Intel,,4 GB DDR3,,15.6 inches,NV series,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Vizio CT14-A0 14-Inch Thin Light Ultrabook Laptop PC (1.80GHz Intel Core i3-3217U Processor, 4GB RAM 128GB SSD Windows 7 Home Premium) Silver : Laptop Computers : Computers & Accessories",,,VIZIO,,,DDR3 SDRAM,Intel HD Graphics 4000,flash_memory_solid_state,,,PC,13.30 x 9.20 x 0.67 inches,CT14-A0,3.4 pounds,1600x900,2.0,Windows 7 Home Premium 64-bit,,1.8 GHz Core i3-3217U,Intel,,4 GB DDR3,,14 inches,Thin + Light,802.11n,,,,,,,,,,,,,,,,128,,,,,,
"Amazon.com : HP Pavilion 17-e146us 17.3"" Notebook PC - Intel Core i3-4000M / 6GB Memory / 750GB HD / SuperMulti DVD / HD Webcam & Microphone / Windows 8.1 64-bit : Computers & Accessories",,,Pavilion,,,DDR3 SDRAM,,750 GB mechanical_hard_drive,,,,10.50 x 16.50 x 1.29 inches,17-e146us,6.4 pounds,,2.0,Windows 8,,Intel Core i3,,,6 GB SDRAM DDR3,1600 x 900,17.3 inches,Pavilion 17-e146us,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Samsung Np300e5e-a01us : Laptop Computers : Computers & Accessories,,,Samsung,,sleek silver,DDR3 SDRAM,,750 GB,,,PC,14.40 x 1.30 x 9.50 inches,NP300E5C-A01US,5.1 pounds,1366 x 768,,Windows 8,,Intel Core i3,,,SDRAM DDR3,,15.6 inches,NP300E5C-A01US,"802.11bgn , Bluetooth",,,,,,,,,,,,,,,,,,19 volts,,,,
Amazon.com : Dell 15.6in Touch-Screen Laptop i3 1.9GHz 6GB 500GB DVDRW WiFi : Computers & Accessories,,,,,,,,500 GB,,,,,,,,,,,Intel Core i3,,,6 GB,,15.6 inches,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : 11.6"" I3 4005u 4gb 32gb Chrome : Computers & Accessories",,,,,,,,32 GB,,,,,,,,,,,Intel Core i3,,,4 GB,,11.6 inches,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : MSI GS-Series GS60 GHOST-003;9S7-16H212-003 15.6-Inch Laptop : Computers & Accessories,,1 Lithium ion batteries required .,MSI,,Alumium Black,,NVIDIA Geforce GTX860M,1 TB flash_memory_solid_state,,7200 RPM,PC,10.47 x 0.78 x 15.35 inches,GS60 GHOST-003 ; 9S7-16H212-003,4.4 pounds,1920x1080,3.0,Windows 8.1,,2.4 GHz Core i7-4700HQ,Intel,1.0,16 GB DDR3L,,15.6 inches,GS Series GS60,802.11bgn,2.0,,,,,B00IQ4H7E4,"# 3,469 in Computers & Accessories ( See top 100 )",See all Used offers from Amazon Warehouse Deals .,4.2 out of 5 stars See all reviews 27 reviews 4.2 out of 5 stars,"March 13 , 2014",2000 MB,( restrictions apply ),This item is also available for shipping to select countries outside the U.S .,11.8 pounds ( View shipping rates and policies ),,128,,,,,,
"Amazon.com : Samsung ATIV Book 5 14-Inch Touchscreen Ultrabook (Core i3, Mineral Ash Black) : Laptop Computers : Computers & Accessories",4.8 hours,1 Lithium ion batteries required . ( included ),Samsung,,Ash Black,,Intel Integrated Graphics,500 GB flash_memory_solid_state,,5400 RPM,,14 x 11.61 x 0.82 inches,NP540U4E-K04US,4.2 pounds,1366x768,2.0,Windows 8 ( 64-bit,,1.8 GHz Core i3-3217U,Intel,,4 GB DDR3,,14 inches,ATIV Book 5,802.11bgn,,,,1.0,,B00CTHQQ8M,"# 4,353 in Computers & Accessories ( See top 100 )",,3.7 out of 5 stars See all reviews 37 reviews 3.7 out of 5 stars,"May 12 , 2013",,,This item is also available for shipping to select countries outside the U.S .,6.2 pounds ( View shipping rates and policies ),,24,,,,,,
"Amazon.com : Acer Aspire E1-571-6888 16 Inch Laptop (2.5GHZ Intel Core i3, 4GB Ram, 500GB Hard Drive, Windows 8) Glossy Black : Laptop Computers : Computers & Accessories",4.5 hours,1 Lithium ion batteries required . ( included ),Acer,,Glossy Black,DDR3 SDRAM,Intel HD Graphics 4000,500 GB SATA,Serial ATA,5400 RPM,PC,15.02 x 9.96 x 1.31 inches,E1-571-6888,5.5 pounds,1366 x 768 pixels,,Windows 8,8X DVD-Super Multi Double-Layer Drive,2.5 GHz Intel Core i3,Intel,2.0,4 GB DDR3,,15.6 inches,E1-571,802.11bgn,,,,3.0,,,,,,,128 MB,,,,,,,,,,,
"Amazon.com : HEWLETT-PACKARD 340 G1 14"" LED Notebook - Intel - Core i3 i3-4010U 1.7GHz 4 GB RAM - 500 GB HDD - Intel HD 4400 Graphics - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetooth / F7V09UT#ABA / : Computers & Accessories",,,,,,,,500 GB,,,,,,,,,,,Intel Core i3,,,4 GB,,14 inches,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Dell Inspiron 15 i15RV-5238BLK Intel i3-4010U Processor 4GB Memory 500GB Hard Drive DVD Windows 8.1 15.6 inch Laptop Notebook : Computers & Accessories,,,Dell,,Black,DDR3 SDRAM,,500 GB,,,PC,,,7.2 pounds,1366 x 768,,Windows 8,,,,,4 GB SDRAM DDR3,1366 x 768,15.6 inches,i15rv-5238blk,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : ASUS X551CA-XH31 Intel Core i3-3217U 1.8GHz Notebook Computer - 4GB RAM, 320GB HDD, 15.6"" LED HD, Optical Drive, Fast Ethernet, 802.11b/g/n, Webcam, 4-cell 37Wh Li-Ion, Black - 90NB0341-M05200 : Computers & Accessories",,,Asus,,Black,,,,,,PC,,90NB0341-M05200,4.7 pounds,,,windows 8 professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Dell Inspiron i5748-5000sLV 17.3-Inch Laptop : Computers & Accessories,5.25 hours,1 Lithium ion batteries required . ( included ),Dell,,silver,,Integrated Graphics,1024 GB mechanical_hard_drive,,5400 RPM,,20.50 x 13.88 x 3.31 inches,i5748-5000sLV,8 pounds,1600x900,1.0,Windows 8.1,,1.7 GHz Intel Core i5,Intel Core I5,1.0,8 GB DDR3,,17.3 inches,Inspiron,802.11bgn,,,,2.0,,,,See all Used offers .,,,,( restrictions apply ),,,,,,,,,,
Amazon.com : Asus Notebook P550CA-XH31 15.6-Inch Laptop : Laptop Computers : Computers & Accessories,,1 Lithium ion batteries required . ( included ),Asus,,Black,DDR3 SDRAM,,500 GB,Serial ATA,7200 RPM,PC,14.96 x 0.98 x 9.88 inches,P550CA-XH31,5.1 pounds,1600x900 pixels,1.0,Windows 8 Professional,DVD Super Multi,1.8 GHz Core i3-3217U,Intel,1.0,4 GB DDR3,1366 x 768,15.6 inches,Notebook,802.11bgn,1.0,Li-Ion polymer,,1.0,,,,,,,,,,,,,,,,,,
Amazon.com : Dell Inspiron 15 i15RV-6144BLK 15.6-Inch Touchscreen Laptop (Black Matte with Textured Finish) : Laptop Computers : Computers & Accessories,,,Dell,,Black Matte with Textured Finish,DDR3 SDRAM,Intel HD Graphics 4000,500 GB mechanical_hard_drive,Serial ATA,5400 RPM,PC,10.20 x 14.80 x 1 inches,i15RV-6144BLK,5 pounds,1366x768,2.0,Windows 8,8X CD / DVD Burner ( Dual Layer DVD+/-R Drive ),1.9 GHz Core i3 3227U,intel core I3,1.0,4 GB DDR3,1366 x 768,15.6 inches,Inspiron 15 ( 3521 ),802.11bgn,1.0,Lithium-Ion ( Li-Ion ),1600 MHz,2.0,,,,,,,,,,,,,,,,,,
"Amazon.com : Lenovo IdeaPad S210 i3-3217U Touchscreen Laptop, 11.6-inch touchscreen, 4GB memory, 500GB drive : Laptop Computers : Computers & Accessories",,,Lenovo,,Black,,,,,,Consumer Electronics,13 x 2 x 8 inches,UB03101504,5 pounds,,,Windows 8,,,,,,,,20257,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Lenovo ThinkPad Edge E540 20C600AAUS i3-4000M 8GB 500GB 7200rpm W7P 15.6"" Ultrabook : Computers & Accessories",,,Computer Upgrade King,Intel,,DDR3 SDRAM,Intel HD 4600 Graphics,500 GB,Serial ATA-300,7200.00,PC,14.84 x 9.84 x 1.17 inches,E540,5.4 pounds,,2.0,Windows 7 Professional,DVD-RW,2.40 GHz Intel Core i3,Intel,2.0,8 GB DDR3 1600,1366x768,15.60 inches,E540,802.11bgn,1.0,,1600 MHz,1.0,,,,,,,,,,,,,,,,,,
Amazon.com : Acer Aspire : Laptop Computers : Computers & Accessories,4 hours,,Acer,,,DDR3 SDRAM,,500 GB,,,PC,,5750-6493,,,,Windows 7 Ultimate,,Intel Core i3,,,4 GB,,15.6 inches,Aspire,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Acer Aspire S3-391-6616 13-Inch Ultrabook (Intel i3-2377M Core Processor, Windows 7 Home Premium) : Laptop Computers : Computers & Accessories",,,Acer,,Light Gold,DDR3 SDRAM,,320 GB flash_memory_solid_state,Serial ATA,,Consumer Electronics,8.60 x 12.70 x 0.70 inches,,3 pounds,,2.0,Windows 7 Home Premium,,1.50 GHz Intel Core i3,Intel Core i3,2.0,4 GB,,13.30 inches,Aspire,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : 15.6"" Toshiba Satellite C55-A5311 Intel Core i3-3120M 2.5GHz 4GB RAM 750GB Hard Drive Intel HD Graphics Ultraportable Laptop : Laptop Computers : Computers & Accessories",4 hours,,Toshiba,,,DDR3 SDRAM,,750 GB,,,PC,,C55-A5311,5.5 pounds,,,Windows 8,,,,,4 GB SDRAM DDR3,1366 x 768,15.6 inches,Satellite,,,,,2.0,,,,,,,,,,,,,,,,,,
"Amazon.com : HP EliteBook 820 G1 - 12.5"" - Core i3 4010U - Windows 7 Pro 64-bit / 8 Pro downgrade - 4 GB RAM - 500 GB HDD : Computers & Accessories",,,,,,,,500 GB,,,,,,,,,,,Intel Core i3,,,4 GB,,12.5 inches,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP - Pavilion g6-1a75dx Laptop Notebook / Intel Core i3 Processor / 15.6"" LED HD Display / 4GB DDR3 Memory / 500GB Hard Drive / Multiformat DVD±RW/CD-RW drive / Built-in webcam & microphone / Microsoft Windows 7 Home Premium Edition 64-bit / Pewter : Laptop Computers : Computers & Accessories",,,HP,Intel,,,HD Graphics,500 GB,,5400 RPM,,,g6-1a75dx,,1336 x 768 pixels,,Microsoft Windows 7 Home Premium,,2.53 GHz Intel Core i3,Intel,1.0,4 GB DDR3,1366 x 768,15.6 inches,,,,lithium_ion,,3.0,,,,,,,1696 MB,,,,HD Graphics,,,,,,,
Amazon.com : Dell Computer Inspiron i15RV-3818BLK 15.6-Inch Laptop (Black Matte with Textured Finish) : Computers & Accessories,8.25 hours,1 Lithium ion batteries required . ( included ),Dell,,Black Matte with Textured Finish,DDR3 SDRAM,,500 GB mechanical_hard_drive,,5400 RPM,PC,19.29 x 13.15 x 3.31 inches,i15RV-3818BLK,,1366x768,2.0,Windows 7 Home Premium 64-bit,8X DVD+/-RW Drive,1.8 GHz Core i3-3217U,Intel Core I3,,6 GB DDR3,,15.6 inches,Inspiron,802.11bgn,,,,2.0,,,,,,,,,,,,,,,,,,
"Amazon.com : ACER NX.M8EAA.007 / Aspire E1-572-34014G50Mnkk 15.6"" LED Notebook - Intel Core i3 i3-4010U 1.70 GHz - Black 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4400 Graphics - Windows 7 Home Premium 64-bit - 1366 x 768 Display - Bluetooth : Computers & Accessories",,,Acer,,,,,500 GB,,,,15 x 10.10 x 0.50 inches,NX.M8EAA.007,5.2 pounds,,,microsoft windows 7 home premium,,Intel Core i3,,,4 GB,,15.6 inches,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Acer TravelMate TMP633-M-6613 13.3 LED Notebook Intel Core i3-2348M 2.30 GHz 4GB DDR3 500GB HDD Intel HD Graphics 3000 Windows 8 Black : Laptop Computers : Computers & Accessories,,,,,,,,500 GB,,,,,,,,,,,Intel Core i3,,,4 GB ddr3,,13.3 inches,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Lenovo Yoga 2 2-in-1 11.6"" Touch Screen Laptop - Intel Core i3 / 4GB Memory / 500GB HD / Intel HD Graphics 4200 / Webcam / Windows 8.1 64-bit (Silver) : Computers & Accessories",,,Lenovo,,,DDR3 SDRAM,,500 GB,,,,8.10 x 11.70 x 0.70 inches,YOGA 2 11 - 59417911,3 pounds,,,Windows 8,,Intel Core i3,,,SDRAM DDR3,1366 x 768,11.6 inches,YOGA 2 11 - 59417911,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Asus Notebook P550CA-XH31 15.6-Inch Laptop : Laptop Computers : Computers & Accessories,,1 Lithium ion batteries required . ( included ),Asus,,Black,DDR3 SDRAM,,500 GB,Serial ATA,7200 RPM,PC,14.96 x 0.98 x 9.88 inches,P550CA-XH31,5.1 pounds,1600x900 pixels,1.0,Windows 8 Professional,DVD Super Multi,1.8 GHz Core i3-3217U,Intel,1.0,4 GB DDR3,1366 x 768,15.6 inches,Notebook,802.11bgn,1.0,Li-Ion polymer,,1.0,,,,,,,,,,,,,,,,,,
"Amazon.com: Sbuy Essen Hp 350 G1, Intel Core I3-4005U (1.7 Ghz, 3Mb L3 Cache)4 Gb 1600 1D, 5: Computers & Accessories",,,HP,,,,,,,,,,G4S60UT # ABA,7.2 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G4S60UT # ABA,,20.3 x 3 x 12.2 inches,
Amazon.com : Toshiba Satellite L505-GS5035 TruBrite 15.6-Inch Laptop (Black) : Laptop Computers : Computers & Accessories,,,Toshiba,,Black,SODIMM,,320 GB mechanical_hard_drive,Serial ATA,,PC,10.20 x 15.10 x 1.55 inches,PSLU6U-001001,6 pounds,1366x768,,Windows 7 Home Premium 64-bit,,2.13 GHz Intel Core i3,intel core I3,2.0,4 GB ddr3,1366_x_768,15.6 inches,,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Acer C720 Chromebook (11.6-Inch, 2GB) : Laptop Computers : Computers & Accessories",8.5 hours,1 Lithium ion batteries required . ( included ),Acer,Intel,Granite Gray,DDR3 SDRAM,Intel HD Graphics,16 GB flash_memory_solid_state,Serial ATA,,Consumer Electronics,11.34 x 8.03 x 0.75 inches,C720-2848,2.8 pounds,1366x768,1.0,Chrome,No,1.4 GHz Intel Celeron,Intel Celeron,2.0,2 GB DDR3L SDRAM,1366 x 768,11.6 inches,Acer C720-2848 11.6-Inch Chromebook ( Granite Gray ),802.11 a/b/g/n,1.0,Lithium Polymer ( LiPo ),1333.00,1.0,,B00FNPD1VW,# 25 in Computers & Accessories ( See top 100 ) # 3 in Computers & Accessories > Notebooks,,"4.4 out of 5 stars See all reviews 2,479 reviews 4.4 out of 5 stars","November 16 , 2013",128 MB,,"Currently , item can be shipped only within the U.S. and to APO/FPO addresses . For APO/FPO shipments , please check with the manufacturer regarding warranty and support issues .",4.4 pounds ( View shipping rates and policies ),,16,,,,,,
