<page title>,brand name,color,computer memory type,hard drive,hard drive interface,hardware platform,item dimensions l x w x h,item weight,max screen resolution,operating system,processor,processor brand,processor count,ram,screen size,series,wireless type,item model number,power source,audioout ports,batteries,battery type,flash memory size,graphics coprocessor,memory speed,number of usb 30 ports,optical drive type,screen resolution,asin,best sellers rank,customer reviews,date first available,shipping,shipping weight,average battery life in hours,graphics card ram size,hard drive rotational speed,buy used and save,heres how,voltage,card description,chipset brand,number of usb 20 ports,rear webcam resolution,manufacturer part number,product dimensions,size,number of items
"Amazon.com : HP ZBook 15 Mobile Workstation - 15.6"" - Core i7 4800MQ - Windows 7 Pro 64-bit / 8 Pro downgrade - 16 GB RAM - 750 GB HDD : Computers & Accessories",,,,750 GB,,,,,,,Intel Core i7,,,16 GB,15.6 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : AORUS X7v2-CF1 17-Inch Gaming Laptop : Computers & Accessories,Aorus,,,1024 GB,,,15.50 x 21 x 5.50 inches,13.8 pounds,1920 x 1080 pixels,Windows 8.1,2.4 GHz Core i7-4700HQ,Intel,,16 GB DDR3,17.3 inches,Laptop,802.11bgn,X7V2-CF1,,,,,384.0,,,,,,,,,,,,,,7200 RPM,,,,,,1.0,,,,,
Amazon.com : Lenovo G50 15.6-Inch Laptop (59421807) Black : Computers & Accessories,Lenovo,Black,,500 GB SATA,,,10.43 x 0.98 x 15.12 inches,4.6 pounds,1366x768 pixels,Windows 8.1,1.9 GHz Intel Core i3,Intel,1.0,6 GB DDR3,15.6 inches,Lenovo,802.11bgn,59421807,,,1 Nonstandard Battery batteries required . ( included ),,,,,1.0,DVDRW,,,,,,,,5 hours,,5400 RPM,,,,,,2.0,,,,,
"Amazon.com : HP Envy 15.6"" 15t Quad Edition Laptop - 4th Gen Intel Quad Core i7 Processor, 8GB Ram, 1TB Hard Drive, Windows 8, Beats Audio (1080P Screen) : Computers & Accessories",HP,1080P Screen,DDR3 SDRAM,1 TB,,PC,15.14 x 10.24 x 1.05 inches,5.2 pounds,1920x1080,Windows 8,Intel Core i7,,,8 GB,15.6 inches,HP Envy 15t,802.11bgn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Travelmate 11.6"" 4G 320GB Sata : Laptop Computers : Computers & Accessories",Acer,Black,DDR3 SDRAM,320 GB SATA,Serial ATA,PC,14.80 x 14.80 x 3.23 inches,6.6 pounds,1366 x 768 pixels,Windows 7 Professional,1.7 GHz Intel Core i5,Intel,1.0,4 GB SDRAM,14 inches,Notebook,802.11bgn,TM8481T-6440 ; LX.V4V03.087,,1.0,,,,Intel HD Graphics,1066 MHz,,,1366 x 768,,,,,,,,,7200 RPM,,,,,Intel,2.0,,,,,
"Amazon.com : MSI GT70 Dominator-892 Upgraded CPU: i7-4910MQ (2.9GHz - 3.9GHz, 8MB Intel® Smart Cache) : Computers & Accessories",,,,1 TB,,,,,1920x1080,,,,,SO-DIMM DDR3,17.3 inches,,802.11bgn,,,,,,,,,,,1920x1080,,,,,,,,,,,,,,,2.0,,,,,
Amazon.com : Lenovo ThinkPad W530 243852U 15.6 Inch LED Notebook - Intel - Core i7-3740QM 2.7GHz : Laptop Computers : Computers & Accessories,Lenovo,Black,DDR3 SDRAM,500 GB mechanical_hard_drive,Serial ATA,PC,19.10 x 13.40 x 4.50 inches,9.7 pounds,1920x1080,Windows 7 Professional,2.70 GHz Intel Core i7,Intel,1.0,8 MB DDR3 SDRAM,15.6 inches,lenovo,802.11bgn,243852U,AC,,,,,quadro,,,Brand New with Manufacturer Warranty,1920x1080,,,,,,,6 hours,,,,,120 volts,,,,,,,,
"Amazon.com : Lenovo Yoga 2 Pro Convertible Ultrabook Tablet - Intel Core i5-4200U, 256GB SSD HDD, 8GB RAM, 13.3"" QHD+ 3200x1800 Touchscreen, Intel HD4400 Graphics, Intel 7260-N WiFi, Bluetooth, HD Webcam, USB 3.0, Backlit Keyboard, Windows 8.1 (Clementine Orange) : Computers & Accessories",Lenovo,Clementine Orange,DDR SDRAM,256 GB 256GB Solid State,Serial ATA,PC,12.99 x 8.66 x 0.61 inches,3.1 pounds,3200x1800,Windows 8,Intel Core i5,Intel,2.0,8 GB SO-DIMM DDR3,13.3 inches,Yoga 2 Pro ( Clementine Orange ),"802.11bgn , Bluetooth",Yoga 2 Pro ( Clementine Orange ),,,,,,,,,None,3200x1800,,,,,,,,,,,,,,,,,,,,
Amazon.com : Lenovo ThinkPad 2344BMU T430 14-Inch Notebook : Netbook Computers : Computers & Accessories,Lenovo,Black,DDR3 SDRAM,500 GB mechanical_hard_drive,Serial ATA-300,PC,15 x 11.25 x 5 inches,7 pounds,1600x900,Windows 7 Professional,2.6 GHz Core i5-3320M,Intel Core I5,2.0,4 GB DDR3L SDRAM,14 inches,Thinkpad,802.11bgn,2344BMU,,1.0,1 Nonstandard Battery batteries required . ( included ),Lithium-Ion ( Li-Ion ),,,1600 MHz,2.0,DVD±RW,1600 x 900,,,,,,,,1024 MB,7200 RPM,,,,,"Intel , NVIDIA",,,,,,
Amazon.com : Apple MacBook Air MD712LL/B 11.6-Inch Laptop (NEWEST VERSION) : Computers & Accessories,Apple,Aluminium,SDRAM,256 GB mechanical_hard_drive,Solid State,Mac,,5.8 pounds,1366x768,OS X Mavericks,1.4 GHz Intel Core i5,Intel Core I5,1.0,4 GB LPDDR3-SDRAM,11.6 inches,MacBook Air,802.11 a/b/g/n,MD712LL/B,,1.0,,Lithium Polymer ( LiPo ),256,Intel HD Graphics 5000,1600 MHz,2.0,No,1366 x 768,B00746Z3CS,"# 3,047 in Computers & Accessories ( See top 100 )",4.5 out of 5 stars See all reviews 240 reviews 4.5 out of 5 stars,"April 29 , 2014",This item is also available for shipping to select countries outside the U.S .,5.6 pounds ( View shipping rates and policies ),,,,,,,,,,,,,,
"Amazon.com : ASUS UX31A-XB73 13.3-Inch Ultrabook (2.0 GHz Intel Core i7 3537U Processor, 8GB DDR3, 256GB SSD, Windows 7 Professional) Silver Aluminum : Laptop Computers : Computers & Accessories",Asus,"Grey , Stainless steel",DDR3 SDRAM,256 GB Solid State Drive,Serial ATA,PC,12.80 x 8.78 x 0.60 inches,2.9 pounds,1920 x 1080 pixels,Windows 7 Professional,2 GHz Core i7 3537U,Intel,1.0,8 GB DDR3,13.3 inches,Asus,802.11bgn,UX31A-XB73,,,,Polymer,256,,1600 MHz,2.0,No,1920 x 1080,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Panasonic Toughbook CF-31JF7991M 13.1"" LED Notebook - Intel Core i5 i5-2520M 2.50 GHz - 1024 x 768 : Laptop Computers : Computers & Accessories",Toughbook,,DDR3 SDRAM,256 GB SSD,Serial ATA-150,PC,10 x 2 x 8 inches,13 pounds,,Windows 7,2.5 GHz Intel Core 2 Quad,Intel,,4 GB SO-DIMM DDR3,13.1 inches,CF-31JF7991M,,CF-31JF7991M,,,,,,,,,DVD-RW,1024_x_768,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Lenovo ThinkPad T440s 20AQ004GUS 14"" i5-4300U 12GB 256GB SSD Full HD W8P Ultrabook : Computers & Accessories",Computer Upgrade King,,DDR3 SDRAM,256 GB,Solid State,PC,13 x 8.90 x 0.90 inches,3.9 pounds,,Windows 8 Pro,1.90 GHz Intel Core i5,Intel,2.0,12 GB DDR3 1601,15 inches,ThinkPad,,T440s,,,,,,Intel HD Graphics 4400,1600 MHz,,,1920x1080,,,,,,,,,,,,,,,,,,,,
Amazon.com : ALIENWARE 18 DUAL GTX 880M~i7-4710MQ~8GB RAM~500GB HDD Hybrid~W8.1 : Computers & Accessories,Alienware,Silver,,,,PC,,21 pounds,,Windows 8,,,,,,Alienware 18,,Alienware 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Lenovo ThinkPad Edge E545 20B20011US 15.6"" AMD A6-5350M 2.90GHz 16GB 1TB 7200rpm W7P Laptop Computer : Computers & Accessories",Computer Upgrade King,,DDR3 SDRAM,1000 GB,Serial ATA-300,PC,14.84 x 9.64 x 1.34 inches,5.4 pounds,,Windows 7 Professional,2.90 GHz AMD A Series,AMD,2.0,16 GB DDR3 1600,15.60 inches,E545,802.11bgn,20B20011US,,1.0,,,,AMD Radeon HD 8450G,1600 MHz,3.0,DVD-RW,1366x768,,,,,,,,,7200.00,,,,,AMD,1.0,,,,,
Amazon.com: Acer Aspire R7-572-6423 2-in-1 15.6-Inch Touch-Screen Laptop - Intel CoreTM i5-4200U processor/8GB Memory/1TB Hard Drive/Windows 8.1/ Silver: Computers & Accessories,Acer,Black,DDR3 SDRAM,1 TB mechanical_hard_drive,Serial ATA,PC,14.80 x 10 x 1.10 inches,5.3 pounds,,Windows 8.1 64-bit,1.60 GHz Intel Core i5,Intel Core I5,2.0,8 GB,15.60 inches,R7-572-6423,802.11 a/b/g/n,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : ASUS G750JZ-QB72-CB Republic of Gamers (ROG) (17.3-inch, i7-4700HQ, 24GB-DDR3, 256GB SSD+1TB HDD, GTX880M-8G, BD, Windows 8.1, Black, Bilingual) : Computers & Accessories",Asus,Black,,,,PC,12.52 x 16.14 x 2.28 inches,10.6 pounds,,Windows 8,,,,,,G750JZ-QB72-CB,,G750JZ-QB72-CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Alienware 14 (210-ACKB) i7-4710MQ (2.5GHz - 3.5GHz) / GTX 765M (2.0GB) GDDR5 / 8GB RAM / 500GB (w/ 8GB SSD Memory) 5400RPM Seagate Hybrid Hard Drive : Computers & Accessories,Alienware,,DDR3 SDRAM,,,,10.17 x 13.30 x 1.64 inches,6.2 pounds,,windows 8,,,,,,P18G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : ASUS Zenbook UX303LA-DB51T 13.3-Inch FHD Display Touchscreen Laptop : Computers & Accessories,Asus,"Brown , Stainless steel",DDR3 SDRAM,128 GB,Solid State,,8.80 x 12.70 x 0.70 inches,,1920x1080,Windows 8.1,1.7 GHz Intel Core i5,Intel Core I5,1.0,8 GB DDR3L SDRAM,13.3 inches,Laptop,802.11 A/C,UX303LA-DB51T,,,1 Lithium ion batteries required . ( included ),,128,Intel Haswell UMA,1600 MHz,3.0,No,1920 x 1080,,,,,,,8,,,,,,,,,,,,,
Amazon.com : MSI GT70 Dominator-893;9S7-1763A2-893 17.3-Inch Laptop : Computers & Accessories,MSI,Alumium Black,,1024 GB flash_memory_solid_state,Serial ATA-600,PC,16.85 x 11.34 x 2.17 inches,8.6 pounds,1920x1080,Windows 8.1,2.7 GHz Intel Core i7 4800MQ Quad-Core,Intel,1.0,8 GB DDR3L SDRAM,17.3 inches,GT70,802.11bgn,GT70 Dominator-893 ; 9S7-1763A2-893,,,1 Lithium ion batteries required .,,128,NVIDIA Geforce GTX870M,,3.0,BD Combo,,B00IMTQ6O0,"# 9,933 in Computers & Accessories ( See top 100 )",4.2 out of 5 stars See all reviews 5 reviews 4.2 out of 5 stars,"March 13 , 2014",This item is also available for shipping to select countries outside the U.S .,14.4 pounds ( View shipping rates and policies ),,6000 MB,7200 RPM,,,,,,2.0,,,,,
"Amazon.com : 17.3"" i7 4800MQ 256GB 8GB Win7 : Computers & Accessories",,,,256 GB,,,,,,,Intel Core i7,,,8 GB,17.3 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Toshiba Satellite L55T-B5257W 15.6-Inch Touchscreen Laptop : Computers & Accessories,Toshiba,White,DDR3 SDRAM,750 GB SATA,,,10.20 x 14.96 x 0.97 inches,5.2 pounds,1366x768 pixels,Windows 8.1,1.7 GHz Intel Core i5,Intel,1.0,6 GB DIMM,15.6 inches,Toshiba Satellite L55T-B5257W,802.11bgn,PSKT8U-017004,,1.0,1 Lithium ion batteries required . ( included ),Lithium-Ion ( Li-Ion ),,Mobile Intel HD graphics,1600 MHz,2.0,DVD SuperMulti drive supporting 11 formats,1366 x 768,,,,,,,,,5400 RPM,,,,,,1.0,,,,,
"Amazon.com : Asus X200CA-HCL1104G 12 inch Touch Screen Laptop (1.5 GHz Intel Celeraon 1007U processor, 4GB RAM, 320GB HHD, Windows 8) : Computers & Accessories",Asus,Black,DDR3 SDRAM,320 GB,,Consumer Electronics,11.90 x 7.90 x 1.20 inches,3 pounds,1366 x 768,Windows 8,Intel Celeron,,,4 GB SDRAM DDR3,11.6 inches,X200CA-HCL1104G,802.11bgn,X200CA-HCL1104G,AC,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
"Amazon.com : Dell XPS 15 15.6-inch Laptop (Intel Core i5-3230M Processor, 6GB DDR3 Memory, 500GB Hard Drive + 32GB mSATA SSD, 1GB NVIDIA GT 630M, Bluetooth, Genuine Windows 7 Home 64-bit) : Computers & Accessories",Dell,,,,,PC,14.60 x 1 x 9.80 inches,5.8 pounds,,Windows 7 Home Premium,,Intel Core I5,,,,XPS 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Lenovo Thinkpad T540p 20BE003AUS 15.6"" i7-4710MQ 16GB 500GB SSD W7 Laptop Computer : Computers & Accessories",Computer Upgrade King,,DDR3 SDRAM,500 GB,Solid State,PC,14.83 x 9.77 x 1.18 inches,5.3 pounds,1366x768,Windows 7 Professional x64-bit,2.50 GHz Intel Core i7,Intel,4.0,16 GB DDR3 1600,15.60 inches,ThinkPad,802.11bgn,20BE003AUS,,1.0,,,,,1600.00,2.0,DVD-RW,1366x768,,,,,,,,1.70 GB,,,,,Intel HD Graphics 4600,Intel,2.0,,,,,
"Amazon.com : Lenovo Thinkpad W540 20BG0016US i7-4930MX 32GB 500GB SSD 15"" NVIDIA Quadro K2100M 15"" 3K IPS Blu-Ray Windows 7 Pro Mobile Workstation Laptop Computer : Computers & Accessories",Computer Upgrade King,,DDR3 SDRAM,500 GB,Solid State,PC,14.83 x 9.77 x 1.16 inches,6 pounds,,Windows 7 Professional,3 GHz Intel Core i7,Intel,4.0,32 GB,15.60 inches,W540,,W540,,,,,,NIVIDIA Quadro K2100M,,,BD-ROM,2880x1620,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Alienware ALW18-4000sLV 18.4-Inch Laptop (2.4 GHz Intel Core i7-4700MQ Processor, 16GB DDR3L, 1TB HDD, 80GB SSD, Dual NVIDIA GeForce GTX 765M 2GB GDDR5, Windows 7 Home Premium) : Computers & Accessories",Alienware,,,1024 GB flash_memory_solid_state,,,24.65 x 5.35 x 16.79 inches,20.8 pounds,1920x1080,Windows 7 Home Premium 64-bit,2.4 GHz Core i7-4700MQ,Intel Core I7,,16 GB DDR3L SDRAM,18.4 inches,Alienware,802.11n,ALW18-4000sLV,,,1 Lithium ion batteries required . ( included ),,80,Dual NVIDIA® GeForce® GTX 765M with 2GB GDDR5 - NVIDIA SLI® Enabled,,4.0,,,,,,,,,,,5400 RPM,,,,,,,,,,,
"Amazon.com : Gigabyte P15Fv2-CF2 i7-4810MQ + 16GB + 1TB 7200rpm + NVIDIA GTX 850M + 15.6"" Full HD + Blu Ray + Windows 8.1 Gaming Laptop Computer : Computers & Accessories",Computer Upgrade King,,DDR3 SDRAM,1000 GB,Serial ATA,PC,14.72 x 10.74 x 1.23 inches,5.5 pounds,,windows 8,2.80 GHz Intel Core i7,Intel,4.0,16 GB,15.60 inches,P15Fv2,,,,,,,,NVIDIA Geforce GTX 850M,,,BD-ROM,1920 x 1080,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Lenovo ThinkPad Edge E540 20C6008SUS i5-4200M 8GB 500GB 7200rpm W7P 15"" Ultrabook : Computers & Accessories",Computer Upgrade King,,DDR3 SDRAM,500 GB,Serial ATA-300,PC,14.84 x 9.84 x 1.17 inches,5.4 pounds,,Windows 7 Professional x64-bit,2.50 GHz Intel Core i5,Intel,2.0,8 GB DDR3 1600,15.60 inches,E540,802.11bgn,20C6008SUS,,1.0,,,,Intel HD Graphics 4600,1600 MHz,2.0,DVD-RW,1366x768,,,,,,,,,7200.00,,,,,Intel,1.0,,,,,
"Amazon.com : Acer Aspire AXC-603-UR12 Desktop (2.41 GHz Intel Pentium J2900 Processor, 4GB DDR3, 500GB HDD, Windows 8.1) Black : Computers & Accessories",Acer,Black,,500 GB SATA,,PC,14.55 x 3.94 x 10.49 inches,12.8 pounds,,Windows 8.1,2.41 GHz Pentium,Intel,,4 GB DDR3,,,,AXC-603-UR12,,,,,,Intel HD,,1.0,16X DVD±R/RW SuperMulti Drive,,B00HVXW2ZK,"# 3,540 in Computers & Accessories ( See top 100 )",4.0 out of 5 stars See all reviews 25 reviews 4.0 out of 5 stars,"January 26 , 2014",This item is also available for shipping to select countries outside the U.S .,13.8 pounds ( View shipping rates and policies ),,,7200 RPM,,,,,,4.0,,,,,
Amazon.com : Lenovo ThinkPad W540 20BH : Computers & Accessories,,,,180 GB,,,,,,,Intel Core i7,,,8 GB,15.6 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : MSI Computer Corp. MSI GT70 2OC-017US;9S7-176312-017 17.3-Inch Laptop : Computers & Accessories,MSI,Black,DDR3 SDRAM,1024 GB flash_memory_solid_state,Serial ATA-600,PC,16.85 x 11.34 x 2.17 inches,8.6 pounds,1920x1080,Windows 8,3.2 GHz Intel Core i7-4700MQ,Intel,1.0,24 GB DDR3,17.3 inches,GT70 2OC,802.11bgn,GT70 2OC-017US ; 9S7-176312-017,,2.0,1 Lithium ion batteries required .,Lithium-Ion ( Li-Ion ),256,NVIDIA Geforce GTX770M,1600 MHz,3.0,BD Burner,1920 x 1080,,,,,,,,3000 MB,7200 RPM,,,,,,2.0,,,,,
Amazon.com : Lenovo Flex 2 15D 15.6-Inch Touchscreen Laptop (59418242) Black : Computers & Accessories,Lenovo,Black,,1000 GB mechanical_hard_drive,,,10.87 x 1.06 x 15.04 inches,5.5 pounds,1366x768,Windows 8.1,2 GHz A-Series Quad-Core A8,AMD A8,1.0,8 GB DDR3,15.6 inches,Lenovo,802.11bgn,59418242,,,1 Nonstandard Battery batteries required . ( included ),,,,,1.0,DVDRW,,,,,,,,4 hours,,5400 RPM,,,,,,2.0,,,,,
Amazon.com : MACBOOK PRO QCI7 2.2GHZ RET : Computers & Accessories,Apple,,DDR3 SDRAM,,,,,4.4 pounds,,,,,4.0,,,,,MGXA2B/A,,,1 Lithium ion batteries required . ( included ),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Toshiba Satellite E55T-A5320 Ultrabook 15.6"" Touch Screen Laptop - 4th Gen Intel Core i5 / 4GB DDR3 / 500GB HD / Back-kit Keyboard/ Intel Wireless Display(WiDi)/Windows 8.1 64-bit (Smart Silver Brushed Aluminum) : Computers & Accessories",Toshiba,Silver,DDR3 SDRAM,500 GB mechanical_hard_drive,,PC,9.80 x 14.90 x 0.90 inches,8 pounds,,Windows 8,Intel Core i5,,,4 GB SDRAM DDR3,15.6 inches,E55T-A5320,802.11bgn,E55T-A5320,,1.0,,,,,,,,1366 x 768,,,,,,,,,,,,,,,1.0,,,,,
Amazon.com : HP ENVY TouchSmart 15 15t-j100 Quad Edition Notebook PC (2GB Graphic + 1080P) : Computers & Accessories,HP,,DDR3 SDRAM,1 TB,,PC,14.94 x 1.18 x 9.87 inches,5.6 pounds,,Windows 8,Intel Core i7,,,SO-DIMM DDR3,15.6 inches,Touchsmart 15,802.11bgn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : EliteBook 820 G1 12.5"" LED Notebook Intel Core i5-4300U 1.9GHz : Laptop Computers : Computers & Accessories",HP,,DDR3 SDRAM,0 GB,,,21.93 x 13.50 x 3.07 inches,2.9 pounds,,,0 MHz 8032,,2.0,4096 MB,12.5 inches,,"802.11A , 802.11B , 802.11G",F1R78AW # ABA,,,,,,,1600.00,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Hewlett Packard HP ZBook 17 17.3"" LED Notebook - Intel Core i7 i7-4700MQ 2.40 GHz - 8 GB RAM - 500 GB HDD - DVD-Writer - NVIDIA Quadro K1100M - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetooth J2M31UT#ABA : Computers & Accessories",,,,500 GB,,,,,,,Intel Core i7,,,8 GB,17.3 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP ENVY 15t Touch Intel Core i7 Windows 8.1 Laptop PC (15.6"" Full HD Touch Screen Display, 4GB NVIDIA GeForce GTX 850M Graphics, Blu-Ray Burner, 120GB Performance SSD + 1TB Hybrid SSD Storage, 16GB RAM, Premium Backlit Keyboard, Latest Model) : Computers & Accessories",,,,1 TB,,,,,,,Intel Core i7,,,16 GB,15.6 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Alienware 17 17-Inch Full HD Gaming Laptop, 4th Gen Intel Core i7-4710MQ UP to 3.5GHz, 32GB Memory, 128GB SSD + 500GB SATA HDD, 8GB GeForce GTX 880 Graphics, Windows 8.1 : Computers & Accessories",Alienware,Silver Anodized Aluminum,DDR3 SDRAM,,"Serial ATA , Solid State",PC,23.03 x 16.22 x 4.76 inches,16 pounds,,Windows 8,,,,,,Alienware 17,,ALW17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : MSI GT70 2OD-019US 17.3"" i7 4900MQ 3.8GHz NVIDIA GTX 780M 32GB RAM Super RAID v2 384GB SSD + 1TB HDD BDRE Windows 8 : Laptop Computers : Computers & Accessories",MSI,,DDR3 SDRAM,1 TB,,PC,16.85 x 2.17 x 11.34 inches,8.6 pounds,1920 x 1080,Windows 8,Intel Core i7,,,4 GB SO-DIMM DDR3,17.3 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Dell Inspiron i5748-6428sLV 17.3-Inch Laptop : Computers & Accessories,Dell,Silver w/ Aluminum finish,,1024 GB,,,20.50 x 13.88 x 3.31 inches,8 pounds,1600 x 900 pixels,Windows 8.1,2 GHz Intel Core i7,Intel,1.0,8 GB DDR3,17.3 inches,Inspiron,802.11bgn,i5748-6428sLV,,,1 Lithium ion batteries required . ( included ),,,Integrated Graphics,,1.0,,,,,,,,,5.25 hours,,5400 RPM,,,,,,2.0,,,,,
Amazon.com : Lenovo ThinkPad T440s 20AQ006HUS 14-inch Ultrabook (Black) : Computer Internal Components : Computers & Accessories,Lenovo,Black,DDR3 SDRAM,256 GB Serial ATA-600,Solid State,PC,13 x 0.81 x 8.90 inches,3.5 pounds,1920 x 1080 pixels,Windows 7 Professional,2.10 GHz Intel Core i7-4500U,Intel,2.0,8 GB DDR3L SDRAM,14 inches,ThinkPad T440s,802.11bgn,20AQ006HUS,,,1 Lithium ion batteries required . ( included ),Lithium-Ion ( Li-Ion ),256.0,Intel HD Graphics 4400,1600 MHz,3.0,No optical drive,1920 x 1080,,,,,,,8.4 hours,,1 RPM,,,,,,,,,,,
"Amazon.com : HP Pavilion 17.3"" Laptop Computer - Intel i3-3130M Dual-Core 2.6GHz Processor / 8GB Memory / 750GB Hard Drive / DVDRW / Windows 8.1 : Computers & Accessories",HP,Silver,DDR3 SDRAM,750 GB,Serial ATA,PC,16.20 x 12.50 x 1.30 inches,6.4 pounds,1600 x 900,Windows 8,,,,8 GB SDRAM DDR3,17.3 inches,Pavilion,802.11bgn,17-E11UP,AC,,,,,,,,,,,,,,,,5 hours,,,,,,,,,,,,,
"Amazon.com : HP Pavilion Touchsmart 14-b109wm - 14-inch, 500GB HDD 5400 RPM, 4GB DDR3, Windows 8, Intel Celeron B877 Processor, HD Touchscreen Laptop (Sparkling Black) (Certified Refurbished) : Computers & Accessories",HP,Sparkling Black,DDR3 SDRAM,500 GB,Ethernet 100Base-T,PC,9.37 x 13.66 x 0.81 inches,,,Windows 8,Intel Celeron,,,4 GB SDRAM DDR3,14 inches,Pavilion Touchsmart,802.11bgn,14-b109wm,,1.0,,,,,,,,1366 x 768,,,,,,,,,,,,,,,1.0,,,,,
Amazon.com : Lenovo ThinkPad W540 20BH : Computers & Accessories,,,,512 GB,,,,,,,Intel Core i7,,,8 GB,15 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Lenovo Thinkpad T440p 20AN0069US 14"" i7-4710MQ 8GB 250GB SSD W7 Laptop Computer : Computers & Accessories",Computer Upgrade King,,DDR3 SDRAM,250 GB,Solid State,PC,13.20 x 9.02 x 1.10 inches,4.7 pounds,1366x768,,2.30 GHz Intel Core i7,Intel,4.0,8 GB,14 inches,ThinkPad,802.11bgn,20AN0069US,,1.0,,,,,,2.0,DVD-RW,1366x768,,,,,,,,1.70 GB,,,,,Intel HD Graphics 4600,Intel,2.0,,,,,
"Amazon.com : ASUS Transformer Book T100TA-H1-GR 10.1"" (OLD VERSION) : Computers & Accessories",Asus,Grey,DDR3 SDRAM,500 GB flash_memory_solid_state,Solid State,PC,10.40 x 1 x 6.70 inches,2.5 pounds,1366x768,Windows 8.1,1.33 GHz Intel Atom,Intel Atom,1.0,2 GB DDR3L SDRAM,10.1 inches,Transformer Book,802.11bgn,T100TA-H1-GR,,,1 Lithium ion batteries required . ( included ),Polymer,32,,1600 MHz,1.0,,,,,,,,,11 hours,,,See all Used offers .,( restrictions apply ),,,,1.0,3 MP,,,,
"Amazon.com : Lenovo ThinkPad W530 24384KU 15.6"" LED Notebook - Intel - Core i7 i7-3630QM 2.4GHz : Laptop Computers : Computers & Accessories",Lenovo,,DDR3 SDRAM,500 GB mechanical_hard_drive,Serial ATA,PC,19 x 13.10 x 4.60 inches,6.2 pounds,,Windows 7 Professional,2.40 GHz Intel Core i7,Intel,1.0,8 GB DDR3 SDRAM,15.6 inches,lenovo,802.11bgn,24384KU,,,1 Lithium ion batteries required . ( included ),,,NVIDIA Quadro K1000M +Intel HD Graphics 4000,,,Brand New with Manufacturer Warranty,1600x900,,,,,,,,,,,,,,,,,,,,
Amazon.com : ASUS X200MA-US01T 11.6-Inch Touchscreen Laptop/Intel Celeron N2815/4GB memory/500GB HDD/Win 8.1 (Black) : Computers & Accessories,Asus,Black,DDR3 SDRAM,500 GB mechanical_hard_drive,,PC,11.90 x 1.20 x 7.90 inches,2.9 pounds,1366 x 768,Windows 8,Intel Celeron,Intel Celeron,,4 GB,11.6 inches,X200MA-US01T,802.11bgn,X200MA-US01T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Alienware 18 18.4-Inch Gaming Laptop, 4th Gen 2.5 GHz Intel Core i7-4710MQ Processor, 8GB DDR3, 1TB SSD RAID 0, Blu-ray Burner, Dual AMD Radeon R9 M290X, Windows 8.1 Pro : Computers & Accessories",Alienware,,DDR3 SDRAM,,,PC,24.65 x 5.35 x 16.79 inches,16 pounds,,Windows 8 Pro,,,,,,Alienware 18,,ALW18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : MSI CX61 2PC-499US 15.6-Inch Laptop : Computers & Accessories,MSI,Gray,,750 GB mechanical_hard_drive,,PC,12 x 17 x 3.30 inches,5.3 pounds,1366x768,Windows 8.1,3 GHz Core i5-4200M,Intel,,8 GB DDR3,15.6 inches,Laptop,802.11bgn,CX61 2PC-499US ; 9S7-16GD11-499,,1.0,1 Lithium ion batteries required .,,,NVIDIA Geforce GT820M,,2.0,DVD SuperMulti,,B00ISKS4A2,"# 1,312 in Computers & Accessories ( See top 100 )",4.1 out of 5 stars See all reviews 31 reviews 4.1 out of 5 stars,"February 27 , 2014",This item is also available for shipping to select countries outside the U.S .,17.7 pounds ( View shipping rates and policies ),,2000 MB,5400 RPM,,,11.1 volts,,,1.0,,,,,
