<page title>,battery,dimensions wxhxd,keyboard,operating system,pointing device,weight,ac adapter,brand,cpu speed,cpu type,dimensions,gpuvpu,graphics card,hard disk,hdmi,lan,memory,memory size,model,resolution,screen,screen size,series,ssd,tech description,usb,video memory,webcam,wlan,aspect ratio,audio,backlight,bluetooth,cache,display,finish,flash media slot,hard drive,native resolution,network,optical drive,ports,power requirements,processor,size,type,wifi,64bit processing,backlight technology,battery chemistry,battery energy,battery information,bluetooth standard,builtin devices,chipset manufacturer,communication,direct media interface,display graphics,display screen type,displayport,duallayer media supported,ethernet technology,graphics,graphics controller manufacturer,graphics controller model,graphics memory accessibility,graphics memory technology,hard drive interface,hard drive rpm,headphonemicrophone combo port,hyperthreading,input devices,interfacesports,maximum battery run time,maximum memory,maximum turbo speed,memory card reader,memory standard,memory technology,modem,network communication,network rj45,number of total memory slots,number of usb 30 ports,operating system architecture,optical drive type,optical media supported,pointing device type,processor chipset,processor core,processor model,processor speed,processor type,screen mode,screen resolution,software,speakers,storage,touchpad features,vga,vpro technology,wireless lan manufacturer,wireless lan model,wireless lan standard,audio line out,battery capacity,certifications standards,color,depth,hard drive capacity,hdcp supported,height,height front,height rear,maximum power supply wattage,memory card supported,microphone,number of cells,number of usb 20 ports,processor manufacturer,product family,product line,product model,product name,product series,product type,standard memory,width,wireless lan,part,graphic type,hdd,hdd interface,lcd features,memory speed,number of cores,wide screen support,ethernet,navigation,chipset model,manufacturer,manufacturer part number,multitouch screen,storage size,touchscreen,weight approximate,max memory supported,display type,video port,finger print reader,solid state drive capacity,solid state drive interface,total number of usb ports,brightness,security,color gamut,expansion slots,mobile broadband,viewing angle,docking connector,speaker,battery type,green compliance certificateauthority,green compliant,audio ports,battery life,cpu support,construction,expansion slot type,mini displayport,security features,display screen technology,audio line in,external resolution,gps,nfc,supported resolutions,system bus,brand name,usb ports,keyboard backlight,keyboard localization,software included,communications,general,inputoutput connectors,performance,hdd rpm,wwan supported,backlit keyboard,hhd,tv card,touchpad,upc code
"Best Asus G750JS-DS71 ROG-i7-4700MQ-16GB RAM-1TB+256GB-Win 8.1-17.3""Notebook-Black | TopEndElectronics UK",8-Cell Lithium-Ion Providing up to 3.5 Hours per Charge ( 88Wh ),16.1 x 2.0 x 12.5 '' / 40.9 x 5.1 x 31.8 cm,Type : Standard Notebook Keyboard Features : Backlight,Windows 8.1 ( 64-bit ),TouchPad,9.9 lb / 4.49 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best HP EliteBook 840 G1-i5-4200U-4GB-180GB SSD-Win 7-14""LED Notebook | TopEndElectronics UK",3-cell lithium ion,,,Windows 7 Professional Windows 7 Professional 64-bit,,,,HP,4200U ( 1.60GHz ),Intel Core i5-4200U 1.6GHz Intel Core i5,13.34 '' W x 9.33 '' D x 0.83 '' H,Intel HD Graphics 4400,Intel HD Graphics 4400,180GB SSD,,,4GB,4GB DDR3,840 G1 ( F2P19UT # ABA ),1366 x 768,14 '',14.0 '',EliteBook,180GB,Model Brand HP Model 840 G1 ( F2P19UT # ABA ) Series EliteBook General Operating System Windows 7 Professional CPU Type Intel Core i5-4200U 1.6GHz Screen 14 '' Memory Size 4GB DDR3 Hard Disk 180GB SSD Graphics Card Intel HD Graphics 4400 Video Memory Shared memory Dimensions 13.34 '' W x 9.33 '' D x 0.83 '' H CPU CPU Type Intel Core i5 CPU Speed 4200U ( 1.60GHz ) Display Screen Size 14.0 '' Resolution 1366 x 768 Operating Systems Operating System Windows 7 Professional 64-bit Graphics GPU/VPU Intel HD Graphics 4400 Hard Drive SSD 180GB Communications WLAN 802.11a/b/g/n Wireless LAN Bluetooth Yes Memory Memory 4GB Memory Speed DDR3 1600 Ports Docking Connector 1 Audio Audio HD Audio with DTS Studio Sound Speaker 2 Integrated stereo speakers Supplemental Drive Webcam 720p HD webcam Power Battery 3-cell lithium ion,,Shared memory,720p HD webcam,802.11a/b/g/n Wireless LAN,,HD Audio with DTS Studio Sound,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDR3 1600,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2 Integrated stereo speakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best Dell Latitude E7240- Intel Core i5-4310U 2.0 GHz - 8GB - 256GB SSD - Win 7 Pro- Bluetooth-12.5"" LED Ultrabook-Black | TopEndElectronics UK",,,Yes,Windows 7 Professional,,,,,,,,,,,Yes,,,,,,,12.5 '',,,Product Name E7240 I74600U 8GB QC 256GB SSD 12.5 inch BT W7P 64-Bit Cammic 3YRBASIC Product Type Ultrabook Green Compliant Yes Processor Manufacturer Intel Graphics Controller Manufacturer Intel Graphics Controller Model HD Graphics 4400 Bluetooth Yes Wireless LAN Yes Graphics Memory Accessibility Shared Solid State Drive Capacity 256 GB HDMI Yes Webcam Yes Backlight Technology LED Product Family Latitude 12 7000 Operating System Architecture 64-bit Keyboard Localization English Processor Model i5-4310U Operating System Windows 7 Professional Processor Speed 2 GHz Processor Type Core i5 Screen Size 12.5 '' Number of Cells 4-cell Screen Resolution 1366 x 768 Standard Memory 8 GB Cache 4 MB Processor Core Dual-core ( 2 Core ) Green Compliance Certificate/Authority ENERGY STAR 5.2 EPEAT 64-bit Processing Yes Chipset Manufacturer Intel Number of Total Memory Slots 2 Display Screen Type Active Matrix TFT Color LCD WWAN Supported No Wireless LAN Standard IEEE 802.11ac Bluetooth Standard Bluetooth 4.0 + LE vPro Technology Yes Ethernet Technology Gigabit Ethernet Construction Rugged Total Number of USB Ports 3 Memory Standard DDR3L-1600/PC3-12800 Height 0.8 '' Width 12.2 '' Depth 8.3 '' Screen Mode HD Memory Technology DDR3L SDRAM Product Series 12 7000 Product Model E7240 Pointing Device Type TouchPad Product Line Latitude Aspect Ratio 16 : 9 Maximum Memory 8 GB Battery Chemistry Lithium Ion ( Li-Ion ) Graphics Memory Technology DDR3L SDRAM Battery Energy 42 Wh Wireless LAN Manufacturer Intel Wireless LAN Model Dual Band Wireless-AC 7260 Hyper-Threading Yes Network ( RJ-45 ) Yes Direct Media Interface 5 GT/s Number of USB 3.0 Ports 3 TouchPad Features Multi-touch Gesture Headphone/Microphone Combo Port Yes Maximum Turbo Speed 3.30 GHz Mini DisplayPort Yes Expansion Slot Type Mini PCI Express Certifications & Standards MIL-STD-810G Keyboard Yes Microphone Yes Security Features FIPS 140-2-Certified Trusted Platform Module ( TPM ) Dell Data Protection | Protected Workspace Dell Data Protection | Encryption Dell ControlVault Speakers Yes Software Included Dell KACE,,,Yes,,16 : 9,,,Yes,4 MB,,,,,,,,,,,,,,Yes,LED,Lithium Ion ( Li-Ion ),42 Wh,,Bluetooth 4.0 + LE,,Intel,,5 GT/s,,Active Matrix TFT Color LCD,,,Gigabit Ethernet,,Intel,HD Graphics 4400,Shared,DDR3L SDRAM,,,Yes,Yes,,,,8 GB,3.30 GHz,,DDR3L-1600/PC3-12800,DDR3L SDRAM,,,Yes,2.0,3.0,64-bit,,,TouchPad,,Dual-core ( 2 Core ),i5-4310U,2 GHz,Core i5,HD,1366 x 768,,Yes,,Multi-touch Gesture,,Yes,Intel,Dual Band Wireless-AC 7260,IEEE 802.11ac,,,MIL-STD-810G,,8.3 '',,,0.8 '',,,,,Yes,4-cell,,Intel,Latitude 12 7000,Latitude,E7240,E7240 I74600U 8GB QC 256GB SSD 12.5 inch BT W7P 64-Bit Cammic 3YRBASIC,12 7000,Ultrabook,8 GB,12.2 '',Yes,,,,,,,,,,,,,,,,,,,,,,256 GB,,3.0,,,,,,,,,,ENERGY STAR 5.2 EPEAT,Yes,,,,Rugged,Mini PCI Express,Yes,FIPS 140-2-Certified Trusted Platform Module ( TPM ) Dell Data Protection | Protected Workspace Dell Data Protection | Encryption Dell ControlVault,,,,,,,,,,,English,Dell KACE,,,,,,No,,,,,
"Best Apple MacBook Pro MGX92ZP/A Core i5-2.8GHz-8GB RAM-512GB Flash Storage-13""MacBook Pro Notebook | TopEndElectronics UK",Built-In Lithium-Polymer Providing up to 9 Hours per Charge ( 71Wh ),12.3 x 0.7 x 8.6 '' / 31.2 x 1.8 x 21.8 cm,Keys : 78,Mac OS X 10.9 Mavericks ( 64-bit ),"TouchPad with Double-Tap , Drag , Four-Finger Swipe , Inertial Scrolling , Multi-Touch Control , Pinch , Rotate , Tap , Three-Finger Swipe",3.46 lb / 1.57 kg,,,,,,,Type : Integrated,,,,OnboardType : 1600MHz DDR3L SDRAM,,,,,,,,,,,Yes,,16 : 09,Integrated Stereo Speakers,LED,Bluetooth 4.0,L3 : 3MB,2x Mini DisplayPort via Thunderbolt port,Glossy,1x SDXC,Installed : 512GB,2560 x 1600,10/100/1000Mbps Gigabit Ethernet ( RJ-45 ) via optional cable,,2x Thunderbolt 2,"AC : 100-240 V AC , 50-60Hz",2.8GHz Intel Core i5 Dual-Core 4th-Gen Haswell,13 '',Widescreen,802.11a/b/g/n/ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 2560 x 1600,,,2560 x 1600 at 16 : 10 Aspect Ratio,,,,,,,,,,,,,,,,,
"Best Acer TravelMate TMP645-M-54208G25tkk-i5-4200U-8GB-256GB SSD-Win 7-14"" LED Notebook | TopEndElectronics UK",3-cell lithium ion,,,Windows 7 Professional 64-bit,,3.3lbs,,Acer,4200U ( 1.60GHz ),Intel Core i5,12.9 '' x 9.3 '' x 0.8 '' ( W x D x H ),Intel HD Graphics 4400,,,1 x HDMI,10/100/1000Mbps,8GB,,,1366 x 768,,14 '',TravelMate,256GB,Model Brand Acer Series TravelMate CPU CPU Type Intel Core i5 CPU Speed 4200U ( 1.60GHz ) Display Screen Size 14 '' Resolution 1366 x 768 Operating Systems Operating System Windows 7 Professional 64-bit Graphics GPU/VPU Intel HD Graphics 4400 Hard Drive SSD 256GB Communications Bluetooth Bluetooth 4.0 LAN 10/100/1000Mbps WLAN 802.11b/g/n Wireless LAN Memory Memory 8GB Max Memory Supported 12GB Ports USB 3 x USB 3.0 Video Port 1 x VGA HDMI 1 x HDMI Supplemental Drive Webcam Yes Power Battery 3-cell lithium ion Physical Specifications Dimensions 12.9 '' x 9.3 '' x 0.8 '' ( W x D x H ) Weight 3.3lbs,3 x USB 3.0,,Yes,802.11b/g/n Wireless LAN,,,,Bluetooth 4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12GB,,1 x VGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best HP EliteBook Folio 9470m D8C08UT-i5-3337U-4GB-500GB HDD-Win 7-14"" LED Notebook | TopEndElectronics UK",HP Long Life 4-cell ( 52 WHr ) Li-Ion,,,Windows 7 Professional 64,,,,,,,,,,500 GB 7200 rpm SATA,,,,4 GB 1600 MHz DDR3 SDRAM ( 1 x 4 GB ),,,,,,,"General Operating System Windows 7 Professional 64 Processor family Intel® Core™ i5 processor Processor Intel® Core™ i5-3337U with Intel HD Graphics 4000 ( 1.8 GHz , 3 MB cache , 2 cores ) Memory Size 4 GB 1600 MHz DDR3 SDRAM ( 1 x 4 GB ) Hard Disk 500 GB 7200 rpm SATA Dimensions ( W x D x H ) 33.8 x 23.1 x 1.89 cm ( 13.3 x 9.09 x 0.75 in ) Display & Graphics Display 14 '' diagonal LED-backlit HD anti-glare ( 1366 x 768 ) Graphics Intel® HD Graphics 4000 Communications Network interface 10/100/1000 Wireless Intel Centrino Advanced-N 6235 802.11a/b/g/n ( 2x2 ) and Bluetooth 4.0 combo Ports Ports 2 USB 3.0 1 USB 3.0 charging 1 docking connector 1 secondary battery connector 1 DisplayPort 1.1a 1 VGA 1 AC power 1 combo stereo headphone/mic jack 1 RJ-45 Expansion slots 1 Secure Digital Audio Audio SRS PRO Audio Integrated stereo speakers Integrated dual-microphone array Button for volume mute function keys for volume up and down Camera Camera 720p HD webcam Power Battery HP Long Life 4-cell ( 52 WHr ) Li-Ion",,,,,,SRS PRO Audio Integrated stereo speakers Integrated dual-microphone array Button for volume mute function keys for volume up and down,,,,14 '' diagonal LED-backlit HD anti-glare ( 1366 x 768 ),,,,,,,2 USB 3.0 1 USB 3.0 charging 1 docking connector 1 secondary battery connector 1 DisplayPort 1.1a 1 VGA 1 AC power 1 combo stereo headphone/mic jack 1 RJ-45,,"Intel® Core™ i5-3337U with Intel HD Graphics 4000 ( 1.8 GHz , 3 MB cache , 2 cores )",,,,,,,,,,,,,,,,,,,Intel® HD Graphics 4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Secure Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best HP EliteBook Folio 9470m E1Y37UT-i5-3337U-4GB-500GB HDD-32GB SSD-Win 8-14"" LED Ultrabook-Platinum | TopEndElectronics UK",4-cell lithium ion,,DualPoint Backlit Keyboard,Windows 8 Pro 64-bit,,3.56lbs,,HP,3337U ( 1.80GHz ),Intel Core i5-3337U 1.8GHz Intel Core i5,13.3 '' x 9.1 '' x 0.8 '' ( W x D x H ),Intel HD Graphics 4000,Intel HD Graphics 4400,500GB HDD +32GB SSD,,,4GB,4GB DDR3,9470m ( E1Y37UT # ABA ),1366 x 768,14 '',14 '',EliteBook Folio,32GB,Model Series EliteBook Folio Model 9470m ( E1Y37UT # ABA ) Part # E1Y37UT # ABA Brand HP General Operating System Windows 8 Pro 64-bit CPU Type Intel Core i5-3337U 1.8GHz Screen 14 '' Memory Size 4GB DDR3 Hard Disk 500GB HDD +32GB SSD Graphics Card Intel HD Graphics 4400 Dimensions 13.3 '' x 9.1 '' x 0.8 '' ( W x D x H ) Webcam Yes Weight 3.56lbs CPU CPU Type Intel Core i5 CPU Speed 3337U ( 1.80GHz ) CPU Support 3MB L3 Cache Display Screen Size 14 '' Resolution 1366 x 768 Graphics GPU/VPU Intel HD Graphics 4000 Video Memory Shared system memory Graphic Type Integrated Card Hard Drive HDD 500GB HDD RPM 7200rpm SSD 32GB Memory Memory 4GB Max Memory Supported 16GB Memory Speed DDR3 1600 Communications WLAN IEEE 802.11a/b/g/n Bluetooth Bluetooth 4.0 Input Devices Keyboard DualPoint Backlit Keyboard Power Battery 4-cell lithium ion Battery Life Up to 8.50 Hour ( s ),,Shared system memory,Yes,IEEE 802.11a/b/g/n,,,,Bluetooth 4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1Y37UT # ABA,Integrated Card,500GB,,,DDR3 1600,,,,,,,,,,,,16GB,,,,,,,,,,,,,,,,,,,Up to 8.50 Hour ( s ),3MB L3 Cache,,,,,,,,,,,,,,,,,,,,,7200rpm,,,,,,
"Best Lenovo ThinkPad X1 Carbon 3444B9U-i5-3427U 1.8GHz-4GB-256GB SSD-Win 7-14"" LED Ultrabook-Black | TopEndElectronics UK",4-cell RapidCharge Battery,,"6-row , ThinkVantage button , LED backlit , spill-resistant , multimedia Fn keys",Windows 7 Pro 64-bit Windows 7 Pro 64-bit,,3.0lbs,,ThinkPad,3427U ( 1.80GHz ),Intel Core i5 Intel Core i5-3427U 1.8GHz,13.0 '' x 8.9 '' x 0.31 '' -0.74 '' ( W x D x H ),,Intel HD Graphics 4000,256GB SSD,,,,4GB DDR3,X1 Carbon ( 3444B9U ),1600 x 900,14 '',14 '',,,"Model Brand ThinkPad Model X1 Carbon ( 3444B9U ) General Operating System Windows 7 Pro 64-bit CPU Type Intel Core i5-3427U 1.8GHz Screen 14 '' Memory Size 4GB DDR3 Hard Disk 256GB SSD Video Memory Shared memory Dimensions 13.0 '' x 8.9 '' x 0.31 '' -0.74 '' ( W x D x H ) Weight 3.0lbs Webcam Yes Graphics Card Intel HD Graphics 4000 CPU CPU Type Intel Core i5 CPU Speed 3427U ( 1.80GHz ) Display Wide Screen Support Yes Resolution 1600 x 900 Screen Size 14 '' Operating Systems Operating System Windows 7 Pro 64-bit Communications WLAN 802.11b/g/n Wireless LAN Bluetooth Bluetooth 4.0 Input Device Touchpad ThinkPad UltraNav Keyboard 6-row , ThinkVantage button , LED backlit , spill-resistant , multimedia Fn keys Pointing Stick TrackPoint pointing device Power Battery 4-cell RapidCharge Battery",,Shared memory,Yes,802.11b/g/n Wireless LAN,,,,Bluetooth 4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinkPad UltraNav,
"Best Lenovo ThinkPad X240 20AL008JUS-i5-4300U 1.9GHz-4GB-500GB HDD-Win 8-12.5"" LED Ultrabook-Black | TopEndElectronics UK",6-cell lithium ion,,Backlight,Windows 8 Pro 64-bit Windows 8 Pro 64-bit,,,,ThinkPad,4300U ( 1.90GHz ),Intel Core i5 Intel Core i5 4300U ( 1.90GHz ),,,Intel HD Graphics 4400,500GB,,,,4GB,X240 ( 20AL008JUS ),,12.5 '',12.5 '',X Series,,Model Brand ThinkPad Series X Series Model X240 ( 20AL008JUS ) Part # 20AL008JUS General Operating System Windows 8 Pro 64-bit CPU Type Intel Core i5 4300U ( 1.90GHz ) Screen 12.5 '' Memory Size 4GB Hard Disk 500GB Video Memory Shared memory Webcam Yes Graphics Card Intel HD Graphics 4400 CPU CPU Type Intel Core i5 CPU Speed 4300U ( 1.90GHz ) Display Screen Size 12.5 '' Touchscreen Yes Operating Systems Operating System Windows 8 Pro 64-bit Communications WLAN 802.11b/g/n Wireless LAN Bluetooth Yes Input Device Keyboard Backlight Power Battery 6-cell lithium ion,,Shared memory,Yes,802.11b/g/n Wireless LAN,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20AL008JUS,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best Lenovo IdeaPad S400-59387104-i3-3217U-1.8GHz -4GB-500GB HDD-Win 8-14""LED Notebook-Silver | TopEndElectronics UK",4-cell lithium ion,,,Windows 8 Pro 64-bit Windows 8 Pro 64-bit,,4 - 4.9lbs,,ThinkPad,3217U ( 1.80GHz ),Intel Core i3 Intel Core i3 3217U ( 1.80GHz ),13.25 '' x 0.83 '' x 9.50 '',,Intel HD Graphics 4000,500GB,,,,4GB,S400 ( 59387104 ),1366 x 768,14 '',14.0 '',IdeaPad,,Model Brand ThinkPad Series IdeaPad Model S400 ( 59387104 ) Part # 59387104 General Operating System Windows 8 Pro 64-bit CPU Type Intel Core i3 3217U ( 1.80GHz ) Screen 14 '' Memory Size 4GB Hard Disk 500GB Video Memory Shared memory Webcam 720p HD Graphics Card Intel HD Graphics 4000 CPU CPU Type Intel Core i3 Number of Cores Dual-core Processor CPU Speed 3217U ( 1.80GHz ) Display Screen Size 14.0 '' Resolution 1366 x 768 Touchscreen Yes Operating Systems Operating System Windows 8 Pro 64-bit Communications WLAN 802.11b/g/n Wireless LAN Ports USB 1x USB 3.0 2x USB 2.0 Power Battery Life 5 hours Battery 4-cell lithium ion Physical Specifications Dimensions 13.25 '' x 0.83 '' x 9.50 '' Weight 4 - 4.9lbs,1x USB 3.0 2x USB 2.0,Shared memory,720p HD,802.11b/g/n Wireless LAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59387104,,,,,,Dual-core Processor,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,5 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best Acer Aspire E1-731-10054G50Mnii-Celeron 1005M-4GB-500GB HDD-Win 7-17.3"" LED Notebook | TopEndElectronics UK",6-cell lithium ion,,,Windows 7 Home Premium,,,,Acer,1.90GHz,Intel Celeron,,Graphics Media Accelerator HD,,,1 x HDMI,,4GB,,,,,17.3 '',Aspire,,Model Brand Acer Series Aspire General Battery Life 3 Hour CPU CPU Type Intel Celeron CPU Speed 1.90GHz Display Screen Size 17.3 '' Display Type HD+ Operating Systems Operating System Windows 7 Home Premium Graphics GPU/VPU Graphics Media Accelerator HD Hard Drive HDD 500GB Communications WLAN 802.11b/g/n Wireless LAN Bluetooth Yes Memory Memory 4GB Max Memory Supported 8GB Optical Drive Optical Drive Type DVD±R/RW Ports HDMI 1 x HDMI Supplemental Drive Webcam Yes Power Battery 6-cell lithium ion,,,Yes,802.11b/g/n Wireless LAN,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DVD±R/RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500GB,,,,,,,,,,,,,,,8GB,HD+,,,,,,,,,,,,,,,,,,3 Hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best Toshiba Satellite P55t-B5262-Core i7-4710HQ 2.50GHz-12GB-1 TB HDD-Win 8.1-15.6""Touchscreen LED Notebook | TopEndElectronics UK",4-Cell Built-In Lithium-Ion Providing up to 3.07 Hours per Charge ( 43Wh ),14.9 x 1.1 x 9.6 '' / 37.8 x 2.8 x 24.4 cm,Type : Standard Notebook Keyboard,Windows 8.1,TouchPad with Multi-Touch Control,5.1 lb / 2.31 kg,,,,,,,Type : Dedicated,,,,Slots : 2,,,,,,,,Performance Processor 2.5GHz Intel Core i7-4710HQ Quad-Core 4th-Gen Haswell Cache L3 : 6MB Memory Slots : 2,,,Yes,,16 : 09,Integrated Stereo Speakers,LED,Bluetooth 4.0,L3 : 6MB,1x HDMI,Glossy,1x SD,Installed : 1TB 5400rpm,3840 x 2160,10/100/1000Mbps Gigabit Ethernet ( RJ-45 ),Blu-ray Burner,4x USB 3.0 ( A ) ( 1 x USB Sleep & Charge ),"AC : 100-240 V AC , 50-60Hz",2.5GHz Intel Core i7-4710HQ Quad-Core 4th-Gen Haswell,15.6 '',Touchscreen,802.11ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best HP EliteBook-8470w-D3J98UT-AMD-i5-3380M-4GB-500GB-HDD-14"" LED Notebook | TopEndElectronics UK",6-Cell Lithium-Ion ( 62Wh ),13.3 x 9.1 x 1.2 '' / 33.8 x 23.1 x 3.0 cm At front,Type : Full-Size,Windows 7 Professional ( 64-bit ),TouchPad with Inertial Scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fingerprint Reader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best Asus X502CA-BCL0901D-Celeron 1007U 1.5GHz-4GB-320GB HDD-Win 8-15.6""Notebook-Black | TopEndElectronics UK",,,,Windows 8,,,,ASUS,1007U ( 1.5GHz ),Intel Celeron,,Intel HD Graphics,,,1 x HDMI,10/100/1000Mbps,4GB,,X502CA-BCL0901D,1366 x 768,,15.6 '',,,Model Brand ASUS Model X502CA-BCL0901D CPU CPU Type Intel Celeron CPU Speed 1007U ( 1.5GHz ) Display Screen Size 15.6 '' Wide Screen Support Yes Resolution 1366 x 768 Operating Systems Operating System Windows 8 Graphics GPU/VPU Intel HD Graphics Hard Drive HDD 320GB Communications LAN 10/100/1000Mbps WLAN 802.11n Wireless LAN Memory Memory 4GB Ports USB 1 x USB 3.0 2 x USB 2.0 Video Port 1 x VGA HDMI 1 x HDMI Supplemental Drive Webcam Yes,1 x USB 3.0 2 x USB 2.0,,Yes,802.11n Wireless LAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320GB,,,,,Yes,,,,,,,,,,,,1 x VGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best Acer Aspire E1-731-20204G50Mnii-Pentium 2020M-4GB-500GB HDD-Win 7-17.3"" LED Notebook | TopEndElectronics UK",6-cell lithium ion,,,Windows 7 Home Premium,,,,Acer,2020M ( 2.40GHz ),Intel Pentium,,Graphics Media Accelerator HD,,,1 x HDMI,,4GB,,,,,17.3 '',Aspire,,Model Brand Acer Series Aspire General Battery Life 3 Hour CPU CPU Type Intel Pentium CPU Speed 2020M ( 2.40GHz ) Display Screen Size 17.3 '' Display Type HD+ Operating Systems Operating System Windows 7 Home Premium Graphics GPU/VPU Graphics Media Accelerator HD Hard Drive HDD 500GB Communications WLAN 802.11b/g/n Wireless LAN Bluetooth Yes Memory Memory 4GB Max Memory Supported 8GB Optical Drive Optical Drive Type DVD±R/RW Ports HDMI 1 x HDMI Supplemental Drive Webcam Yes Power Battery 6-cell lithium ion,,,Yes,802.11b/g/n Wireless LAN,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DVD±R/RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500GB,,,,,,,,,,,,,,,8GB,HD+,,,,,,,,,,,,,,,,,,3 Hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best Lenovo ThinkPad T440 20B6008EUS i5-4200U-4GB-500GB HDD-HD4400-Win 7-14"" LED Ultrabook- Black | TopEndElectronics UK",3Cell Li-Ion Battery,,,Windows 7 Professional,,1.81 K.g .,,,,,,,,,,,4GB,,,,,,,,,,,Yes,,,,,Bluetooth 4.0,,14 '',,,,,,,,,Intel Core i5 i5-4200U 1.60 GHz,,,,,,,,,,,,,,,,,,,IIntel HD Graphics 4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500GB HDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gigabit Ethernet,TouchPad and TrackPoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
