<page title>,adjustable display angle,aspect ratio,backlight technology,brand name,brightness,builtin devices,colour support,contrast ratio,depth with stand,features,firewireilink,green compliance certificateauthority,green compliant,height,horizontal viewing angle,input voltage,limited warranty,manufacturer,manufacturer part number,maximum resolution,network rj45,number of screens,operating power consumption,package contents,panel technology,platform supported,product name,product type,response time,screen mode,screen size,speakers,standby power consumption,system requirements,thunderbolt,usb,usb standard,vertical viewing angle,vesa mount compatible,webcam,weight approximate,width,adjustable display height,adjustable display pivot,depth,dvi,height with stand,mount type,product model,screen surface,standard refresh rate,vesa mount standard,vga,weight with stand approximate,certifications standards,colour,displayport,hdcp supported,hdmi,headphone,product line,maximum adjustable height,offmode power consumption,product series,swivel angle,tilt angle,number of speakers,recycled,recycled content,width with stand,sdi,sdi standard,svideo,postconsumerwaste,energy consumption per year,energy efficiency class,composite video,display orientation,country of origin,component video,horizontal frequency,packaged quantity,additional information,3d type,package type
"60003323, 3967786, NEC Display Solutions, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,NEC Display,250 cd/m²,USB Hub,1.07 Billion Colors,"1,000:1",228.60 mm,Carbon Footprint Meter CableComp+ TileMatrix Support TileComp Digital Uniformity Compensation Ambient Light Sensor,,RoHS ENERGY STAR 5.0 TCO Certified Displays 5.2,Yes,322.6 mm,178°,,,NEC Display Solutions,60003323,1920 x 1080,,1.0,29 W,,In-plane Switching (IPS) Technology,PC,"23"" Widescreen Professional Graphics Desktop Monitor",LCD Monitor,8 ms,Full HD,"58.4 cm (23"")",,300 mW,,,Yes,,178°,Yes,,,543.6 mm,Yes,Yes,73.7 mm,Yes,528.32 mm,,P232W,,85 Hz,100 x 100,Yes,9.20 kg,,White,Yes,Yes,Yes,,MultiSync,,,P,,,,,,543.56 mm,,,,,,,,Landscape/Portrait,,,,,,,
"R28LBUK, S602WG0, Lenovo, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Lenovo,250 cd/m²,Microphone USB Hub Speaker,16.77 Million Colors,"1,000:1",,Ambient Light Sensor Security Lock,,EPEAT Gold TCO Certified Edge Displays 1.1 ENERGY STAR 6.0,Yes,387.2 mm,178°,110 V AC 220 V AC,3 Year,Lenovo Group Limited,R28LBUK,1920 x 1080,,1.0,40 W,,Enhanced In-plane Switching (E-IPS) Technology,PC,LT2323z Wide 23inch e-IPS Flat Panel Monitor,LCD Monitor,,Full HD,"58.4 cm (23"")",Yes,500 mW,,,Yes,USB 3.0,178°,Yes,Yes,6.16 kg,545.3 mm,Yes,Yes,56.4 mm,,,,LT2323z,,,100 x 100,,,TUV Green MarkUL Environment Gold,Raven Black,Yes,,,,ThinkVision,,,,,,2.0,,,,,,,,,,,,,,,,,,
"231B4LPYCB/00, PHI-231B4LPYCB/00, Philips, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Philips,250 cd/m²,Speaker USB Hub,16.7 Million Colours,"1,000:1",507 mm,Sync on Green Eco Mode SmartControl SmartErgoBase SmartImage Zero Power Switch Security Lock PowerSensor SmartContrast,,ENERGY STAR 5.0 TCO Certified Displays 5.2 EPEAT Gold TCO Certified Edge RoHS WEEE,Yes,343 mm,170°,220 V AC 110 V AC,2 Year,Philips Electronics,231B4LPYCB/00,1920 x 1080,No,1.0,24.20 W,,,Mac PC,"Brilliance LCD Monitor, LED Backlight with PowerSensor",LCD Monitor,5 ms,Full HD,"58.4 cm (23"")",Yes,100 mW,,,Yes,USB 2.0,160°,Yes,No,3.07 kg,547 mm,Yes,Yes,60 mm,Yes,227 mm,Wall Mountable,231B4LPYCB,,60 Hz,100 x 100,Yes,4.89 kg,BSMI CE Mark FCC Class B GOST SASO SEMKO TUV Ergo TUV/GS UL/cUL,Black,Yes,Yes,,Yes,Brilliance,,0 mW,B,,,2.0,Yes,Plastic,547 mm,,,,65%,,,,Landscape/Portrait,,,,1.0,,No,
"UM.EV6EE.008, 8654G62, Acer, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:10,LED,Acer,250 cd/m²,,16.7 Million Colours,"100,000,000:1",,,,EPEAT Gold TCO '06,Yes,419.1 mm,170°,110 V AC 220 V AC,3 Year,"Acer, Inc",UM.EV6EE.008,1680 x 1050,,1.0,24.20 W,V226WL Widescreen LCD Monitor1 x VGA CablePower Cord,Twisted Nematic Film (TN Film),,V226WL Widescreen LCD Monitor,LCD Monitor,5 ms,WSXGA+,"55.9 cm (22"")",Yes,450 mW,,,,,160°,Yes,,3.09 kg,505.7 mm,No,No,207 mm,Yes,,,V226WL,Anti-glare,60 Hz,100 x 100,Yes,3.52 kg,,Black,,Yes,,,,No,350 mW,V,No,-5°to25°,,,,,,,,,,,,,,,,,,,
"UM.WG6EE.H05, ACEG226HQLHBID, Acer, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Acer,250 cd/m²,,16.7 Million Colours,"100,000,000:1",168 mm,,,MPR II,Yes,311 mm,178°,220 V AC 110 V AC,2 Year,"Acer, Inc",UM.WG6EE.H05,1920 x 1080,,1.0,20.50 W,G226HQL Widescreen LCD Monitor1 x VGA CablePower Cord,Vertical Alignment (VA),,G226HQL Widescreen LCD Monitor,LCD Monitor,8 ms,Full HD,"54.6 cm (21.5"")",,340 mW,,,,,178°,No,,2.60 kg,511 mm,No,No,36 mm,Yes,365 mm,,G226HQL,Anti-glare,60 Hz,,Yes,2.90 kg,,Black,,,Yes,,,No,300 mW,G,No,-5°to15°,,,,511 mm,,,,,32 kWh,B,,,,,,,,,
"C9F26AA#UUZ, HP, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,HP,250 cd/m²,,16.77 Million Colors,"1,000:1",151.10 mm,Security Lock,,REACH ENERGY STAR EPEAT Gold TCO Certified Edge,Yes,294.1 mm,170°,110 V AC 220 V AC,3 Year,Hewlett-Packard,C9F26AA#UUZ,1600 x 900,No,1.0,22 W,ProDisplay P201 20-inch LED Backlit Monitor VGA Cable DVI Cable Power Cord Printed Documentation And CD,,PC,ProDisplay P201 20-inch LED Backlit Monitor,LCD Monitor,5 ms,HD+,"50.8 cm (20"")",No,500 mW,,,,,160°,Yes,No,3.50 kg,482 mm,,,47.5 mm,Yes,359.20 mm,,P201,Anti-glare,60 Hz,100 x 100,Yes,,,Black,,Yes,,,Business,,,Essential,,,,,,482 mm,,,,,,,,,,,,,,,
"UM.VG7EE.005, ACEG237HLBI, Acer, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Acer,250 cd/m²,,16.7 Million Colours,"100,000,000:1",185 mm,CrystalBrite,,MPR II,Yes,,178°,220 V AC 110 V AC,2 Year,"Acer, Inc",UM.VG7EE.005,1920 x 1080,,1.0,25 W,G237HL Widescreen LCD Monitor1 x VGA CablePower Cord,In-plane Switching (IPS) Technology,,G237HL Widescreen LCD Monitor,LCD Monitor,6 ms,Full HD,"58.4 cm (23"")",,490 mW,,,,,178°,,,,,No,No,,,402 mm,,G237HL,,,,Yes,,,Black,,,Yes,,,,450 mW,G,No,-5°to15°,,,,532 mm,,,,,31 kWh,A,,,,,,,,,
"VG2439M-LED, B921310, ViewSonic, LCD Monitor, Kingsfield Computer Products Ltd",,16:9,LED,Viewsonic,300 cd/m²,,,"20,000,000:1",,,,China Energy Label (CEL) REACH ErP EPEAT Gold ENERGY STAR RoHS WEEE,Yes,417.2 mm,170°,110 V AC 220 V AC,3 Year,Viewsonic Corporation,VG2439m-LED,1920 x 1080,,1.0,42 W,"24"" Full HD 1080p LED Display Revolutionized Design Ergonomics 1 x Power Cord 1 x D-Sub Cable 1 x Audio Cable 1 x USB Cable 1 x Quick Start Guide 1 x Wizard DVD-ROM",,Mac PC,"24"" Full HD 1080p LED Display Revolutionized Design Ergonomics",LCD Monitor,5 ms,Full HD,"61 cm (24"")",Yes,,,,Yes,USB 2.0,160°,Yes,,5.40 kg,559.7 mm,Yes,Yes,199.3 mm,Yes,,Wall Mountable,VG2439m-LED,Anti-glare,75 Hz,100 x 100,Yes,,CE CB UL/c UL FCC-B ULAR Mexico Energy GOST-R/Hygienic UkrSEPRO + DoC CCC BSMI PSB C-tick SASO e-standby KC,,Yes,,,,,135 mm,,VG,,,2.0,,,,,,,,,,,,,,,,,,
"LM-702HDA, TVOLM-702HDA, TV One, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,TV One,250 cd/m²,,"262,000 Colors",400:1,,,,RoHS,Yes,132 mm,140°,220 V AC 110 V AC,3 Year,TV One,LM-702HDA,1024 x 600,,2.0,36 W,LM-702HDA HDTV Color Monitor 1 x Power Adapter 1 x Operations Manual 4 x Rackmount Screws,,,LM-702HDA HDTV Color Monitor,LCD Monitor,20 ms,WSVGA,"17.8 cm (7"")",,,,,,,110°,,,5.50 kg,483.5 mm,,,150 mm,,,Rack-mountable,LM-702HDA,,60 Hz,,,,FCC UL CUL CE PSE GS,,,,,,,,,,,,,,,,Yes,HDSDI,Yes,,,,Yes,,,Yes,,,,,
"VA2046M-LED, B921481, ViewSonic, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Viewsonic,200 cd/m²,Speaker,16.7 Million Colours,600:1,197.60 mm,Security Lock Eco Mode,,WEEE China Energy Label (CEL) RoHS,Yes,301.8 mm,90°,220 V AC 110 V AC,,Viewsonic Corporation,VA2046M-LED,1600 x 900,,1.0,18 W,VA2046m-LED Widescreen LCD Monitor Power Cable D-Sub Cable Audio Cable Quick Start Guide CD-ROM,,Mac PC,VA2046m-LED Widescreen LCD Monitor,LCD Monitor,5 ms,HD+,"50.8 cm (20"")",Yes,500 mW,,,,,65°,Yes,,2.60 kg,478.2 mm,,,49 mm,Yes,360.20 mm,Wall Mountable,VA2046m-LED,Anti-glare,75 Hz,100 x 100,Yes,3 kg,CB UL cUL FCC-B TUV-S NOM CE GOST-R+Hygienic SASO CCC BSMI PSB C-TICK,Black,,,,,,,,,,,2.0,,,478.20 mm,,,,,,,,,,,,,,,
"240B4LPYNS/00, Philips, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:10,LED,Philips,250 cd/m²,USB Hub,16.7 Million Colours,"1,000:1",227 mm,SmartErgoBase Security Lock PowerSensor SmartImage,,RoHS EPEAT Gold TCO Certified Displays 6.0 WEEE ENERGY STAR 6.0,Yes,388 mm,160°,220 V AC 110 V AC,,Philips Electronics,240B4LPYNS/00,1920 x 1200,,1.0,19.50 W,,,Mac PC,Brilliance LCD Monitor with PowerSensor,LCD Monitor,5 ms,WUXGA,"61 cm (24"")",,200 mW,,,Yes,USB 2.0,160°,Yes,,3.97 kg,555 mm,Yes,Yes,65 mm,Yes,543 mm,,240B4LPYNS,,60 Hz,100 x 100,Yes,5.83 kg,TUV ErgoTUV/GSUL/cULBSMICE MarkFCC Class BGOSTSASOSEMKO,Black Silver,Yes,Yes,,,Brilliance,,,B,,,,Yes,25%,555 mm,,,,,,,,,,,,,,,
"60ABAAT1UK, LNVCMG10, Lenovo, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Lenovo,200 cd/m²,,16.7 Million Colours,600:1,,,,Turkey RoHS EPEAT Silver ENERGY STAR 6.0 China Energy Label (CEL) EU RoHS Ukraine RoHS China RoHS,Yes,274.9 mm,,,3 Year,Lenovo Group Limited,60ABAAT1UK,1600 x 900,,1.0,17 W,ThinkVision LT2013s 19.5-inch LED Backlit LCD Monitor Power Cord,,,ThinkVision LT2013s 19.5-inch LED Backlit LCD Monitor (UK Power Cord),LCD Monitor,5 ms,HD+,"49.5 cm (19.5"")",,,,,,,50°,Yes,,2.89 kg,467 mm,Yes,,53 mm,,,,LT2013s,,,,Yes,,"KC BELLIS CSA SABS CCC CE GOST INSM PSB BSMI SASO ISC STZ IEC-950 CB Report,KUCAS JEITA IRAM-S NOM KVALITET NEMKO",Black,,,,,ThinkVision,,,,,,,,,,,,,,,,,,,,,,,,
"193V5LSB2/10, 2759812, Philips, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Philips,200 cd/m²,,16.7 Million Colours,700:1,170 mm,Sync on Green SmartContrast Security Lock,,WEEE RoHS EPEAT Silver ENERGY STAR 6.0,Yes,273 mm,90°,220 V AC 110 V AC,2 Year,Philips Electronics,193V5LSB2/10,1366 x 768,,1.0,8.76 W,,,Mac PC,"LCD Monitor with SmartControl Lite 193V5LSB2 V-line 18.5"" / 47 cm",LCD Monitor,5 ms,HD,"47 cm (18.5"")",,500 mW,,,,,65°,Yes,,1.94 kg,437 mm,,,48 mm,,338 mm,,193V5LSB2,,60 Hz,100 x 100,Yes,2.15 kg,BSMI CE Mark cETLus FCC Class B GOST PSB SASO SEMKO TUV/ISO9241-307,Black,,,,,V-line,,500 mW,,,,,,,437 mm,,,,,,,,,,,,,,,
"UM.HV6EE.009, 2700624, Acer, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Acer,300 cd/m²,,16.7 Million Colours,"100,000,000:1",242 mm,,,TCO Certified Displays 6.0 EPEAT Gold,Yes,381 mm,178°,220 V AC 110 V AC,3 Year,"Acer, Inc",UM.HV6EE.009,1920 x 1080,,1.0,28.50 W,V276HL Widescreen LCD MonitorPower Cord1 x VGA Cable1 x DisplayPort Cable,Vertical Alignment (VA),,V276HL Widescreen LCD Monitor,LCD Monitor,6 ms,Full HD,"68.6 cm (27"")",Yes,450 mW,,,,,178°,Yes,,4.80 kg,640 mm,No,No,62 mm,Yes,463 mm,,V276HL,Anti-glare,60 Hz,100 x 100,Yes,5.90 kg,,Black,Yes,,,,,No,350 mW,V,No,-5°to25°,,,,640 mm,,,,,,,,,,,,,,,
"D9E49AT#ABU, 2862109, HP, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,HP,250 cd/m²,Microphone Speaker USB Hub Webcam,,"1,000:1",237 mm,Security Lock,,CECP ENERGY STAR China Energy Label (CEL) TCO Certified Edge EPEAT Gold WEEE REACH,Yes,309 mm,178°,110 V AC 220 V AC,3 Year,Hewlett-Packard,D9E49AT#ABU,1920 x 1080,,1.0,42 W,"EliteDisplay E221c 54,6 cm (21.5'') Webcam LED Backlit Monitor VGA Cable DisplayPort Cable USB Cable AC power Cable Printed Documentation and CD HP DisplayAssistant Software",In-plane Switching (IPS) Technology,PC,"EliteDisplay E221c 54,6 cm (21.5'') Webcam LED Backlit Monitor",LCD Monitor,7 ms,Full HD,"54.6 cm (21.5"")",Yes,400 mW,,,Yes,USB 2.0,178°,,Yes,,509 mm,Yes,Yes,51 mm,Yes,460 mm,,E221c,Anti-glare,60 Hz,,Yes,5.40 kg,VCCI BSMI NOM TUV S CB CCC PSB FCC KCC KC,Black,Yes,Yes,,,Business,,,Advantage,,,,,,509 mm,,,,,,,,,,,,,,,
"UM.HX2EE.001, 8655P45, Acer, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Acer,300 cd/m²,,16.7 Million Colours,"100,000,000:1",192 mm,,,MPR II,Yes,267 mm,178°,220 V AC 110 V AC,2 Year,"Acer, Inc",UM.HX2EE.001,2560 x 1440,,1.0,33.60 W,K272HUL Widescreen LCD Monitor1 x DVI Cable1 x DisplayPort CablePower Cord,Advanced Hyper Viewing Angle (AHVA),,K272HUL Widescreen LCD Monitor,LCD Monitor,6 ms,WQHD,"68.6 cm (27"")",Yes,450 mW,,,,,178°,,,,441 mm,No,No,50 mm,Yes,352 mm,,K272HUL,Anti-glare,60 Hz,,,,,Black,Yes,,Yes,,,No,400 mW,K,No,5°to25°,,,,441 mm,,,,,64 kWh,C,,,,,,,,,
"CD4233, B921364, ViewSonic, LCD Monitor, Kingsfield Computer Products Ltd",,16:9,,Viewsonic,700 cd/m²,Speaker,,"1,100:1",403.90 mm,,,,,559.6 mm,178°,,,Viewsonic Corporation,CD4233,1920 x 1080,,1.0,280 W,,,,CD4233 Widescreen LCD Monitor,LCD Monitor,9 ms,Full HD,"106.7 cm (42"")",Yes,,,,,,178°,Yes,,29.50 kg,967.6 mm,,,123.1 mm,Yes,647.70 mm,Wall Mountable,CD4233,,,100 x 100,Yes,31.70 kg,,Black,,,Yes,,,,,,,,2.0,,,967.60 mm,,,Yes,,,,Yes,,,Yes,,,,,
"VX2209, B921663, ViewSonic, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Viewsonic,250 cd/m²,,16.7 Million Colours,"20,000,000:1",215 mm,Eco Mode,,RoHS WEEE,Yes,297.8 mm,170°,230 V AC 120 V AC,2 Year,Viewsonic Corporation,VX2209,1920 x 1080,,1.0,24 W,"VX2209 22"" Full HD LED Display Power Adaptor VGA Cable User Manual",,Mac PC,"VX2209 22"" Full HD LED Display",LCD Monitor,5 ms,Full HD,"55.9 cm (22"")",,,,,,,160°,Yes,,2.46 kg,501.1 mm,,,33.6 mm,Yes,355.80 mm,,VX2209,Anti-glare,75 Hz,75 x 75,Yes,3.07 kg,CE CU EAC,,,,,,,,,VX,,-3°to20°,,,,501.10 mm,,,,,,,,,,,,,,,
"9H.LA7LB.QBE, M352254, BenQ, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,BenQ,250 cd/m²,Speaker,16.7 Million Colours,"1,000:1",,Senseye 3 Eco Mode Security Lock,,TCO Certified Displays 6.0 ENERGY STAR 5.1,Yes,434 mm,170°,110 V AC 220 V AC,,BenQ Corporation,9H.LA7LB.QBE,1920 x 1080,,1.0,23 W,,,PC,GL2460HM Widescreen Monitor,LCD Monitor,2 ms,Full HD,"61 cm (24"")",Yes,300 mW,,,,,160°,Yes,,4.30 kg,565 mm,,,194 mm,Yes,,Wall Mountable,GL2460HM,,,100 x 100,Yes,,,Glossy Black,,Yes,Yes,Yes,,,,GL60,,,2.0,,,,,,,,,,,,,,,,,,
"231S4LCB/00, Philips, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,,Philips,250 cd/m²,,16.7 Million Colours,"1,000:1",227 mm,Security Lock SmartImage TrueVision SmartErgoBase Touch Controls,,EPEAT Gold ENERGY STAR 5.0 RoHS WEEE TCO Certified Displays 6.0,Yes,343 mm,170°,220 V AC 110 V AC,,Philips Electronics,231S4LCB/00,1920 x 1080,,1.0,21.30 W,,,Mac PC,"S-Line, 23"" / 58.4 cm, Full HD Display",LCD Monitor,5 ms,Full HD,"58.4 cm (23"")",,100 mW,,,,,160°,Yes,,3.03 kg,547 mm,Yes,Yes,60 mm,Yes,507 mm,,231S4LCB,,60 Hz,100 x 100,Yes,4.92 kg,SASOBSMICE MarkFCC Class BGOSTSEMKOTUV ErgoTUV/GSUL/cUL,Black,,Yes,,,,,100 mW,S,,,,Yes,25% Plastic,547 mm,,,,,,,,,,,,,,,
"273P3LPHEB/00, Philips, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Philips,300 cd/m²,USB Hub Speaker,16.7 Million Colours,"1,200:1",244 mm,,,EPEAT Gold RoHS ENERGY STAR WEEE,Yes,391 mm,178°,220 V AC 110 V AC,,Philips Electronics,273P3LPHEB/00,1920 x 1080,,1.0,20.40 W,,,PC Mac,273P3LPHEB Widescreen LCD Monitor,LCD Monitor,3.50 ms,Full HD,"68.6 cm (27"")",Yes,500 mW,,,Yes,USB 2.0,170°,Yes,,6.38 kg,642 mm,Yes,Yes,65 mm,Yes,528 mm,,273P3LPHEB,,60 Hz,100 x 100,Yes,8.74 kg,BSMICEFCC Class BGOSTPSBSASOSEMKOTUV ErgoTUV/GSUL/cUL,Carbonite Black,,Yes,Yes,Yes,,,300 mW,P,,,2.0,,,642 mm,,,,,,,,Landscape/Portrait,,,,,,,
"60003493, NECEA274WMIB, NEC Display Solutions, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,NEC Display,350 cd/m²,,16.77 Million Colors,"1,000:1",230 mm,,,TCO Certified Displays EPEAT Gold,Yes,,178°,,3 Year,NEC Display Solutions,60003493,2560 x 1440,,1.0,57 W,,In-plane Switching (IPS) Technology,,EA274WMi Widescreen LCD Monitor,LCD Monitor,6 ms,WQHD,"68.6 cm (27"")",,800 mW,,,Yes,,178°,,,,,Yes,Yes,,Yes,417.90 mm,,EA274WMi,,,,Yes,8.70 kg,,Black,Yes,,Yes,,MultiSync,,,EA,,,,,,639.20 mm,,,,,,,,,,,,,,,
"60003336, NECCMW80, NEC Display Solutions, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,NEC Display,250 cd/m²,USB Hub Speaker,16.7 Million Colours,"1,000:1",218.44 mm,Eco Mode Intelligent Power Manager (IPM) System Security Lock AccuColor Cable Management Ambient Light Sensor Carbon Footprint Meter,,RoHS MPR III ENERGY STAR 5.0 TCO Certified Displays 5.2 EPEAT Gold,Yes,302.3 mm,178°,,3 Year,NEC Display Solutions,60003336,1920 x 1080,,1.0,26 W,"22"" LED-Backlit Eco-Friendly Widescreen Desktop Monitor w/ IPS PanelPower CordControl Cable SyncUSB CableAudio CableCD-ROMUser ManualVGA-VGA CableDVI-D - DVI-D Cable",In-plane Switching (IPS) Technology,PC,"22"" LED-Backlit Eco-Friendly Widescreen Desktop Monitor w/ IPS Panel",LCD Monitor,14 ms,Full HD,"55.9 cm (22"")",Yes,430 mW,,,Yes,USB 2.0,178°,Yes,,3.70 kg,508 mm,Yes,Yes,61 mm,Yes,500.38 mm,,EA224WMi,,60 Hz,100 x 100,Yes,6 kg,CETUV GS GEEA / Energy LabelFCC Class BPCT / GostUL / C-ULCSAISO 9241-307,Black,Yes,Yes,Yes,Yes,MultiSync,,,,,,2.0,,,508 mm,,,,,,,,Portrait,,,,,,,
"VS207T-P, ASUSVS207T-P, ASUSTeK COMPUTER, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Asus,250 cd/m²,,16.7 Million Colours,"80,000,000:1",,Security Lock Splendid Video Intelligence Technology,,,,355.5 mm,170°,,,ASUS Computer International,VS207T-P,1600 x 900,,1.0,25 W,,,PC,VS207T-P Widescreen LCD Monitor,LCD Monitor,5 ms,HD+,"49.5 cm (19.5"")",Yes,500 mW,,,,,160°,Yes,,2.59 kg,468 mm,,,185 mm,Yes,,Wall Mountable,VS207T-P,,,75 x 75,Yes,,,Black,,Yes,,,,,500 mW,VS,,,2.0,,,,,,,,,,,,,,,,,,
"60A4RAT1EU, S604EA3, Lenovo, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:10,LED,Lenovo,300 cd/m²,USB Hub,1.07 Billion Colors,"1,000:1",241.81 mm,Picture in Picture Picture by Picture Mobile High-Definition Link (MHL) Security Lock Digital Daisy Chain,,Turkey RoHS REACH Taiwan Green Mark EPA ULE Gold TCO Certified Edge TCO Certified Displays 6.0 CECP ENERGY STAR 6.0 EPEAT Gold China RoHS China Energy Label (CEL),Yes,,178°,220 V AC 110 V AC,,Lenovo Group Limited,60A4RAT1EU,2560 x 1600,,1.0,130 W,,Advanced High Performance In-plane Switching (AH-IPS) Technology,PC,ThinkVision LT3053p 30-inch WQXGA IPS LED Backlit LCD Professional Monitor,LCD Monitor,6 ms,WQXGA,"76.2 cm (30"")",,1.20 W,,,Yes,USB 3.0,178°,Yes,,11.50 kg,690.1 mm,Yes,Yes,62 mm,Yes,471.17 mm,,LT3053p,,60 Hz,100 x 100,Yes,,CTUVusCSACB ReportNEMKONOMSASOTUV-GSCCCGOSTPSBBSMIKCJEIDATUV-SISCKVALITETKUCASINSMSABSSTZBELLISOTANKONCARCSMSONCAPEMIFCC BICCEVCCIKCC-TickSABSBSMICCCERGONOMICVOCCECPe-Standby,Business Black,Yes,,Yes,,ThinkVision,,500 mW,,,,,,,690.12 mm,,,,,,,,,,,,1.0,,,
"9H.LA2LA.TPU, BenQ, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,BenQ,250 cd/m²,,16.7 Million Colours,"3,000:1",,Eco Mode Security Lock Senseye 3,,ENERGY STAR 5.2 TCO Certified Displays 5.2,Yes,400 mm,178°,220 V AC 110 V AC,,BenQ Corporation,9H.LA2LA.TPU,1920 x 1080,,1.0,21 W,,,PC,GW2255 Widescreen LCD Monitor,LCD Monitor,6 ms,Full HD,"54.6 cm (21.5"")",,300 mW,,,,,178°,Yes,,3.70 kg,525 mm,,,174 mm,Yes,,Wall Mountable,GW2255,,,100 x 100,Yes,,,Glossy Black,,Yes,,,,,,GW,,,,,,,,,,,,,,,,,,,,,
"223V5LHSB/00, PHI-223V5LHSB/00, Philips, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Philips,250 cd/m²,,16.7 Million Colours,"1,000:1",213 mm,Security Lock Sync on Green SmartControl SmartContrast,,ENERGY STAR 6.0 EPEAT Silver RoHS WEEE TCO Certified Displays,Yes,316 mm,170°,220 V AC 110 V AC,,Philips Electronics,223V5LHSB/00,1920 x 1080,No,1.0,15.85 W,,,PC Mac,LCD Monitor with SmartControl Lite,LCD Monitor,5 ms,Full HD,"54.6 cm (21.5"")",No,500 mW,"Operating Systems:
Windows 7 Home Basic Windows 7 Home Basic x64 Windows 7 Home Premium Windows 7 Home Premium x64 Windows 7 Professional Windows 7 Professional x64 Windows 7 Starter Windows 7 Starter x64 Windows 7 Ultimate Windows 7 Ultimate x64 Windows 8 Windows 8 Enterprise Windows 8 Enterprise x64 Windows 8 Pro Windows 8 Pro x64 Windows 8 x64",,,,160°,Yes,No,2.35 kg,503 mm,No,No,50 mm,No,376 mm,Wall Mountable,223V5LHSB,,60 Hz,100 x 100,Yes,2.61 kg,BSMI CE Mark FCC Class B GOST PSB SASO SEMKO TUV/ISO9241-307 cETLus,Black,,Yes,Yes,,V-line,,500 mW,,,,,,,503 mm,,,,,,,,,,,,,,,
"UM.IG6EE.C01, 8654T99, Acer, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Acer,200 cd/m²,,16.7 Million Colours,"100,000,000:1",167 mm,,,MPR II,Yes,281 mm,90°,110 V AC 220 V AC,2 Year,"Acer, Inc",UM.IG6EE.C01,1600 x 900,,1.0,16.20 W,G206HQL Widescreen LCD Monitor1 x VGA CablePower Cord,Twisted Nematic Film (TN Film),,G206HQL Widescreen LCD Monitor,LCD Monitor,5 ms,HD+,"49.5 cm (19.5"")",,450 mW,,,,,65°,No,,2 kg,466 mm,No,No,32 mm,,334 mm,,G206HQL,Anti-glare,60 Hz,,Yes,2.30 kg,,Black,,,,,,No,350 mW,G,No,-5°to15°,,,,466 mm,,,,,,,,,,,,,,,
