3d compatibility,<page title>,aspect ratio,builtin camera,builtin speakers,cable lock slot,cables included,certification,colour of product,contrast ratio dynamic,contrast ratio typical,depth,depth with stand,display,display brightness,display diagonal,display number of colours,display resolution,display technology,dvi port,dvid ports quantity,energy efficiency class,energy star certified,ethernet lan connection,hd type,hdcp,height,height adjustment,height with stand,input frequency,input voltage,led indicators,linux operating systems supported,manual,on screen display osd,onoff switch,operating relative humidity range,operating temperature range tt,pivot,pivot angle,plug and play,power consumption max,power consumption standby,power consumption typical,power led,quick start guide,response time,standby led,storage relative humidity range,storage temperature range tt,supported graphics resolutions,supported video modes,swivel angle range,swivelling,thin client installed,tilt adjustment,tilt angle,tv tuner integrated,usb 20 ports quantity,vga dsub ports quantity,viewing angle horizontal,viewing angle vertical,weight,weight with stand,width,width with stand,windows operating systems supported,wireless lan connection,colour,dimensions w x d x h with stand,display srgb,display viewable area hxv,mean time between failures mtbf,package dimensions wxdxh,pixel pitch,power consumption active,power consumption off,relative humidity,backlight type,digital horizontal frequency,digital vertical frequency,displayports quantity,hdmi ports quantity,vesa mounting interfaces compatibility,wall mountable,audio output,bluetooth,builtin subwoofer,card reader integrated,epeat compliance,full hd,hdmi,headphone out,placement supported,video dot rate,viewable size horizontal,viewable size vertical,dcin jack,display diagonal metric,feet colour,handheld remote control,ac power in,number of loudspeakers,package weight,viewable size diagonal,power consumption powersave,swivel angle,ethernet lan,headphone outputs,wifi,anschlüsse,auflösung empfohlen,bildformat,blickwinkel horizontal,blickwinkel vertikal,displaygröße,eigenschaften,farbe herstellerspezifisch,gewicht netto,helligkeitleuchtstärke,kontrastverhältnis,lcd paneltechnologie bzw tm,netzteil,prüfzeichenzertifikatezulassungen,reaktionszeit,signalart,vesa bohrung,camera included,connection to pc,dvii ports quantity,horizontal scan range,power consumption,rms rated power,safety,vertical scan range,display type,number of colours,builtin microphone,compatible memory cards,microphone in,farbe allgemein,mac operating systems supported,ac adapter included,headphone connectivity,number of osd languages,on screen display osd languages,operating temperature tt,annual energy consumption,audio input,electromagnetic compatibility,packaging depth,packaging height,packaging width,mobile highdefinition link mhl,nonoperating altitude,operating altitude,operating relative humidity hh,storage temperature tt,strahlungsnorm,display surface,pc audio in,separate hv sync,syncongreen sog,maximum resolution,number of products included,screen saving functions,volume control,composite sync,power consumption average,usb 30 ports quantity,common interface ci,common interface plus ci,usb powered,glossy display,rotating,led backlight,pictureinpicture,quantity,user guide on cdrom,compatible with vesawall mounting system,effective viewing area,picture enhancement,compliance industry standards,hdready,power cord included,storage relative humidity hh,dimensions w x d x h,composite video in,svideo in,swivel,megapixel,product type,io ports,power requirements,bezel width side,bezel width top,swivel webcam,power consumption economy mode,bezel width bottom,svideo inputs quantity
,"27MP35HQ - LG 27MP35HQ LED monitor 27""  1920 x - Xpcpro.com",16:9,,,Kensington,"AC, VGA",UL cULTUV-TypeFCC-BCE,Black,5000000:1,1000:1,47 mm,254 mm,LED,200 cd/m²,"27 """,16.77 M,1920 x 1080 pixels,IPS,N,,Unspecified,Y,,Full HD,Y,390 mm,,485 mm,50/60 Hz,100 - 240 V,Y,,Y,Y,Y,,,,,Y,,0.3 W,23 W,Y,Y,5 ms,Y,,,1920 x 1080 HD 1080,1080p,,,N,Y,-5 - 20 °,,,1,178 °,178 °,4200 g,4800 g,642 mm,642 mm,,,,,,,,,0.3114 x 0.3114 mm,,0.3 W,,W-LED,30 - 83 kHz,56 - 75 Hz,,1,100 x 100 mm,Y,,N,,,,,,,,,,,,68 cm,,,Y,,7300 g,,,,N,1.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,34 kWh,,,470 mm,158 mm,796 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,VG2439M-LED - ViewSonic VG2439m-LED LED monitor - Xpcpro.com,16:9,N,Y,Kensington,,"CE, CB, UL, cUL, FCC-B/ICES-003B, RoHS, Mexico Energy, NOM, WEEE",Black,20000000:1,1000:1,58.2 mm,239.6 mm,LED,300 cd/m²,"24 """,,1920 x 1080 pixels,,,1,,Y,,,Y,332.7 mm,N,435.2 mm,,100 - 240 V,,,,Y,,10 - 90 %,0 - 40 °C,,,,,,24 W,,,5 ms,,,,1920 x 1080 HD 1080,,,,N,,-5 - 20 °,N,,1,170 °,160 °,3700 g,5200 g,560.3 mm,560.3 mm,,,,,,,,,,,,,W-LED,,,,,100 x 100 mm,Y,,,,,Gold,Y,,,,,,,,,,,Y,2 pcs,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,24 - 82 kHz,,3 W,,50 - 75 Hz,,,,,,,,,,,,,,Y,,190 mm,508 mm,634 mm,,,,,,,,,Y,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,
N,220B4LPCS/00 - Philips Brilliance B-line - Xpcpro.com,16:10,N,Y,Kensington,,"BSMI, CE, FCC B, GOST, SASO, SEMKO, TCO 5.2, TUV Ergo, TUV/GS, UL/cUL, WEEE, RoHS",,20000000:1,1000:1,59 mm,227 mm,LCD,250 cd/m²,"55.9 cm 22 """,16.77 M,1680 x 1050 pixels,,,1,,Y,,N,Y,349 mm,Y,509 mm,50/60 Hz,100 - 240 V,,,,Y,,,0 - 40 °C,Y,,Y,,0.3 W,15.8 W,Y,,5 ms,Y,,-20 - 60 °C,1680 x 1050 WSXGA,,,,,,-5 - 20 °,,2,1,170 °,160 °,3380 g,5200 g,504 mm,504 mm,Y,,,,Y,,30000 h,,0.282 x 0.282 mm,,,20 - 80 %,W-LED,30 - 83 kHz,56 - 75 Hz,,,100 x 100 mm,Y,,,,,Gold,,,1,,,,,,,,,,2 pcs,7050 g,,11.7 W,-65 - 65 °,,,,,,,,,,,,,,,,,,,,,,,,,,3 W,,,,,,,,,Y,,,,"CHI SIMPL, DEU, ENG, ESP, FRE, ITA, POR, RUS",,,,,186 mm,391 mm,565 mm,,,0 - 3658 m,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,473.76 x 296.1 mm,,,,,,,,,,,,,,,,,,,
N,XB2380HS-B1 - Iiyama ProLite XB2380HS LED monitor - Xpcpro.com,16:9,N,Y,Kensington,"AC, Audio 3.5mm, DVI, VGA","CE, TUV-GS, VCCI-B, TCO, CU",Black,5000000:1,1000:1,- mm,244.5 mm,LED,250 cd/m²,"23 """,16.77 M,1920 x 1080 pixels,IPS,,1,Unspecified,Y,,,Y,- mm,Y 130 mm,415.5 mm,50/60 Hz,100 - 240 V,,,,Y,Y,,,Y,0 - 90 °,Y,,1 W,26 W,Y,Y,5 ms,Y,,,1920 x 1080 HD 1080,,,,N,,-5 - 22 °,N,,1,178 °,178 °,- g,5800 g,- mm,548.5 mm,Y,,,,Y,,,,02652 x 0.2652 mm,,,,,24 - 80 kHz,56 - 75 Hz,,1,100 x 100 mm,Y,,,,,-,Y,Y,,Horizontal/Vertical,,509.18 mm,286.41 mm,,,,,Y,2 pcs,,,,-160 - 160 °,,,,,,,,,,,,,,,,,,,,,,Y,,,,4 W,,,,,,,,,Y,,,9.0,"CHI SIMPL, DEU, ENG, ESP, FRE, ITA, JPN, POR, RUS",,- kWh,,,,,,,,,,,,,,Y,,1920 x 1080 pixels,1 pcs,Y,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,"234E5QDAB/00 - Philips 234E5QDAB  LED monitor 23"" - Xpcpro.com",16:9,N,Y,Kensington,AC,,Black,20000000:1,1000:1,45 mm,213 mm,LCD,250 cd/m²,"23 """,16.77 M,1920 x 1080 pixels,,Y,1,Unspecified,Y,,Full HD,Y,325 mm,,414 mm,50/60 Hz,100 - 240 V,"Operation, Stand-by",,,Y,,,,Y,,Y,,0.5 W,19.39 W,,,5 ms,,,,1920 x 1080 HD 1080,1080p,,,N,Y,-5 - 20 °,N,,1,178 °,178 °,3110 g,3460 g,532 mm,532 mm,,,,,,,30000 h,,0.265 x 0.265 mm,,0.3 W,20 - 80 %,W-LED,,,,1,100 x 100 mm,Y,Y,,,,Silver,,,,,,,,,58.4 cm,,,,2,5160 g,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,30 - 83 kHz,,10 W,,56 - 75 Hz,,,,,,,,,,22.0,"CHI SIMPL, CHI TR, CZE, DEU, DUT, ENG, ESP, FIN, FRE, GRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR",0 - 40 °C,,Y,,105 mm,475 mm,577 mm,Y,0 - 12192 m,0 - 3658 m,,-20 - 60 °C,,Gloss,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,247E4LHSB/00 - Philips E-line 247E4LHSB LED - Xpcpro.com,16:9,N,N,Kensington,AC,"RoHS, BSMI, CE Mark, FCC B,GOST, PSB, SASO, SEMKO, TCO 6.0, TUV/ISO9241-307, UL/cUL, WEEE",Black,20000000:1,1000:1,39 mm,193 mm,LED,250 cd/m²,"59.9 cm 23.6 """,16.77 M,1920 x 1080 pixels,,N,,,Y,N,Full HD,,348 mm,,434 mm,50/60 Hz,100 - 240 V,Y,Y,Y,Y,,20 - 80 %,0 - 40 °C,,,Y,,0.5 W,17.2 W,Y,Y,5 ms,Y,,-20 - 60 °C,1920 x 1080 HD 1080,,,,N,Y,-5 - 20 °,N,,1,178 °,170 °,3160 g,3440 g,557 mm,557 mm,Y,N,,,,,30000 h,,0.272 x 0.272 mm,,0.3 W,,W-LED,,,,2,,,Y,,,,Silver,,,,,,521.28 mm,293.22 mm,,,,,,,5600 g,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 83 kHz,,,,56 - 75 Hz,,,,,,,,,,,,,,,,104 mm,505 mm,605 mm,,,0 - 12192 m,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,"E950SWDAK - AOC Value e950Swdak LCD monitor 18.5"" - Xpcpro.com",16:9,N,-,-,"AC, Audio 3.5mm, DVI, VGA","Energy Star 5.0, Win7",Black,20000000:1,1000:1,- mm,,LED,250 cd/m²,"47 cm 18.5 """,16.77 M,1366 x 768 pixels,,,1,-,Y,,,-,- mm,N,,50/60 Hz,90 - 240 V,,,Y,,,,,,,,,- W,- W,,,5 ms,,,,1366 768,,,,-,,,-,-,1,170 °,160 °,- g,,- mm,,,,,,,,,,,,,,W-LED,,,,,- mm,Y,,,N,,-,N,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,- kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X2783HSU-B1 - Iiyama ProLite X2783HSU-B1 LED - Xpcpro.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D-Sub 15 pol., USB, HDMI mit HDCP, DVI-D",1.920 x 1.080,Wide 15:9/16:9/16:10,178 °,178 °,"68.6 cm 27""","USB-Hub, neigbar",,"4,4 kg",300 cd/qm,3000 :1,AMVA,,,4 ms,digital/analog,100 x 100 mm,,,,,,,,,,,,,,schwarz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,244E5QHSD/00 - Philips E-line 244E5QHSD LED - Xpcpro.com,16:9,N,N,Kensington,,,"Black, Cherry",20000000:1,1000:1,45 mm,213 mm,LCD,250 cd/m²,"23.8 """,16.77 M,1920 x 1080 pixels,,,,,Y,,Full HD,Y,338 mm,N,428 mm,50/60 Hz,100 - 240 V,"Operation, Stand-by",,,,,,,,,Y,,0.5 W,18.2 W,,,5 ms,,,,,,,,,Y,-5 - 20 °,N,,1,178 °,178 °,3440 g,3800 g,557 mm,557 mm,,,,,Y,,30.000 h,,0.2745 x 0.2745 mm,,0.3 W,,W-LED,30 - 83 kHz,56 - 75 Hz,,2,100 x 100 mm,Y,,,,,Silver,,,,,,,,,60.5 cm,,,,,5340 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,"CHI SIMPL, CHI TR, CZE, DEU, DUT, ENG, ESP, FIN, FRE, GRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR",0 - 40 °C,,,,99 mm,478 mm,599 mm,Y,,,20 - 80 %,-20 - 60 °C,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"60002820 - NEC MultiSync E201W - LED monitor 20"" - - Xpcpro.com",16:9,,N,Kensington,"Power Cable, Signal Cable: VGA - VGA; DVI-D - DVI-D",EPEAT Gold; CE; ErP; TCO 5.0; TÜV Ergonomics; TÜV GS; GEEA/Energy Label; Energy Star 5.0; FCC Class B; PCT/Gost; UL/C-UL or CSA; CCC; ISO 9241-307 pixel failure class I; MPR II/ MPR III,Black,25000:1,1000:1,55 mm,,TNFilm,250 cd/m²,"20 """,,1600 x 900 pixels,,,1,,Y,,,Y,285.6 mm,110 mm,,,,,,Y,,,20 - 80 %,5 - 35 °C,,,Y,,0.34 W,,,,5 ms,,,,,,,,,,-5 - 20 °,-,-,1,170 °,160 °,5400 g,,477 mm,,,,,447 x 213.9 x 359.3 mm,,,,,0.267 mm,,,,,31.5 - 82.3 kHz,56 - 75 Hz,1.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,-,,25 W,,,,,16.7 M,,,,,,,,,,,,,,,,,,,,,,,,,,,1920 x 1080 pixels,,,,,,,,,,,,,,,,100 x 100 mm,,,,,,,477 x 55 x 285.6 mm,,,-45 - 45 °,,,,100-120 V/220-240 V; 0.6 A/0.35 A,,,,18 W,,
N,"E960PRDA - AOC e960Prda LED monitor 19"" 1280 x - Xpcpro.com",5:4,N,Y,Kensington,,"CE, cTUVus, EuP, FCC, ISO 9241-307, GOST, TCO 5.0, TÜV-GS",Black,20000000:1,1000:1,210 mm,,LED,250 cd/m²,"48.3 cm 19 """,16.77 M,1280 x 1024 pixels,,,1,Unspecified,Y,N,,N,432.2 mm,Y,,50/60 Hz,90 - 240 V,,,,Y,Y,,,Y,,Y,,0.5 W,22 W,,,5 ms,,,,1280 x 1024 SXGA,,,Y,N,Y,-5 - 15 °,N,,1,170 °,160 °,4770 g,6600 g,409.2 mm,,"Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64",N,,,,,,,0.294 x 0.294 mm,,0.5 W,,,30 - 80 kHz,50 - 76 Hz,,,,Y,,N,,N,Silver,,,,,140 MHz,376 mm,301 mm,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2083HSD-B1 - Iiyama ProLite E2083HSD-1  LED - Xpcpro.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.600 x 900,Wide 15:9/16:9/16:10,170 °,160 °,"49.5 cm 19.5""",,,"2,7 kg",250 cd/qm,1000 :1,TN,,,5 ms,digital/analog,100 x 100 mm,,,,,,,,,,,,,,schwarz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,"E970SWN - AOC E970SWN LED monitor 18.5"" 1366 x 768 - Xpcpro.com",16:9,N,N,Kensington,"AC, VGA","CE, FCC, GOST, RoHS, TÜV-GS, ISO 9241-307, EuP, NRTL",Black,20000000:1,700:1,156 mm,,LED,200 cd/m²,"18.5 """,16.77 M,1366 x 768 pixels,,N,,Unspecified,Y,,,N,336.8 mm,N,,50/60 Hz,90 - 240 V,,,,,,,,N,,,,0.5 W,15 W,Y,,5 ms,Y,,,1366 x 768,,,N,N,Y,-5 - 15 °,N,,1,90 °,50 °,2150 g,,437.4 mm,,,,,,,,,,0.3 x 0.3 mm,,0.3 W,,W-LED,,,,,100 x 100 mm,Y,,,,,Silver,,,,,,410 mm,230 mm,,47 cm,,,Y,,2800 g,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 60 kHz,,,,50 - 76 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"B2280HS-W1 - Iiyama ProLite B2280HS-1, LED monitor - Xpcpro.com",16:9,N,Y,Kensington,,,White,5000000:1,1000:1,244.5 mm,,LCD,250 cd/m²,"21.5 """,16.77 M,1920 x 1080 pixels,TNFilm,,1,Unspecified,Y,,Full HD,Y,393 mm,Y,,50/60 Hz,100 - 240 V,,,,,,,,Y,0 - 90 °,,,,21 W,,,5 ms,,,,,,-160 - 160 °,,N,,-5 - 22 °,N,,1,160 °,160 °,5100 g,,509.5 mm,,,,,,,,,,0.2482 x 0.2482 mm,,,,,,,,1,100 x 100 mm,Y,,,,,,,,,,,476.64 mm,268.11 mm,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 - 80 kHz,,1 W,,56 - 75 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,"LED185W2S-9E - V7 LED185W2S-9E LED monitor 18.5"" - Xpcpro.com",16:9,N,Y,Kensington,AC,"FCC, CE",Black,,800:1,51 mm,,LED,200 cd/m²,"18.5 """,16.77 M,1366 x 768 pixels,,,1,Unspecified,,,N,,351 mm,,,50/60 Hz,100 - 240 V,Y,,Y,Y,Y,,,,,Y,20 W,,,Y,Y,5 ms,Y,,,1366 768,720p,,,N,,,N,,1,170 °,160 °,2336 g,,444 mm,,Y,,,,,,,,,,,,,,,,,Y mm,Y,,N,,,,,,,,,409 mm,230 mm,,,,,Y,2,,,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,3 W,"RoHS, WEEE",,,,,,,,,,,,,10 - 40 °C,,Y,,117 mm,390 mm,500 mm,,,,10 - 80 %,-20 - 60 °C,,,,,,,1 pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2473HS-GB1 - Iiyama ProLite E2473HS-1 LED monitor - Xpcpro.com,16:9,N,Y,Kensington,,,Black,5000000:1,1000:1,218.5 mm,,LCD,300 cd/m²,"23.6 """,16.77 M,1920 x 1080 pixels,,,1,,Y,,,Y,418 mm,N,,50/60 Hz,100 - 240 V,,,,,,,,,,,,,22 W,,,2 ms,,,,,,,,N,,0 - 20 °,N,,1,170 °,160 °,4300 g,,556 mm,,,,,,,,,,0.2715 x 0.2715 mm,,,,,,,,2,100 x 100 mm,Y,,,,,,Y,,,,,521.3 mm,293.2 mm,,,,,,2 pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 - 82 kHz,,2 W,,55 - 76 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,E2360PDA - AOC Professional e2360Pda LED monitor - Xpcpro.com,16:9,N,Y,Kensington,"AC, Audio 3.5mm, DVI, VGA","cCSAus, CE, EuP, FCC, GOST, ISO, RoHS, TCO, TÜV-GS",Black,20000000:1,1000:1,244.5 mm,,LED,250 cd/m²,"23 "" 58.5 cm",16.77 M,1920 x 1080 pixels,,,1,Unspecified,Y,,Full HD,Y,375.2 mm,Y,,50/60 Hz,90 - 240 V,,,,,,,,Y,,,,0.5 W,,Y,,5 ms,Y,,,1920 x 1080 HD 1080,,,Y,N,Y,-15 - 15 °,N,,1,170 °,160 °,5650 g,,548.5 mm,,,,,,,,,,0.265 x 0.265 mm,,0.5 W,,W-LED,30 - 83 kHz,55 - 75 Hz,,,100 x 100 mm,Y,,,,,Silver,,,,,,,,,,,,Y,,7220 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,23MB35PM-W - LG FLATRON 23MB35PM-W LED Monitor - Xpcpro.com,16:9,N,Y,,"AC, Audio 3.5mm, DVI, VGA","TCO, UL, TUV-GS, TUV-Ergo, FCC-B, CE, EPA, ISO",White,5000000:1,1000:1,61 mm,246 mm,LED,250 cd/m²,"23 """,16.77 M,1920 x 1080 pixels,IPS,Y,1,Unspecified,,,Full HD,Y,335 mm,,366 mm,50/60 Hz,100 - 240 V,Y,,Y,,,,,,,Y,29 W,,21 W,,Y,5 ms,,,,1920 x 1080 HD 1080,,,,N,,,N,,1,178 °,178 °,4200 g,4485 g,549 mm,549 mm,,,,,,,,,0.265 x 0.265 mm,,0.3 W,,,,,,,,,,,,,Gold,,,,,,,,,,,,,2,6400 g,,0.3 W,,,1.0,,,,,,,,,,,,,,,,,,,,,,30 - 83 kHz,,2 W,,56 - 75 Hz,,,,,,,,,,,,,,,,203 mm,414 mm,625 mm,,,,,,,,Y,,,,,,,,27 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"B2280WSD-W1 - Iiyama ProLite B2280WSD-1,  LED - Xpcpro.com",16:10,N,Y,Kensington,,,Black,5000000:1,1000:1,244.5 mm,,LCD,250 cd/m²,"22 """,16.77 M,1680 x 1050 pixels,TNFilm,,1,Unspecified,Y,,,N,423.5 mm,130 mm Y,,50/60 Hz,100 - 240 V,,,,,,,,Y,0 - 90 °,,,,21 W,,,5 ms,,,,,,,,N,,-5 - 22 °,N,,1,178 °,170 °,5500 g,,512.5 mm,,,,,,,,,,0.282 x 0.282 mm,,,,,,,,,100 x 100 mm,Y,,,,,,N,,,,,473.7 mm,296.1 mm,,,,,,2 pcs,,,,-160 - 160 °,,,,,,,,,,,,,,,,,,,,,,,,24 - 80 kHz,,2 W,,55 - 75 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
,"ET.HS1HE.001 - Acer S271HL LED monitor 27"" 1920 x - Xpcpro.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DVI-D mit HDCP, HDMI mit HDCP",1.920 x 1.080,Wide 15:9/16:9/16:10,176 °,170 °,"68.6 cm 27""",,,"4,6 kg",250 cd/qm,1000 :1,,,,5 ms,digital/analog,100 x 100 mm,,,,,,,,,,,,,,schwarz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"I2267FWH - AOC I2267FWH LCD monitor 21.5"", 1920 x - Xpcpro.com",16:9,N,Y,,AC,"FCC, cTUVus, CE/CB, CCC, TUV-GS, BSMI, TCO 6.0, ISO 9241-307, EPA, Ghost, Ukraine, Win7, CEL, KC/KCC/Eup/VCCI/MPRII/REACH/CTICK/E-STANDBY/ckt/PSE/J-MOSS","Black, Silver",50000000:1,,,120.6 mm,LED,250 cd/m²,"21.5 "" 54.62 cm",16.77 M,1920 x 1080 pixels,IPS,,,Unspecified,Y,,Full HD,Y,,Y,375.6 mm,50/60 Hz,100 - 240 V,,,Y,Y,Y,,,,,,,0.5 W,40 W,,,5 ms,,,,1920 x 1080 HD 1080,1080p,,,N,,-5 - 23 °,N,,1,178 °,178 °,3480 g,5200 g,498.3 mm,498.3 mm,,,,,,,,,0.24795 x 0.24795 mm,,,,,,,,2,,Y,,,,,,,,,Horizontal,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 83 kHz,,,,55 - 75 Hz,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,"LS24C65KBWV/EN - Samsung S24C650BW LED monitor 24"" - Xpcpro.com",,N,N,,"AC, DVI, VGA",,Black,Mega Contrast,1000:1,54.2 mm,224 mm,LED,250 cd/m²,"24 """,16.77 M,1920 x 1200 pixels,,Y,,Unspecified,Y,,Full HD,,359.35 mm,Y,,50/60 Hz,100 - 240 V,,,,,,,,,,,,0.1 W,30 W,Y,Y,5 ms,Y,,,1920 x 1200 WUXGA,,,,N,Y,-3 - 25 °,N,,1,178 °,178 °,4100 g,5700 g,554.8 mm,554.8 mm,,,,,,,,,,,,,,,,,,100 x 100 mm,Y,,,,,,,,,,,,,,,,,Y,,7350 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188 mm,433 mm,628 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,LS27C45KBSU/EN - Samsung S27C450B  LED monitor  - Xpcpro.com,16:9,N,,,AC,TCO,Black,Mega Contrast,1000:1,56.7 mm,224 mm,LED,300 cd/m²,"27 """,16.77 M,1920 x 1080 pixels,,Y,,Unspecified,Y,,Full HD,,378.1 mm,Y,527.8 mm,50/60 Hz,100 - 240 V,,,Y,,,,,Y,-1 - 95 °,,,0.1 W,30 W,,Y,5 ms,,,,1920 x 1080 HD 1080,,-45 - 45 °,Y,N,Y,-3 - 25 °,,,1,170 °,160 °,4550 g,6200 g,639 mm,639 mm,,,,,,,,,0.31125 x 0.31125 mm,,,,,,,,,100 x 100 mm,Y,,,,,Gold,,,,,,,,,68.6 cm,Black,,,,8000 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UL 60950-1CSA, EN60950-1NEMKO, EN60950-1 KC , IEC60950-1, EN55022PCBC, IEC60590-1, EN55022NOM, NOM-019-SCFI-1993IRAM",,,,,,,,,,,,,,,,,187 mm,461 mm,722 mm,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
,E2483HS-B1 - Iiyama ProLite monitor  E2483HS-1  - Xpcpro.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.920 x 1.080,Wide 15:9/16:9/16:10,170 °,160 °,"61 cm 24""",,,"3,4 kg",250 cd/qm,1000 :1,TN,,,2 ms,digital/analog,100 x 100 mm,,,,,,,,,,,,,,schwarz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,"L21500WDS-9E - V7 L21500WDS LED monitor 22"" 1920 x - Xpcpro.com",16:9,N,Y,,"AC, VGA","FCC, CE, WEEE, RoHS",Black,1000000:1,,47 mm,180 mm,LED,200 cd/m²,"21.5 """,16.77 M,1920 x 1080 pixels,,N,,Unspecified,,,Full HD,,290 mm,N,366 mm,,100 - 240 V,,,Y,,,,,,,,,,,,,5 ms,,,,1920 x 1080 HD 1080,,,,N,Y,-5 - 15 °,N,,1,170 °,160 °,,3290 g,524 mm,524 mm,"Windows 7 Home Basic, Windows 8, Windows Vista Home Basic, Windows XP Home",,,,,,,,,,,,,30 - 80 kHz,55 - 75 Hz,,,100 x 100 mm,Y,,,N,,,,,,,,,,,,,,Y,2,4300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 W,,,,,,,,,Y,,,,,,,,,135 mm,357 mm,554 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
