3d compatibility,<page title>,ac power in,aspect ratio,audio input,backlight type,bluetooth,builtin camera,builtin speakers,builtin subwoofer,cable lock slot,cables included,card reader integrated,certification,colour of product,contrast ratio dynamic,contrast ratio typical,depth,display,display brightness,display diagonal,display number of colours,display resolution,display technology,dvid ports quantity,energy efficiency class,energy star certified,ethernet lan,hd type,hdcp,hdmi ports quantity,height,height adjustment,horizontal scan range,input frequency,input voltage,manual,number of loudspeakers,number of osd languages,on screen display osd,on screen display osd languages,operating relative humidity hh,operating temperature tt,pivot,pivot angle,pixel pitch,plug and play,power consumption standby,power consumption typical,power led,quick start guide,response time,separate hv sync,storage relative humidity hh,storage temperature tt,supported graphics resolutions,supported video modes,swivel angle range,swivelling,thin client installed,tilt adjustment,tilt angle,tv tuner integrated,vertical scan range,vesa mounting interfaces compatibility,vga dsub ports quantity,viewable size horizontal,viewable size vertical,viewing angle horizontal,viewing angle vertical,wall mountable,weight,width,compatible memory cards,ethernet lan rj45 ports,full hd,headphone outputs,led backlight,microphone in,package weight,packaging depth,packaging height,packaging width,product type,rms rated power,touch sensitive screen,usb 20 ports quantity,wifi,depth with stand,dimensions w x d x h with stand,display diagonal metric,display srgb,dvi port,effective viewing area,epeat compliance,headphone out,height with stand,mac operating systems supported,mean time between failures mtbf,mobile highdefinition link mhl,nonoperating altitude,onoff switch,operating altitude,package dimensions wxdxh,pc audio in,power consumption active,power consumption max,power consumption off,syncongreen sog,weight with stand,width with stand,windows operating systems supported,digital horizontal frequency,digital vertical frequency,displayports quantity,feet colour,user guide on cdrom,viewable size diagonal,power consumption powersave,standby led,display type,display viewable area hxv,power supply type,touch screen type,touchscreen technology,compliance industry standards,led indicators,quantity,relative humidity,ac adapter included,dcin jack,usb 30 ports quantity,active display area w x h,component video ypbprycbcr in,composite video in,rohs compliance,vga dsub input ports,power consumption average,display surface,compatibility,maximum screen size compatibility,minimum screen size compatibility,number of displays supported,audio output,rotating,usb version,power cord included,dimensions wxdxh,hdmi,headphone connectivity,number of products included,color gamut,omnitapps multitouch compatibility,pictureinpicture,bezel width bottom,bezel width side,bezel width top,power requirements,camera included,linux operating systems supported,ethernet lan data rates,electromagnetic compatibility,megapixel,safety,screen format adjustments,maximum resolution,placement supported,screen saving functions,height adjustment range,maximum weight capacity,pan range,rotation,glass thickness,number of colours,rs232 ports,voltage tolerance,child lock,swivel angle,mini displayport quantity,audio system,usb required,depth max,height max,mounting interface,screen size compatibility,handheld remote control,speakers,swivel webcam,input current,volume control,builtin microphone,current rating,picture enhancement,recyclable material,hdready,connection to pc,video dot rate,native resolution,composite sync,compatible operating systems,security features,viewing angle,glossy display,common interface ci,common interface plus ci,number of simultaneous touchpoints windows 7,usb powered,maximum analog resolution,cable length,interface type,annual energy consumption
,Benq BL912 - MBE,,5:4,,,,No No No,No No No,,,,,,Black Black,12000000:1,1000:1,17.8 cm,LED,250 cd/mÂ²,"48.26 cm (19"")",16.77M,1280 x 1024 pixels,,1.0,Unspecified,,,,Yes,,42.45 cm,No,,,,,,17 17,Yes Yes,,,,,,0.294 x 0.294 mm,,0.3W,18W,,,5 ms,,,,1280 x 1024 (SXGA),,,No,,,,,,100 x 100 mm,1.0,,,170Â°,160Â°,Yes,3.5 kg,41.6 cm,,,,,,,,14.2 cm 14.2 cm,48.3 cm 48.3 cm,49 cm 49 cm,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0.3W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elo TouchSystems 1739L - MBE,,5:4,,,,,No No,,,,,"UL, cUL, SEMKO, CB, CE/FCC/VCCI/C-Tick (Class B)
RoHS UL, cUL, SEMKO, CB, CE/FCC/VCCI/C-Tick (Class B)
RoHS",,,1000:1,,,220 cd/mÂ²,"43.18 cm (17"")",,1280 x 1024 pixels,,,,,,,No No,,,,31.5 - 80 kHz,,12V,,,,Yes Yes,,20 - 80%,0 - 40 Â°C,,,,,,30W,,,7.2 ms,,10 - 90%,-20 - 60 Â°C,,,,,,,,,56.3 - 75 Hz,"75 x 75, 100 x 100 mm",1.0,,,160Â°,160Â°,Yes,4 kg,,,,No,,,,,,,,,,,1.0,,,,,,,,,,,,50000h 50000h,,,,,,,,,,,,,,,,,,,,,,LCD,338 x 270 mm,DC DC,,,,,,,,,,,,,,,,,,,,,,,,,368 x 49 x 306 mm 368 x 49 x 306 mm,,,,,,,,,,,No No,,,,,,,,,,,,,,,16.7M,1.0,,,,,,,,,,,,,,,,,,,,Yes,,,1280 x 1024 1280 x 1024,,,,,,,,,,1280 x 1024 pixels 1280 x 1024 pixels,,,
,Iiyama ProLite E2278HSD-GB1 - MBE,,16:9,,,,No No No,Yes Yes Yes,,Kensington Kensington,,,,Black Black,5000000:1,1000:1,17.75 cm,LCD,250 cd/mÂ²,"54.61 cm (21.5"")",16.77M,1920 x 1080 pixels,TN+Film,1.0,,Yes,,Full HD,Yes,,36.95 cm,,30 - 80 kHz,50/60 Hz,100 - 240V,,2 2 2,,,,,,,,0.248 x 0.248 mm,,,20W,,,5 ms,Yes,,,,,,,No,,-5 - 23Â°,No No,55 - 75 Hz,100 x 100 mm,1.0,47.66 cm,26.81 cm,170Â°,160Â°,Yes,2.8 kg,51.45 cm,,,,,,,,,,,,1W 1W 1W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,DELL UltraSharp U3014 - MBE,,16:10,,,,No No No,No No No,,Yes Yes,"AC, DisplayPort, DVI, USB AC, DisplayPort, DVI, USB",,TCO,Black Black,2000000:1,1000:1,6.1 cm,LED,350 cd/mÂ²,"75.69 cm (29.8"")",1073.7M,2560 x 1600 pixels,IPS,1.0,Unspecified,Yes,,,Yes,1.0,44.92 cm,Yes,,50/60 Hz,100 - 240V,,,,,,10 - 80%,0 - 40 Â°C,,,0.25 x 0.25 mm,,0.5W,60W,,Yes Yes,6 ms,,5 - 90%,-20 - 60 Â°C,2560 x 1600 (WQXGA),,,Yes,No,Yes,,No No,,Yes,,64.13 cm,40.08 cm,178Â°,178Â°,Yes,10840g,68.97 cm,,,,,,,13650g 13650g,,,,,,,,,20.14 cm,,75.6 cm,,Yes,,Gold,,57.27 cm,,,,0 - 10668m,,0 - 5000m,,,,120W,,,,68.97 cm,,,,2.0,,,,,,,,,,,,,,,,Yes,5.0,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.8A,,,,,,,,,,,,,,,,,,,,,,
No,DELL Professional 2214H - MBE,,16:9,,,,No No No,No No No,,Yes Yes,"AC, DisplayPort, USB, VGA AC, DisplayPort, USB, VGA",,"CECP, RoHS, TCO","Black, Silver Black, Silver",2000000:1,1000:1,4.63 cm,LED,250 cd/mÂ²,"54.61 cm (21.5"")",16.77M,1920 x 1080 pixels,IPS,1.0,Unspecified,Yes,,Full HD,Yes,,30.44 cm,Yes,,50/60 Hz,100 - 240V,,,,,,10 - 80%,0 - 40 Â°C,Yes,,0.248 x 0.248 mm,,0.3W,42W,,Yes Yes,8 ms,,5 - 90%,-20 - 60 Â°C,1920 x 1080 (HD 1080),,,Yes,No,,,No No,,100 x 100 mm,1.0,47.664 cm,26.778 cm,178Â°,178Â°,Yes,3.26 kg,51.27 cm,,,,,,,7.18 kg 7.18 kg,,,,,,,4.0,,18 cm,,54.61 cm,,Yes,,Gold,,48.36 cm,,,,0 - 12191m,,0 - 5000m,,,,26W,,,,51.27 cm,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2A,,,,,,,,,,,,,,,,,,,,,,
No,Hanns.G HP196AGB LED display - MBE,,16:9,,,,,Yes Yes Yes,,Kensington Kensington,,,"CE, TCO",Black Black,8000000:1,1000:1,17.18 cm,LED,220 cd/mÂ²,"48.26 cm (19"")",16.77M,1366 x 768 pixels,TFT,,,Yes,,HD-ready,No,,33.84 cm,,,50/60 Hz,100 - 240V,,,,,"DEU, ENG, ESP, EST, FRE, ITA, RUS, SCR DEU, ENG, ESP, EST, FRE, ITA, RUS, SCR",20 - 85%,5 - 35 Â°C,,,0.3 x 0.3 mm,,0.5W,30W,Yes Yes,,5 ms,,,,1366 x 768,,,,,Yes,-5 - 15Â°,No No,,100 x 100 mm,1.0,,,160Â°,160Â°,Yes,3.35g,44.43 cm,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes Yes,,,Yes,,,0.5W,,,,,24 - 61 kHz,56 - 75 Hz,,,,,,,,,,,,,Power Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,DELL Professional P2014H - MBE,,16:9,,,,No No No,No No No,,Yes Yes,"AC, DisplayPort, USB, VGA AC, DisplayPort, USB, VGA",,TCO,"Black, Silver Black, Silver",2000000:1,1000:1,4.65 cm,LED,250 cd/mÂ²,"49.53 cm (19.5"")",16.77M,1600 x 900 pixels,IPS,1.0,Unspecified,Yes,,,Yes,,27.29 cm,Yes,,50/60 Hz,100 - 240V,,,,,,10 - 80%,0 - 40 Â°C,,,0.2712 x 0.2626 mm,,0.3W,20W,,Yes Yes,8 ms,,5 - 90%,-20 - 60 Â°C,1600 x 900,,,Yes,No,Yes,,No No,,100 x 100 mm,1.0,43.392 cm,23.634 cm,178Â°,178Â°,Yes,2.48 kg,47.05 cm,,,,,,,6.17 kg 6.17 kg,,,,,,,4.0,,18 cm,,49.4 cm,,Yes,,Gold,,46.79 cm,,,,0 - 12191m,,0 - 5000m,,,,36W,,,,47.05 cm,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5A,,,,,,,,,,,,,,,,,,,,,,
,"Philips Brilliance LCD monitor, LED backlight 221B3LPCS - MBE",,,Yes,W-LED,,No No No,Yes Yes Yes,,Kensington Kensington,,No No,"BSMI, CE-Zeichen, FCC, GOST, SEMKO, TCO 5.1, TÃœV/GS, TÃœV
Ergo, UL/cUL
RoHS",Silver Silver,20000000:1,1000:1,5.9 cm,LED,250 cd/mÂ²,"54.61 cm (21.5"")",16.77M,1920 x 1080 pixels,,1.0,Unspecified,Yes,No,Full HD,Yes,,32.3 cm,Yes 11 cm,30 - 83 kHz,50/60 Hz,100 - 240V,,2 2 2,8 8,Yes Yes,"CHI (SIMPL), DEU, ENG, ESP, FRE, ITA, POR, RUS CHI (SIMPL), DEU, ENG, ESP, FRE, ITA, POR, RUS",20 - 80%,0 - 40 Â°C,Yes,,0.248 x 0.248 mm,Yes Yes,0.1W,17.8W,,,5 ms,Yes,,-20 - 60 Â°C,1920 x 1080 (HD 1080),,,,No,Yes,-5 - 20Â°,No No,56 - 75 Hz,100 x 100 mm,1.0,47.66 cm,26.81 cm,176Â°,170Â°,Yes,3.4 kg,50.7 cm,No No,,,1.0,,,7.12 kg 7.12 kg,18.6 cm 18.6 cm,36.1 cm 36.1 cm,56.8 cm 56.8 cm,,3W 3W 3W,,2.0,No,22.7 cm,,54.6 cm,Yes,,,Gold,,48 cm,,30000h 30000h,,,,,,Yes,,,,Yes,,50.7 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,No No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No No No,,,No No No,,,,,,,,,,,,,No,No,,,,,,
,Elo TouchSystems 2401LM - MBE,,16:9,1,,,,Yes Yes,,,,,"UL/cUL, CE EN/IEC 60601-1 3rd ed., FCC Class B, VCCI, C-Tick, KC, GOST, BSMI, CCC, China RoHS, IPX1
RoHS, WEEE, CE
IPx1 UL/cUL, CE EN/IEC 60601-1 3rd ed., FCC Class B, VCCI, C-Tick, KC, GOST, BSMI, CCC, China RoHS, IPX1
RoHS, WEEE, CE
IPx1",Black Black,,3000:1,"6.1 cm (2.4"") 6.1 cm (2.4"") 6.1 cm",,270 cd/mÂ²,"60.96 cm (24"")",16.77M 16.77M,1920 x 1080 pixels,,1.0,,,,,,,"37.08 cm (14.6"") 37.3 cm 37.08 cm (14.6"")",,,,,,2 2,,,,20 - 80%,0 - 40 Â°C,,,,,,32W,,,25 ms,,10 - 90%,-20 - 60 Â°C,"640 x 350, 720 x 400, 832 x 624, 1024 x 768 (XGA), 1280 x 1024 (SXGA), 1280 x 800 (WXGA), 1360 x 768 (WXGA), 1440 x 900 (WXGA+), 1600 x 1200 (UXGA), 1680 x 1050 (WSXGA+), 640 x 480 (VGA), 800 x 600 (SVGA) 640 x 350, 720 x 400, 832 x 624, 1024 x 768 (XGA), 1280 x 1024 (SXGA), 1280 x 800 (WXGA), 1360 x 768 (WXGA), 1440 x 900 (WXGA+), 1600 x 1200 (UXGA), 1680 x 1050 (WSXGA+), 640 x 480 (VGA), 800 x 600 (SVGA)","1080i, 1080p, 720p 1080i, 1080p, 720p",,,,,,No No,,100 x 100 mm,1.0,,,178Â°,178Â°,Yes,8.8 kg,"60.71 cm (23.9"") 60.71 cm (23.9"") 60.6 cm",,,Yes,,Yes,,13.2 kg 13.2 kg,,,,,2W 2W,,,,,,,,,,,,,,50000h 50000h,,,,,711 x 267 x 508 mm 711 x 267 x 508 mm,,,,,,,,,,,,,,,,,TFT,531.4 x 298.9 mm,DC DC,,Surface acoustic wave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elo TouchSystems 1919L - MBE,,16:9,,,,,Yes Yes,,,,,"UL, cUL, NOM, CB, S-mark, CCC, VCCI, KC, KKC, BSMI, RoHS, China RoHS, WEEE, IMERC, CE UL, cUL, NOM, CB, S-mark, CCC, VCCI, KC, KKC, BSMI, RoHS, China RoHS, WEEE, IMERC, CE",Grey Grey,,1000:1,,,225 cd/mÂ²,"46.99 cm (18.5"")",,1366 x 768 pixels,,,,,,,,,,,30 - 83 kHz,50/60 Hz,100 - 240V,,2 2,,Yes Yes,,20 - 80%,0 - 40 Â°C,,,,,,18.5W,,,5 ms,,10 - 90%,-20 - 60 Â°C,,,,,,,,,50 - 75 Hz,,1.0,,,170Â°,160Â°,Yes,,,,,No,,,,9.7 kg 9.7 kg,,,,,,,1.0,,,454 x 236 x 321 mm,,,,,,,,,50000h 50000h,,0 - 12192m,,0 - 3658m,570 x 415 x 225 mm 570 x 415 x 225 mm,,,,,,6.8 kg,,,,,,,,,,,LCD,410 x 230 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No No,,,,,,,,,,,,,,,16.7M,1.0,,,,,,,,,,,,,,,,,,,,Yes,,,1366 x 768 1366 x 768,,,,,,,,,,1680 x 1050 pixels 1680 x 1050 pixels,,,
No,DELL UltraSharp U2412M - MBE,,16:10,,,,No No No,No No No,,Yes Yes,AC AC,,,Silver Silver,2000000:1,1000:1,,LED,300 cd/mÂ²,"60.96 cm (24"")",16.77M,1920 x 1200 pixels,IPS,1.0,Unspecified,Yes,,Full HD,Yes,,,Yes 11.5 cm,,50/60 Hz,100 - 240V,,,,,,10 - 80%,0 - 40 Â°C,Yes,-90 - 90Â°,0.270 x 0.270 mm,,0.5W,38W,Yes Yes,Yes Yes,8 ms,,5 - 90%,-20 - 60 Â°C,1920 x 1200 (WUXGA),,-22.5 - 22.5Â°,Yes,No,Yes,4 - 21Â°,No No,,,1.0,51.84 cm,32.4 cm,178Â°,178Â°,,3.97 kg,55.6 cm,,,,,,,7.49 kg 7.49 kg,,,,,,,1.0,,18.03 cm,,610 cm,,Yes,,Gold,,51.35 cm,,,,0 - 10668m,Yes Yes,0 - 3048m,,,,72W,,,6.24 kg,55.6 cm,,,,1.0,,,60.96 cm,,Yes Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5A,,,,,,,,,,,,,,,,,,,
No,ASUS VB198T PROFESSIONAL RANGE  19 INCH SQUARE  LED  TN  1280 X 1024  5MS  MULTIMEDIA  VGA  DVI  TILT  10 - MBE,,4:3,,,,No No No,Yes Yes Yes,,Kensington Kensington,"Audio (3.5mm), DVI, VGA Audio (3.5mm), DVI, VGA",,"UL/cUL, CB, CE, ErP, FCC, CCC, BSMI, Gost-R, C-Tick, VCCI, PSB, TCO5.2, ISO9241-307, TUV-GS/ERGO, J-MOSS, RoHS, WEEE, Windows 7 WHQL",Black Black,50000000:1,1000:1,21 cm,LED,250 cd/mÂ²,"48.26 cm (19"")",16.77M,1280 x 1024 pixels,,1.0,,Yes,,No,Yes,,40.5 cm,Yes,53 - 80 kHz,,,,2 2 2,,,,,,,,0.294 x 0.294 mm,,,27W,,Yes Yes,5 ms,,,,1280 x 1024 (SXGA),,,,No,,-5 - 20Â°,No No,50 - 76 Hz,100 x 100 mm,1.0,,,170Â°,160Â°,Yes,3.2 kg,41.3 cm,,,,,,,5.6 kg 5.6 kg,,,,,2W 2W 2W,,,,,,,,Yes,,,,,,,,,,,485 x 150 x 469 mm,Yes,,,0.2W,,,,,53 - 80 kHz,50 - 76 Hz,,,,48.3 cm,0.3W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,ASUS VK248H 24 INCH LED INTEGRATED WEBCAM 1920 X 1080 1MS MULTIMEDIA DVI DISPLAY PORT HDMI 100 X 100 VESA - MBE,,16:9,,,,Yes Yes Yes,Yes Yes Yes,,Kensington Kensington,"AC, DVI, VGA AC, DVI, VGA",,"UL/cUL, CB, CE, ErP, FCC, CCC, BSMI, Gost-R, C-Tick, VCCI, J-MOSS, PSE, RoHS, WEEE",Black Black,50000000:1,1000:1,6.15 cm,LED,250 cd/mÂ²,"60.96 cm (24"")",16.77M,1920 x 1080 pixels,,1.0,,Yes,,Full HD,,1.0,35.88 cm,,30 - 83 kHz,,,Yes Yes,2 2 2,,,,,,,,0.2768 x 0.2768 mm,,,42W,Yes Yes,Yes Yes,2 ms,,,,1920 x 1080 (HD 1080),,,,No,,20 - -5Â°,No No,50 - 76 Hz,100 x 100 mm,1.0,,,170Â°,160Â°,Yes,5 kg,56.84 cm,,,,1.0,,,7.4 kg 7.4 kg,16.1 cm 16.1 cm,47.3 cm 47.3 cm,64.1 cm 64.1 cm,,4W 4W 4W,,,,,,61 cm,,Yes,,,,,,,,,,,,Yes,,,0.5W,,,,,30 - 83 kHz,50 - 76 Hz,,,,,0.5W,Yes Yes,,,,,,,Yes Yes,,,,,,,,,,,,,,,,,,,,,,Yes Yes,3.5 mm,,,,,,,,,,,,,1 MP 1 MP 1 MP,,,,,,,,,,,,,,,,,,,,,,,,,No No No,,,,,,,,,,,,,,,,,,,,,,,
No,Acer Everyday G226HQL - MBE,,16:9,,,,No No No,No No No,,,"AC, VGA AC, VGA",,MPR II,Black Black,100000000:1,,3.6 cm,LED,250 cd/mÂ²,"54.61 cm (21.5"")",16.77M,1920 x 1080 pixels,,,Unspecified,,No,Full HD,Yes,,31.1 cm,,,50/60 Hz,100 - 240V,Yes Yes,,,Yes Yes,,,,,,,Yes Yes,0.340W,20.50W,Yes Yes,Yes Yes,8 ms,,,,1920 x 1080 (HD 1080),1080p,,,No,,,No No,,No,1.0,,,178Â°,178Â°,No,2.6 kg,51.1 cm,,,,,,,,,,,,,,,No,16.8 cm,,55 cm,,Yes,,,,36.5 cm,,,,,Yes Yes,,,,,,0.300W,,2.9 kg,51.1 cm,Yes Yes,,,,,,,,Yes Yes,,,,,,,Yes Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Acer Everyday G206HQLCb - MBE,,16:9,,,,No No No,No No No,,,VGA VGA,,MPR II,Black Black,100000000:1,,3.2 cm,LED,200 cd/mÂ²,"49.53 cm (19.5"")",16.77M,1600 x 900 pixels,,,Unspecified,,,,,,28.1 cm,No,,,110 - 220V,,,,Yes Yes,,,,,,,,0.45W,16.2W,,,5 ms,,,,1600 x 900,,,,No,Yes,,No No,,No,1.0,,,90Â°,65Â°,No,2 kg,46.6 cm,,,,,,,,,,,,,,,,16.7 cm,,49.5 cm,,,,,,33.4 cm,,,,,,,,,,,,,2.3 kg,46.6 cm,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Iiyama T2252MTS-3 - MBE,,16:9,,,,,Yes Yes,,,"AC, Audio (3.5mm), DVI, USB, VGA",,"CE, TÃœV-Bauart, GOST-R CE, TÃœV-Bauart, GOST-R",Black Black,5000000:1,1000:1,24 cm,TN+Film,220 cd/mÂ²,"55.88 cm (22"")",,1920 x 1080 pixels,,1.0,,Yes Yes,,,Yes Yes,1.0,37.75 cm,,24 - 80 kHz,50/60 Hz,100 - 240V,,2 2,,Yes Yes,,,,,,0.248 x 0.248 mm,Yes Yes,0.5W,19W,,,2 ms,Yes,,,,1080p 1080p,,,,,-9 - 22Â° -9 - 22Â°,No No,55 - 75 Hz,100 x 100 mm,1.0,,,170Â°,160Â°,Yes,5.1 kg,51.65 cm,,,Yes,1.0,Yes,,,,,,,2W 2W,,1.0,,,,54.7 cm,,,,,,,,,,,,,,,,,,,,,"Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows Vista Business, Windows Vista Business x64, Windows Vista Enterprise, Windows Vista Enterprise x64, Windows Vista Home Basic, Windows Vista Home Basic x64, Windows Vista Home Premium, Windows Vista Home Premium x64, Windows Vista Ultimate, Windows Vista Ultimate x64, Windows XP Home, Windows XP Home x64, Windows XP Professional, Windows XP Professional x64 Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows Vista Business, Windows Vista Business x64, Windows Vista Enterprise, Windows Vista Enterprise x64, Windows Vista Home Basic, Windows Vista Home Basic x64, Windows Vista Home Premium, Windows Vista Home Premium x64, Windows Vista Ultimate, Windows Vista Ultimate x64, Windows XP Home, Windows XP Home x64, Windows XP Professional, Windows XP Professional x64",24 - 80 kHz,55 - 75 Hz,,,,,,,LED,268.11 x 476.64 mm,AC AC,,,,,,,,,,,,,,,,,,,,,,,,,16.5 x 240 x 377.5 mm 16.5 x 240 x 377.5 mm,,,1 pc(s) 1 pc(s),,,,,,,,,,,,,,,,Horizontal,,,,,,,16.7M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 2,,,,,
,Elo TouchSystems 1529L - MBE,,4:3,,,,,No No,,,,,"UL/cUL, FCC-A, TÃœV-GS, CE, VCCI, C-Tick UL/cUL, FCC-A, TÃœV-GS, CE, VCCI, C-Tick",Beige Beige,,400:1,,,280 cd/mÂ²,"38.1 cm (15"")",,1024 x 768 pixels,,1.0,,,,,,,,,31 - 60 kHz,50/60 Hz,,,,,Yes Yes,,20 - 80%,0 - 40 Â°C,,,,Yes Yes,,31W,,,12 ms,,5 - 95%,-20 - 60 Â°C,,,,,,,,,56 - 75 Hz,75 x 75 mm,1.0,,,140Â°,120Â°,Yes,4.8 kg,,,,No,,,,9.6 kg 9.6 kg,,,,,,,1.0,,,,,,,,,,,,50000h 50000h,,,,,485 x 425 x 330 mm 485 x 425 x 330 mm,,,,,,,,,,,,,,,,,LCD,304 x 228 mm,,,,,,,,,,,,,,,,,,,,,,,,,,355 x 265 x 286 mm 355 x 265 x 286 mm,,,,,,,,,,90 - 265VAC 90 - 265VAC,No No,,,,,,,,,,,,,,,16.2M,1.0,,,,,,,,,,,,,,,,,,,,No,,,1024 x 768 1024 x 768,,,,,,,,,,,,,
,Elo TouchSystems 1537L - MBE,,4:3,,,,,No No,,,,,"UL, cUL, FCC, CE, TÃœV-GS, VCCI, IC, C-Tick UL, cUL, FCC, CE, TÃœV-GS, VCCI, IC, C-Tick",,,500:1,,,230 cd/mÂ²,"38.1 cm (15"")",,1024 x 768 pixels,,,,,,,No No,,,,31.5 - 60.2 kHz,,12V,,,,Yes Yes,,20 - 80%,0 - 40 Â°C,,,,,,30W,,,14.5 ms,,10 - 90%,-20 - 60 Â°C,,,,,,,,,56.3 - 75 Hz,"75 x 75, 100 x 100 mm",1.0,,,140Â°,115Â°,Yes,3 kg,,,,No,,,,4.4 kg 4.4 kg,,,,,,,1.0,,,,,,,,,,,,50000h 50000h,,,,,410 x 165 x 360 mm 410 x 165 x 360 mm,,,,,,,,,,,,,,,,,LCD,304 x 228 mm,DC DC,,,,,,,,,,,,,,,,,,,,,,,,,336 x 41 x 264 mm 336 x 41 x 264 mm,,,,,,,,,,,No No,,,,,,,,,,,,,,,16.2M,1.0,,,,,,,,,,,,,,,,,,,,No,,,1024 x 768 1024 x 768,,,,,,,,,,1024 x 768 pixels 1024 x 768 pixels,,,
,Hanns.G HT231HPB touch screen monitor - MBE,,16:9,,W-LED,,,Yes Yes,,,"AC, Audio (3.5mm), USB, VGA",,"FCC, UL/CUL, CE, CB, 3C FCC, UL/CUL, CE, CB, 3C",Black Black,80000000:1,1000:1,4.37 cm,,250 cd/mÂ²,"58.42 cm (23"")",,1920 x 1080 pixels,,,,Yes Yes,,,Yes Yes,1.0,40.77 cm,,31 - 80 kHz,50/60 Hz,100 - 240V,,2 2,,,,20 - 85%,5 - 35 Â°C,,,0.265 x 0.265 mm,Yes Yes,0.5W,26W,,,5 ms,,,,1920 x 1080 (HD 1080) 1920 x 1080 (HD 1080),1080p 1080p,,,,,10 - 60Â° 10 - 60Â°,,56 - 75 Hz,100 x 100 mm,1.0,,,170Â°,160Â°,Yes,4.68 kg,57.55 cm,,1.0,Yes,1.0,Yes,,6 kg 6 kg,9 cm,51.55 cm,63.75 cm,,3W 3W,,1.0,,,,58.4 cm,,,,,,,,,,,,,,,,,,,,,"Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64, Windows 8.1, Windows 8.1 Enterprise, Windows 8.1 Enterprise x64, Windows 8.1 Pro, Windows 8.1 Pro x64, Windows 8.1 x64 Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64, Windows 8.1, Windows 8.1 Enterprise, Windows 8.1 Enterprise x64, Windows 8.1 Pro, Windows 8.1 Pro x64, Windows 8.1 x64",,,,,,,,,LED,,,Table Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes Yes,,,,,,,,,,,,,,,,,,,,,16.7M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
