<page title>,ac power in,altezza,altezza con supporto,altezza imballo,altoparlanti incorporati,angolo di visualizzazione orizzontale,angolo di visualizzazione verticale,blocco cavo,cavi inclusi,certificazione,classe efficienza energetica,colore del prodotto,colori del display,compatibile con montaggio vesa,compatibilità 3d,consumi,consumi modalità spento,consumi modalità standby,dimensioni schermo,dot pitch,formato,fotocamera integrata,guida rapida,hdcp,inclinazione,inclinazione regolabile,indicatore led alimentazione,interruttore integrato,intervallo di scansione verticale,larghezza,larghezza con supporto,larghezza imballo,led standby,luminosità schermo,manuale dellutente,modalità video supportate,montabile a parete,peso,peso incluso imballo,peso prodotto con supporto,plug play,porta dvi,profondità,profondità con supporto,profondità imballo,quantità porte vga dsub,range di scansione orizzontale,rapporto di contrasto,rapporto di contrasto dinamico,risoluzione,risoluzioni grafiche supportate,sintonizzatore tv integrato,sistema operativo windows supportato,tecnologia display,tempo di risposta,thin client installato,thin client thin client installato no,tipologia display,tipologia hd,voltaggio di ingresso,angolo di rotazione,certificazione energy star,conformità epeat,girevole,pivot angle,quantità displayports,quantità porte dvid,quantità porte usb 20,regolazione altezza,rotazione,source datasheet,thin client thin client installato n,altoparlante cuffia spinotto di uscita,area di visualizzazione effettiva,consumi modalità risparmio energetico,frequenza di ingresso,frequenza scansione orizzontale,frequenza scansione verticale,ingresso audio per pc,intervallo di temperatura,intervallo temperatura di funzionamento,lingue osd,mtbf,numero di altoparlanti,on screen display osd,potenza in uscita rms,schermo srgb,sync hv separato,syncongreen sog,umidità relativa,dimensioni schermo cm,mobile highdefinition link mhl,altre caratteristiche source datasheet,bluetooth,collegamento ethernet lan,colore del piede,dimensione visibile orizzontale,dimensione visibile verticale,guida utente su cdrom,indicatori led,lettore di schede integrato,quantità porte hdmi,range di umidità di funzionamento,wifi,cavo alimentazione incluso,dimensione visibile diagonale,thin client,tipologia di retroilluminazione,connessione wlan,dot rate video,microfono spinotto dingresso,tipi schede di memoria,alimentazione,angolo visuale,dimensioni imballo lxpxa,dimensioni lxpxa,conforme agli standard,consumi modalità attivo,consumo energetico max,ingresso audio,materiale riciclabile,connessione cuffia,quantità porte usb 30,subwoofer incorporato,uscita audio,performance,design colore del prodotto nero,altitudine di funzionamento,altitudine di nonfunzionamento,lunghezza cavo,numero di lingue osd,umidità,microfono incorporato,display surface,sistema operativo linux supportato,compatibilità sistema operativo mac,condizioni ambientali,dimensioni lxpxa con base,compatibilità elettromagnetica,sicurezza,certificati di sicurezza certificazione energy star si,numero di prodotti inclusi,quantità,hdmi,contenuto dellimballo cavi inclusi ac vga,adattatore acdc,pictureinpicture,funzione risparmio,miglioramento dellimmagine,posizionamento supportato,risoluzione massima,certificati di sicurezza,dcin jack,altre caratteristiche quantità 1 source datasheet,megapixel,interfaccia comune,cable lock slot type,capacità totale hard disk,famiglia processore,full hd,intel antitheft technology,intel hyperthreading technology,intel identity protection technology,intel my wifi technology,intel rapid start technology,intel small business advantage sba,intel smart connect technology,intel smart response technology,intel turbo boost technology,intel visual technologies,intel vpro technology,intel wireless display technology,megapixel totali,mouse incluso,numero di core del processore,processore,quantità porte ethernet lan rj45,ram installata,retroilluminazione a led,sistema operativo incluso,supporto di memoria,tecnologia touch,tipo di ram,touch screen,velocità processore,controllo del volume,consumo energia modalità economica,convenienza,dimensioni altoparlante centrale l x a x p,ingresso segnale,materiali della confezione riciclabili,peso contenzione inclusa,peso schermo con supporto,prodotto senza piedistallo kg,regulatory approvals,risoluzione consigliata,segnale ingresso sincronizz video,smartcontrast,specificazioni ambientali,supporto lingue,networking connessione wlan n collegamento ethernet lan n,tipo di prodotto,common interface plus ci,webcam girevole,altre caratteristiche,colore,connessioni audio,mhl specification,smartresponse
Lg Electronics LG 20M35A-B 20M35A-B.AEU Planet Computer.it,Si,"28,7 cm","38,8 cm","35,7 cm",No,90°,65°,Si,AC,"UL(cUL), FCC-B, CE, EPA, TUV, EPA Gold",,Nero,"16,77M",75 x 75 mm,No,16W,"0,3W","0,3W","49,53 cm (19.5"")","0,271 x 0,262 mm",16:9,No,Si,No,3 - 20°,Si,Si,Si,56 - 75 Hz,"46,3 cm","46,3 cm","53,8 cm",Si,200 cd/m²,Si,720p,Si,"1,9 kg","3,2 kg","2,2 kg",Si,No,"9,8 cm","17,8 cm","14,3 cm",1.0,30 - 83 kHz,600:1,5000000:1,1600 x 900 Pixels,"1600 x 900, 1280 x 720 (HD 720)",No,"Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64",TN,5 ms,No,"Performance
Sistema operativo Windows supportato Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64",LED,HD-ready,100 - 240V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aoc AOC i2369Vm I2369VM Planet Computer.it,,,,,,178 °,178 °,,,,,,16.77 M,,N,,,,58.4 cm,0.265 x 0.265 mm,16:9,,,Si,,,,,50 - 76 Hz,,,,,250 cd/m²,,,,,,,,,,,,,30 - 83 kHz,1000:1,50000000:1,1920 x 1080 Pixels,1920 x 1080 (HD 1080),,,IPS,6 ms,,,LED,Full HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,,,,,509.76 mm,286.74 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asus ASUS VS207DE 90LM0010-B03170 Planet Computer.it,,"35,55 cm",,,No,90°,65°,Kensington,,,Non specificato,Nero,"16,77M",75 x 75 mm,No,"16,4W","0,5W",,"49,53 cm (19.5"")","0,270 x 0,270 mm",16:9,No,,,-5 - 20°,Si,,,,"46,8 cm",,,,200 cd/m²,,,Si,"2,59 kg",,,,No,"18,5 cm",,,1.0,,,80000000:1,1600 x 900 Pixels,,No,,,5 ms,No,,LED,,,,Si,,,,,,,No,,,,,,"0,5W",,,,,,,,,,,,,,,,"49,5 cm",,,,,,,,,,,,,,,,Thin client installato No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips Philips 244E5QHAD E-line 23.8  60.5 cm MHL LCD monitor with SmartImage lite 244E5QHAD 00 Planet Computer.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,527.04 x 296.46 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Esterna 100-240 V CA, 50/60 Hz",178º / 178º,599 x 478 x 99 mm,,,18.6 W,,,,,,,,,,,,,,,,,,,,557 x 428 x 213 mm,,,,,,,,,,,SmartImage Lite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blocco Kensington Montaggio VESA (100 x 100 mm) Accensione/spegnimento Menu Volume Ingr. SmartImage Lite,557 x 338 x 45 mm,"HDMI (digitale, HDCP) MHL-HDMI (digitale, HDCP) VGA (analogico)",100 %,5.34 kg (11.8 lbs),3.80 kg (8.38 lbs),3.44 kg (7.58 lbs),BSMI marchio CE cETLus FCC Class B GOST SASO SEMKO TCO 6 TUV/ISO9241-307 WEEE,1920 x 1080 a 60 Hz,Sincronizzazione separata Sync su verde,20.000.000:1,EnergyStar 6.0 EPEAT Silver RoHS Senza piombo Senza mercurio,Portoghese brasiliano Cecoslovacco Olandese Italiano Finlandese Francese Tedesco Greco Ungherese Italiano Giapponese Coreano Polacco Portoghese Russo Cinese semplificato Spagnolo Svedese Cinese tradizionale Turco Ucraino,,,,,,Black Cherry,Ingresso audio PC Uscita cuffia,1080p @ 30 Hz,5 ms (grigio su grigio)
Benq Benq GL2460 9H.LA6LB.RPE Planet Computer.it,,,,,,170°,160°,,,,,,"16,77M",,,,,,"60,96 cm (24"")","0,276 x 0,276 mm",16:9,,,,,,,,,,,,,250 cd/m²,,"1080i, 1080p, 720p",,,,,,,,,,,,1000:1,12000000:1,1920 x 1080 Pixels,1920 x 1080 (HD 1080),,,TN+Film,2 ms,,,LED,Full HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aoc AOC I2276VWM I2276VWM Planet Computer.it,,,,,,178°,178°,,,,,,"16,77M",,,,,,"54,61 cm (21.5"")","0,248 x 0,248 mm",16:9,,,Si,,,,,50 - 76 Hz,,,,,250 cd/m²,,,,,,,,,,,,,30 - 83 kHz,1000:1,50000000:1,1920 x 1080 Pixels,1920 x 1080 (HD 1080),,,IPS,5 ms,,,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,,,,,"47,664 cm","26,811 cm",,,,,,,,"54,6 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips Philips 272G5DYEB 272G5DYEB 00 Planet Computer.it,,"40,5 cm",58 cm,"23,4 cm",No,170°,160°,Si,,"RoHS, CE, BSMI, GOST, PSB, SASO, SEMKO",Non specificato,Nero,"16,77M",100 x 100 mm,Si,"27,5W","0,5W","0,5W","68,58 cm (27"")","0,311 x 0,311 mm",16:9,No,,,-5 - 20°,Si,,,30 - 150 Hz,"63,9 cm","63,9 cm",75 cm,,300 cd/m²,,,Si,5 kg,11300g,"7,8 kg",Si,,"6,4 cm","24,2 cm",49 cm,,30 - 160 kHz,1000:1,,1920 x 1080 Pixels,,No,Si,LCD/TFT,5 ms,,,LED,Full HD,100 - 240V,-65 - 65°,Si,Argento,Si,0 - 90°,1.0,,,Si 15 cm,Si,,,,"597,6 x 336,15 mm",,50/60 Hz,,,,-20 - 60 °C,0 - 40 °C,"CHI (SIMPL), CHI (TR), CZE, DEU, DUT, ENG, ESP, FIN, FRE, GRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR","30,000h",,Si,,Si,,,,"68,6 cm",,,,,,,,,"Operation, Stand-by",,,20 - 80%,,,,,W-LED,,,,,,,,,,,,,,,4.0,,,,,0 - 3658m,0 - 12192m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Area di visualizzazione effettiva 597,6 x 336,15 mm",,,,
Philips Philips 223V5LHSB 223V5LHSB 00 Planet Computer.it,Si,316 mm,376 mm,414 mm,N,170 °,160 °,Kensington,,"RoHS, BSMI, CE, FCC B, GOST, PSB, SASO, SEMKO, TCO, TUV/ISO9241-307, cETLus, WEEE",Non specificato,Nero,16.77 M,100 x 100 mm,N,15.85 W,0.5 W,0.5 W,54.6 cm,0.248 x 0.248 mm,16:9,N,,Si,-5 - 20 °,Si,Si,Si,,503 mm,503 mm,555 mm,Si,250 cd/m²,,,Si,2.35 kg,3.87 kg,2.61 kg,Si,N,50 mm,213 mm,107 mm,1.0,,1000:1,10000000:1,1920 x 1080 Pixels,1920 x 1080 (HD 1080),N,"Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8",,5 ms,N,,LED,Full HD,100 - 240 V,,Si,Argento,N,,,,,N,N,.,"Dimensioni e peso
Profondità (con supporto) 213 mm
Altezza (con supporto) 376 mm
Larghezza (con supporto) 503 mm
Larghezza imballo 555 mm
Altezza imballo 414 mm
Profondità imballo 107 mm
Peso prodotto con supporto 2.61 kg
Profondità 50 mm
Larghezza 503 mm
Altezza 316 mm
Peso incluso imballo 3.87 kg
Peso 2.35 kg",,476.64 x 268.11 mm,,50/60 Hz,30 - 83 kHz,56 - 76 Hz,,-20 - 60 °C,0 - 40 °C,"CZE, DEU, DUT, ENG, ESP, FIN, FRE, HUN, ITA, JPN, KOR, POL, POR, SWE, TUR, UKR",30000 h,,Si,,Si,Si,Si,,,,,N,N,,476.64 mm,268.11 mm,,Si,N,1.0,20 - 80 %,,,546 mm,,,N,,,N,,,555 x 107 x 414 mm,,,,,,,,,,,,,0 - 3658 m,0 - 12192 m,,19.0,,,,,Si,"Altitudine di non-funzionamento 0 - 12192 m
Intervallo temperatura di funzionamento 0 - 40 °C
Intervallo di temperatura -20 - 60 °C
Range di umidità di funzionamento 20 - 80 %
Altitudine di funzionamento 0 - 3658 m",503 x 213 x 376 mm,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,
Samsung Samsung S22C450M LS22C45KMSV EN Planet Computer.it,,301.9 mm,425.35 mm,393 mm,Si,170 °,160 °,,"Audio (3.5mm), DVI, VGA","TCO, UL, CSA, TUV, GB, IEC",Non specificato,Nero,16.77 M,100 x 100 mm,N,24 W,,0.1 W,"558.8 mm (22 "")",0.248 x 0.248 mm,16:9,N,Si,N,-3 - 25 °,Si,,Si,,504.3 mm,504.3 mm,577 mm,,250 cd/m²,Si,,Si,3.05 kg,5.95 kg,4.5 kg,,Si,55.45 mm,210 mm,185 mm,1.0,,1000:1,Contrasto Mega,1920 x 1080 Pixels,1920 x 1080 (HD 1080),N,,TN+Film,5 ms,N,,LED,Full HD,100 - 240 V,-45 - 45 °,Si,Oro,Si,-1 - 95 °,,1.0,,,Si,.,,,,,50/60 Hz,,,,,10 - 40 °C,,,2.0,,2 W,,,,,,,"Thin Client
Thin client installato N",,,,,,,,,,10 - 80 %,,,,,,,,,,,,,,,,,Si,,,,,Si,,"Connettività
Ingresso audio Si
Uscita audio Si
Porta DVI Si
Quantità porte VGA (D-Sub) 1
Quantità porte DVI-D 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips Philips 240P4QPYEB 240P4QPYEB 00 Planet Computer.it,Si,388 mm,550 mm,457 mm,Si,178 °,178 °,Kensington,,"RoHS, BSMI, CE, FCC B, GOST, SEMKO, TCO 6.0, TUV Ergo, TUV/GS, UL/cUL, WEEE",Non specificato,Nero,16.77 M,100 x 100 mm,N,7.1 W,,0.2 W,61 cm,0.270 x 0.270 mm,16:10,N,,Si,-5 - 20 °,Si,Si,Si,,555 mm,555 mm,632 mm,Si,300 cd/m²,,,Si,4.64 kg,9.8 kg,6.97 kg,Si,Si,65 mm,244 mm,286 mm,1.0,,1000:1,20000000:1,1920 x 1200 Pixels,1920 x 1200 (WUXGA),N,"Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8",IPS,14 ms,N,,LED,Full HD,100 - 240 V,-65 - 65 °,Si,Oro,Si,0 - 90 °,1.0,1.0,4.0,130 mm Si,Si,.,,1,518.4 x 324 mm,14 W,50/60 Hz,24 - 94 kHz,48 - 85 Hz,Si,-20 - 60 °C,0 - 40 °C,"CHI (SIMPL), DEU, ENG, ESP, FRE, ITA, POR, RUS",30000 h,2.0,Si,3 W,Si,Si,Si,,,,,N,N,Nero,518.4 mm,324 mm,,Si,,,20 - 80 %,,,610 mm,,W-LED,N,,,,,,632 x 286 x 457 mm,,,,,,25 %,,,N,,,,0 - 3658 m,0 - 12192 m,,8.0,,,,,,"Altitudine di non-funzionamento 0 - 12192 m
Intervallo temperatura di funzionamento 0 - 40 °C
Intervallo di temperatura -20 - 60 °C
Range di umidità di funzionamento 20 - 80 %
Altitudine di funzionamento 0 - 3658 m",555 x 244 x 550 mm,,,,,,,,,N,,SmartImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Digitale,,,,,,,,,,,,,,,,,,,,,,,
Aoc AOC g2460Pqu G2460PQU Planet Computer.it,,393.6 mm,,,Si,170 °,160 °,Kensington,"Audio (3.5mm), DVI, USB, VGA","CE, EuP, FCC, GOST, ISO 9241 - 307, RoHS, TCO 5.0, TUV-GS, NRTL",Non specificato,Nero,16.77 M,100 x 100 mm,N,25 W,0.3 W,0.5 W,61 cm,0.276 x 0.276 mm,16:9,N,,Si,-5 - 15 °,Si,,,55 - 122 Hz,565.4 mm,,,,350 cd/m²,,,Si,6.54 kg,8.55 kg,,Si,Si,244.58 mm,,,1.0,30 - 140 kHz,1000:1,20000000:1,1920 x 1080 Pixels,1920 x 1080 (HD 1080),N,,,1 ms,,,LED,Full HD,90 - 240 V,,Si,Oro,Si,,1.0,1.0,4.0,130 mm Si,Si,.,,1,,,50/60 Hz,,,,,,,,,,,,,,,,,,,,,531.36 mm,298.89 mm,Si,,,1.0,,,,,,W-LED,,,,,,,,,,,,,,,,,Si,,"Connettività
Uscita audio Si
Quantità porte USB 2.0 4
Altoparlante / Cuffia / spinotto di uscita 1
Porta DVI Si
Quantità porte VGA (D-Sub) 1
Quantità porte DVI-D 1
Quantità porte HDMI 1
Quantità DisplayPorts 1",,,,,,,,,,,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC monitor,,,,,,,
Aoc AOC e719Sda E719SDA Planet Computer.it,Si,326.7 mm,,,Si,170 °,160 °,Kensington,,"CE, EuP, GOST, RoHS, TCO´06, TÜV-Bauart",Non specificato,"Nero, Argento",16.77 M,100 x 100 mm,N,25 W,0.5 W,0.5 W,43.2 cm,0.264 x 0.264 mm,5:4,N,,Si,-5 - 20 °,Si,,,,371.6 mm,,,,250 cd/m²,,,Si,3.06 kg,4.61 kg,,,Si,58.9 mm,,,1.0,,1000:1,20000000:1,1280 x 1024 Pixels,1280 x 1024 (SXGA),N,,,5 ms,N,,LED,N,110 - 240 V,,,Argento,N,,,1.0,,N,N,.,,,,,50/60 Hz,30 - 83 kHz,50 - 76 Hz,,,,,,1.0,Si,,,,,,,,,,,,337.9 mm,270.3 mm,,,,,,,,432 mm,,,,140 MHz,,,,,,,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aoc AOC M2870VQ M2870VQ Planet Computer.it,Si,,"45,18 cm","49,2 cm",Si,178°,178°,Kensington,"AC, Audio (3.5mm), HDMI, VGA","CE, Energy Star 6.0, EPEAT Silver, EuP, GOST, ISO 9241-307, RoHS, TCO 6.0, TÜV-GS",Non specificato,Nero,"16,77M",100 x 100 mm,No,27W,"0,5W","0,5W","71,1 cm","0,311 x 0,311 mm",16:9,,,Si,-5 - 25°,Si,Si,Si,,"66,51 cm","66,51 cm","73,8 cm",Si,300 cd/m²,,1080p,Si,,"7,3 kg","5,3 kg",No,Si,,"24,19 cm","13,7 cm",1.0,,1000:1,50000000:1,1920 x 1080 Pixels,1920 x 1080 (HD 1080),,,WVA,5 ms,No,,LED,Full HD,100 - 240V,,Si,Argento,No,,1.0,1.0,,No,No,,,,,,50 Hz,30 - 83 kHz,50 - 76 Hz,,,,,,,Si,,,,,,,,"Thin Client
Thin client installato No",No,No,,"59,789 cm","33,631 cm",Si,Si,,1.0,,No,,,,W-LED,,,,,,,,,,,,,,,,,,,"Contenuto dell'imballo
Cavi inclusi AC, Audio (3.5mm), HDMI, VGA
Guida utente su CD-ROM Si",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips Philips 241P4QPYKES Display Full HD P-line da 61 cm  24   Monitor LCD AMVA,,352 mm,518 mm,442 mm,Si,178 °,178 °,Kensington,AC,"EPEAT Gold, TCO, RoHS, BSMI, CE, FCC, GOST, SASO, SEMKO, TUV, TUV/GS, UL/cUL, WEEE",,Argento,16.77 M,100 x 100 mm,N,23.4 W,,0.1 W,61 cm,0.276 x 0.276 mm,16:9,Si,Si,Si,-5 - 20 °,,Si,Si,56 - 75 Hz,565 mm,565 mm,605 mm,Si,250 cd/m²,Si,,Si,4.2 kg,8.8 kg,6.4 kg,Si,,55 mm,220 mm,252 mm,1.0,30 - 83 kHz,5000:1,20000000:1,1920 x 1080 Pixels,1920 x 1080 (HD 1080),N,Si,,6 ms,N,,LCD,Full HD,100 - 240 V,-65 - 65 °,Si,,,-90 - 90 °,1.0,1.0,3.0,130 mm,Si,.,"Altre caratteristiche
Source data-sheet .",1,,15 W,50/60 Hz,,,,-20 - 60 °C,0 - 40 °C,"CHI (SIMPL), DEU, ENG, ESP, FRE, ITA, POR, RUS",30000 h,2.0,Si,3 W,Si,Si,Si,20 - 80 %,,,,,,,531.4 mm,298.9 mm,,Si,,,,,,610 mm,,W-LED,,,Si,,,,,,,,,Si,,,,,,,,,,,8.0,,Si,,,Si,,,,,,,,,,,,,,,,"Certificazione Energy Star Si
Certificazione EPEAT Gold, TCO, RoHS, BSMI, CE, FCC, GOST, SASO, SEMKO, TUV, TUV/GS, UL/cUL, WEEE",,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,
"Philips Philips 226V4LAB V-line 54,6 cm  21,5   Monitor LCD con retroilluminazione a LED 226V4LAB 00 Planet Computer.it",,320 mm,388 mm,396 mm,Si,170 °,160 °,Kensington,,,Non specificato,Nero,16.77 M,100 x 100 mm,N,19.15 W,,0.5 W,54.6 cm,0.248 x 0.248 mm,16:9,N,,Si,-5 - 20 °,,Si,,56 - 75 Hz,514 mm,514 mm,567 mm,Si,250 cd/m²,,,Si,3 kg,4.55 kg,3.34 kg,Si,Si,48 mm,213 mm,124 mm,1.0,30 - 83 kHz,1000:1,10000000:1,1920 x 1080 Pixels,1920 x 1080 (HD 1080),N,,,5 ms,N,,LED,Full HD,100 - 240 V,,Si,Argento,,,,1.0,,,,.,,,,,50/60 Hz,,,Si,-20 - 60 °C,0 - 40 °C,"CHI (SIMPL), DEU, ENG, ESP, FRE, ITA, POR, RUS, TUR",30000 h,2.0,Si,4 W,Si,Si,Si,20 - 80 %,,,,,,,476.64 mm,268.11 mm,,,,,,,,,,W-LED,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung Samsung S24C450M LS24C45KMSV EN Planet Computer.it,Si,"33,32 cm",,"18,8 cm",Si,170°,160°,,"AC, VGA",,Non specificato,Nero,"16,77M",100 x 100 mm,No,30W,,"0,1W","60,96 cm (24"")","0,27 x 0,27 mm",16:9,No,Si,,-3 - 25°,Si,Si,,,"56,54 cm","56,54 cm","63,9 cm",Si,250 cd/m²,,,Si,"3,5 kg","6,6 kg","5,2 kg",,Si,"5,67 cm","22,4 cm","40,7 cm",1.0,,1000:1,Contrasto Mega,1920 x 1080 Pixels,1920 x 1080 (HD 1080),No,,TN,5 ms,No,,LED,Full HD,100 - 240V,-45 - 45°,Si,,Si,-1 - 95°,,,,Si,Si,,,,,,50/60 Hz,,,,,10 - 40 °C,,,2.0,,2W,,,,,,,"Thin Client
Thin client installato No",,,,,,,,,,10 - 80%,,,,,,,,,,,,,,,,,Si,,,,,Si,,"Connettività
Ingresso audio Si
Uscita audio Si
Porta DVI Si
Quantità porte VGA (D-Sub) 1
AC (power) in Si",,,,,,,,,,,,,,"Ergonomia
Montabile a parete Si
Regolazione altezza Si
Angolo di rotazione -45 - 45°
Inclinazione -3 - 25°
Rotazione Si
Indicatore (LED) alimentazione Si
LED Stand-by Si
Compatibile con montaggio VESA 100 x 100 mm
Girevole Si
Pivot angle -1 - 95°
Inclinazione regolabile Si",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung Samsung S27C650D LS27C65UDS EN Planet Computer.it,,378.1 mm,532.8 mm,187 mm,N,178 °,178 °,N,"USB, VGA","UL, CSA, TUV, NEMKO, KC, CCC, GB, GOST, IEC60950-1, SIQ, PCBC, NOM, SASO",Non specificato,Nero,16.77 M,100 x 100 mm,N,,,,68.6 cm,0.31125 x 0.31125 mm,16:9,N,Si,,-3 - 25 °,Si,Si,Si,,639 mm,639 mm,722 mm,Si,300 cd/m²,Si,,Si,4.5 kg,8.05 kg,6.2 kg,Si,,56.7 mm,224 mm,461 mm,1.0,,5000:1,Contrasto Mega,1920 x 1080 Pixels,1920 x 1080 (HD 1080),N,,MVA,4 ms,N,,LED,Full HD,100 - 240 V,-45 - 45 °,Si,Oro,Si,-1 - 95 °,1.0,1.0,1.0,130 mm Si,Si,.,"Altre caratteristiche
Source data-sheet .
Numero di prodotti inclusi 1 pezzi
Funzione risparmio Si
Posizionamento supportato Orizzontale/Verticale
Dimensioni (LxPxA) con base 639 x 224 x 532.8 mm
Dimensioni imballo (LxPxA) 722 x 461 x 187 mm
Area di visualizzazione effettiva 597.6 x 336.15 mm
Dimensioni (LxPxA) 639 x 56.7 x 378.1 mm",,597.6 x 336.15 mm,,50/60 Hz,,,,,0 - 40 °C,,,,,,,,,,,,,N,N,,597.6 mm,336.15 mm,,Si,,,10 - 80 %,,,,,,N,,N,,,,722 x 461 x 187 mm,639 x 56.7 x 378.1 mm,,,,N,,,,,N,,,,,1.5 m,,,,,,,"Intervallo temperatura di funzionamento 0 - 40 °C
Range di umidità di funzionamento 10 - 80 %",639 x 224 x 532.8 mm,"FCC, V-3, KCC, C-Tick, CCC",,,1 pezzi,,,,,N,Si,,Orizzontale/Verticale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lg Electronics LG 23MP65HQ-P 23MP65HQ-P.AEU Planet Computer.it,,,,,,178°,178°,,,,,,"16,77M",,No,,,,"58,42 cm (23"")","0,24795 x 0,24795 mm",16:9,,,Si,,,,,56 - 75 Hz,,,,,250 cd/m²,,,,,,,,,,,,,30 - 83 kHz,,5000000:1,1920 x 1080 Pixels,1920 x 1080 (HD 1080),,,IPS,5 ms,,,LED,Full HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
