<page title>,aspect ratio,audio,backlight,brightness,click image to enlarge,colours,contrast ratio,displayports,dvid ports,dynamic contrast ratio,ean,gross weight,hdmi ports,headphone jacks,height adjustment,horizontal viewing angle,input connector,input power source,keywords,line in jacks,manufacturer,model number,normal power consumption,package contents,package height,package length,package type,package width,pivot,pixel pitch,product code,product group,product height,product height without stand,product length,product length without stand,product name,product width,product width without stand,recommend resolution,response time,royal mail compliance,screen size,screen type,speakers,special features,standby power consumption,swivel lr,tilt angle,unit colour front,unit colour rear,unit colour stand,usb 20 downstream ports,usb 20 upstream ports,usb 30 downstream ports,usb 30 upstream ports,vertical viewing angle,vga ports,wall mount,warranty direct with manufacturer,web address,compliance,max resolution,net weight,screen features,upc,horizontal frequency range,vertical frequency range,view angle,energy star,viewable display area,unit colour,web camera,product weight,product weight without stand,audio outputs,operation environment,displayports out
"AOC e2770She 27"" Widescreen LED Black Monitor (1920x1080/5ms/VGA/2xHDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£143.99
Â£172.79 inc VAT
44 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,,"20, 000, 000:1",4038986183987.0,6.90Kg,2.0,,,170Â°,,Power Lead,"Monitors, LCD, LED, 27"", 16:9, 5ms, HDMI, Eco, e-Saver, i-Menu, screen+, Kensington",,AOC,E2770SHE,37W,"Monitor, UK Power lead, VGA lead, Support Disk",13cm,71cm,Retail,49cm,,0.3114mm,NEX-109385,Monitors,449.3mm,,241.9mm,,"AOC e2770She 27"" Widescreen LED Black Monitor (1920x1080/5ms/VGA/2xHDMI)",642.4mm,,1920 x 1080,5ms,Not Compliant,"27""",LCD,,"Eco Mode, e-Saver, i-Menu, screen+, Kensington Security Lock",0.5W,,-5Â°/15Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, EPEAT Gold, EuP, GOST, ISO 9241-307, RoHS, TCO 6.0, TÃV-GS",1920 x 1080,,Full HD,,30kHz - 83kHz,50Hz - 76Hz,,6.0,597.89mm x 336.31mm,,,,,,,
"AOC g2460Pg 24"" Widescreen TN LED Black Monitor (1920x1080/1ms/DP/G-SYNC) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,350 cd/mÂ²,"Â£323.10
Â£387.72 inc VAT
87 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,1.0,,"80, 000, 000:1",4038986144797.0,8.44Kg,,,130mm,170Â°,,Power Lead,"Monitors, 24"", 16:9, 1ms, Height Adjustment, Display Port, Kensington, G-SYNC, USB, VESA",,AOC,G2460PG,27.7W,"Monitor, Manual, UK Power lead, DisplayPort lead",19cm,69cm,Retail,42cm,Yes,0.276mm,NEX-110442,Monitors,393.6mm,,244.6mm,,"AOC g2460Pg 24"" Widescreen TN LED Black Monitor (1920x1080/1ms/DP/G-SYNC)",565.4mm,,1920 x 1080,1ms (GTG),Not Compliant,"24""",TN,,"NVIDIA G-Sync Gaming model - 144Hz, Height Adjustment, Eco Mode, e-Saver, i-Menu, Kensington Security Lock, Screen+",0.5W,Yes,-5Â°/22Â°,Black,Black,Black,2.0,1.0,3.0,1.0,160Â°,,VESA 100mm x 100mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, EPEAT Gold, TCO 6.0, Ukrain Safety, TÃV-GS, GOST, RoHS",1920 x 1080,,NVIDIA G-SYNC,,,,,6.0,531.36mm x 298.89mm,,,6.54Kg,,,,
"BENQ DL2215 21.5"" Wide LED Glossy Black Monitor (1920x1080/5ms/VGA/DVI-D) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,200 cd/mÂ²,"Â£76.27
Â£91.53 inc VAT
279 Available
Available for next day delivery if ordered before 5pm",16.7 Million,600:1,,1.0,,4718755051067.0,3.9Kg,,,,90Â°,,Power Lead,"Monitors, 21.5"", 16:9, 1920x1080, LED, LCD, 5ms, Full HD, 1080p",,BENQ,DL2215,20.7W,"Monitor, UK Power Lead, Manual, Support Disk",12cm,57cm,Retail,42cm,,0.248mm,NEX-109459,Monitors,369mm,,55mm,,"BENQ DL2215 21.5"" Wide LED Glossy Black Monitor (1920x1080/5ms/VGA/DVI-D)",515mm,,1920 x 1080,5ms,Not Compliant,"21.5""",LCD,,"Full HD 1080p 16:9 Visual Perfection, Windows 8 compatible, Energy Star Qualified",0.5W,,-5Â°/20Â°,Glossy Black,Black,Glossy Black,,,,,65Â°,1.0,VESA,2 years on-site SWAP,www.benq.co.uk,,1920 x 1080,2.8Kg,Full HD,,,,,6.0,,,,,,,,
"BENQ GW2760HS 27"" Wide VA LED Glossy Black Multimedia Monitor (1920x1080/4ms/VGA/DVI-D/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 1W,LED,300 cd/mÂ²,"Â£165.32
Â£198.39 inc VAT
0 Available
Due: 10/11/00",16.7 Million,3000:1,,1.0,"20, 000, 000:1",4718755042201.0,5.90Kg,1.0,1.0,,178Â°,,Power Lead,"Monitors, VA, LED, HDMI, 27"", 16:9, 1920x1080, 4ms, HDMI, Headphone, Speaker, VESA, Slim",1.0,BENQ,GW2760HS,27W,"Monitor, Quick start guide, UK Power Lead, Support Disk",13.1cm,70.2cm,Retail,44.6cm,,0.311mm,NEX-109548,Monitors,472mm,367mm,191mm,51mm,"BENQ GW2760HS 27"" Wide VA LED Glossy Black Multimedia Monitor (1920x1080/4ms/VGA/DVI-D/HDMI)",623mm,623mm,1920 x 1080,4ms (GTG),Not Compliant,"27""",VA,Integrated,"Fashionably Slim for Your Viewing Pleasure, VA LED Leads the Way, Flicker-free Backlight for Visual Pleasure, Reading Mode for an Optimized Reading Experience, Improved Eco Mode for Higher Energy Efficiency",0.3W,,-5Â°/15Â°,Glossy Black,Black,Glossy Black,,,,,178Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,TCO6.0,1920 x 1080,4.50Kg,Full HD,,,,,,,,,,,,,
"BENQ GL2450HT 24"" Wide LED Glossy Black Multimedia Monitor (1920x1080/2ms/VGA/DVI-D/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 2W,LED,250 cd/mÂ²,"Â£134.68
Â£161.61 inc VAT
73 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"12, 000, 000:1",4718755046001.0,6.90Kg,1.0,1.0,110mm,170Â°,,Power Lead,"Monitors, LCD, LED, 24"", 1920x1080, 2ms, HDMI, VESA, Swivel, Speaker, Pivot, High Adjustment",1.0,BENQ,GL2450HT,23W,"Monitor, Quick Start Guide, UK Power Lead, Support Disk",23cm,68.4cm,Retail,42.2cm,90Â°,0.276mm,NEX-109550,Monitors,392mm,350mm,213mm,63mm,"BENQ GL2450HT 24"" Wide LED Glossy Black Multimedia Monitor (1920x1080/2ms/VGA/DVI-D/HDMI)",579mm,579mm,1920 x 1080,2ms (GTG),Not Compliant,"24""",LCD,Integrated,"Sophisticated Harmony With Layering Design, Height Adjustment Stand (HAS), Senseye Technology, Perfecting Your Audiovisual Enjoyment with Speakers",0.3W,+45Â°/-45Â°,-5Â°/15Â°,Glossy Black,Black,Glossy Black,,,,,160Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,TCO 5.2,1920 x 1080,5.10Kg,,,,,,,,,,,,,,
"ASUS PB298Q 29"" Widescreen AH-IPS Black Multimedia Monitor (2560x1080/5ms/VGA/HDMI/DP/DVI-D) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",21:9,,LED,300 cd/mÂ²,"Â£333.83
Â£400.59 inc VAT
15 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,1.0,1.0,"8, 000, 000:1",4716659479635.0,11.7Kg,1.0,1.0,150mm,178Â°,,Power Lead,"Monitors, AH-IPS, LED, Ultra-wide, 21:9, 2560 x 1080, Multitasking, Ergonomic, Tilt, Swivel, Pivot, Height Adjustment, VESA, Wall Mounting, HDMI, Stereo, Speakers",1.0,ASUS,PB298Q,31.7W,"Monitors, Cable Clamp, Dual-link DVI lead, Audio lead, UK Power cord, DisplayPort lead, Quick start guide, HDMI lead",18cm,79cm,Retail,52cm,90Â°,0.2628mm,NEX-109020,Monitors,376mm,319.7mm,218mm,62.5mm,"ASUS PB298Q 29"" Widescreen AH-IPS Black Multimedia Monitor (2560x1080/5ms/VGA/HDMI/DP/DVI-D)",700mm,700mm,2560 x 1080,5ms (GTG),Not Compliant,"29""",AH-IPS,,"Ultra-wide 21:9 2560 x 1080 resolution, AH-IPS display with 178Â° wide-view angle, Designed for Multitasking, Ergonomic 4-way Adjustable Design",0.5W,+60/-60,-5Â°/20Â°,Black,Black,Black,,,,,178Â°,,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"BSMI, CB, CCC, CE, C-Tick, CU, EPEAT (Gold) by region, ErP, FCC, PSE, RoHS, TCO6.0, UL/cUL, VCCI, WEEE, WHQL (Windows 8, Windows 7)",2560 x 1080,8.50Kg,,886227479634.0,26kHz - 83kHz,24Hz - 76Hz,,5.0,,,,,,,,
"ASUS VS197DE 18.5"" Widescreen LED Black Monitor (1366 x 768/5ms/VGA) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,200 cd/mÂ²,"Â£67.34
Â£80.81 inc VAT
0 Available
Due: 31/10/14",16.7 Million,600:1,,,"50, 000, 000:1",4716659339700.0,3.9Kg,,,,90Â°,,Power Lead,"Monitors, LCD, LED, 18.5"", 5ms, VESA, VESA Wall Mounting, Wall Mount, Widescreen, 16:9, 75x75mm",,ASUS,VS197DE,17W,"Monitor, VGA cable, UK Power cord, Quick start guide",11cm,49.5cm,Retail,42cm,,0.300mm,NEX-107398,Monitors,368mm,301mm,185mm,45mm,"ASUS VS197DE 18.5"" Widescreen LED Black Monitor (1366 x 768/5ms/VGA)",446mm,446mm,1366 x 768,5ms,Not Compliant,"18.5""",LCD,,"Superior Image Quality Meets Classic Elegant Design, Excellent Visual Performance, Versatile viewing positions with Smart View Technology, Splendid Video Intelligence Technology",0.5W,,-5Â°/20Â°,Black,Black,Black,,,,,50Â°,1.0,VESA 75mm x 75mm,3 Years On Site,www.asus.com,"BSMI, CB, CCC, CE, C-Tick, ErP, FCC, Gost-R, J-MOSS, PSB, RoHS, UL/cUL, VCCI, WEEE, WHQL (Windows 7, Windows Vista)",1366 x 768,2.6Kg,,886227339709.0,30kHz - 80kHz,55Hz - 75Hz,,5.0,,,,,,,,
"AOC g2460Fq 24"" Widescreen LED Black Multimedia Monitor (1920x1080/1ms/VGA/DVI/HDMI/DP) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,350 cd/mÂ²,"Â£170.94
Â£205.13 inc VAT
65 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,1.0,1.0,"80, 000, 000:1",4038986144537.0,5.45Kg,1.0,,,170Â°,,Power Lead,"Monitor, 24"", 16:9, 1ms, 1920x1080, 16.7M, HDMI, DisplayPort, Speakers, Kensington, VESA, Screen+, Eco Mode, e-Saver, i-Menu",,AOC,G2460FQ,22W,"Monitor, UK Power lead, VGA lead, HDMI lead, Audio lead, DisplayPort lead, Support Disk",13cm,62cm,Retail,47cm,,0.276mm,NEX-110692,Monitors,411.6mm,,219.3mm,,"AOC g2460Fq 24"" Widescreen LED Black Multimedia Monitor (1920x1080/1ms/VGA/DVI/HDMI/DP)",565.4mm,,1920 x 1080,1ms (GTG),Not Compliant,"24""",TN,Integrated,"Audio out, Display Port Input, Eco Mode, e-Saver, i-Menu, Kensington Security Lock, screen+, VESA 100mm",0.5W,,-5Â°/20Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, EPEAT Gold, FCC, GOST, ISO 9241-307, RoHS, TCO 6.0, TÃV-GS, Ukrain Safety",1920 x 1080,4.16Kg,Full HD,,30KHz - 160KHz,50Hz - 146Hz,,6.0,531.36mm x 298.89mm,,,,,,,
"AOC i2272Pwhut/BK 21.5"" Wide IPS Black Multimedia Monitor (1920x1080/VGA/2xHDMI/Touch/Webcam) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 2W,LED,250 cd/mÂ²,"Â£200.99
Â£241.19 inc VAT
16 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,,"50, 000, 000:1",4038986124157.0,6.46Kg,2.0,1.0,,178Â°,,Power Lead,"Monitors, 21.5"", Touch, IPS, LED, 5ms, 1920x1080, Speaker, HDMI, MHL, Webcam, 10 point, Headphone",,AOC,I2272PWHUT/BK,45W,"Monitor, UK Power lead, VGA lead, HDMI lead, Audio lead, USB lead, Support Disk",14.9cm,63cm,Retail,42.4cm,,0.24825mm,NEX-109653,Monitors,355mm,,47.1mm,,"AOC i2272Pwhut/BK 21.5"" Wide IPS Black Multimedia Monitor (1920x1080/VGA/2xHDMI/Touch/Webcam)",561.9mm,,1920 x 1080,5ms (GTG),Not Compliant,"21.5""",IPS,Integrated,"Webcam, 10 point touch, Audio out, e-Saver, Eco Mode, Headphone out, i-Menu, Kensington Security Lock, Screen+",5W,,+15/+57,Glossy Black/Silver,Glossy Black,Silver,2.0,1.0,3.0,1.0,178Â°,1.0,VESA 75mm x 75mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, EuP, GOST, ISO 9241-307, NRTL, RoHS, TUV-Bauart, Ukraine Safety, WEEE",1920 x 1080,5.03Kg,Touch Screen,,30KHz - 83KHz,50Hz - 76Hz,,,476.64mm x 268.11mm,,Integrated,,,,,
"BENQ VW2235H 21.5"" Wide VA LED Glossy White Monitor (1920x1080/4ms/VGA/DVI-D/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£95.75
Â£114.90 inc VAT
37 Available
Available for next day delivery if ordered before 5pm",16.7 Million,3000:1,,1.0,Infinity,4718755048081.0,5.00Kg,1.0,1.0,,178Â°,,Power Lead,"Monitors, 21.5"", 16:9, 1920x1080, VA, LED, 4ms, HDMI, Senseye, Reading Mode, M-book, K Locker, Slim Bezel, Phone/Card Docking",,BENQ,VW2235H,28W,"Monitor, Manual, UK Power Lead, Support Disk, Holder for your mobile phone and cards",12cm,56.7cm,Retail,40.5cm,,0.248mm,NEX-109096,Monitors,392mm,304mm,193mm,61mm,"BENQ VW2235H 21.5"" Wide VA LED Glossy White Monitor (1920x1080/4ms/VGA/DVI-D/HDMI)",513mm,513mm,1920 x 1080,4ms,Not Compliant,"21.5""",VA,,"Deep Blacks and Minimized Light Leakage, True 8-bit Color Performance, 178Â°/178Â° Wide-Viewing Angles, Flicker-free Backlight for Visual Pleasure",0.3W,,-5Â°/20Â°,Glossy White,Glossy White,Glossy White,,,,,178Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,TCO 6.0,1920 x 1080,3.90Kg,Full HD,,,,,,,,,,,,,
"ASUS VS228NE 21.5"" Widescreen LED Black Monitor (1920x1080/5ms/VGA/DVI-D) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,200 cd/mÂ²,"Â£94.15
Â£112.98 inc VAT
6 Available
Available for next day delivery if ordered before 5pm",16.7 Million,600:1,,1.0,"50, 000, 000:1",4716659502425.0,5.90Kg,,,,90Â°,,Power Lead,"Monitors, LCD, LED, 21.5"", 1920x1080, 5ms, VESA, Wall Mounting, 100x100mm, Kensington lock, Full HD, 1080p",,ASUS,VS228NE,21.1W,"Monitor, DVI lead, VGA lead, UK Power lead, Quick setup guide",12.5cm,56cm,Retail,44cm,,0.248mm,NEX-109018,Monitors,386.3mm,,200mm,,"ASUS VS228NE 21.5"" Widescreen LED Black Monitor (1920x1080/5ms/VGA/DVI-D)",514.1mm,,1920 x 1080,5ms,Not Compliant,"21.5""",LCD,,"Superior Image Quality Meets Classic Elegant Design, True-to-life Pictures Powered by LED, Full HD 1080p Support, Versatile viewing positions with Smart View Technology, Aspect Control function, Splendid Video Intelligence Technology",0.5W,,-5Â°/20Â°,Black,Black,Black,,,,,65Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"BSMI, CB, CCC, CE, C-Tick, EK, EPEAT (Gold) by region, ErP, FCC, Gost-R, J-MOSS, PSB, PSE, RoHS, UL/cUL, VCCI, WEEE, WHQL (Windows 8, Windows 7)",1920 x 1080,3.80Kg,Full HD,886227502424.0,30kHz - 80kHz,55Hz - 75Hz,,6.0,,,,,,,,
"BENQ GL2460HM 24"" Wide LED Glossy Black Multimedia Monitor (1920x1080/2ms/VGA/DVI-D/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 1W,LED,250 cd/mÂ²,"Â£115.85
Â£139.02 inc VAT
243 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"12, 000, 000:1",,5.7Kg,1.0,1.0,,170Â°,,Power Lead,"Monitors, LCD, LED, LED Backlight, 24"", 1920 x 1080, 2ms, 2ms (GTG), DVI-D, HDMI, Speakers, VESA, VESA Wall Mounting, Wall Mount, Widescreen",1.0,BENQ,GL2460HM,23W,"Monitor, VGA Lead, Audio Lead, UK Power Lead, Manual",12cm,65cm,Retail,41.5cm,,0.276mm,NEX-107950,Monitors,434mm,333mm,194mm,54mm,"BENQ GL2460HM 24"" Wide LED Glossy Black Multimedia Monitor (1920x1080/2ms/VGA/DVI-D/HDMI)",565mm,565mm,1920 x 1080,2ms (GTG),Not Compliant,"24""",LCD,Integrated,"Slim Bezel 16mm, Brilliant Image Quality, Reading Mode for an Optimized Reading Experience, Improved Eco Mode for Higher Energy Efficiency, Perfecting Your Audiovisual Enjoyment with Speakers, Senseye 3 Visual Solution to Your Everyday Viewing Needs",0.3W,,-5Â°/20Â°,Glossy Black,Black,Glossy Black,,,,,160Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,TCO 6.0,1920 x 1080,4.3Kg,Full HD,4718755045295.0,,,,,,,,,,,,
"BENQ GL2460 24"" Wide LED Glossy Black Monitor (1920x1080/2ms/VGA/DVI-D) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£104.36
Â£125.24 inc VAT
493 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"12, 000, 000:1",4718755045288.0,5.7Kg,,,,170Â°,,Power Lead,"Monitors, LCD, LED, 1920 x 1080, 24"", 2ms, 2ms (GTG), 16:9, DVI-D, Full HD, LCD, LED, LED Backlight, VESA, VESA Wall Mounting, Wall Mount, Widescreen",,BENQ,GL2460,23W,"Monitor, Manual, UK Power Lead, Support Disk, VGA Lead",12cm,65cm,Retail,41cm,,0.276mm,NEX-107949,Monitors,434mm,333mm,194mm,54mm,"BENQ GL2460 24"" Wide LED Glossy Black Monitor (1920x1080/2ms/VGA/DVI-D)",565mm,565mm,1920 x 1080,2ms (GTG),Not Compliant,"24""",LCD,,"Slim Bezel 16mm, Brilliant Image Quality, Full HD 1080p 16:9 Visual Perfection, Reading Mode for an Optimized Reading Experience, Improved Eco Mode for Higher Energy Efficiency, Senseye 3 Visual Solution to Your Everyday Viewing Needs",0.3W,,-5Â°/20Â°,Glossy Black,Black,Glossy Black,,,,,160Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,TCO 6.0,1920 x 1080,4.3Kg,Full HD,,,,,,,,,,,,,
"BENQ XL2411Z 24"" Wide LED Black Monitor (1920x1080/1ms/VGA/DVI/HDMI/3D-ready) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,350 cd/mÂ²,"Â£233.62
Â£280.34 inc VAT
0 Available
Due: 22/10/14",16.7 Million,1000:1,,1.0,"12, 000, 000:1",4718755051579.0,8.5Kg,1.0,1.0,130mm,170Â°,,Power Lead,"Monitors, 24"", 16:9, 1920 x 1080, 1ms, HDMI, Flicker-free, Senseye, HDCP, VESA, Swivel, Tilt, Pivot, High Adjustment, K Locker, 3D, NVIDIA, 3D Vision 2",,BENQ,XL2411Z,36W,"Monitor, UK Power lead",25.1cm,65.2cm,Retail,42cm,90Â°,0.276mm,NEX-109911,Monitors,431mm,347mm,222.6mm,63mm,"BENQ XL2411Z 24"" Wide LED Black Monitor (1920x1080/1ms/VGA/DVI/HDMI/3D-ready)",570mm,570mm,1920 x 1080,1ms (GTG),Not Compliant,"24""",TN,,"Built for the Ultimate Victory, Motion Blur Reduction, Low Blue Light as Eye Safety Precautionary Measure, Gaming Refresh rate Optimization Management (100/120/144Hz), Gaming-comfort Flicker-free Technology, NVIDIA 3D Vision 2 with Complete Connectivity",0.5W,-45Â°/45Â°,-5Â°/20Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,,,6.0Kg,"Full HD, NVIDIA 3D Vision 2 Ready",,,,,,,,,,,,,
"ASUSPRO PB278Q 27"" Wide LED Black Multimedia Monitor (2560x1440/5ms/VGA/DVI-D/DisplayPort/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 3W,LED,300 cd/mÂ²,"Â£442.34
Â£530.81 inc VAT
3 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,1.0,1.0,"80, 000, 000:1",4716659236511.0,12Kg,1.0,1.0,120mm,178Â°,,Power Lead,"Monitors, LED, IPS, PLS, 27"", 16:9, WQHD, 5ms, HDMI, Widescreen, Wall Mount",1.0,ASUS,PB278Q,60W,"Monitor, DisplayPort cable, HDMI cable, Dual-link DVI cable, VGA cable, UK Power cord, Audio cable, Quick start guide",22cm,75cm,Retail,46.5cm,90Â°,0.233mm,NEX-106964,Monitors,552mm,386.2mm,218mm,69.6mm,"ASUSPRO PB278Q 27"" Wide LED Black Multimedia Monitor (2560x1440/5ms/VGA/DVI-D/DisplayPort/HDMI)",643mm,643mm,2560 x 1440,5ms (GTG),Not Compliant,"27""",PLS,Integrated,"mpeccable lifelike visuals with 27Â 16:9 2560 x 1440 with 100% sRGB 178Â° wide-viewing angle, Ergonomic tilt, swivel, pivot, and height adjustment plus smart cable management",0.5W,+60Â°/-60Â°,-5Â°/20Â°,Black,Black,Black,,,,,178Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"TCO 5.2, UL/cUL, CB, CE, ErP, FCC, CCC, BSMI, Gost-R, C-Tick, VCCI, J-MOSS, RoHS, Windows 7 WHQL, HDMI, DP, PSE",2560 x 1440,8.8Kg,,886227236510.0,24kHz - 89kHz,50Hz - 75Hz,,5.0,,,,,,,,
"BENQ GL955A 18.5"" Wide LED Glossy Black Monitor (1366x768/5ms/VGA) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,200 cd/mÂ²,,16.7 Million,600:1,,,"12, 000, 000:1",4718755039706.0,3.9Kg,,,,90Â°,,Power Lead,"Monitors, LCD, LED, 18.5"", 16:9, Glossy Black, VESA, VESA Wall Mounting, Wall Mount, Widescreen",,BENQ,GL955A,11W,"Monitor, Manual, UK Power Lead, Support Disk, VGA Lead",11cm,52.5cm,Retail,36.5cm,,0.300mm,NEX-107400,Monitors,362mm,282mm,164mm,57mm,"BENQ GL955A 18.5"" Wide LED Glossy Black Monitor (1366x768/5ms/VGA)",459mm,459mm,1366 x 768,5ms,Not Compliant,"18.5""",LCD,,"Brilliant Image Quality, 12M:1 Ultra High Dynamic Contrast for Depth and Definition, Superior Response Time, Senseye Technology",0.3W,,-5Â°/15Â°,Glossy Black,Black,Glossy Black,,,,,50Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,,1366 x 768,2.8Kg,,,,,,5.0,,,,,,,,
"AOC i2369Vm 23"" Wide IPS LED Black Multimedia Monitor (1920x1080/6ms/VGA/2xHDMI/DP) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£120.65
Â£144.78 inc VAT
0 Available
Due: 30/11/50",16.7 Million,1000:1,1.0,,"50, 000, 000:1",4038986142090.0,5.5Kg,2.0,,,178Â°,,Power Lead,"Monitors, 23"", IPS, LED, LED Backlight, Multimedia, 1920x1080, 6ms, VGA, HDMI, DisplayPort, Energy Star, 16:9",,AOC,I2369VM,33W,"Monitor, UK Power lead, Support Disk",13.5cm,60cm,Retail,47cm,,0.265mm,NEX-107844,Monitors,398mm,,204mm,,"AOC i2369Vm 23"" Wide IPS LED Black Multimedia Monitor (1920x1080/6ms/VGA/2xHDMI/DP)",531.4mm,,1920 x 1080,6ms (GTG),Not Compliant,"23""",IPS,Integrated,"Eco Mode, e-Saver, i-Menu, Kensington Security Lock, MHL, screen+",0.5W,,-5Â°/15Â°,Silver and Black,Black,Silver and Black,,,,,178Â°,1.0,VESA 75mm x 75mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,,1920 x 1080,,,,30kHz - 83kHz,50Hz - 76Hz,,5.0,509.76mm x 286.74mm,,,,,,,
"Dust-Off Monitor Wipes Office Pack - 200 Wipes : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",,,,,,,,,,,,0.64Kg,,,,,,,,,DUST OFF,88159/DMHJ,,200 Sealed Foil Packs,,,Retail,,,,NEX-15741,Monitors,,,,,Dust-Off Monitor Wipes Office Pack - 200 Wipes,,,,,,,,,AntiStatic Monitor Wipes are ideal for cleaning LCD Screens.,,,,,,,,,,,,,,1 Year,www.dust-off.com,,,,,,,,,,,,,,,,,
"ASUS VS228DE 21.5"" Widescreen LED Black Monitor (1920x1080/5ms/VGA) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,200 cd/mÂ²,"Â£74.04
Â£88.85 inc VAT
0 Available
Due: 24/10/14",16.7 Million,600:1,,,"50, 000, 000:1",4716659478003.0,5.90Kg,,,,90Â°,,Power Lead,"Monitors, LCD, LED, Wide Screen, 21.5"", 16:9, 1920x1080, Full HD, 1080P, 5ms, VESA, 100x100mm, Kensington lock",,ASUS,VS228DE,21.1W,"Monitor, VGA lead, UK Power lead, Quick setup guide",13cm,56cm,Retail,44cm,,0.248mm,NEX-109017,Monitors,443mm,,130mm,,"ASUS VS228DE 21.5"" Widescreen LED Black Monitor (1920x1080/5ms/VGA)",556mm,,1920 x 1080,5ms,Not Compliant,"21.5""",LCD,,"Superior Image Quality Meets Classic Design, True-to-life Pictures Powered by LED, Full HD 1080p Support, Versatile viewing positions with Smart View Technology, Aspect Control function, Splendid Video Intelligence Technology",0.5W,,-5Â°/20Â°,Black,Black,Black,,,,,65Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"BSMI, CB, CCC, CE, C-Tick, EK, EPEAT (Gold) by region, ErP, FCC, Gost-R, J-MOSS, PSB, PSE, RoHS, UL/cUL, VCCI, WEEE, WHQL (Windows 8, Windows 7)",1920 x 1080,3.80Kg,Full HD,886227478002.0,30kHz - 80kHz,55Hz - 75Hz,,6.0,,,,,,,,
