3d compatibility,<page title>,aspect ratio,backlight type,bluetooth,builtin camera,builtin speakers,cable lock slot,certification,colour of product,compliance industry standards,contrast ratio dynamic,contrast ratio typical,depth,depth with stand,display,display brightness,display diagonal,display diagonal metric,display number of colours,display resolution,display srgb,display technology,energy efficiency class,energy star certified,epeat compliance,hd type,height,height adjustment,height with stand,horizontal scan range,input frequency,input voltage,led indicators,mac operating systems supported,mean time between failures mtbf,nonoperating altitude,number of loudspeakers,on screen display osd,on screen display osd languages,onoff switch,operating altitude,operating relative humidity hh,operating temperature tt,package weight,packaging depth,packaging height,packaging width,pivot,pivot angle,pixel pitch,plug and play,power consumption powersave,power consumption standby,power consumption typical,response time,rms rated power,separate hv sync,source datasheet,storage temperature tt,supported graphics resolutions,swivel angle range,swivelling,syncongreen sog,thin client installed,tilt adjustment,tilt angle,tv tuner integrated,usb 20 ports quantity,usb 30 ports quantity,vertical scan range,vesa mounting interfaces compatibility,vga dsub ports quantity,viewable size horizontal,viewable size vertical,viewing angle horizontal,viewing angle vertical,wall mountable,weight,weight with stand,width,width with stand,wifi,windows operating systems supported,dvid ports quantity,hdcp,relative humidity,ac power in,dvii ports quantity,headphone out,manual,standby led,storage relative humidity hh,audio input,hdmi,hdmi ports quantity,supported video modes,builtin subwoofer,cables included,card reader integrated,digital horizontal frequency,digital vertical frequency,displayports quantity,placement supported,power consumption max,power led,video dot rate,viewable size diagonal,pc audio in,power consumption off,quick start guide,number of osd languages,component video ypbprycbcr in,svideo inputs quantity,headphone connectivity,microphone in,package dimensions wxdxh,rs232 ports,dvi port,ethernet lan,pictureinpicture,dimensions w x d x h with stand,dimensions wxdxh,handheld remote control,composite sync,composite video in,power requirements,common interface ci,safety,display surface,screen format adjustments,power cord included,quantity,audio output,linux operating systems supported,dcin jack,display viewable area hxv,number of products included,screen saving functions,bezel width side,builtin microphone,feet colour,mobile highdefinition link mhl,maximum resolution,volume control,effective viewing area,compatible memory cards,analog signal format system,common interface plus ci,product type,picture enhancement,ac adapter included
No,Viewsonic Value Series VA2349S - MrHighTech Shop,,,,No No No,,Kensington Kensington,,Black Black,,20000000:1,1000:1,395.1 mm,,LCD,250 cd/m²,"584.2 mm (23 "")",,,1920 x 1080 pixels,,LCD,Unspecified,Yes,Silver,Full HD,213.5 mm,,,,50/60 Hz,100 - 240 V,,Yes Yes,,,,,,,,10 - 90 %,0 - 40 °C,,,,,,,,,,,22 W,5 ms,,,. .,,1920 x 1080 (HD 1080),,,,No,,,No No,,,,100 x 100 mm,1.0,,,178 °,178 °,Yes,4 kg,,548.4 mm,,,Yes Yes,1.0,No,,Yes,,,,,,,,,1080p,,,,24 - 82 kHz,50 - 75 Hz,,,,,,,,,Yes Yes,,,,,,,,Yes,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Philips 273V5LHSB - MrHighTech Shop,16:9,W-LED,,,,Kensington Kensington,"RoHS, Lead-free, Mercury Free",Black Black,"BSMI, CE Mark, FCC Class B, GOST, PSB, SASO, SEMKO, TCO certified, TUV/ISO9241-307, cETLus, WEEE",10000000:1,1000:1,57 mm,240 mm,LED,300 cd/m²,"685.8 mm (27 "")",68.6 cm,16.77 M,1920 x 1080 pixels,Yes,LCD/TFT,Unspecified,Yes,Silver,Full HD,398 mm,,471 mm,30 - 83 kHz,50/60 Hz,100 - 240 V,"Operation, Stand-by Operation, Stand-by",,30.000 h 30.000 h,,,Yes Yes,"CHI (SIMPL), CZE, DEU, DUT, ENG, ESP, FIN, FRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR CHI (SIMPL), CZE, DEU, DUT, ENG, ESP, FIN, FRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR",Yes Yes,,20 - 80 %,0 - 40 °C,6.17 kg,139 mm,482 mm,698 mm,,,0.311 x 0.311 mm,Yes Yes,,0.5 W,23.14 W,5 ms,,Yes,. .,-20 - 60 °C,,,,Yes,,Yes,,,,,56 - 75 Hz,100 x 100 mm,1.0,597.88 mm,336.31 mm,170 °,160 °,Yes,4 kg,4.53 kg,646 mm,646 mm,,,,,,Yes,,,,,,,,1.0,,,,,,,,,,,,,,0.3 W,,,,,,,,,,,,,,,,,,,,,,,1 1,,,,,,,,,,,,,,,,,,,
No,Acer G G236HLBbid - MrHighTech Shop,16:9,,No,No No,No No,,MPR II,Black Black,,100000000:1,,169.2 mm,,LED,200 cd/m²,"584.2 mm (23 "")",58.5 cm,16.77 M,1920 x 1080 pixels,,TN+Film,,Yes,,Full HD,383.7 mm,No,,30 - 80 kHz,50/60 Hz,100 - 240 V,Yes Yes,Yes Yes,30000 h 30000 h,,,,,Yes Yes,,0 - 40 %,10 - 80 °C,,,,,No,,0.265 x 0.265 mm,Yes Yes,,0.53 W,23.9 W,5 ms,,,. .,-20 - 60 °C,1920 x 1080 (HD 1080),,No,,No,Yes,-5 - 15 °,No,,,55 - 75 Hz,No,1.0,509.8 mm,286.8 mm,100 °,90 °,,2.4 kg,,548 mm,,No,Yes Yes,1.0,Yes,,Yes,,,Yes Yes,Yes Yes,5 - 90 %,,Yes Yes,1.0,"1080p, 720p",,AC AC,,,,,Horizontal Horizontal,,Yes Yes,,,,,Yes Yes,,,,,,,,,No,,,,,,,,,,,,,,,Yes Yes,,,1 pcs 1 pcs,,,,,,,,,,,,,,
No,ASUS PQ321QE - MrHighTech Shop,16:9,,No,No No,Yes Yes,Kensington Kensington,,Black Black,,,800:1,,256 mm,,350 cd/m²,"800.1 mm (31.5 "")",80.1 cm,1073.7 M,3840 x 2160 pixels,,,Unspecified,,,4K Ultra HD,,Yes,489 mm,,50/60 Hz,100 - 240 V,,,,,2 2,,,,,,,,,,,,,0.182 x 0.182 mm,,6 W,,,8 ms,2 W 2 W,,. .,,3840 x 2160,,,,No,,,No,,,,200 x 200 mm,,,,176 °,176 °,Yes,13 kg,,,750 mm,,,,Yes,,,,,Yes Yes,,,,,,,,"DisplayPort, RS-232 DisplayPort, RS-232",,,,1.0,,93 W,,,,Yes,1 W,,,,,3.5 mm,,,1.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AG Neovo X-15W White - MrHighTech Shop,,,,No No,No No,Kensington Kensington,"UL/CUL,TUV/Baurt, CB, GOST-R, FCC, CE, BSMI, WEEE, RoHS, Vista/Basic",White White,"DCC 2B, DCC/CI",,,155 mm,,,320 cd/m²,"381 mm (15 "")",,,1024 x 768 pixels,,,,Yes,,,359 mm,,,30 - 60 kHz,,,,,50000 h 50000 h,,,,,,,10 - 90 %,0 - 40 °C,7 kg,217 mm,445 mm,477 mm,,,0.297 x 0.297 mm,Yes Yes,,2 W,36 W,4 ms,,,,-20 - 60 °C,,,,,,,0 - 20 °,No,,,56 - 75 Hz,100 x 100 mm,1.0,,,140 °,125 °,,4.8 kg,,380 mm,,,,1.0,,,,,,,,5 - 95 %,,,,,,,,,,,,,,,381 mm,,1 W,,,,,,,,,,,,,,,,,"100-240V, 50/60Hz",,,,,,,,,,,,,,,,,,,,,,,,,
No,HP Z22i - MrHighTech Shop,16:9,,,No No No,No No No,Yes Yes,,Black Black,,5000000:1,1000:1,51 mm,237 mm,LED,250 cd/m²,"546.1 mm (21.5 "")",54.6 cm,16.77 M,1920 x 1080 pixels,,IPS,Unspecified,Yes,,Full HD,309 mm,,460 mm,,50/60 Hz,90 - 264 V,Yes Yes,,,,,Yes Yes,,Yes Yes,,20 - 80 %,5 - 35 °C,,,,,,,0.248 x 0.248 mm,Yes Yes,,0.5 W,26 W,8 ms,,,. .,,1920 x 1080 (HD 1080),0 - 360 °,Yes,,No,Yes,-5 - 30 °,No No,3.0,,,,1.0,,,178 °,178 °,,5.82 kg,,509 mm,509 mm,No,Yes Yes,1.0,Yes,,Yes,,,Yes Yes,Yes Yes,,,,,1080p,,"AC, DisplayPort, USB, VGA AC, DisplayPort, USB, VGA",,,,1.0,,31 W,Yes Yes,,,,,Yes Yes,,,,,,,,Yes,No,,,,,,,,,,Matt,,,,,Yes Yes,,,,,,,,,,,,,,,,,
,Philips 223V5LSB - MrHighTech Shop,16:9,W-LED,,No No,No No,Kensington Kensington,"RoHS, Lead-free, Mercury Free",Black Black,,10000000:1,1000:1,50 mm,213 mm,LED,250 cd/m²,"546.1 mm (21.5 "")",54.6 cm,16.77 M,1920 x 1080 pixels,Yes,LCD/TFT,Unspecified,Yes,Silver,Full HD,316 mm,,376 mm,30 - 83 kHz,50/60 Hz,100 - 240 V,"Operation, Stand-by Operation, Stand-by",,30.000 h 30.000 h,,,Yes Yes,"CHI (SIMPL), CHI (TR), CZE, DEU, DUT, ESP, FIN, FRE, GRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR CHI (SIMPL), CHI (TR), CZE, DEU, DUT, ESP, FIN, FRE, GRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR",Yes Yes,,20 - 80 %,0 - 40 °C,3.87 kg,107 mm,414 mm,555 mm,,,0.248 x 0.248 mm,Yes Yes,,0.5 W,15.64 W,5 ms,,Yes,. .,-20 - 60 °C,,,,Yes,No,,,No,,,56 - 76 Hz,100 x 100 mm,1.0,476.64 mm,268.11 mm,170 °,160 °,Yes,2.35 kg,2.61 kg,503 mm,503 mm,,,1.0,,,Yes,,,,,,,,,,,,,,,,,,,,,,0.5 W,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Viewsonic LED LCD VX2370SMH-LED LED display - MrHighTech Shop,16:9,,No,,Yes Yes Yes,,"CE,CB, BSMI, SASO, C-tick, e-standby, KC, UL/cUL,FCC-B (including ICES003), NOM, GOST-R/Hygienic, UkrSEPRO, Erp, CCC, China Energy, SVHC",Black Black,,30000000:1,1000:1,179.5 mm,,LCD,250 cd/m²,"584.2 mm (23 "")",,16.77 M,1920 x 1080 pixels,,IPS,Unspecified,,Silver,Full HD,409 mm,,,24 - 83 kHz,50/60 Hz,100 - 240 V,Yes Yes,Yes Yes,,,2 2 2,Yes Yes,,Yes Yes,,10 - 80 %,10 - 40 °C,6.1 kg,177 mm,476 mm,587 mm,,,,Yes Yes,,,27 W,7 ms,3 W 3 W 3 W,Yes,. .,-20 - 60 °C,1920 x 1080 (HD 1080),,,,No,,-5 - 20 °,No No,,,50 - 76 Hz,,1.0,,,178 °,178 °,,3.9 kg,,532.6 mm,,No,Yes Yes,1.0,Yes,,Yes,,,Yes Yes,Yes Yes,5 - 90 %,Yes,Yes Yes,1.0,,,"AC, HDMI, VGA AC, HDMI, VGA",,,,,,,Yes Yes,,,,,Yes Yes,,,,,,,,,,,,,,,,,,"RoHS, WEEE",,,,,Yes,Yes Yes,,,1 pcs 1 pcs,,,,,,,,,,,,,,
,iiyama ProLite E1706S-1 - MrHighTech Shop,5:4,,,No No,,Kensington Kensington,"CE, TÜV-GS, VCCI-B, TCO '03",Black Black,DDC 2B,20000:1,800:1,190 mm,,,250 cd/m²,"431.8 mm (17 "")",,,1280 x 1024 pixels,,,,Yes,,,382.5 mm,,,24 - 80 kHz,,,,Yes Yes,,,,,,,,10 - 80 %,5 - 35 °C,,,,,,,0.264 x 0.264 mm,Yes Yes,,1 W,20 W,2 ms,2 W 2 W,Yes,. .,-20 - 60 °C,,,,,,,-5 - 20 °,No,,,55 - 75 Hz,100 x 100 mm,1.0,,,170 °,155 °,,3.6 kg,,371.5 mm,,,,1.0,Yes,,,,,Yes Yes,,5 - 85 %,Yes,,,,,,,,,,,,,,430 mm,,,,,,,3.5 mm,,,,,,,,,,,,"AC 100 - 240 V, 50/60 Hz",,,,,,,,,,270.3 x 337.9 mm 270.3 x 337.9 mm,,,,,,,,,,,,,,,
,Philips 221B3LPCS/02 LED display - MrHighTech Shop,,W-LED,,No No,Yes Yes,Kensington Kensington,"BSMI, CE-Zeichen, FCC, GOST, SEMKO, TCO 5.1, TÜV/GS, TÜVErgo, UL/cULRoHS",Silver Silver,,20000000:1,1000:1,59 mm,227 mm,LED,250 cd/m²,"546.1 mm (21.5 "")",54.6 cm,16.77 M,1920 x 1080 pixels,Yes,,Unspecified,Yes,Gold,Full HD,323 mm,Yes,480 mm,30 - 83 kHz,50/60 Hz,100 - 240 V,,,30000 h 30000 h,,2 2,Yes Yes,"CHI (SIMPL), DEU, ENG, ESP, FRE, ITA, POR, RUS CHI (SIMPL), DEU, ENG, ESP, FRE, ITA, POR, RUS",,,20 - 80 %,0 - 40 °C,7.12 kg,186 mm,361 mm,568 mm,Yes,,0.248 x 0.248 mm,Yes Yes,,0.1 W,17.8 W,5 ms,3 W 3 W,Yes,. .,-20 - 60 °C,1920 x 1080 (HD 1080),,,Yes,No,Yes,-5 - 20 °,No,2.0,,56 - 75 Hz,100 x 100 mm,1.0,476.6 mm,268.1 mm,176 °,170 °,Yes,3.4 kg,,507 mm,507 mm,No,,1.0,Yes,,,,1,,,,Yes,No No,,,,,No No,,,,,,,,,Yes,,,8 8,,,,,,,,No,,,,,,,,No,,,,,,Yes,,,,,,,No No,,,,,,No No,,No,,,
No,ASUS VE247T - MrHighTech Shop,16:9,,,No No No,Yes Yes Yes,Kensington Kensington,"CEL, UL/cUL, CB, CE, EuP, FCC, CCC, BSMI, Gost-R, C-Tick, VCCI, PSB, J-MOSS",Black Black,,1000:1,,201 mm,,LED,300 cd/m²,"599.4 mm (23.6 "")",59.9 cm,16.77 M,1920 x 1080 pixels,,,Unspecified,Yes,,Full HD,409.7 mm,,,30 - 83 kHz,,,,,,,2 2 2,,,Yes Yes,,,,7.1 kg 7.1 kg,175 mm 175 mm,480 mm 480 mm,638 mm 638 mm,,,0.272 x 0.272 mm,,1 W,,,2 ms,2 W 2 W 2 W,,,,1920 x 1080 (HD 1080),,,,No,,-5 - 20 °,No No,,,50 - 76 Hz,100 x 100 mm,1.0,,,170 °,160 °,Yes,4.4 kg,,569.4 mm,,,,1.0,No,,,,,Yes Yes,Yes Yes,,,,,1080p,,AC AC,,30 - 83 kHz,50 - 76 Hz,,,35 W,Yes Yes,,,,,Yes Yes,,,,,,,,,,,,,,,,,,"RoHS, WEEE",,,,,,,,,,,,,,,,,,,,,,,
No,ASUS MX279H LED display - MrHighTech Shop,16:9,,,No No No,Yes Yes Yes,Kensington Kensington,"BSMI, CB, CCC, CE, C-Tick, ErP, FCC, Gost-R, J-MOSS, PSE, RoHS, UL/cUL, VCCI, WEEE,","Black, Silver Black, Silver",,80000000:1,1000:1,225.2 mm,,LED,250 cd/m²,"685.8 mm (27 "")",68.6 cm,16.77 M,1920 x 1080 pixels,Yes,IPS,Unspecified,Yes,,Full HD,441.3 mm,No,,,50/60 Hz,100 - 240 V,,,,,2 2 2,,,Yes Yes,,,,8 kg 8 kg,114 mm 114 mm,537 mm 537 mm,700 mm 700 mm,,,0.311 x 0.311 mm,,0.5 W,,37 W,5 ms,6 W 6 W 6 W,,,,1920 x 1080 (HD 1080),,,,No,,20 - -5 °,No No,,,,No,1.0,,,178 °,178 °,No,5.2 kg,,622.6 mm,,,"Windows 7 Home Premium, Windows 8 Windows 7 Home Premium, Windows 8",,Yes,,,,,,,,,,2.0,,,"AC, Audio (3.5mm), VGA AC, Audio (3.5mm), VGA",,30 - 80 kHz,56 - 76 Hz,,,,Yes Yes,,,Yes,0.5 W,Yes Yes,,,,3.5 mm,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,Digital Digital,,,,,,,
No,Wortmann AG TERRA LED 2770W - MrHighTech Shop,16:9,,,No No,Yes Yes,,"CE, EN 60950",Black Black,,50000000:1,,48 mm,200 mm,LCD,400 cd/m²,"685.8 mm (27 "")",68.6 cm,1070 M,2560 x 1440 pixels,,IPS,Unspecified,Yes,,Full HD,413 mm,No,475 mm,,50/60 Hz,100 - 240 V,,,,,,,,,,,,,,,,No,,0.2331 x 0.2331 mm,Yes Yes,,0.5 W,52 W,6 ms,,,,,"2048 x 1152, 2560 x 1440, 1920 x 1080 (HD 1080)",,,,No,Yes,0 - 20 °,No,,,,100 x 100 mm,1.0,,,178 °,178 °,Yes,7.3 kg,,650 mm,650 mm,,,1.0,Yes,,,,1,Yes Yes,,,,,1.0,,,"AC, Audio (3.5mm), DVI AC, Audio (3.5mm), DVI",,,,1.0,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LG 29EA73-P - MrHighTech Shop,21:9,,,No No No,Yes Yes Yes,,,Black Black,,5000000:1,,68.5 mm,208.5 mm,LED,300 cd/m²,"736.6 mm (29 "")",,16.77 M,2560 x 1080 pixels,,IPS,Unspecified,,,,318 mm,,387 mm,,,100 - 240 V,,Yes Yes,,,2 2 2,,,,,,,,,,,,,,,,,48 W,5 ms,14 W 14 W 14 W,,. .,,2560 x 1080,,,,,,-5 - 20 °,No No,,3.0,,100 x 100 mm,,,,178 °,178 °,Yes,5.21632 kg,5.80599 kg,699.7 mm,699.7 mm,,,1.0,Yes,,,,,,,,,,2.0,,,"DVI, MHL, USB DVI, MHL, USB",,,,1.0,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Benq XL2411T 24 LED - MrHighTech Shop,16:9,,,No No No,No No No,Yes Yes,,Black Black,,12000000:1,1000:1,223 mm,,LED,350 cd/m²,"609.6 mm (24 "")",,16.77 M,1920 x 1080 pixels,,TN+Film,,,,No,431 mm,Yes,,,,,,,,,,Yes Yes,,,,,,,,,,,,0.276 x 0.276 mm,,,22 W,,5 ms,,,,,1920 x 1080 (HD 1080),,,,No,,,No No,,,,100 x 100 mm,1.0,,,160 °,170 °,Yes,6 kg,,570 mm,,,,,Yes,,,,,,,,,,1.0,,,,,,,,,,,,,,,,17 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,AG Neovo U-17 - MrHighTech Shop,"4:3, 5:4",,,No No,Yes Yes,Kensington Kensington,"UL/CUL, CB, FCC, CE, GOST-R, WEEE, RoHS, REACH, Vista/Basic",Black Black,,,1000:1,390 mm,,LCD,250 cd/m²,"431.8 mm (17 "")",43.2 cm,16.77 M,1280 x 1024 pixels,,,,Yes,,No,174 mm,,,,50/60 Hz,100 - 240 V,,,,,2 2,,,,,10 - 90 %,0 - 40 °C,,,,,,,,,,1 W,20 W,3 ms,1 W 1 W,,,-20 - 60 °C,1280 x 1024 (SXGA),,,,No,,0 - 20 °,No,,,,,1.0,,,170 °,160 °,Yes,5.7 kg,,397 mm,,,,1.0,No,,,,1,Yes Yes,,5 - 95 %,Yes,,,,,"AC, VGA AC, VGA",,24 - 81 kHz,56 - 75 Hz,,,,,,,,1 W,Yes Yes,,,,3.5 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NTSC, PAL",,,,
,ASUS VE228TLB - MrHighTech Shop,16:9,,,No No,Yes Yes,Kensington Kensington,"Energy Star®, BSMI, CB, CE, CEL level 2, C-Tick, FCC, Gost-R, ISO-9241-307, TCO5.2, UL/cUL, VCCI, Hygenic",Black Black,,80000000:1,,,213.93 mm,LED,250 cd/m²,"546.1 mm (21.5 "")",,,1920 x 1080 pixels,,,,Yes,,Full HD,,Yes,364.07 mm,,,,,,,,2 2,,,,,,,7 kg,54.90 mm,308.51 mm,512.84 mm,,,,,,0.5 W,35 W,5 ms,2 W 2 W,,. .,,,,,,,,,No,2.0,,,100 x 100 mm,1.0,,,170 °,160 °,Yes,,4.8 kg,,512.84 mm,,,1.0,Yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Samsung LS27C45KBSV LED display - MrHighTech Shop,,,,No No No,No No No,,TCO,Black Black,,1000:1,,56.7 mm,224 mm,LED,300 cd/m²,"685.8 mm (27 "")",66.5 cm,16.77 M,1920 x 1080 pixels,,TN+Film,,Yes,Gold,Full HD,378.1 mm,Yes,397.8 mm,,50/60 Hz,100 - 240 V,"Power, Y Power, Y",,,,,,,,,,,8 kg 8 kg,461 mm 461 mm,187 mm 187 mm,722 mm 722 mm,Yes,-1 - 95 °,,Yes Yes,,0.1 W,30 W,5 ms,,,. .,,1920 x 1080 (HD 1080),-45 - 45 °,Yes,,No,Yes,-3 - 25 °,No No,,,,100 x 100 mm,1.0,,,170 °,160 °,Yes,6.2 kg,,639 mm,639 mm,,,1.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,AG Neovo DR-17P - MrHighTech Shop,5:4,,,No No,Yes Yes,,"CB, FCC, CE, WEEE, RoHS, REACH",White White,,,1000:1,175 mm,,LCD,250 cd/m²,"431.8 mm (17 "")",43.2 cm,16.77 M,1280 x 1024 pixels,,,Unspecified,,,No,398 mm,,,,50/60 Hz,100 - 240 V,,,,,2 2,,,,,10 - 90 %,0 - 40 °C,7.9 kg,228 mm,497 mm,486 mm,,,0.264 x 0.264 mm,,,0.5 W,20 W,3 ms,3 W 3 W,,,-20 - 60 °C,1280 x 1024 (SXGA),,,,No,Yes,0 - 20 °,No,,,,"75 x 75, 100 x 100 mm",1.0,,,170 °,160 °,Yes,5.8 kg,6.6 kg,409 mm,,,,1.0,,,Yes,,,,Yes Yes,5 - 95 %,,,,,,"AC, S-Video, VGA AC, S-Video, VGA",,24 - 82 kHz,50 - 85 Hz,,,,Yes Yes,,,Yes,0.5 W,Yes Yes,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes Yes
,ASUS VS207NE - MrHighTech Shop,16:9,,,,,Kensington Kensington,"Energy Star®, CB, CCC, CE, CEL level 1, C-Tick, ErP, FCC, Gost-R, RoHS, UL/cUL, VCCI, WEEE, WHQL",Black Black,,80000000:1,,355.5 mm,,LED,200 cd/m²,"495.3 mm (19.5 "")",49.5 cm,16.77 M,1600 x 900 pixels,,,,Yes,,,185 mm,,,,,,,,,,,,,,,,,3.99 kg 3.99 kg,412 mm 412 mm,115 mm 115 mm,530 mm 530 mm,,,0.27 x 0.27 mm,,,0.5 W,16.4 W,5 ms,,,,,1600 x 900,,,,,,,,,,,75 x 75 mm,1.0,,,90 °,65 °,Yes,2.59 kg,,468 mm,,,,1.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,0.5 W,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,iiyama ProLite E2483HS-B1 LED display - MrHighTech Shop,16:9,,No,No No No,Yes Yes Yes,Kensington Kensington,"VESA DPMS,",Black Black,,5000000:1,1000:1,203 mm,,LED,250 cd/m²,"609.6 mm (24 "")",60.96 cm,16.77 M,1920 x 1080 pixels,,TN+Film,Unspecified,Yes,,Full HD,412 mm,No,,,50/60 Hz,100 - 240 V,,Yes Yes,,,2 2 2,Yes Yes,"CHI (SIMPL), DEU, DUT, ENG, ESP, FRE, ITA, JPN, POL, RUS CHI (SIMPL), DEU, DUT, ENG, ESP, FRE, ITA, JPN, POL, RUS",Yes Yes,,,,,,,,,,0.277 x 0.277 mm,Yes Yes,,0.5 W,24 W,2 ms,4 W 4 W 4 W,Yes,. .,,1920 x 1080 (HD 1080),,,,No,,-5 - 22 °,No No,,,,100 x 100 mm,1.0,,,170 °,160 °,Yes,3.4 kg,,565.5 mm,,No,"Windows 2000, Windows 2000 Professional, Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64, Windows 95, Windows 98, Windows ME, Windows Vista Business, Windows Vista Business x64, Windows Vista Enterprise, Windows Vista Enterprise x64, Windows Vista Home Basic, Windows Vista Home Basic x64, Windows Vista Home Premium, Windows Vista Home Premium x64, Windows Vista Ultimate, Windows Vista Ultimate x64, Windows XP Home, Windows XP Home x64, Windows XP Professional, Windows XP Professional x64 Windows 2000, Windows 2000 Professional, Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64, Windows 95, Windows 98, Windows ME, Windows Vista Business, Windows Vista Business x64, Windows Vista Enterprise, Windows Vista Enterprise x64, Windows Vista Home Basic, Windows Vista Home Basic x64, Windows Vista Home Premium, Windows Vista Home Premium x64, Windows Vista Ultimate, Windows Vista Ultimate x64, Windows XP Home, Windows XP Home x64, Windows XP Professional, Windows XP Professional x64",1.0,Yes,,Yes,,1,,,,,,1.0,1080p,No No No,"AC, Audio (3.5mm), DVI, VGA AC, Audio (3.5mm), DVI, VGA",,30 - 80 kHz,55 - 75 Hz,,,,,,,,,Yes Yes,10 10,,,3.5 mm,,,,Yes,No,,,,,,,,,"TCO, CE, TUV-GS, VCCI-B, PSE, CU",,,,,,,,,,,,,,,,,,,,,,,
No,Viewsonic LED LCD VG2039M-LED LED display - MrHighTech Shop,16:9,W-LED,No,No No,Yes Yes,Kensington Kensington,"UL/cUL, FCC-B, REACH, RoHS",Black Black,,20000000:1,1000:1,59 mm,250 mm,LED,250 cd/m²,"508 mm (20 "")",50.8 cm,,1600 x 900 pixels,,,Unspecified,Yes,Silver,,274 mm,Yes,382 mm,,,100 - 240 V,,Yes Yes,,,2 2,Yes Yes,,Yes Yes,,10 - 90 %,0 - 40 °C,4.8 kg,130 mm,445 mm,521 mm,,,,,,,15 W,5 ms,4 W 4 W,Yes,. .,,"1600 x 900, 1280 x 1024 (SXGA)",0 - 360 °,Yes,,No,Yes,-5 - 20 °,No,3.0,,,100 x 100 mm,1.0,432 mm,239 mm,170 °,160 °,Yes,2.6 kg,3.7 kg,466 mm,466 mm,No,"Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64 Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64",1.0,No,,Yes,,1,,,,Yes,,,,Yes Yes,"AC, Audio (3.5mm), DVI, USB, VGA AC, Audio (3.5mm), DVI, USB, VGA",No No,24 - 82 kHz,50 - 75 Hz,1.0,,17 W,,,49.53 mm,,,Yes Yes,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,No No,,,,,,No No,,,,,
