<page title>,adjustable display angle,adjustable display height,aspect ratio,backlight technology,brand name,brightness,certifications standards,color,contrast ratio,depth,displayport,dvi,green compliance certificateauthority,green compliant,hdcp supported,height,horizontal viewing angle,limited warranty,manufacturer,manufacturer part number,manufacturer website address,maximum resolution,mount type,number of screens,operating power consumption,package contents,platform supported,product line,product model,product name,product type,response time,screen mode,screen size,screen surface,standby power consumption,vertical viewing angle,vesa mount compatible,vesa mount standard,vga,weight approximate,width,additional information,color supported,input voltage,touchscreen,touchscreen type,usb,adjustable display pivot,builtin devices,features,panel technology,usb standard,weight with stand approximate,depth with stand,hdmi,height with stand,horizontal frequency,standard refresh rate,width with stand,offmode power consumption,swivel angle,tilt angle,display orientation,product series,maximum adjustable height,speakers,component video,network rj45,serial port,country of origin,full product specifications,headphone,number of speakers,interfacesports,postconsumerwaste,recycled,recycled content,composite video,multitouch screen,svideo,webcam,package type,digital zoom,image sensor,resolution,compatibility,packaged quantity,3d type
"Acer B326hul 32"" Led Lcd Monitor - 16:9 - 6 Ms - 2560 X 1440 - 1.07 Billion Colors - 300 Nit - 100,000,000:1 - Wqhd - Speakers - Dvi - Hdmi - Displayport - Usb - 45 W - Dark Gray - Epeat Gold, Tco Certified Displays 6.0, Energy Star - (UM.JB6AA.001) - SoftwareCity.ca - Canada",,,16:9,LED,Acer,300 Nit,,Dark Gray,"100,000,000:1",,Yes,Yes,"EPEAT Gold, TCO Certified Displays 6.0, ENERGY STAR",Yes,,,,,"Acer, Inc",UM.JB6AA.001,http://us.acer.com,2560 x 1440,,1.0,45 W,B326HUL Widescreen LCD Monitor 1 x DVI Cable 1 x DisplayPort Cable 1 x HDMI Cable 1 x USB 3.0 Cable Power Cord,,,B326HUL,B326HUL Widescreen LCD Monitor,LCD Monitor,6 ms,WQHD,"32""",,490 mW,,,,,,,,1.07 Billion Colors,,,,Yes,,USB Hub,,,,,,Yes,,,,,400 mW,,,,B,,Yes,,,,,Click to view,,,,,,,,,,,,,,,,,
"Planar Pt2245pw 22"" Edge Led Lcd Touchscreen Monitor - 16:9 - 14 Ms - Projected Capacitive - Multi-touch Screen - 1920 X 1080 - Adjustable Display Angle - 16.7 Million Colors - 1,000:1 - 250 Nit - Dvi - Usb - Vga - Black - Rohs 2 - 3 Year - (997-7416-00) - SoftwareCity.ca - Canada",Yes,,16:9,Edge LED,Planar,250 cd/mÂ²,UL/c-UL FCC-Class B CE,Black,"1,000:1","8.6"" (218.4 mm)",,Yes,RoHS 2,Yes,,"13.8"" (350.5 mm)",178Â°,3 Year,"Planar Systems, Inc",997-7416-00,http://www.planar.com,1920 x 1080,"Wall Mountable, Arm-mountable, Desk Mountable",,26.40 W,PT2245PW Touch Monitor DC Power Supply Power Cord VGA Cable DVI-D Cable USB Cable (A to B) User's Guide Quick Start Guide Cable Cover Screw,"PC, Mac",,PT2245PW,PT2245PW Touch Monitor,LCD Touchscreen Monitor,14 ms,Full HD,"22""",,1.80 W,178Â°,Yes,100 x 100,Yes,5 kg,"20.4"" (518.2 mm)",,16.7 Million Colors,"110 V AC, 220 V AC",Yes,Projected Capacitive,Yes,,,"OSD/Power Lock, Security Lock, Ultra Slim",,,,"1.8"" (45.7 mm)",,"12.3"" (312.4 mm)",67.50 kHz,75 Hz,"20.4"" (518.2 mm)",800 mW,,-5Â°to90Â°,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
"Samsung S24c450dl 23.6"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Nit - 1,000:1 - Full Hd - Dvi - Vga - Displayport - 19 W - Matte Black - Epeat Gold, Energy Star 6.0, Tco '03, Rohs - (LS24C45KDLV/ZC) - SoftwareCity.ca - Canada",Yes,Yes,16:9,LED,Samsung,250 cd/mÂ²,,Matte Black,"1,000:1","2.2"" (55.9 mm)",Yes,Yes,"EPEAT Gold, ENERGY STAR 6.0, TCO '03, RoHS",Yes,,"13"" (330.2 mm)",170Â°,3 Year,Samsung,LS24C45KDLV/ZC,http://www.samsung.ca,1920 x 1080,"Arm-mountable, Wall Mountable",1.0,19 W,"23.6"" SC450 Series LED MonitorE-manualInstall CDQuick Setup GuideVGA CableDVI CablePower Cable","PC, Mac",,S24C450DL,"23.6"" SC450 Series LED Monitor",LCD Monitor,5 ms,Full HD,"23.6""",,100 mW,160Â°,Yes,100 x 100,Yes,3.76 kg,"21.8"" (553.7 mm)",,16.7 Million Colors,"110 V AC, 220 V AC",,,,Yes,,"MagicBright3, MagicAngle, Eco Saving, Off Timer, MultiScreen, MagicTune, MagicRotation",,,5.40 kg,"8.8"" (223.5 mm)",,"19"" (482.6 mm)",,,"21.8"" (553.7 mm)",,,,,450,,,,,,,,,,,,,,,,,,,,,,,,
"Hp Business Z30i 30"" Led Lcd Monitor - 16:10 - 8 Ms - Adjustable Display Angle - 2560 X 1600 - 350 Nit - 1,000:1 - Wqxga - Dvi - Hdmi - Vga - Displayport - Usb - 125 W - Black - Energy Star, Epeat Gold, Tco Certified Edge Displays 1.2 - (D7P94A8#ABA) - SoftwareCity.ca - Canada",Yes,Yes,16:10,LED,HP,350 cd/mÂ²,,Black,"1,000:1","2.6"" (66.3 mm)",Yes,Yes,"ENERGY STAR, EPEAT Gold, TCO Certified Edge Displays 1.2",Yes,Yes,"17.7"" (449.8 mm)",178Â°,3 Year,Hewlett-Packard,D7P94A8#ABA,http://www.hp.com/ca,2560 x 1600,,1.0,125 W,Z Display Z30i 30-inch IPS LED Backlit Monitor (Energy Star) AC Power Cord USB Cable DisplayPort Cable DVI-D Cable Documentation CD HP Display Assistant Software,PC,Business,Z30i,Z Display Z30i 30-inch IPS LED Backlit Monitor (Energy Star),LCD Monitor,8 ms,WQXGA,"30""",Anti-glare,500 mW,178Â°,Yes,,Yes,7.56 kg,"27.2"" (690.3 mm)",,,"110 V AC, 220 V AC",,,Yes,Yes,USB Hub,"Cable Management, Security Lock",In-plane Switching (IPS) Technology,USB 3.0,9.96 kg,"10.5"" (266.4 mm)",Yes,"23.7"" (601 mm)",80 kHz,60 Hz,"27.2"" (690.3 mm)",,,,,Performance,,,,,,,,,,,,,,,,,,,,,,,,
"Nec Display Accusync As192wm 19"" Led Lcd Monitor - 16:10 - 5 Ms - Adjustable Display Angle - 1440 X 900 - 16.7 Million Colors - 250 Cd/mÂ² - 1,000:1 - Wxga+ - Speakers - Dvi - Vga - 14 W - Tco Certified Displays 6.0, Energy Star 6.0, Epeat Silver, Rohs - (AS192WM-BK) - SoftwareCity.ca - Canada",Yes,,16:10,LED,NEC Display,250 cd/mÂ²,ISO 9241-307 Class I,,"1,000:1","2.5"" (63.5 mm)",No,Yes,"TCO Certified Displays 6.0, ENERGY STAR 6.0, EPEAT Silver, RoHS",Yes,Yes,"11.8"" (299.7 mm)",170Â°,3 Year,NEC Display Solutions,AS192WM-BK,http://www.necdisplay.com,1440 x 900,,1.0,14 W,"19"" Value LED-Backlit Desktop Monitor w/ Built-In SpeakersSetup SheetUser ManualPower Cord15-pin D-sub CableAudio Cable",,AccuSync,AS192WM,"19"" Value LED-Backlit Desktop Monitor w/ Built-In Speakers",LCD Monitor,5 ms,WXGA+,"19""",,400 mW,160Â°,Yes,100 x 100,Yes,3.31 kg,"17.3"" (439.4 mm)",,16.7 Million Colors,,,,,,Speaker,"Carbon Footprint Meter, AccuColor, Intelligent Power Manager (IPM) System",Twisted Nematic Film (TN Film),,3.58 kg,"8.3"" (210.8 mm)",No,"13.7"" (348 mm)",81.10 kHz,75 Hz,"17.3"" (439.4 mm)",,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
"Planar Pxl2451mw 23.6"" Led Lcd Monitor - Dvi - Hdmi - Vga - Usb - (997-6575-00) - SoftwareCity.ca - Canada",,,,LED,Planar,,,,,,,Yes,,,,,,,"Planar Systems, Inc",997-6575-00,http://www.planar.com,,,1.0,,,,,PXL2451MW,PXL2451MW Widescreen LCD Monitor,LCD Monitor,,,"23.6""",,,,,,Yes,,,,,,,,Yes,,"USB Hub, Speaker",,,USB 3.0,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asus Vs238h-p 23"" Led Lcd Monitor - 16:9 - 2 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - 50,000,000:1 - Full Hd - Hdmi - Vga - 27 W - Black - Energy Star, Weee, Rohs - (VS238H-P) - SoftwareCity.ca - Canada",Yes,,16:9,LED,Asus,250 cd/mÂ²,UL/cULCBCEErPFCCCCCBSMIGost-RC-TickVCCIPSBEKJ-MOSSWHQL,Black,"50,000,000:1","7.9"" (200 mm)",,,"ENERGY STAR, WEEE, RoHS",Yes,Yes,"15.8"" (400.3 mm)",170Â°,3 Year,ASUS Computer International,VS238H-P,http://www.asus.com,1920 x 1080,Wall Mountable,1.0,27 W,VS238H-P Widescreen LCD MonitorVGA CableDVI CablePower CordWarranty CardQuick Start Guide,PC,,VS238H-P,VS238H-P Widescreen LCD Monitor,LCD Monitor,2 ms,Full HD,"23""",,500 mW,160Â°,Yes,100 x 100,Yes,3.40 kg,"21.7"" (552 mm)",,16.7 Million Colors,,,,,,,,,,,,Yes,,,75 Hz,,500 mW,,,,VS,,,,,,,,,,,,,,,,,,,,,,,,
"Viewsonic Vg932m-led 19"" Led Lcd Monitor - 4:3 - 5 Ms - Adjustable Display Angle - 1280 X 1024 - 250 Nit - 1,000:1 - Sxga - Speakers - Dvi - Vga - 18 W - Weee, Rohs, Energy Star, Tco Certified Displays 6.0, Epeat Silver, Cecp, China Energy Label (cel) - (VG932M-LED) - SoftwareCity.ca - Canada",Yes,Yes,4:3,LED,Viewsonic,250 cd/mÂ²,CECBULcULFCC-B / ICES-003BC-TICKBSMIGOST-RHYGENICPSBCCCCELCEPC,,"1,000:1","2.5"" (63.5 mm)",,Yes,"WEEE, RoHS, ENERGY STAR, TCO Certified Displays 6.0, EPEAT Silver, CECP, China Energy Label (CEL)",Yes,,"14"" (355.6 mm)",170Â°,3 Year,Viewsonic Corporation,VG932M-LED,http://www.viewsonic.com,1280 x 1024,Wall Mountable,1.0,18 W,VG932m-LED LCD MonitorPower CableVGA CableAudio CableQuick Start GuideWizard CD-ROM,"PC, Mac",,VG932m-LED,VG932m-LED LCD Monitor,LCD Monitor,5 ms,SXGA,"19""",Anti-glare,,160Â°,Yes,100 x 100,Yes,3.20 kg,"16.2"" (411.5 mm)",,,"110 V AC, 220 V AC",,,,,Speaker,"Eco Mode, Security Lock",,,4.20 kg,"9.1"" (231.1 mm)",,"18.8"" (477.5 mm)",82 kHz,75 Hz,"16.2"" (411.5 mm)",,,,,,,Yes,,,,,,,2.0,,,,,,,,,,,,,,,
"Eizo Flexscan Ev2436w 24"" Led Lcd Monitor - 16:10 - 6 Ms - Adjustable Display Angle - 1920 X 1200 - 16.7 Million Colors - 300 Cd/mÂ² - 1,000:1 - Wuxga - Speakers - Dvi - Vga - Displayport - Usb - 60 W - Black - Tco Certified Displays 6.0, Epeat Gold, Energy Star, Rohs, Weee, China Rohs - (EV2436WFS-BK) - SoftwareCity.ca - Canada",Yes,Yes,16:10,LED,Eizo,300 cd/mÂ²,,Black,"1,000:1","2.2"" (57 mm)",Yes,Yes,"TCO Certified Displays 6.0, EPEAT Gold, ENERGY STAR, RoHS, WEEE, China RoHS",Yes,Yes,"14.1"" (358 mm)",178Â°,5 Year,Eizo Nanao Tech,EV2436WFS-BK,http://www.eizo.com,1920 x 1200,,1.0,60 W,"24"" FlexScan EV2436W WideScreen LED AC power cord Signal cables (DVI-D - DVI-D, DisplayPort - DisplayPort) EIZO LCD Utility Disk (PDF user's manual, ScreenManager Pro for LCD [DDC/CI], EIZO ScreenSlicer software) Setup guide",PC,FlexScan,EV2436W,"24"" FlexScan EV2436W WideScreen LED",LCD Monitor,6 ms,WUXGA,"24""",,300 mW,178Â°,Yes,100 x 100,Yes,4.10 kg,"21.8"" (552.5 mm)",,16.7 Million Colors,,,,Yes,Yes,USB Hub,"EcoView, Off Timer",In-plane Switching (IPS) Technology,USB 2.0,6.70 kg,"9.7"" (245.5 mm)",No,"21"" (534 mm)",81 kHz,71 Hz,"21.8"" (552.5 mm)",,,,Landscape/Portrait,,,Yes,,,,,,Yes,2.0,,,,,,,,,,,,,,,
"Nec Display Multisync E224wi-bk 21.5"" Led Lcd Monitor - 16:9 - 6 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Nit - 1,000:1 - Full Hd - Dvi - Vga - Displayport - 26 W - Black - Epeat Silver, Energy Star 6.0, Tco Certified Displays 6.0, Rohs - (E224WI-BK) - SoftwareCity.ca - Canada",Yes,Yes,16:9,LED,NEC Display,250 cd/mÂ²,ISO 9241-307 Class I,Black,"1,000:1","2.3"" (58.4 mm)",Yes,Yes,"EPEAT Silver, ENERGY STAR 6.0, TCO Certified Displays 6.0, RoHS",Yes,Yes,"11.9"" (302.3 mm)",178Â°,3 Year,NEC Display Solutions,E224WI-BK,http://www.necdisplay.com,1920 x 1080,Desk Mountable,1.0,26 W,"22"" Eco-Friendly Widescreen Desktop Monitor w/ IPS Panel and LED Backlighting Setup Sheet User Manual Power Cord 15-pin D-sub Cable DVI Cable",PC,MultiSync,E224WI-BK,"22"" Eco-Friendly Widescreen Desktop Monitor w/ IPS Panel and LED Backlighting",LCD Monitor,6 ms,Full HD,"21.5""",,400 mW,178Â°,Yes,100 x 100,Yes,3.90 kg,"20"" (508 mm)",,16.7 Million Colors,,,,,Yes,,"Cable Management, AccuColor, Ambient Light Sensor, Touch Controls, Sync on Green, Eco Mode, Carbon Footprint Meter",Advanced High Performance In-plane Switching (AH-IPS) Technology,,5.90 kg,"8.4"" (213.4 mm)",No,"18.7"" (475 mm)",81.10 kHz,76 Hz,"20"" (508 mm)",350 mW,,,Portrait,E,,,,,,,,,,,,,,,,,,,,,,,,
"Hp Z22i 21.5"" Led Lcd Monitor - 16:9 - 8 Ms - Adjustable Display Angle - 1920 X 1080 - 250 Cd/mÂ² - 1,000:1 - Full Hd - Dvi - Vga - Displayport - Usb - 31 W - Black - Energy Star, Tco Certified Edge, Epeat Gold - (D7Q14A4#ABA) - SoftwareCity.ca - Canada",Yes,,16:9,LED,HP,250 cd/mÂ²,,Black,"1,000:1","2"" (51.1 mm)",Yes,Yes,"ENERGY STAR, TCO Certified Edge, EPEAT Gold",Yes,Yes,"12.2"" (309.1 mm)",178Â°,3 Year,Hewlett-Packard,D7Q14A4#ABA,http://www.hp.com/ca,1920 x 1080,,1.0,31 W,,,,Z22i,Z Display Z22i 21.5-inch IPS LED Backlit Monitor (ENERGY STAR),LCD Monitor,8 ms,Full HD,"21.5""",Anti-glare,500 mW,178Â°,,,Yes,5.82 kg,"20.1"" (509.3 mm)",,,"110 V AC, 220 V AC",,,Yes,,USB Hub,Security Lock,In-plane Switching (IPS) Technology,USB 2.0,,"9.3"" (237.2 mm)",,"18.1"" (460.2 mm)",,,"20.1"" (509.3 mm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eizo Coloredge Cg277 27"" Led Lcd Monitor - 16:9 - 6 Ms - Adjustable Display Angle - 2560 X 1440 - 1.07 Billion Colors - 300 Nit - 1,000:1 - Wqhd - Dvi - Hdmi - Displayport - Usb - 99 W - Black - TÃ¼v, Rohs, Weee - (CG277-BK) - SoftwareCity.ca - Canada",Yes,Yes,16:9,LED,Eizo,300 cd/mÂ²,CB TUV/GS CE cTUVus FCC-B Canadian ICES-003-B VCCI-B ISO 9241-307 c-Tick GOST-R CUDO,Black,"1,000:1","3.6"" (92 mm)",Yes,Yes,"TÃV, RoHS, WEEE",Yes,Yes,"15.8"" (402 mm)",178Â°,5 Year,Eizo Nanao Tech,CG277-BK,http://www.eizo.com,2560 x 1440,,1.0,99 W,"ColorEdge CG277 27"" (68 cm) Hardware Calibration LCD Monitor AC Power Cord Signal Cables (DVI-D - DVI-D [dual link supported], Mini DisplayPort - DisplayPort) USB Cable Setup Guide EIZO LCD Utility Disk (ColorNavigator Software, PDF user's manual) Adjustment Certificate Screen Cleaner Monitor Hood Quick Reference Warranty Card",,ColorEdge,CG277,"ColorEdge CG277 27"" (68 cm) Hardware Calibration LCD Monitor",LCD Monitor,6 ms,WQHD,"27""",Anti-glare,500 mW,178Â°,Yes,100 x 100,,8.80 kg,"25.4"" (646 mm)",,1.07 Billion Colors,"110 V AC, 220 V AC",,,Yes,Yes,USB Hub,"Security Lock, Flicker-free, Digital Uniformity Control, Noise Reduction, OverDrive",In-plane Switching (IPS) Technology,USB 2.0,,"11.1"" (281.5 mm)",Yes,"22.7"" (576.5 mm)",,89 Hz,"25.4"" (646 mm)",,344Â°,0Â°to25Â°,Landscape/Portrait,CG,"6"" (151.5 mm)",,,,,,,,,,,,,,,,,,,,,,,
"Lg 23mp75hm-p 23"" Led Lcd Monitor - 16:9 - 5 Ms - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - 1,000:1 - Full Hd - Speakers - Hdmi - Vga - 21 W - (23MP75HM-P) - SoftwareCity.ca - Canada",,,16:9,LED,LG,250 cd/mÂ²,,,"1,000:1","2.9"" (73 mm)",,,,,Yes,"12.6"" (320 mm)",178Â°,,LG Electronics,23MP75HM-P,http://www.lg.com/ca,1920 x 1080,,1.0,21 W,,,,23MP75HM-P,23MP75HM-P Widescreen LCD Monitor,LCD Monitor,5 ms,Full HD,"23""",,300 mW,178Â°,Yes,75 x 75,Yes,3.05 kg,"21"" (533 mm)",,16.7 Million Colors,,,,,Yes,Speaker,"Smart Resolution Technology, Sleep Timer, Intelligent Auto, Reading Mode, Dual Web, Dual-screen Display",Advanced High Performance In-plane Switching (AH-IPS) Technology,,3.95 kg,"7.2"" (182 mm)",Yes,"16.7"" (423 mm)",,,"21"" (533 mm)",,,,,,,Yes,,,,,,Yes,2.0,,,,,,,,,,,,,,,
"Hp Elite S230tm 23"" Led Lcd Touchscreen Monitor - 16:9 - 7 Ms - Optical - Multi-touch Screen - 1920 X 1080 - Adjustable Display Angle - 10,000,000:1 - 220 Cd/mÂ² - Speakers - Dvi - Usb - Black, Silver - Cecp, Energy Star, Epeat Gold, China Energy Label (cel), Tco Certified Displays - 3 Year - (E4S03A8#ABA) - SoftwareCity.ca - Canada",Yes,,16:9,LED,HP,220 cd/mÂ²,CB CE TUV-S EAC CUL FCC CSA NOM S-Mark VCCI PSB ISC CCC BSMI C-Tick E-Standby eK SmartWay Transport Partnership (NA) Microsoft WHQL,"Black, Silver","10,000,000:1","1.6"" (40.6 mm)",Yes,Yes,"CECP, ENERGY STAR, EPEAT Gold, China Energy Label (CEL), TCO Certified Displays",Yes,Yes,"16.1"" (408.9 mm)",178Â°,3 Year,Hewlett-Packard,E4S03A8#ABA,http://www.hp.com/ca,1920 x 1080,"Arm-mountable, Wall Mountable, Desk Mountable",,33 W,,PC,Elite,S230tm,EliteDisplay S230tm 23-inch Touch Monitor,LCD Touchscreen Monitor,7 ms,Full HD,"23""",Anti-glare,500 mW,178Â°,Yes,100 x 100,,5.50 kg,"23.6"" (599.4 mm)",,,,Yes,Optical,Yes,,"Webcam, Microphone, Speaker",Security Lock,In-plane Switching (IPS) Technology,,6.50 kg,"2.7"" (68.6 mm)",,"16.1"" (408.9 mm)",94 kHz,60 Hz,"23.6"" (599.4 mm)",,,15Â°to70Â°,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,
"Hp Business Z22i 21.5"" Led Lcd Monitor - 16:9 - 8 Ms - Adjustable Display Angle - 1920 X 1080 - 250 Cd/mÂ² - 1,000:1 - Full Hd - Dvi - Vga - Displayport - Usb - 31 W - Black - Tco Certified Edge, Energy Star, Epeat Gold, Reach - (D7Q14A8#ABA) - SoftwareCity.ca - Canada",Yes,Yes,16:9,LED,HP,250 cd/mÂ²,,Black,"1,000:1","2"" (51.1 mm)",Yes,Yes,"TCO Certified Edge, ENERGY STAR, EPEAT Gold, REACH",Yes,Yes,"12.2"" (309.1 mm)",178Â°,3 Year,Hewlett-Packard,D7Q14A8#ABA,http://www.hp.com/ca,1920 x 1080,Wall Mountable,1.0,31 W,Z Display Z22i 21.5-inch IPS LED Backlit Monitor (Energy Star)AC power cordUSB cableDVI cableDisplayPort cableDocumentation CDDisplay Assistant software,PC,Business,Z22i,Z Display Z22i 21.5-inch IPS LED Backlit Monitor (Energy Star),LCD Monitor,8 ms,Full HD,"21.5""",Anti-glare,500 mW,178Â°,,,Yes,,"20.1"" (509.3 mm)",,,"110 V AC, 220 V AC",,,Yes,Yes,USB Hub,Security Lock,In-plane Switching (IPS) Technology,USB 2.0,3.90 kg,"9.3"" (237.2 mm)",,"18.1"" (460.2 mm)",94 kHz,60 Hz,"20.1"" (509.3 mm)",,,,,Performance,,,,,,,,,,,,,,,,,,,,,,,,
"Planar La1950rtr 19"" Open-frame Lcd Touchscreen Monitor - 5 Ms - 5-wire Resistive - 1280 X 1024 - 800:1 - 250 Cd/mÂ² - Usb - Vga - Black - Rohs - 3 Year - (997-6288-00LF) - SoftwareCity.ca - Canada",,,,,Planar,250 cd/mÂ²,FCC-Class BTUV-T MarkCEUL1950 CertifiedUL/c-UL,Black,800:1,"2.5"" (64.4 mm)",,,RoHS,Yes,,"14.2"" (360.3 mm)",160Â°,3 Year,"Planar Systems, Inc",997-6288-00LF,http://www.planar.com,1280 x 1024,Wall Mountable,,25 W,,"PC, Mac",,LA1950RTR,LA1950RTR Open-frame Touchscreen LCD Monitor,Open-frame LCD Touchscreen Monitor,5 ms,SXGA,"19""",,,160Â°,Yes,100 x 100,Yes,5.80 kg,"17"" (432.9 mm)",,,"110 V AC, 220 V AC",Yes,5-wire Resistive,Yes,,,,,,,,,,,75 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asus Vn289q 28"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 300 Nit - 80,000,000:1 - Full Hd - Speakers - Dvi - Hdmi - Vga - Displayport - 35 W - Black - Energy Star 6.0, China Energy Label (cel), Erp, Rohs, Tco Certified Displays 6.0, Weee, Meps - (VN289Q) - SoftwareCity.ca - Canada",Yes,,16:9,LED,Asus,300 cd/mÂ²,BSMI CB CCC CE C-Tick CU FCC PSE UL/cUL VCCI WHQL,Black,"80,000,000:1","2.5"" (63.7 mm)",Yes,Yes,"ENERGY STAR 6.0, China Energy Label (CEL), ErP, RoHS, TCO Certified Displays 6.0, WEEE, MEPS",Yes,Yes,"15"" (380.7 mm)",178Â°,,ASUS Computer International,VN289Q,http://www.asus.com,1920 x 1080,Wall Mountable,1.0,35 W,VN289Q Widescreen LCD Monitor DVI Cable VGA Cable Audio Cable Power Cord Quick Start Guide Warranty Card MHL Cable,PC,,VN289Q,VN289Q Widescreen LCD Monitor,LCD Monitor,5 ms,Full HD,"28""",,500 mW,178Â°,Yes,100 x 100,Yes,5.20 kg,"26"" (660.2 mm)",,16.7 Million Colors,,,,,,Speaker,"Security Lock, Game Mode, Flicker-free, VividPixel Technology, Mobile High-Definition Link (MHL), Eye-Care, Splendid Video Intelligence Technology, Reading Mode, QuickFit, Trace Free Technology, Picture by Picture, Picture in Picture",Vertical Alignment (VA),,,"8.3"" (210 mm)",Yes,"17.7"" (450.7 mm)",80 kHz,75 Hz,"26"" (660.2 mm)",500 mW,,-5Â°to20Â°,,VN,,Yes,,,,,,Yes,2.0,,,,,,,,,,,,,,,
"Acer V246hl 24"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - Full Hd - Speakers - Dvi - Hdmi - Vga - 20.90 W - Black - Epeat Gold, Tco Certified Displays 6.0 - (UM.FV6AA.005) - SoftwareCity.ca - Canada",Yes,No,16:9,LED,Acer,250 cd/mÂ²,,Black,"100,000,000:1","2"" (52 mm)",,Yes,"EPEAT Gold, TCO Certified Displays 6.0",Yes,,"13.2"" (335.9 mm)",170Â°,,"Acer, Inc",UM.FV6AA.005,http://www.acer.ca,1920 x 1080,,1.0,20.90 W,V246HL Widescreen LCD Monitor1 x DVI Cable1 x HDMI CablePower Cord1 x VGA Cable,,,V246HL,V246HL Widescreen LCD Monitor,LCD Monitor,5 ms,Full HD,"24""",Anti-glare,450 mW,160Â°,,,Yes,3.50 kg,"22.3"" (567 mm)",,16.7 Million Colors,"110 V AC, 220 V AC",,,,No,,,Twisted Nematic Film (TN Film),,3.90 kg,"8.1"" (206.8 mm)",Yes,"16.6"" (422.2 mm)",,60 Hz,"22.3"" (567 mm)",350 mW,No,-5Â°to25Â°,,V,,Yes,,,,,,,,,,,,,,,,,,,,,,
"Hp Promo Z24i 24"" Led Lcd Monitor - 8 Ms - Adjustable Display Angle - 1920 X 1200 - 300 Nit - 1,000:1 - Wuxga - Dvi - Vga - Displayport - 55 W - (D7P53A8#ABA) - SoftwareCity.ca - Canada",Yes,Yes,16:10,LED,HP,300 cd/mÂ²,,Black,"1,000:1","2.5"" (64.5 mm)",Yes,Yes,"ENERGY STAR, TCO '06, EPEAT Gold, IT Eco Declaration, RoHS",,Yes,"14.4"" (365 mm)",178Â°,3 Year,Hewlett-Packard,D7P53A8#ABA,http://www.hp.com/ca,1920 x 1200,Arm-mountable,1.0,55 W,,PC,Promo,Z24i,Promo Z24i 24-Inch IPS Display,LCD Monitor,8 ms,WUXGA,"24""",Anti-glare,160 mW,178Â°,,,Yes,4.73 kg,"22"" (559.4 mm)",,,,,,,Yes,,Security Lock,In-plane Switching (IPS) Technology,,,"9.4"" (237.9 mm)",,"20.7"" (525 mm)",94 kHz,60 Hz,"22"" (559.4 mm)",150 mW,,,,,,No,,,,,,,,,,,,,,,,,,,,,,
"Viewsonic Professional Cde4200-l 42"" Led Lcd Monitor - 16:9 - 6.50 Ms - Adjustable Display Angle - 1920 X 1080 - 350 Cd/mÂ² - 3,000:1 - Full Hd - Speakers - Hdmi - Vga - Usb - 59 W - Rohs, Cec - (CDE4200-L) - SoftwareCity.ca - Canada",Yes,,16:9,LED,Viewsonic,350 cd/mÂ²,FCC CE UL,Black,"3,000:1","2.5"" (63.5 mm)",,,"RoHS, CEC",Yes,,"24.6"" (624.8 mm)",170Â°,3 Year,Viewsonic Corporation,CDE4200-L,http://www.viewsonic.com,1920 x 1080,Wall Mountable,1.0,59 W,"42"" Full HD LED Professional Display Power Cable Remote Control with Batteries Swivel Base User Guide Quick Start Guide",PC,Professional,CDE4200-L,"42"" Full HD LED Professional Display",LCD Monitor,6.50 ms,Full HD,"42""",Anti-glare,,170Â°,Yes,200 x 200,Yes,11.88 kg,"38.4"" (975.4 mm)",,,"110 V AC, 220 V AC",,,Yes,,Speaker,Security Lock,,,12.61 kg,"8.2"" (208.3 mm)",Yes,"26.7"" (678.2 mm)",,60 Hz,"38.4"" (975.4 mm)",,,,,,,Yes,Yes,,,,,Yes,2.0,,,,,Yes,,,,,,,,,,
