1920 x 1200 graphic mode,<page title>,aspect ratio,backlight,barcode,brightness,case colour,certifications,contrast ratio,digital in,dimensions,displayport in,environmental,hd support,hdmi ports,headphone ports,height adjustable,in the box,pixel pitch,plug and play,power consumption,power supply,resolution native,response time,scan frequency,screen dimensions,screen type,security locking mechanics,speakers,swivel,tilt forwardbackward,usb ports,user controls,vga in,view angle,voltagefrequency,wall mount,warranty,antiglare antistatic,audio features,audio line in ports,audio line out ports,digital out,language selection,model name,pixel clock speed,product type,resolution maximum,rj45 ports,scan frequency horizontal,scan frequency vertical,serial ports,synch input,display type,1920 x 1080 graphic mode,monitor,power adaptor type,remote control,svideo in,video component in,video composite in,power management features,product family,video component out,video composite out,description,audio capabilities,network interface,pivot,scart ports,backlight technology,brand name,builtin devices,colour,dvi,hdmi,horizontal viewing angle,manufacturer,manufacturer part number,manufacturer website address,maximum resolution,maximum response time,number of screens,product model,product name,screen mode,screen size,vertical viewing angle,vga,audiovisual port,lifetime,system requirements,webcam,ac power,bnc port,1024 x 768 graphic mode,1280 x 768 graphic mode,640 x 350 graphic mode,640 x 480 graphic mode,720 x 400 text graphic mode,800 x 600 graphic mode,factory presets,user programmable modes,video bandwidth,operating systems supported,power adaptor output voltage,1680 x 1050 graphic mode,dc power,microphone in port,adjustable display angle,colour support,depth,green compliance,green compliance certificateauthority,hdcp support,height,input voltage,marketing information,operating power consumption,package contents,platform support,standby power consumption,vesa mount compatible,vesa mount standard,weight approximate,width,mount type,offmode power consumption,product series,svideo,1440 x 900 graphic mode,1280 x 1024 graphic mode,1400 x 900 graphic mode,1152 x 864 mac graphic mode
,Cleverboxes - BDL:K1472V140-UK | Fujitsu B22W-7 (22 inch) LED Display Widescreen,16:10,,,250cd/m2,,,"1,000:1 (Static) , 20,000,000:1 (Dynamic)",1 x DVI with HDCP,51.4cm (W) x 19.9cm (D) x 1.362cm (H) - Weight 6.0kg,1 x DisplayPort,Operating Temperature 5 - 35°C,,,,Yes,,,,,,1680 x 1050 Pixels Full HD,5ms,30 to 83KHz (Horizontal) x 56 to 76Hz (Vertical),22in,,,,340°,-5° / +35° °,1 x USB 2.0 Upstream • 4 x USB 2.0 Downstream,,1 x 15-pin D-sub,,100 to 240VAC / 50 to 60Hz,,3 Years,,,1 x Audio Line Input,1 x Audio Out,,,B22W-7,,Display,1440 x 900 Pixels,,,,,,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - 60003337 | NEC Displays MultiSync EA224WMi (22 inch) IPS W-LED Backlight Monitor 1000:1 250cd/m2 1920x1080 6ms HDMI/DisplayPort/DVI-D (White),16:9,W-LED,5028695109148,250cd/m2,White,,"1,000:1 (Static) , 25,000:1 (Dynamic)",1 x DVI-D (with HDCP),50.70cm (W) x 21.80cm (D) x 37.0cm (H) - Weight 5.60kg,1 x DisplayPort,Operating Temperature 5 to 35°C - Humidity 20 to 80%,Yes,1 x HDMI,1 x Headphone Port,Yes,,0.247mm,VESA DDCi; VESA DDC2B,26W (Max) / 0.43W (Standby),Internal,1920 x 1080 Pixels Full HD,6ms,,22in (Diagonal) Viewable screen size - 21.5in,IPS TFT 16.7 Million Colour,Kensington Security Slot,2 x 1W Integrated,±170°,-5 to +30°,"1 x USB 2.0 (4 down, 1 up)",,1 x Mini 15-pin D-sub,178° (Horizontal - Max) x 178° (Vertical - Max),,"Yes , VESA Compliant - 100mm x 100mm",3 Years Including Backlight,,,,,,,EA224WMi,,Monitor,,,31.5KHz to 83KHz,56Hz to 75Hz,,,,60Hz,,,,,,,,MultiSync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - LS24C20KBL/EN | Samsung Series 2 S24C200BL (23.6 inch) LED Business Monitor 1000:1 250cd/m2 1920x1080 5ms DVI,16:9,LED,8806085230699,250cd/m2,Matt Black,,"1,000:1 (Static)",1 x DVI,55.46cm (W) x 18.5cm (D) x 41.235cm (H) - Weight 4.1kg,,Operating Temperature 10 to 40°C - Humidity 10 to 80%,Yes,,,,Samsung Series 2 S24C200BL (23.6 inch) LED Business Monitor • D-sub Cable • 1.5m Power Cable Length • E-manual • Install CD • Quick Setup Guide,0.2715 x 0.2715mm,,30W (Max),,1920 x 1080 Pixels 1080p,5ms,,23.6in Display Area - 52.128 x 29.322cm,TN (Twisted nematic) 16.7 Million Colour,,,,-1 to 20°,,,1 x 15-pin D-Sub,170° (Horizontal - Max) x 160° (Vertical - Max),100 to 240VAC / 50 to 60Hz,"Yes , Supported - 100mm x 100mm",3 Year,,,,,,,S24C200BL,,Display,,,,,,,,,,Integrated,,,,,,Series 2,,,"Easy to mount and install, it is convenient, safe, compatible, and the perfect partner to your monitor. You will always have a great viewing angle and it also makes the most of your space with its slim design. With 5-mode angle management, enjoy a full visual experience with amazing picture clarity from whatever angle or position you view your Samsung monitor from. Mega Dynamic Contrast Ratio delivers new levels of colour and picture quality to your viewing experience with images that are real-to-life. A breathtaking Mega DCR contrast ratio shows blacks at their absolute darkest and pristine whites and other colours at their brightest. You will notice the crystal clear picture clarity. It is like explosions of colours that make other screens seem dull in comparison. Enjoy your multimedia content with the professionalism it deserves.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - 1027020 | Eaton ViewUPS-X Remote LCD Display (3 day lead),,,,,Grey,,,,,,,,,,,,,,,,,,,,LCD,,,,,,,,,,"Yes ,",,,,,,,,,,,,,,,,,LCD Display,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Cleverboxes - EF220a | Edge10 EF220a 21.5 inch LED Monitor 20,000:1 300cd/m2 1920x1080 DVI (Black Bezel)",,LED,4712302921162,300cd/m2,Black Bezel,,,1 x DVI-D,50.3cm (W) x 19.8cm (D) x 39.5cm (H) - Weight 3.96kg,,Operating Temperature 0 to 40°C - Humidity 5 to 90%,,,,,,,DDC1/2B,,,1920 x 1080 Pixels 1080p,2ms,31.5 to 60KHz (Horizontal) x 50 to 75Hz (Vertical),Display Area - 47.6 x 26.8cm,Active Matrix TFT LCD 16.7 Million Colour,Kensington Lock,2 x 2W,,5/15°,,,1 x 15-pin D-Sub,170° (Horizontal - Max) x 170° (Vertical - Max),100 to 240VAC / 50 to 60Hz,"Yes , VESA Compliant - 100mm x 100mm",3 year,,,,,,,,,,,,,,,Separate sync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Microsoft Windows 95, 98, 98SE, Me , NT4, 2000, XP, Mac OS, Linux",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - UM.WV6EE.A09 | Acer V6 Series V226HQLAbmd (21.5 inch) Full HD LED Monitor 100M:1 250cd/m2 1920x1080 8ms DVI/VGA (Black),16:9,LED,4712196691356,250cd/m2,Black,,"100,000,000:1 (Dynamic)",1 x DVI (with HDCP),50.58cm (W) x 20.70cm (D) x 41.91cm (H) - Weight 3.66kg,,,Yes,,,,,,,,,1920 x 1080 Pixels 1080p,8ms,,21.5in,Widescreen 16.7 Million Colour,,Yes,,,,,1 x 15-pin D-sub,178° (Horizontal - Max) x 178° (Vertical - Max),,,3 Years Carry-In,,,,,,,V226HQLAbmd,,Display,1920 x 1080 Pixels 1080p,,,,,,,60Hz,,,,,,,,V6 Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - PA248Q | Asus PA248Q (24 inch) LCD Monitor 80000000:1 300 cd/m2 1920 x 1200 6ms HDMI,16:10,,4716659122029,300cd/m2,Black,TCO 5.2 • UL/cUL • CB • CE • ErP • FCC • CCC • TUV-GS • TUV-ERGO • ISO9241-307 • BSMI • Gost-R • C-Tick • VCCI • PSB • NOM • J-MOSS • RoHS • Windows 7 WHQL • Mac Compliance • Energy Star,,1 x DVI-D,55.72cm (W) x 6.2cm (D) x 36.28cm (H) - Weight 9.9kg,1 x DisplayPort,,Yes,1 x HDMI,1 x 3.5mm Mini-Jack,Yes,Asus PA248Q (24 inch) LCD Monitor • Cable tie • DVI cable • VGA cable • Power cord • DisplayPort cable • USB 3.0 cable • Quick start guide • Support CD • Warranty Card • Color pre-calibration report,0.270mm,,,,1920 x 1200 Pixels,6ms,,24in,IPS 16.7 million Colour,Kensington Lock,,,-5 to +20°,"2 x USB (1 x Upstream, 1 x Downstream)",,1 x 15-pin D-Sub,178° (Horizontal - Max) x 178° (Vertical - Max),100 to 240VAC / 50 to 60Hz,"Yes , VESA Compliant - 100mm x 100mm",,,,,,,,,,Display,,,,,,,LCD Monitor,,,,,,,,,,,,"The ASUS PA248Q features a 16:10 aspect ratio, 1920 x 1200 A+ IPS LED-backlit panel for 100% sRGB and 72% NTSC colour reproduction; addititionally, along with a 178° wide viewing angle, it ensures quality visuals and minimal onscreen colour shift from almost any viewing position. With ASUS Smart Contrast Ratio (ASCR) of 80,000,000:1 and 300cd/m2 of brightness, the ASUS PA248Q enhances display contrast and sharpness - by adjusting the luminance of the backlight to achieve the darkness black and brightest white - delivering lifelike visuals. Customized hue and saturation control with 6 colour adjustment allows user to adjust six colours (red, green, blue, cyan, magenta and yellow) independently without effecting other colours. ASUS PA248Q also delivers ultra-smooth visuals thanks to a 6ms (GTG) response time - ensuring users have a lag-free viewing experience when it comes to watching movies or playing games. Games played under the PA248Q are more vivid - as all details can be seen and true colour can be shown with the PA248Q.",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - T78HNUK | Lenovo ThinkVision L2251X Widescreen Monitor 22.0 inch TFT LCD WSXGA+ (1680 x 1050) 1000:1 250cd/m2 5ms D-Sub/DVI-D (Business Black),,,0884942263828,250cd/m2,Business Black,"Ergonomics: ISO 9241-307 • Emissions: Certified Edge, MPR-II, TCO 5.0 • cUL, Australian, BSMI (Taiwan), China Energy Efficiency Standard Tier 1, CCC (China), CE MARK (Europe), CSA (Canada), ENERGY STAR 5.0, EPEAT Gold, EU Directive 2002/95/EC-RoHS, FCC Class B (US), GOST (Russia), GS (Germany), IC (Canada), IEC-950 CB Report, ISC (Cambodia), ISO 9241-307, KC (Korea), KVALITET(Serbia), RoHS (China), NOM (Mexico), PSB (Singapore), Microsoft Logo, MPR-II, New Zealand, NEMKO, SABS (South Africa), SASO, TCO Cerified Edge, TUV (Germany), TUV-S Argentina, UL, VCCI Class B (Japan), WEEE","1,000:1 (Static)",1 x DVI,50.6cm (W) x 24.12cm (D) x 38.03cm (H) - Weight 5.63kg,,Operating Temperature 0 to 40°C - Humidity 10 to 80%,Yes,,,Yes,,,,21W (Max),,1680 x 1050 Pixels WSXGA+,5ms,,,Flat Panel TFT LCD 16.7 million Colours,Kensington Lock Slot,,,"Up 30°, Down 0°",,"Vertical position, Scaling, Menu Position, Menu Language, Manual Setup, Information, Horizontal position, Factory Default, Color, Brightness/contrast, Auto setup, Accessibility",1 x 15-pin D-sub,160° (Horizontal - Max) x 160° (Vertical - Max),,"Yes , VESA Compliant",Three year Rapid Replacement Service (CCE).,,,,,,,,,,,,,,,,LCD Display,,22in Viewable screen size - 22in Display Area - 47.37 x 29.61cm,,,,,,Energy Star,,,,"The L2251x Wide monitor is rated EPEAT Gold in the US, UK, France, Germany, China, Japan, and others. It is 33% more energy efficient than conventional monitors (29.7% more efficient than Energy Star 5.0 standard), has Ambient Light Sensor and Proximity Sensor that further conserves energy, and has an integrated webcam that helps boosts productivity saving traveling time and expense. The L2251x Wide is a perfect choice for environmentally-conscious users seeking cutting edge productivity boost. The incorporated ThinkVantage design enhances usability and makes the monitor easy to use. It complements the design of the ThinkPad, ThinkStation, and ThinkCentre systems and includes attachments for the ThinkVision Soundbar (sold separately).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60, 70, 75Hz",,70Hz,"60, 66, 72, 75Hz",70Hz,"60, 72, 75Hz",24.0,20,,Microsoft Windows Vista Premium,,"60, 75Hz",,,,,,,,,,,,,,,,,,,,,,,,"60, 75Hz","60, 72, 75Hz",,75Hz
,Cleverboxes - 60003395 | NEC Displays MultiSync V652 (65 inch) LCD Public Display 4000:1 450cd/m2 1920x1080 8ms HDMI/DisplayPort/DVI-D/VGA/RJ-45 (Black),16:9,Edge LED,5028695109261,450cd/m2,Black,CE; TÜV GS; C-tick; Energy Star 5.0; FCC Class B; UL/C-UL or CSA; CCC; PSB; VCCI; RoHS,"4,000:1 (Static)",1 x DVI-D (with HDCP),154.04cm (W) x 8.83cm (D) x 90.92cm (H) - Weight 52.0kg,1 x DisplayPort,Operating Temperature 5 to 40°C - Humidity 20 to 80%,Yes,1 x HDMI 1.3,,,"Display • Power Cable • VGA cable • Free LAN control software (download) • Signal Cable: 3,5 mm jack",,VESA DDC2Bi,360W (Max) / 0.5W (Standby),,1920 x 1080 Pixels Full HD,8ms,,"65in (Diagonal) , 142.85cm (W) x 80.35cm (H)",AMVA3,,2 x 10W,,,,,1 x 15-pin D-Sub,178° (Horizontal - Max) x 178° (Vertical - Max),,"Yes , VESA Compliant - 400mm x 400mm",3 Years Warranty including Backlight,,,"2 x Cinch (RCA), 1 x Head-Jack 3.5mm",1 x 3.5mm Mini Jack,1 x DVI-D (Loop-out),,V652,,Monitor,,1 x RJ-45,31.5KHz to 91.1KHz,25.2Hz to 85Hz,1 x 9-pin RS-232 (input) • 1 x 9-pin RS-232 (output),,,60Hz,,,Included,1 x S-Video,,1 x RCA,VESA DPMS,MultiSync,,1 x Composite Video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - CDP4235-T | Viewsonic CDP4235-T (42 inch) Full HD Commercial LCD Display with Intel OPS Compatibility 4000:1 450cd/m2 1920 x 1080 8ms 16:9 (Black),16:9,,,450cd/m2,Black,"FCC, ICES003, UL, cUL, CE, CB, C-Tick, BSM","4,000:1 (Static)",1 x DVI,99.1cm (W) x 32.8cm (D) x 62.1cm (H) - Weight 23.0kg,,Operating Temperature 0 to 40°C - Humidity 10 to 80%,,1 x HDMI,,,CDP4235-T LCD Display • Power cable • Remote control with batteries • User Guide • Quick Start Guide,,,210W (Max),,,8ms,,42in,TFT Active Matrix Wide Colour,,2 x 10W,,,,,1,178° (Horizontal - Max) x 178° (Vertical - Max),100 to 240VAC / 50 to 60Hz,"Yes ,","Three-year limited warranty on parts, labor and backlight",Anti-Glare • Hard Coating 3H,,,,1 x DVI,,CDP4235-T,,Display,1920 x 1080 Pixels,1 x RJ-45,,,1 x RS-232,,,,,,Included,1 x S-Video,1 x Component,1 x Composite,,,1 x Component,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - 60003484 | NEC Displays MultiSync E424 (42 inch) Edge LED Backlit LCD Display 3000:1 350cd/m2 1920x1080 HDMI,16:9,Edge LED,5028695109643,350cd/m2,Black,C-tick; CE; Energy Star 6.0; FCC Class B; PSB; UL/C-UL or CSA; RoHS,"3,000:1 (Static)",,95.70cm (W) x 6.30cm (D) x 57.30cm (H) - Weight 12.10kg,,Operating Temperature 0 to 40°C - Humidity 10 to 80%,Yes,3 x HDMI,,,Display • Foot • Power Cable • VGA Cable • Remote Control,,,86W (Max) / 0.5W (Standby),,1920 x 1080 Pixels Full HD,,,"42in (Diagonal) , 93.90cm (W) x 53.10cm (H)",S-PVA,,2 x 10W,,,,,1 x 15-pin D-Sub,176° (Horizontal - Max) x 176° (Vertical - Max),,"Yes , VESA Compliant - 400mm x 400mm",3 Years Including Backlight,,,,1 x S/PDIF,,,E424,,Display,,,31KHz to 83KHz,,1 x 9-pin RS-232-C (D-sub),,,60Hz,,,Included,,,,VESA DPMS,MultiSync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - 193V5LSB2/10 | Philips (19 inch) LCD Monitor with SmartControl Lite 1366x768 (Black),16:9,LED,,200cd/m2,Black,,"700:1 (Static) , 10,000,000:1 (Dynamic)",,43.7cm (W) x 17.0cm (D) x 33.8cm (H),,Operating Temperature 0 to 40°C - Humidity 20 to 80%,,,,,,0.3 x 0.3mm,,0.5W (Standby),,1366 x 768 Pixels,5ms,,,16.7 Million Colour,,,,,,,1 x 15-pin D-Sub,90° (Horizontal - Max) x 65° (Vertical - Max),100 to 240VAC / 50 to 60Hz,"Yes , VESA Compliant - 100mm x 100mm",,,,,,,,,,Monitor,,,30KHz to 83KHz,56Hz to 75Hz,,"Composite sync, sync on green",,,,,,,,,,,,,"Philips monitors with LED backlighting are free of Mercury content, one of the most toxic natural substances, which affects humans and animals. This allows for an eco-friendly display throughout its life-cycle, from manufacturing to disposal. White LED's are solid state devices which light up to full, consistent brightness faster saving startup time. LED's are free from mercury content, which allows for eco-friendly recycling and disposal process. LED's allow for better dimming control of the LCD backlight, resulting in a super high contrast ratio. It also gives superior colour reproduction thanks to consistent brightness across the screen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - PB238Q | Asus PB238Q (23 inch) IPS LED Monitor 80000000:1 250 cd/m2 1920 x 1080 6ms VGA DVI HDMI DisplayPort (Black),16:9,,,250cd/m2,Black,Energy Star • UL/cUL • CB • CE • ErP • FCC • CCC • BSMI • Gost-R • C-Tick • VCCI • J-MOSS • PSE • RoHS • WEEE • Windows 7 WHQL,,1 x DVI-D,54.88cm (W) x 20.1cm (D) x 41.42cm (H) - Weight 7.8kg,1 x DisplayPort,,Yes,1 x HDMI,,Yes,Asus PB238Q (23 inch) IPS LED Monitor • DVI cable • VGA cable • Audio cable • Power cord • USB cable • Quick start guide • Warranty Card,0.2652mm,,,,1920 x 1080 Pixels,6ms,,23in,Widescreen 16.7 Million Colour,Kensington Lock,2 x 2.0W Integrated,,+20° to -5°,"1 x USB 2.0 (4 down, 1 up)",SPLENDID Video Preset Mode Selection • Auto. Adjustment • Brightness Adjustment • Volume Adjustment • Input Selection • QuickFit,1 x 15-pin D-sub,178° (Horizontal - Max) x 178° (Vertical - Max),100 to 240VAC / 50 to 60Hz,"Yes , Supported - 100mm x 100mm",,,,1 x 3.5mm Mini-Jack,,,,PB238Q,,Display,,,24KHz to 83KHz (Digital) 24KHz to 83KHz (Analogue),50Hz to 75Hz (Digital) 50Hz to 75Hz (Analogue),,,LED Monitor,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - VH228DE | Asus VH228DE (21.5 inch) Widescreen LED Backlight Monitor 50000000:1 200cd/m2 1920 x 1080 5ms VGA (Black),16:9,,4716659426943,200cd/m2,Black,"BSMI • CB • CCC • CE • C-Tick • ErP • FCC • Gost-R • J-MOSS • PSB • RoHS • UL/cUL • VCCI • WEEE • WHQL (Windows 8, Windows 7, Windows Vista)","50,000,000:1 (Dynamic)",,51.5cm (W) x 22cm (D) x 40.5cm (H) - Weight 3.9kg,,,,,,,Asus VH228DE (21.5 inch) Widescreen LED Backlight Monitor • VGA cable • Power cord • Quick start guide • Support CD • Warranty Card,0.248mm,,,,1920 x 1080 Pixels,5ms,,21.5in,LED Backlight 16.7 Million Colour,Kensington Lock,,,+20° to -5°,,,1 x 15-pin D-sub,90° (Horizontal - Max) x 65° (Vertical - Max),,"Yes , VESA 100 x 100mm",,,,,,,,VH228DE,,Monitor,,,30KHz to 83KHz (Analogue),50Hz to 76Hz (Analogue),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - LS19C20KBW/EN | Samsung Series 2 S19C200BW (19 inch) LED Business Monitor 1000:1 250cd/m2 1680x1050 5ms DVI,16:10,LED,8806085477490,250cd/m2,Matt Black,,"1,000:1 (Static)",1 x DVI,40.7cm (W) x 17cm (D) x 41.9cm (H) - Weight 3.25kg,,Operating Temperature 10 to 40°C - Humidity 10 to 80%,,,,,Samsung Series 2 S19C200BW (19 inch) LED Business Monitor • D-sub Cable • 1.5m Power Cable Length • E-manual • Install CD • Quick Setup Guide,0.282 x 0.282mm,,24W (Max) / 0.1W (Standby),,1680 x 1050 Pixels WSXGA+,5ms,,"19in (Diagonal) , 37.63cm (W) x 30.11cm (H)",TN (Twisted nematic) 16.7 Million Colour,,,,-1 to 20°,,,1 x 15-pin D-Sub,170° (Horizontal - Max) x 160° (Vertical - Max),100 to 240VAC / 50 to 60Hz,"Yes , Supported - 100mm x 100mm",3 Year,,,,,,,S19C200BW,,Monitor,,,,,,,,,,Integrated,,,,,,Series 2,,,"Easy to mount and install, it is convenient, safe, compatible, and the perfect partner to your monitor. You will always have a great viewing angle and it also makes the most of your space with its slim design. With 5-mode angle management, enjoy a full visual experience with amazing picture clarity from whatever angle or position you view your Samsung monitor from. Mega Dynamic Contrast Ratio delivers new levels of colour and picture quality to your viewing experience with images that are real-to-life. A breathtaking Mega DCR contrast ratio shows blacks at their absolute darkest and pristine whites and other colours at their brightest. You will notice the crystal clear picture clarity. It is like explosions of colours that make other screens seem dull in comparison. Enjoy your multimedia content with the professionalism it deserves.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - E2480HS-B1 | Iiyama ProLite E2480HS (23.6 inch) LED Backlit LCD Monitor 1000:1 300cd/m2 (1920x1080) 2ms D-Sub/DVI-D/HDMI (Black),16:9,,,300cd/m2,Black,"CE, TUV-GS, TCO, CU","1,000:1 (Static) , 5,000,000:1 (Dynamic)",1 x DVI-D,57.15cm (W) x 21.35cm (D) x 40.1cm (H) - Weight 4.3kg,,,Yes,1 x HDMI,,,"Iiyama ProLite E2480HS Monitor (Black), Power cable, D-Sub cable, DVI-D cable, Audio cable, Stand, Stand-base, Cable holder, Quick start guide, Safety guide",0.27 x 0.27mm,VESA DDC2B,22W (Max) / 1W (Saving),Internal,1920 x 1080 Pixels 1080p,2ms,,23.6in Display Area - 52.13 x 29.32cm,TFT LCD TN Panel 16.7 million Colour,Kensington Lock Slot,2 x 2W Stereo,,-4/20°,,"Luminance (contrast, brightness, ECO, i-style Colour, ACR), image steup (clock, phase, H. position, V. position, aspect), colour (gamma, colour temperature, sRGB), OSD setup (H. position, V. position, OSD time out, language), others (reset, signal select, HDMI audio, OD, information), volume, auto adjust and 5 front controls (Power, Menu, +/ Volume, -/ ECO, Auto)",1 x 15-pin D-sub,170° (Horizontal - Max) x 160° (Vertical - Max),100 to 240VAC / 50 to 60Hz,"Yes , VESA Compliant - 100mm x 100mm",Two years on-site (plus 1 free year extra - registration required).,,,,,,"9 languages (EN, DE, FR, ES, IT, PT, Chinese, RU, JP)",,,Display,,,24KHz to 80KHz,56Hz to 75Hz,,Separate sync,LCD Display,,,,,,,,"VESA DPMS, Energy Star",ProLite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Microsoft Windows 95, 98, Me, 2000, XP, Vista, 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - 23CAV42K-B | LG Electronics LG 23CAV42K (23 inch) Zero Client LED Backlight Monitor 1000:1 250cd/m2 1920x1080 14ms DVI-I/VGA/RJ-45,16:9,LED,,250cd/m2,,,"1,000:1 (Static) , 5,000,000:1 (Dynamic)",,54.35cm (W) x 12.95cm (D) x 38.60cm (H) - Weight 5.57kg,,,Yes,,1 x Headphone Port,Yes,,0.2652 x 0.2652mm,,,,1920 x 1080 Pixels 1080p,14ms,,23in,AH-IPS 16.7 Million Colour,,2 x 1W,90°,-5 to +15°,6 x USB 2.0,,1 x 15-pin D-Sub,178° (Horizontal - Max) x 178° (Vertical - Max),,"Yes , VESA 100 x 100mm",,,,,,1 x DVI-I,,23CAV42K,,Monitor,,1 x RJ-45,30KHz to 68KHz (Analogue),57Hz to 63Hz (Analogue),,,,,,,,,,,,,,,,,Ethernet 10/100/100Mbps,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 x Microphone In,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - PLE2773HS-B1 | Iiyama ProLite E2773HS (27 inch) LED Backlit LCD Monitor 1200:1 300cd/m2 (1920x1080) 1ms D-Sub/DVI-D/HDMI/Headphone (Black),16:9,LED,4948570112036,300cd/m2,Black,"TUV-Bauart, PSE, CE, VCCI-B, CU","1,200:1 (Static) , 5,000,000:1 (Dynamic)",1 x DVI-D (with HDCP),64.7cm (W) x 23.9cm (D) x 45.45cm (H) - Weight 5.3kg,,,Yes,1 x HDMI (with HDCP),1 x Headphone Port,,"Iiyama ProLite E2773HS Monitor (Black), Power Cable, D-Sub Cable, DVI-D Cable, Audio cable, Quick start guide, Stand, Cable holder, Safety guide",0.3114 x 0.3114mm,VESA DDC2B,29W (Max) / 0.5W (Saving),Internal,1920 x 1080 Pixels 1080p,1ms,,27in Display Area - 59.76 x 33.62cm,LED Backlight LCD TN Panel 16.7 million Colour,Kensington Lock Slot,2 x 2W (Stereo),,up 20°,,"Auto adjust, picture adjust (contrast, brightness, ACR, ECO, OD, X-Res Technology), input select, audio adjust (volume, mute, HDMI audio), colour adjust, information, manual image adjust (clock, H/V position, phase, sharpness, video mode adjust), setup menu (language, OSD position, OSD time out, OSD background, opening logo, LED), memory recall and 5 front controls (Power, Select/ Input select, Scroll up/ X-Res Technology, Scroll down/ i-Style Colour, Menu)",1 x 15-pin D-sub,170° (Horizontal - Max) x 160° (Vertical - Max),100 to 240VAC / 50 to 60Hz,"Yes , Supported - 100mm x 100mm",Two years on-site (plus 1 free year extra - registration required).,,,,,,"8 languages (EN, DE, FR, NL, PL, Chinese, JP, RU)",E2773HS,,Display,,,24KHz to 82KHz,55Hz to 76Hz,,Separate sync,LCD Display,,,,,,,,"VESA DPMS, Energy Star",ProLite,,,"HDMI stands for High-Definition Multimedia Interface. Much smaller and more convenient than DVI, HDMI also has the significant advantage over DVI that it supports audio as well as video signals. A typical CCFL LCD uses four backlight lamps. Using LED diodes considerably lowers the power consumption and reduces the CO2 emission into the environment making this LCD a true ECO-Friendly product. When very fast graphics are displayed your monitor can sometimes get blurry. Turning on the OverDrive feature will eliminate that. VESA mount compliance means you can easily mount your monitor to a wall. This LED monitor is equipped with two high quality stereo speakers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Microsoft Windows 95, 98, Me, 2000, XP, Vista, 7, 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
