<page title>,brightness,colour,compliant standards,device type,dimensions wxdxh,product description,weight,aspect ratio,colour support,contrast ratio,display position adjustments,environmental standards,input connectors,manufacturer warranty,native resolution,panel type,pixel pitch,response time,builtin devices,localisation,screen coating,speakers,microsoft certification,height rack units,kvm switch,designed for,manufacturer selling program,bundled with,3d capable,energy class,energy consumption per year,diagonal size,diagonal size cm,display format,features,hdcp compatible,hdmi ports qty,image aspect ratio,lcd backlight technology,pc interface,power,power consumption operational,product type,remote control,resolution,speaker system,targeting,technology,tv tuner,video interface,video wall components qty,character resolution,digital tv tuner,usb port
OHC24 Shop : Monitor > Monitor search help > NCR RP DYNAKEY 15IN TOUCH REL 1.2 CAPACITIVE 5954-2501-9090,,,,"LCD monitor - 15""",50.8 cm x 7.6 cm x 27.9 cm,"NCR RealPOS 5954 - LCD monitor - 15""",,,,,,,,,1024 x 768,,,,Touch-screen,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Philips 220B4LPCS/22"" LED 1680x1050 5ms DVI VGA 2 220B4LPCS/00",250 cd/m2,"Textured silver, textured black with silver stand","Plug and Play, FCC Class B certified, UL, TUV GS, BSMI, GOST, cUL, SASO, SEMKO, TUV Ergo, DDC/CI, RoHS, WEEE, TCO Displays 5.2","LED-backlit LCD monitor - 22""",50.4 cm x 22.7 cm x 50.9 cm - with stand,"Philips Brilliance B-line 220B4LPCS - LED monitor - 22""",5.2 kg,Widescreen - 16:10,16.7 million colours,1000:1 / 20000000:1 (dynamic),"Height, pivot (rotation), swivel, tilt","ENERGY STAR Qualified , EPEAT Gold","DVI-D, VGA",3 years warranty,1680 x 1050 at 60 Hz,,0.282 mm,5 ms,USB Hub,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > 3M M2467PW 61CM 24IN LED TOUCH 6MS BLACK 20TP DE272920872,250 cd/m2,Black,"FCC Class B certified, TUV, C-Tick, RoHS","LED-backlit LCD monitor - 24"" - Multi-Touch",57.6 cm x 25 cm x 43.2 cm,"3M M2467PW - LED monitor - 24""",6.6 kg,Widescreen - 16:9,16.7 million colours,5000:1,Tilt,,"HDMI, VGA, DisplayPort",1 year warranty,FullHD 1920 x 1080,P-MVA,0.277 mm,16 ms,,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > EIZO SX2262W-Photo 22IN DVI Aufl̦sung 1920 x 1200 (einziger 21298,280 cd/m2,Black,"Plug and Play, TCO '03, TUV GS, DDC-2B, DVI DMPM, ISO 13406-2, VESA DPMS, TUV Ergo, RoHS, WEEE","LCD monitor - 22""",51.1 cm x 24.1 cm x 34.8 cm - with stand,"EIZO FlexScan SX2262W-Photo - LCD monitor - 22"" - with Eizo EasyPIX software and EIZO EX1 color sensor",9.6 kg,Widescreen,1.07 billion colours,1000:1,"Height, pivot (rotation), swivel, tilt",ENERGY STAR Qualified,"2xDVI-I, DisplayPort",5 years warranty,1920 x 1200,S-PVA,0.247 mm,12 ms (On/Off); 6 ms (grey-to-grey),USB Hub,,,,,,,,,Eizo EasyPIX software and EIZO EX1 color sensor,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Epson DM-D110- F/ TYPE A DM-D110 Customer A61B133EBW,690 cd/m2,Cool white,"FCC Class A certified, CSA, UL, TUV, CCIB, cUL, EN 60950, VCCI-I",Customer display,16.5 cm x 16.4 cm x 32.9 cm,Epson DMD110 - customer display,0.6 kg,,,,,,,,,,,,,French / France,,,,,,"TM H5000II, H5000IIP, U950P",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Elo Open-Frame Touchmonitors - 1939L AccuTouch E945445,200 cd/m2,"Black, steel","FCC Class B certified, UL, VCCI Class B ITE, cUL, CB, C-Tick Class B, RoHS","LCD monitor - 19""",41.5 cm x 5.1 cm x 34.3 cm,"Elo Open-Frame Touchmonitors 1939L AccuTouch - LCD monitor - 19""",5.2 kg,5:4,16.7 million colours,1300:1,,,VGA,3 years warranty,1280 x 1024 at 75 Hz,,,25 ms,Touch-screen,,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Iiyama ProLite - TF1734MC-B1X,225 cd/m2,Black,"VESA DPMS, CB, IP54, TUV Bauart","LED-backlit LCD monitor - 17"" - Multi-Touch",36.9 cm x 4.75 cm x 30.7 cm,"Iiyama ProLite TF1734MC-B1X - LED monitor - 17""",3.6 kg,5:4,16.7 million colours,1000:1,,,"DVI-D, VGA",,1280 x 1024,TN,0.264 mm,5 ms,Touch-screen,,7H Hard Coating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Epson DM-D110 - POS STRAIGHT POLE EBCK (BLACK)   A61B133113,690 cd/m2,Cool white,TUV,Customer display,16.5 cm x 5.05 cm x 6.9 cm,Epson DM-D110 (113) - customer display,290 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 lines x 20 characters,,
OHC24 Shop : Monitor > Monitor search help > NEC 60002937,250 cd/m2,White,"FCC Class B certified, MPR II, CSA, UL, TUV GS, GOST, cUL, DDC-2B, MPR III, PCT, VESA EDID, CCC, TUV Ergo, DDC/CI, TCO Displays 5.0, ISO 9241-307, GEEA, ErP Ready","LED-backlit LCD monitor - 23""",54 cm x 21.5 cm x 40.1 cm - with stand,"NEC MultiSync EX231W - LED monitor - 23""",4.1 kg,Widescreen - 16:9,16.7 million colours,1000:1 / 25000:1 (dynamic),"Height, pivot (rotation), swivel, tilt","ENERGY STAR Qualified , EPEAT Gold","DVI-I, DisplayPort",3 years warranty,FullHD 1920 x 1080 at 60 Hz,TN,0.265 mm,5 ms,,,,,Compatible with Windows 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Asus ASUS PB278QR LED >  27"" 16:9 2560x1440 >  90LMGA001T02251C-",300 cd/m2,Black,"UL, VCCI, C-Tick, BSMI, cUL, WHQL, CB, CCC, FCC, RoHS, ISO 9241-307, PSE Mark, GOST-R, J-MOSS, ErP Ready, TCO Displays 6.0","LED-backlit LCD monitor - 27""",64.3 cm x 21.8 cm x 55.23 cm - with stand,"ASUS PB278QR - LED monitor - 27""",7.8 kg,Widescreen - 16:9,,1000:1 / 80000000:1 (dynamic),"Height, pivot (rotation), swivel, tilt",ENERGY STAR Qualified,"HDMI, DVI-D, VGA, DisplayPort",3 years warranty,2560 x 1440,IPS,0.233 mm,5 ms (grey-to-grey),,,Anti-glare,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Elo Desktop Touchmonitors - 2401LM E000140,270 cd/m2,Black,"FCC Class B certified, UL, VCCI, C-Tick, BSMI, GOST, cUL, EN55022, EN55024, CCC, EMC, RoHS, EN 60950-1, WEEE, EN 60601-1, KC, IPX1, IEC 60601-1","LED-backlit LCD monitor - colour - 24""",60.6 cm x 6.1 cm x 37.3 cm,"Elo Desktop Touchmonitors 2401LM - LED monitor - colour - 24""",8.8 kg,Widescreen - 16:9,16.7 million colours,3000:1,,,"DVI-D, VGA",3 years warranty,1920 x 1080 at 60 Hz,,,,Touch-screen,Worldwide,Anti-glare,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Samsung - S24D590PL LS24D590PLX/EN,250 cd/m2,Glossy black,"DDC-2B, ISO 9241-307","LED-backlit LCD monitor - 24""",54.18 cm x 16.92 cm x 42.12 cm - with stand,"Samsung S24D590PL - LED monitor - 24""",4.16 kg,Widescreen,16.7 million colours,,Tilt,ENERGY STAR Qualified,"2xHDMI, VGA",2 years warranty,1920 x 1080,Plane to Line Switching (PLS),0.272 mm,5 ms,,,,,,,,,,,,Class A,32 kWh,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Elo Open-Frame Touchmonitors - 2243L IntelliTouch Plus E237584,225 cd/m2,Black,"UL, VCCI, C-Tick, BSMI, cUL, CB, CCC, IC, FCC, RoHS, KCC, WEEE, S Mark","LED-backlit LCD monitor - 22"" - Multi-Touch",51.17 cm x 4.26 cm x 29.81 cm,"Elo Open-Frame Touchmonitors 2243L IntelliTouch Plus - LED monitor - 22""",4.8 kg,Widescreen - 16:9,16.7 million colours,1000:1,,,"DVI-D, VGA",3 years warranty,1920 x 1080 at 60 Hz,,,5 ms,Touch-screen,Worldwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Dell S2340L >  23"" 16:9 1920x1080 >  7ms >  VGA >  HDMI >  859-10177",250 cd/m2,,,"LED-backlit LCD monitor - 23""",53.2 cm x 17.6 cm x 39.9 cm - with stand,"Dell S2340L - LED monitor - 23""",3.91 kg,Widescreen - 16:9,16.7 million colours,1000:1 / 8000000:1 (dynamic),Tilt,"ENERGY STAR Qualified , EPEAT Silver","HDMI, VGA","3 years warranty ( United States, Latin America - 1 year )",FullHD 1920 x 1080 at 60 Hz,IPS,0.265 mm,7 ms (grey-to-grey),,,,,Compatible with Windows 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > AOC e2470Swhe/24"" LED Monitor > 1920 x 1080 >  5ms >  2 x E2470SWHE",250 cd/m2,Black,"TCO Displays 6.0, EPA 6.0","LED-backlit LCD monitor - 23.6""",55.14 cm x 7.82 cm x 39.69 cm,"AOC E2470SWHE - LED monitor - 23.6""",3.58 kg,Widescreen - 16:9,,1000:1 / 20000000:1 (dynamic),Tilt,ENERGY STAR Qualified,"HDMI, VGA",3 years warranty,1920 x 1080 at 60 Hz,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > BenQ - BL2700HT 9H.LCSLB.QBE,300 cd/m2,"Black, non-glossy black",TCO Displays 6.0,"LED-backlit LCD monitor - 27""",62.3 cm x 23 cm x 51.9 cm - with stand,"BenQ BL2700HT - LED monitor - 27""",6.3 kg,Widescreen - 16:9,16.7 million colours,3000:1 / 20000000:1 (dynamic),"Height, swivel, tilt",ENERGY STAR Qualified,"HDMI, DVI-D, VGA",,1920 x 1080,A-MVA,0.311 mm,12 ms (tr - tf); 4 ms (gray-to-gray),,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Elo Touch Solutions ET1517L Touchdisplay E273226,250 cd/m2,Black,"UL, VCCI, C-Tick, BSMI, cUL, CB, CCC, IC, FCC, RoHS, KCC, WEEE, S Mark, China RoHS","LED-backlit LCD monitor - 15""",35.8 cm x 19.7 cm x 31.9 cm - with stand,"Elo 1517L iTouch Zero-Bezel - LED monitor - 15""",4.3 kg,4:3,16.2 million colours,700:1,,,VGA,3 years warranty,1024 x 768 at 75 Hz,,,16 ms,Touch-screen,Worldwide,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Dell P1913 >  19"" 16:10 1440x900 >  5ms >  VGA >  DVI >  DP",250 cd/m2,,"TCO Displays 5.2, CEL","LED-backlit LCD monitor - 19""",44.38 cm x 18.33 cm x 35.69 cm - with stand,"Dell Professional P1913 - LED monitor - 19"" - with 3-Years Advanced Exchange Service and Premium Panel Guarantee",,Widescreen - 16:10,16.7 million colours,1000:1 / 2000000:1 (dynamic),"Height, pivot (rotation), swivel, tilt","ENERGY STAR Qualified , EPEAT Gold","DVI-D, VGA, DisplayPort",3 years warranty,1440 x 900 at 60 Hz,TN,0.248 mm,5 ms (black-to-white),USB Hub,Switzerland,"Anti-glare, 3H Hard Coating",,Compatible with Windows 7,,,,,3-Years Advanced Exchange Service and Premium Panel Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Samsung Monitor 21.5""S.master S22C450M LS22C45KMS/EN",250 cd/m2,Satin black,,"LED-backlit LCD monitor - 21.5""",50.43 cm x 21 cm x 42.53 cm - with stand,"Samsung S22C450M - LED monitor - 21.5""",4.5 kg,Widescreen - 16:9,16.7 million colours,1000:1,"Height, pivot (rotation), swivel, tilt",ENERGY STAR Qualified,"DVI-D, VGA",3 years warranty,FullHD 1920 x 1080,TN,0.24825 mm,5 ms,,,,,Compatible with Windows 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Avocent ECS17KMM-205,250 cd/m2,,"UL, TUV GS, VCCI, C-Tick, BSMI, GOST, NOM, CB, EMC, FCC, ULC, RoHS, UL-AR","KVM console - 17""",44.5 cm x 65.1 cm x 4.4 cm,"Avocent LCD Console Tray - KVM console - 17""",12.8 kg,,16.7 million colours,1000:1,,,VGA,,1280 x 1024 at 60 Hz,,,,"Keyboard, touchpad",Germany,,,,1U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > AOC E719SDA 43.2CM 17IN LED 1000:1 250CD/QM 5MS,250 cd/m2,"Black, silver","TCO Displays 6.0, EPA 6.0","LED-backlit LCD monitor - 17""",37.16 cm x 5.89 cm x 32.67 cm,"AOC e719Sda - LED monitor - 17""",3.86 kg,5:4,,1000:1 / 20000000:1 (dynamic),Tilt,ENERGY STAR Qualified,"DVI-D, VGA",3 years warranty,1280 x 1024 at 75 Hz,TN,,5 ms,,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > AOC - G2770PQU,300 cd/m2,,"TUV GS, GOST, RoHS, TCO Displays 6.0","LED-backlit LCD monitor - 27""",64.24 cm x 24.4 cm x 55.6 cm,"AOC G2770PQU - LED monitor - 27""",8 kg,Widescreen,16.7 million colours,1000:1 / 80000000:1 (dynamic),"Height, pivot (rotation), swivel, tilt",ENERGY STAR Qualified,"HDMI, DVI-D, VGA, DisplayPort",3 years warranty,1920 x 1080 at 144 Hz,TN,0.311 mm,1 ms,,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > NEC E171M LED 43 > 27 17IN ANA/DIG 43.2 cm (17"")/ 1.280 60003581",250 cd/m2,White,"Plug and Play, FCC Class B certified, MPR II, CSA, UL, TUV GS, cUL, DDC-2B, DDC-2Bi, MPR III, VESA EDID, TUV Ergo, DDC/CI, RoHS, ISO 9241-307, TCO Displays 6.0, EAC","LED-backlit LCD monitor - 17""",36.8 cm x 23 cm x 35.85 cm,"NEC MultiSync E171M - LED monitor - 17""",4.2 kg,5:4,16.7 million colours,1000:1,"Height, tilt",ENERGY STAR Qualified,"DVI-D, VGA",3 years warranty,1280 x 1024 at 75 Hz,,0.264 mm,5 ms,Stereo speakers,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Belkin - Widescreen Rack-Mount Console with PRO3 F1DC116HEA,,,,"KVM console - 19""",48.3 cm x 69.9 cm x 4.3 cm,"Belkin Widescreen Rack-Mount Console with PRO3 - KVM console - 19""",11.3 kg,Widescreen,16.7 million colours,1000:1,,ENERGY STAR Qualified,VGA,2 years warranty,1440 x 900 at 65 Hz,,0.2835 mm,5 ms,"Keyboard, touchpad, keypad",,,,,1U,PS/2 - 16 ports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Epson Display DM-D110 BC >  white A61B133ECW,700 cd/m2,White,"FCC Class A certified, CSA, UL, TUV, EN 60950, VCCI-I",Customer display,16.5 cm x 17 cm x 32.9 cm,Epson DMD110BC - customer display,0.6 kg,,,,,,,,,,,,,,,,,,,"TM H5000II, H5000IIP",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Iiyama XB2779QS-W1 68 > 5CM 27IN LED 68.6 cm (27"")/",440 cd/m2,"Black, white, silver","VESA DPMS, PSE Mark, GOST-R, TUV Bauart, VCCI Class B","LED-backlit LCD monitor - 27""",65 cm x 23 cm x 43.55 cm - with stand,"Iiyama ProLite XB2779QS-W1 - LED monitor - 27""",8.2 kg,Widescreen - 16:9,16.8 million colours,1000:1 / 5000000:1 (dynamic),"Height, swivel, tilt",ENERGY STAR Qualified,"HDMI, DVI-D, VGA, DisplayPort",,QHD 2560 x 1440,AH-IPS,0.233 mm,5 ms,,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Elo Desktop Touchmonitors - 1517L AccuTouch E523163,250 cd/m2,Black,"UL, VCCI, C-Tick, BSMI, cUL, CB, CCC, IC, FCC, RoHS, KCC, WEEE, S Mark, China RoHS","LED-backlit LCD monitor - 15""",35.8 cm x 19.7 cm x 31.9 cm - with stand,"Elo Desktop Touchmonitors 1517L AccuTouch - LED monitor - 15""",4.3 kg,4:3,16.2 million colours,700:1,,,VGA,3 years warranty,1024 x 768 at 75 Hz,,,16 ms,Touch-screen,Worldwide,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Elo Open-Frame Touchmonitors - 1739L AccuTouch E607940,246 cd/m2,"Black, steel","FCC Class B certified, UL, VCCI Class B ITE, cUL, SEMKO, CB, C-Tick Class B, RoHS","LCD monitor - 17""",36.8 cm x 4.9 cm x 30.6 cm,"Elo Open-Frame Touchmonitors 1739L AccuTouch - LCD monitor - 17""",4 kg,5:4,16.7 million colours,1000:1,,,VGA,3 years warranty,1280 x 1024 at 75 Hz,,,7.2 ms,Touch-screen,,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Philips Monitor 24"" 240B4LPYCS LED 240B4LPYCS/00",250 cd/m2,"Textured black, textured silver","Plug and Play, FCC Class B certified, UL, TUV GS, BSMI, GOST, cUL, SASO, SEMKO, TUV Ergo, DDC/CI, RoHS, Lead-Free, WEEE, TCO Displays 6.0","LED-backlit LCD monitor - 24""",55.5 cm x 22.7 cm x 54.3 cm - with stand,"Philips Brilliance B-line 240B4LPYCS - LED monitor - 24""",5.83 kg,Widescreen - 16:10,16.7 million colours,1000:1 / 20000000:1 (dynamic),"Height, pivot (rotation), swivel, tilt",ENERGY STAR Qualified,"DVI-D, VGA, DisplayPort",3 years warranty,1920 x 1200 at 60 Hz,,0.27 mm,5 ms,USB Hub,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > NEC P232W BLACK 58.4 cm (23 "")/ 1.920 x 1.080/ 60003324",250 cd/m2,Black,DDC/CI,"LED-backlit LCD monitor - 23""",54.4 cm x 22.8 cm x 33.8 cm - with stand,"NEC MultiSync P232W - LED monitor - 23""",9.2 kg,Widescreen - 16:9,,1000:1,"Height, pivot (rotation), swivel, tilt","ENERGY STAR Qualified , EPEAT Silver","HDMI, DVI-D, VGA, DisplayPort",3 years warranty,FullHD 1920 x 1080,IPS,0.265 mm,8 ms,USB Hub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Iiyama XB2783HSU-B1 68 > 6CM 27IN LED 68.6 cm (27"")/",300 cd/m2,Black,"TUV GS, DDC-2B, VESA DPMS, PSE Mark, TCO Displays 6.0, VCCI Class B","LED-backlit LCD monitor - 27""",62.25 cm x 23 cm x 40.05 cm,"Iiyama ProLite XB2783HSU-1 - LED monitor - 27""",6 kg,Widescreen - 16:9,16.7 million colours,3000:1 / 5000000:1 (dynamic),"Height, pivot (rotation), swivel, tilt",ENERGY STAR Qualified,"HDMI, DVI, VGA",,FullHD 1920 x 1080,A-MVA,0.277 mm,4 ms,USB Hub,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Philips Monitor 24"" 240S4LPSB LED 240S4LPMS/00",250 cd/m2,"Silver, textured black","Plug and Play, FCC Class B certified, UL, TUV GS, BSMI, GOST, cUL, SASO, SEMKO, TUV Ergo, DDC/CI, RoHS, Lead-Free, WEEE, TCO Displays 6.0","LED-backlit LCD monitor - 24""",55.5 cm x 22.7 cm x 54.3 cm - with stand,"Philips S-line 240S4LPMS - LED monitor - 24""",5.83 kg,Widescreen - 16:10,16.7 million colours,1000:1 / 20000000:1 (dynamic),"Height, pivot (rotation), swivel, tilt",ENERGY STAR Qualified,"DVI-D, VGA",3 years warranty,1920 x 1200 at 60 Hz,TN,0.27 mm,5 ms,,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > AOC e2260Pq/22"" LED Monitor > 1680 x 1050 >  2ms >  E2260PQ",250 cd/m2,,"Plug and Play, TUV GS, RoHS, ISO 9241-307, EuP, TCO Displays 6.0","LED-backlit LCD monitor - 22""",50.78 cm x 24.46 cm x 40.83 cm - with stand,"AOC Professional E2260PQ - Professional Line - LED monitor - 22""",5.65 kg,Widescreen - 16:10,16.7 million colours,1000:1 / 50000000:1 (dynamic),"Height, tilt",ENERGY STAR Qualified,"DVI, VGA, DisplayPort",3 years warranty,1680 x 1050 at 60 Hz,TN,0.282 mm,2 ms (gray-to-gray),Speaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > HP EliteDisplay - S230tm E4S03AA#UUZ,220 cd/m2,"Black, silver","Plug and Play, CSA, VCCI, C-Tick, BSMI, cUL, NOM, TUV S, WHQL, CB, CCC, PSB, EK, FCC, S Mark, E-Standby, CECP, TCO Displays, EAC, CEL Grade 1, ISC","LED-backlit LCD monitor - 23""",59.93 cm x 6.95 cm x 40.92 cm - with stand,"HP EliteDisplay S230tm - LED monitor - 23""",6.5 kg,Widescreen - 16:9,16.7 million colours,1000:1 / 10000000:1 (dynamic),,"ENERGY STAR Qualified , EPEAT Gold","DVI-D, DisplayPort",3 years warranty,1920 x 1080 at 60 Hz,IPS,0.265 mm,7 ms (grey-to-grey with overdrive),"Touch screen, 2 microphones, 720p webcam","German, French, Italian / Switzerland",Anti-glare,Integrated,Compatible with Windows 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Hewlett-Packard HP L6015tm 15.0"" Retail Touch A1X78AA#UUZ",350 cd/m2,Jack black,"Plug and Play, CSA, UL, VCCI, C-Tick, BSMI, CCC, FCC, ICES, S Mark, CECP, BFR","LED-backlit LCD monitor - 15"" - Multi-Touch",36.6 cm x 28.3 cm x 41.4 cm - with stand,"HP L6015tm Retail Touch Monitor - LED monitor - 15""",6.8 kg,4:3,,700:1,"Height, tilt","ENERGY STAR Qualified , EPEAT Gold","DVI-D, VGA, DisplayPort",3 years warranty,1024 x 768 at 60 Hz,TN,0.297 mm,,"Touch-screen , USB Hub","German, French, Italian / Switzerland","Anti-glare, anti-static",Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > LG Electronics 19MB35PM 48 > 26CM 19IN ANA/DIG 19MB35PM-B,250 cd/m2,Anthracite dark,"Plug and Play, FCC Class B certified, CSA, UL, TUV GS, C-Tick, NEMKO, SEMKO, EN 61000-3-3, EN55024, EN55022 Class B, DDC/CI, ISO 9241-307, VCCI V-2, EN 61000-3-2:2006, TCO Displays 6.0, EN 60950-1:2006","LED-backlit LCD monitor - 19""",40.89 cm x 21 cm x 37.13 cm - with stand,"LG 19MB35PM-B - LED monitor - 19""",3.8 kg,5:4,16.7 million colours,5000000:1 (dynamic),"Height, pivot (rotation), swivel, tilt",ENERGY STAR Qualified,"DVI-D, VGA",3 years warranty,1280 x 1024 at 75 Hz,AH-IPS,0.294 mm,5 ms (grey-to-grey),,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > NEC E171M LED 43 > 27 17IN ANA/DIG 43.2 cm (17"")/ 1.280 60003582",250 cd/m2,Black,"Plug and Play, FCC Class B certified, MPR II, CSA, UL, TUV GS, cUL, DDC-2B, DDC-2Bi, MPR III, VESA EDID, TUV Ergo, DDC/CI, RoHS, ISO 9241-307, TCO Displays 6.0, EAC","LED-backlit LCD monitor - 17""",36.8 cm x 23 cm x 35.85 cm,"NEC MultiSync E171M - LED monitor - 17""",4.2 kg,5:4,16.7 million colours,1000:1,"Height, tilt",ENERGY STAR Qualified,"DVI-D, VGA",3 years warranty,1280 x 1024 at 75 Hz,,0.264 mm,5 ms,Stereo speakers,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > AOC i2473Pwm/24"" IPS LED Monitor > 1920 x 1080 >  5ms >  2 x I2473PWM",250 cd/m2,"Black, silver","Plug and Play, CB, CCC, FCC, WEEE, cTUVus, CECP, TCO Displays 6.0, EPA 6.0, CEL Grade 1, China RoHS","LED-backlit LCD monitor - 23.8""",54.71 cm x 18.26 cm x 40.86 cm,"AOC I2473PWM - LED monitor - 23.8""",4.12 kg,Widescreen,16.7 million colours,,Tilt,,"2xHDMI, VGA",3 years warranty,FullHD 1920 x 1080 at 60 Hz,AH-IPS,0.2745 mm,5 ms (grey-to-grey); 5 ms (black-to-white),,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Iiyama PL T1931SR-B1,200 cd/m2,Black,"Plug and Play, FCC Class B certified, UL, TUV, VCCI Class B ITE, cUL","LCD monitor - 19""",43.1 cm x 39.1 cm x 21.8 cm,"Iiyama ProLite T1931SR-B1 - LCD monitor - 19""",6.5 kg,5:4,16.7 million colours,900:1,Tilt,,"DVI-D, VGA",,1280 x 1024,TN,0.294 mm,5 ms,"Touch-screen , stereo speakers",,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Philips C221S3UCW/21.5"" LED Clinical USB C221S3UCW/00",150 cd/m2,Textured white,"Plug and Play, RoHS, Lead-Free, WEEE, EN 60601-1-2, EN 60601-1","LED-backlit LCD monitor - 21.5""",50.7 cm x 20.1 cm x 40.2 cm - with stand,"Philips C221S3UCW - LED monitor - 21.5""",3.85 kg,Widescreen - 16:9,16.7 million colours,1000:1,"Height, swivel, tilt",ENERGY STAR Qualified,USB,3 years warranty,FullHD 1920 x 1080 at 60 Hz,TN,0.248 mm,5 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > EIZO EV2416WTS 24.1IN GRAU 1920X1200 1000:1 250 CDM2 DP DVI 21393,250 cd/m2,Grey,"FCC Class B certified, TUV, TUV GS, C-Tick, VCCI Class B ITE, TUV S, VESA DPMS, CB, ICES-003 Class B, CCC, RoHS, WEEE, PSE Mark, Green Mark, GOST-R, cTUVus, J-MOSS, TCO Displays 6.0","LED-backlit LCD monitor - 24.1""",55.25 cm x 20 cm x 46.8 cm - with stand,"EIZO FlexScan EV2416W-TS - LED monitor - 24.1""",4.9 kg,Widescreen,16.8 million colours,1000:1,"Height, swivel, tilt",ENERGY STAR Qualified,"DVI-D, VGA, DisplayPort",5 years warranty,1920 x 1200,TN,0.27 mm,5 ms (black-to-white),USB Hub,,Anti-glare,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
