<page title>,aspect ratio,builtin speakers,contrast ratio,display colors,dvi,hdmi,ips,led,manufacturer,part,recommended resolution,refresh rate,screen size,viewing angle,widescreen,brightness,response time,vga,displayport,model,component,dvid duallink,svideo,minidisplay port
"Dell S2240M 60Hz 21.5"" Monitor (S2240M) - PCPartPicker Canada",16:9,No,"DC 8,000,000:1 (1000:1)",16700000.0,1.0,,Yes,Yes,Dell,S2240M,1920 x 1080,60Hz,"21.5""",178° H x 178° V,Yes,250 cd/m²,7 ms,1.0,,,,,,
"Samsung S24D590PL 60Hz 23.6"" Monitor (S24D590PL) - PCPartPicker Canada",16:9,No,DCR Mega Infinity (1000:1),16700000.0,,2.0,No,Yes,Samsung,S24D590PL,1920 x 1080,60Hz,"23.6""",178° H x 178° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Asus VE198TL 19.0"" Monitor (VE198TL) - PCPartPicker Canada",16:10,Yes,"10,000,000:1",16700000.0,1.0,,No,Yes,Asus,VE198TL,1440 x 900,,"19""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Eizo S2100-BK 21.3"" Monitor (S2100-BK) - PCPartPicker Canada",4:3,No,1000:1,16700000.0,1.0,,No,No,Eizo,S2100-BK,1600 x 1200,,"21.3""",178° H x 178° V,No,300 cd/m²,8 ms,1.0,,,,,,
"HP F0W81A8 60Hz 24.0"" Monitor (F0W81A8) - PCPartPicker Canada",16:10,No,"DC 5,000,000:1 (1000:1)",,1.0,,Yes,Yes,HP,F0W81A8,1920 x 1200,60Hz,"24""",178° H x 178° V,Yes,250 cd/m²,8 ms,1.0,1.0,,,,,
"ViewSonic VX2363SMHL-W 60Hz 23.0"" Monitor (VX2363SMHL-W) - PCPartPicker Canada",16:9,Yes,"DC 50,000,000:1 (1000:1)",,,1.0,No,Yes,ViewSonic,VX2363SMHL-W,1920 x 1080,60Hz,"23""",178° H x 178° V,Yes,250 cd/m²,14 ms,1.0,,,,,,
"Philips 246V5LHAB/27 60Hz 24.0"" Monitor (246V5LHAB/27) - PCPartPicker Canada",16:9,Yes,1000:1,16700000.0,,5.0,No,Yes,Philips,246V5LHAB/27,1920 x 1080,60Hz,"24""",170° H x 160° V,Yes,250 cd/m²,5 ms,,,,,,,
"Eizo FS2333-BK 60Hz 23.0"" Monitor (FS2333-BK) - PCPartPicker Canada",16:9,No,1000:1,16700000.0,1.0,,Yes,Yes,Eizo,FS2333-BK,1920 x 1080,60Hz,"23""",178° H x 178° V,Yes,250 cd/m²,,1.0,,,,,,
"Asus VT207N 19.5"" Monitor (VT207N) - PCPartPicker Canada",16:9,No,100000000:1,16700000.0,1.0,,No,No,Asus,VT207N,1600 x 900,,"19.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"BenQ GW2760HS 60Hz 27.0"" Monitor (GW2760HS) - PCPartPicker Canada",16:9,Yes,"DC 20,000,000:1 (3000:1)",16700000.0,1.0,1.0,No,Yes,BenQ,GW2760HS,1920 x 1080,60Hz,"27""",178° H x 178° V,Yes,300 cd/m²,4 ms,1.0,1.0,,,,,
"LG 24EN33VW-B 60Hz 23.6"" Monitor (24EN33VW-B) - PCPartPicker Canada",16:9,No,"1,000,000:1",,1.0,1.0,No,Yes,LG,24EN33VW-B,1920 x 1080,60Hz,"23.6""",170° H x 160° V,Yes,200 cd/m²,5 ms,1.0,,,,,,
"ViewSonic TD2740 27.0"" Monitor (TD2740) - PCPartPicker Canada",16:9,Yes,3000:1 (typ.),,,,No,Yes,ViewSonic,TD2740,1920 x 1080,,"27""",178° H x 178° V,Yes,260 cd/m²,12 ms,1.0,1.0,,,,,
"3M M2767PW 27.0"" Monitor (98-0003-3787-7) - PCPartPicker Canada",16:9,Yes,5000:1,16700000.0,,1.0,No,No,3M,98-0003-3787-7,1920 x 1080,,"27""",178° H x 178° V,Yes,250 cd/m²,25 ms,1.0,1.0,M2767PW,,,,
"LG D2343PB-BN 23.0"" Monitor (D2343PB-BN) - PCPartPicker Canada",16:9,No,"5,000,000:1",,1.0,1.0,No,Yes,LG,D2343PB-BN,1920 x 1080,,"23""",,Yes,250 cd/m²,5 ms,1.0,,,,,,
"LG 25UM55-P 60Hz 25.0"" Monitor (25UM55-P) - PCPartPicker Canada",21:9,No,"DCR 5,000,000:1 (1000:1)",16700000.0,,2.0,Yes,Yes,LG,25UM55-P,2560 x 1080,60Hz,"25""",178° H x 178° V,Yes,250 cd/m²,14 ms,,1.0,,,,,
"Acer S242HLbid 24.0"" Monitor (ET.FS2HP.001) - PCPartPicker Canada",16:9,No,"ACM (12,000,000:1) 1,000:1",16700000.0,1.0,1.0,No,Yes,Acer,ET.FS2HP.001,1920 x 1080,,"24""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,S242HLbid,,,,
"Samsung MD32C 60Hz 32.0"" Monitor (MD32C) - PCPartPicker Canada",16:9,No,5000:1,,1.0,1.0,No,Yes,Samsung,MD32C,1920 x 1080,60Hz,"32""",178° H x 178° V,Yes,350 cd/m²,8 ms,1.0,,,1.0,,,
"BenQ EW2420 24.0"" Monitor (EW2420) - PCPartPicker Canada",16:9,Yes,"DC 20,000,000:1 (3,000:1)",,1.0,2.0,No,Yes,BenQ,EW2420,1920 x 1080,,"24""",178° H x 178° V,Yes,250 cd/m²,25 ms,1.0,,,,,,
"AOC e2343Fi 60Hz 23.0"" Monitor (e2343Fi) - PCPartPicker Canada",16:9,Yes,"50,000,000:1 (dynamic)",16700000.0,,1.0,No,Yes,AOC,e2343Fi,1920 x 1080,60Hz,"23""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Asus VS247H-P 23.6"" Monitor (VS247H-P) - PCPartPicker Canada",16:9,No,50000000:1 (ASCR),16700000.0,1.0,1.0,No,Yes,Asus,VS247H-P,1920 x 1080,,"23.6""",170° H x 160° V,Yes,300 cd/m²,2 ms,1.0,,,,,,
"Hannspree HL249DPB 23.6"" Monitor (HL249DPB) - PCPartPicker Canada",16:9,Yes,"Active Contrast 30,000,000:1 (1000:1)",16700000.0,1.0,,No,Yes,Hannspree,HL249DPB,1920 x 1080,,"23.6""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Asus PA238QR 60Hz 23.0"" Monitor (PA238QR) - PCPartPicker Canada",16:9,Yes,"DCR 50,000,000:1 (1000:1)",16700000.0,1.0,1.0,Yes,Yes,Asus,PA238QR,1920 x 1080,60Hz,"23""",178° H x 178° V,Yes,250 cd/m²,6 ms,1.0,1.0,,,,,
"Dell S2240T 60Hz 21.5"" Monitor (S2240T) - PCPartPicker Canada",16:9,No,"8,000,000:1 (3,000:1)",16700000.0,1.0,1.0,No,Yes,Dell,S2240T,1920 x 1080,60Hz,"21.5""",178° H x 178° V,Yes,,12 ms,1.0,,,,,,
"Planar PL1711M-WH 17.0"" Monitor (997-5509-00) - PCPartPicker Canada",5:4,Yes,1000:1,16700000.0,1.0,,No,No,Planar,997-5509-00,1280 x 1024,,"17""",170° H x 160° V,No,250 cd/m²,5 ms,1.0,,PL1711M-WH,,,,
"LG M2280D-PU 22.0"" Monitor (M2280D-PU) - PCPartPicker Canada",16:9,No,"DC 5,000,000:1",16700000.0,1.0,2.0,No,Yes,LG,M2280D-PU,1920 x 1080,,"22""",170° H x 170° V,Yes,250 cd/m²,5 ms,,,,1.0,,1.0,
"Samsung T28D310NH 60Hz 27.5"" Monitor (T28D310NH) - PCPartPicker Canada",16:9,Yes,DCR Mega Infinity (1000:1),,,2.0,No,Yes,Samsung,T28D310NH,1366 x 768,60Hz,"27.5""",178° H x 178° V,Yes,300 cd/m²,6 ms,,,,,,,
"Acer T272HL bmidz 60Hz 27.0"" Monitor (UM.HT2AA.001) - PCPartPicker Canada",16:9,Yes,"ACM 100,000,000:1 (5,000:1)",16700000.0,1.0,1.0,No,No,Acer,UM.HT2AA.001,1920 x 1080,60Hz,"27""",178° H x 178° V,Yes,300 cd/m²,5 ms,1.0,,T272HL bmidz,,,,
"Lenovo LT2423 60Hz 24.0"" Monitor (60A8KAR2US) - PCPartPicker Canada",16:9,Yes,1000:1,,,1.0,No,Yes,Lenovo,60A8KAR2US,1920 x 1080,60Hz,"24""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,LT2423,,,,
"AOC E2460SD-TAA 60Hz 24.0"" Monitor (E2460SD-TAA) - PCPartPicker Canada",16:9,No,"20,000,000:1",16700000.0,1.0,,No,Yes,AOC,E2460SD-TAA,1920 x 1080,60Hz,"24""",,Yes,250 cd/m²,5 ms,1.0,,,,,,
"NEC MD301C4 30.0"" Monitor (MD301C4) - PCPartPicker Canada",16:10,No,1000:1,1070000000.0,2.0,,Yes,No,NEC,MD301C4,2560 x 1600,,"30""",178° H x 178° V,Yes,350 cd/m²,7 ms,,2.0,,,,,
"NEC MD242C2 60Hz 24.0"" Monitor (MD242C2) - PCPartPicker Canada",16:10,No,1000:1,,1.0,1.0,Yes,No,NEC,MD242C2,1920 x 1200,60Hz,"24""",178° H x 178° V,Yes,180 cd/m²,8 ms,1.0,1.0,,,,,
"Planar 997-7244-00 60Hz 17.0"" Monitor (997-7244-00) - PCPartPicker Canada",5:4,No,1000:1,16700000.0,,,No,Yes,Planar,997-7244-00,1280 x 1024,60Hz,"17""",,No,250 cd/m²,5 ms,1.0,,,,,,
"Samsung S24B150BL 23.6"" Monitor (S24B150BL) - PCPartPicker Canada",16:9,No,Mega Infinite DCR (700:1),16700000.0,1.0,,No,Yes,Samsung,S24B150BL,1920 x 1080,,"23.6""",90° H x 65° V,Yes,200 cd/m²,5 ms,1.0,,,,,,
"Eizo EV2316WFS-BK 60Hz 23.0"" Monitor (EV2316WFS-BK) - PCPartPicker Canada",16:9,Yes,1000:1,16700000.0,,1.0,No,Yes,Eizo,EV2316WFS-BK,1920 x 1080,60Hz,"23""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,1.0,,,,,
"Planar 997-7602-00 60Hz 27.0"" Monitor (997-7602-00) - PCPartPicker Canada",16:9,No,,16700000.0,1.0,,No,Yes,Planar,997-7602-00,1920 x 1080,60Hz,"27""",178° H x 178° V,Yes,250 cd/m²,14 ms,1.0,,,,,,
"HP LA2405x 60Hz 24.0"" Monitor (A9P21AA#ABA) - PCPartPicker Canada",16:10,No,"DC 3,000,000:1 (1000:1)",16700000.0,1.0,,No,Yes,HP,A9P21AA#ABA,1920 x 1200,60Hz,"24""",,Yes,250 cd/m²,5 ms,1.0,1.0,LA2405x,,,,
"NEC E171M-BK 60Hz 17.0"" Monitor (E171M-BK) - PCPartPicker Canada",5:4,Yes,1000:1,16700000.0,,,No,Yes,NEC,E171M-BK,1280 x 1024,60Hz,"17""",,No,250 cd/m²,5 ms,1.0,,,,,,
"Dell UZ2715H 60Hz 27.0"" Monitor (UZ2715H) - PCPartPicker Canada",16:9,Yes,"DC 8,000,000:1 (1000:1)",16700000.0,,2.0,Yes,Yes,Dell,UZ2715H,1920 x 1080,60Hz,"27""",178° H x 178° V,Yes,300 cd/m²,8 ms,1.0,1.0,,,,,
"Samsung S20C200B 20.0"" Monitor (S20C200B) - PCPartPicker Canada",16:9,No,1000:1,16700000.0,1.0,,No,Yes,Samsung,S20C200B,1600 x 900,,"20""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Acer H274HLBMID 27.0"" Monitor (ET.HH4HP.003) - PCPartPicker Canada",16:9,Yes,"100,000,000:1 Max (ACM)",16700000.0,1.0,1.0,No,Yes,Acer,ET.HH4HP.003,1920 x 1080,,"27""",170° H x 160° V,Yes,300 cd/m²,5 ms,1.0,,H274HLBMID,,,,
"Acer V183HV Ab 60Hz 18.5"" Monitor (ET.XV3HP.A02) - PCPartPicker Canada",16:9,No,10000:1,16700000.0,,,No,No,Acer,ET.XV3HP.A02,1366 x 768,60Hz,"18.5""",90° H x 50° V,Yes,200 cd/m²,5 ms,1.0,,V183HV Ab,,,,
"AOC G2460PQU 144Hz 24.0"" Monitor (G2460PQU) - PCPartPicker Canada",16:9,Yes,"80,000,000:1",16700000.0,1.0,1.0,No,Yes,AOC,G2460PQU,1920 x 1080,144Hz,"24""",170° H x 160° V,Yes,350 cd/m²,1 ms,1.0,1.0,,,,,
"Asus VS197T-P 18.5"" Monitor (VS197T-P) - PCPartPicker Canada",16:9,Yes,"50,000,000:1",16700000.0,1.0,,No,Yes,Asus,VS197T-P,1366 x 768,,"18.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Asus VS278Q-P 27.0"" Monitor (VS278Q-P) - PCPartPicker Canada",16:9,Yes,"80,000,000:1",16700000.0,,2.0,No,Yes,Asus,VS278Q-P,1920 x 1080,,"27""",170° H x 160° V,Yes,300 cd/m²,1 ms,1.0,1.0,,,,,
"Acer S220HQLAbd 21.5"" Monitor (ET.WS0HP.A01) - PCPartPicker Canada",16:9,No,"ACM 100,000,000:1 (1000:1)",16700000.0,1.0,,No,Yes,Acer,ET.WS0HP.A01,1920 x 1080,,"21.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,S220HQLAbd,,,,
"AOC E2460SD 60Hz 24.0"" Monitor (E2460SD) - PCPartPicker Canada",16:9,No,"20,000,000:1 (dynamic)",16700000.0,1.0,,No,Yes,AOC,E2460SD,1920 x 1080,60Hz,"24""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"ViewSonic VG732m-LED 17.0"" Monitor (VG732m-LED) - PCPartPicker Canada",5:4,Yes,"DC 20,000,000:1 (1000:1)",,1.0,,No,Yes,ViewSonic,VG732m-LED,1280 x 1024,,"17""",170° H x 160° V,No,250 cd/m²,,1.0,,,,,,
"LG 27MP35VQ-B 60Hz 27.0"" Monitor (27MP35VQ-B) - PCPartPicker Canada",16:9,No,"5,000,000:1",16700000.0,1.0,1.0,Yes,Yes,LG,27MP35VQ-B,1920 x 1080,60Hz,"27""",178° H x 178° V,Yes,200 cd/m²,5 ms,1.0,,,,,,
"Samsung S19C200NY 18.5"" Monitor (S19C200NY) - PCPartPicker Canada",16:9,No,700:1,16700000.0,,,No,Yes,Samsung,S19C200NY,1366 x 768,,"18.5""",90° H x 65° V,Yes,200 cd/m²,5 ms,1.0,,,,,,
"HP C9V76AA#ABA 60Hz 21.5"" Monitor (C9V76AA#ABA) - PCPartPicker Canada",16:9,Yes,1000:1,16700000.0,,,No,Yes,HP,C9V76AA#ABA,1920 x 1080,60Hz,"21.5""",,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Dell P2014H 60Hz 19.5"" Monitor (P2014H) - PCPartPicker Canada",16:9,No,1000:1,16770000.0,1.0,,Yes,Yes,Dell,P2014H,1600 x 900,60Hz,"19.5""",178° H x 178° V,Yes,250 cd/m²,8 ms,1.0,1.0,,,,,
"NEC PA302W-SV 60Hz 30.0"" Monitor (PA302W-SV) - PCPartPicker Canada",16:10,No,1000:1,,1.0,1.0,Yes,Yes,NEC,PA302W-SV,2560 x 1600,60Hz,"30""",178° H x 178° V,Yes,340 cd/m²,6 ms,,2.0,,,,,
"LG 22MB65P-B 60Hz 22.0"" Monitor (22MB65P-B) - PCPartPicker Canada",16:10,No,"DFC 5,000,000:1 (1000:1)",,1.0,,No,Yes,LG,22MB65P-B,1680 x 1050,60Hz,"22""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Samsung S22A650S 60Hz 21.5"" Monitor (LS22A650SS/ZA) - PCPartPicker Canada",16:9,No,5000:1,16700000.0,1.0,,No,Yes,Samsung,LS22A650SS/ZA,1920 x 1080,60Hz,"21.5""",,Yes,250 cd/m²,8 ms,1.0,1.0,S22A650S,,,,
"LG 27MP35HQ 60Hz 27.0"" Monitor (27MP35HQ) - PCPartPicker Canada",16:9,No,"DC 5,000,000:1 (1000:1)",16700000.0,,1.0,Yes,Yes,LG,27MP35HQ,1920 x 1080,60Hz,"27""",178° H x 178° V,Yes,200 cd/m²,5 ms,1.0,,,,,,
"Asus VE278H 27.0"" Monitor (VE278H) - PCPartPicker Canada",16:9,Yes,ASVR 50000000:1 (1200:1),16700000.0,,2.0,No,Yes,Asus,VE278H,1920 x 1080,,"27""",170° H x 160° V,Yes,300 cd/m²,2 ms,1.0,,,,,,
"Lenovo 60A0MAR1US 75Hz 19.5"" Monitor (60A0MAR1US) - PCPartPicker Canada",16:9,Yes,1000:1,16700000.0,,,No,Yes,Lenovo,60A0MAR1US,1600 x 900,75Hz,"19.5""",,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Eizo SX2262W-BK 22.0"" Monitor (SX2262W-BK) - PCPartPicker Canada",16:10,No,1000:1,16700000.0,2.0,,No,No,Eizo,SX2262W-BK,1920 x 1200,,"22""",178° H x 178° V,Yes,280 cd/m²,6 ms,,1.0,,,,,
"Asus MX279H 27.0"" Monitor (MX279H) - PCPartPicker Canada",16:9,Yes,"80,000,000:1",16700000.0,,2.0,Yes,Yes,Asus,MX279H,1920 x 1080,,"27""",178° H x 178° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"ViewSonic VA2251M-TAA 22.0"" Monitor (VA2251M-TAA) - PCPartPicker Canada",16:9,Yes,"DC 10,000,000:1",,1.0,,No,Yes,ViewSonic,VA2251M-TAA,1920 x 1080,,"22""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"AOC E2060SWDA-TAA 60Hz 20.0"" Monitor (E2060SWDA-TAA) - PCPartPicker Canada",16:9,No,"20,000,000:1",,1.0,,No,Yes,AOC,E2060SWDA-TAA,1600 x 900,60Hz,"20""",,Yes,,5 ms,1.0,,,,,,
"Eizo SX2762W-BK 27.0"" Monitor (SX2762W-BK) - PCPartPicker Canada",16:9,No,850:1,1070000000.0,1.0,,Yes,No,Eizo,SX2762W-BK,2560 x 1440,,"27""",178° H x 178° V,Yes,270 cd/m²,6 ms,,1.0,,,,,1.0
"Lenovo LS1922 18.5"" Monitor (2580AF1) - PCPartPicker Canada",16:9,No,1000:1,,,,No,Yes,Lenovo,2580AF1,1366 x 768,,"18.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,LS1922,,,,
"Asus PB287Q 60Hz 28.0"" Monitor (PB287Q) - PCPartPicker Canada",16:9,Yes,"100,000,000:1",1070000000.0,,2.0,No,Yes,Asus,PB287Q,3840 x 2160,60Hz,"28""",170° H x 160° V,Yes,300 cd/m²,1 ms,,1.0,,,,,
"Philips 272P4QPJKEB/27 60Hz 27.0"" Monitor (272P4QPJKEB/27) - PCPartPicker Canada",16:9,Yes,"20,000,000:1 (1000:1)",,1.0,2.0,No,Yes,Philips,272P4QPJKEB/27,2560 x 1440,60Hz,"27""",178° H x 178° V,Yes,300 cd/m²,12 ms,,1.0,,,,,
"Acer H276HLbmid 60Hz 27.0"" Monitor (UM.HH6AA.001) - PCPartPicker Canada",16:9,Yes,1000:1,16700000.0,1.0,1.0,Yes,Yes,Acer,UM.HH6AA.001,1920 x 1080,60Hz,"27""",178° H x 178° V,Yes,250 cd/m²,5 ms,1.0,,H276HLbmid,,,,
"Hannspree HE245DPB 60Hz 23.6"" Monitor (HE245DPB) - PCPartPicker Canada",16:9,Yes,"40,000,000:1",16700000.0,1.0,,No,Yes,Hannspree,HE245DPB,1920 x 1080,60Hz,"23.6""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"HP L1506x 75Hz 15.0"" Monitor (LL543A8#ABA) - PCPartPicker Canada",4:3,No,"DC 1,000,000:1 (700:1)",,,,No,Yes,HP,LL543A8#ABA,1024 x 768,75Hz,"15""",160° H x 140° V,No,400 cd/m²,8 ms,1.0,,L1506x,,,,
"Acer G226HQLBbd 60Hz 21.5"" Monitor (UM.WG6AA.B01) - PCPartPicker Canada",16:9,No,"ACM 100,000,000:1 (600:1)",16700000.0,1.0,,No,Yes,Acer,UM.WG6AA.B01,1920 x 1080,60Hz,"21.5""",,Yes,200 cd/m²,5 ms,1.0,,G226HQLBbd,,,,
"Acer B243PWLAJbmdrz 60Hz 24.0"" Monitor (UM.FB3AA.A01) - PCPartPicker Canada",16:10,Yes,"ACM 100,000,000:1 (1000:1)",16700000.0,1.0,,Yes,Yes,Acer,UM.FB3AA.A01,1920 x 1200,60Hz,"24""",178° H x 178° V,Yes,300 cd/m²,14 ms,1.0,1.0,B243PWLAJbmdrz,,,,
"ViewSonic VX2880ml 30Hz 28.0"" Monitor (VX2880ml) - PCPartPicker Canada",16:9,Yes,"1,000:1",16700000.0,,1.0,No,Yes,ViewSonic,VX2880ml,3840 x 2160,30Hz,"28""",170° H x 160° V,Yes,300 cd/m²,5 ms,,1.0,,,,,1.0
"Samsung S24A850DW 24.0"" Monitor (S24A850DW) - PCPartPicker Canada",16:9,No,1000:1,,2.0,,No,Yes,Samsung,S24A850DW,1920 x 1080,,"24""",178° H x 178° V,Yes,300 cd/m²,5 ms,1.0,1.0,,,,,
"Hannspree HL269DPB 26.0"" Monitor (HL269DPB) - PCPartPicker Canada",16:9,Yes,"X-Contrast 30,000,000:1 (800:1)",16700000.0,1.0,,No,Yes,Hannspree,HL269DPB,1920 x 1080,,"26""",160° H x 150° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Asus VN279QL 27.0"" Monitor (VN279QL) - PCPartPicker Canada",16:9,Yes,"100,000,000:1",16700000.0,,1.0,No,Yes,Asus,VN279QL,1920 x 1080,,"27""",178° H x 178° V,Yes,300 cd/m²,5 ms,1.0,1.0,,,,,
"HP E4S07AA#ABA 60Hz 23.0"" Monitor (E4S07AA#ABA) - PCPartPicker Canada",16:9,No,"4,000,000:1",16700000.0,1.0,,No,Yes,HP,E4S07AA#ABA,1920 x 1080,60Hz,"23""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Asus VS24AH-P 24.0"" Monitor (VS24AH-P) - PCPartPicker Canada",16:10,No,"80,000,000:1",16700000.0,1.0,1.0,Yes,Yes,Asus,VS24AH-P,1920 x 1200,,"24""",178° H x 178° V,Yes,300 cd/m²,5 ms,1.0,,,,,,
"HP E2T08A8#ABA 60Hz 21.5"" Monitor (E2T08A8#ABA) - PCPartPicker Canada",16:9,No,"DCR 1,000,000:1 (600:1)",,1.0,,No,Yes,HP,E2T08A8#ABA,1920 x 1080,60Hz,"21.5""",90° H x 50° V,Yes,200 cd/m²,5 ms,1.0,,,,,,
"NEC E322 32.0"" Monitor (E322) - PCPartPicker Canada",16:9,Yes,3000:1,16700000.0,,3.0,No,No,NEC,E322,1366 x 768,,"32""",178° H x 178° V,Yes,450 cd/m²,8 ms,1.0,,,1.0,,1.0,
"HP Envy 27 60Hz 27.0"" Monitor (NV27) - PCPartPicker Canada",16:9,Yes,"10,000,000:1",,,1.0,Yes,Yes,HP,NV27,1920 x 1080,60Hz,"27""",,Yes,250 cd/m²,7 ms,1.0,1.0,Envy 27,,,,
"HP ZR2740w 60Hz 27.0"" Monitor (XW476A4#ABA) - PCPartPicker Canada",16:9,No,1000:1,1070000000.0,1.0,,Yes,Yes,HP,XW476A4#ABA,2560 x 1440,60Hz,"27""",178° H x 178° V,Yes,380 cd/m²,12 ms,,1.0,ZR2740w,,,,
"HP NV23(E1K96AA#ABA) 60Hz 23.0"" Monitor (NV23) - PCPartPicker Canada",16:9,No,"DC 10,000,000:1 (1000:1)",,1.0,2.0,Yes,Yes,HP,NV23,1920 x 1080,60Hz,"23""",178° H x 178° V,Yes,250 cd/m²,7 ms,1.0,,NV23(E1K96AA#ABA),,,,
"Asus VE248Q 24.0"" Monitor (VE248Q) - PCPartPicker Canada",16:9,Yes,"ASCR 50,000,000:1 (1,000:1)",16700000.0,,1.0,No,Yes,Asus,VE248Q,1920 x 1080,,"24""",170° H x 160° V,Yes,250 cd/m²,2 ms,1.0,1.0,,,,,
"HP DreamColor LP2480zx 24.0"" Monitor (GV546A8#ABA) - PCPartPicker Canada",16:10,No,1000:1,,2.0,1.0,Yes,Yes,HP,GV546A8#ABA,1920 x 1200,,"24""",178° H x 178° V,Yes,250 cd/m²,12 ms,,1.0,DreamColor LP2480zx,1.0,,1.0,
"NEC EX231W-BK 23.0"" Monitor (EX231W-BK) - PCPartPicker Canada",16:9,No,"DC 25,000:1 (1,000:1)",,,,No,Yes,NEC,EX231W-BK,1920 x 1080,,"23""",176° H x 170° V,Yes,250 cd/m²,5 ms,,1.0,,,,,
"Acer B246HYL ymdpr 60Hz 23.8"" Monitor (UM.QB6AA.001) - PCPartPicker Canada",16:9,Yes,"Contrast Ratio Max (ACM): 100,000,000:1<br/>Contrast Ratio (Native): 1000:1",16700000.0,1.0,,Yes,Yes,Acer,UM.QB6AA.001,1920 x 1080,60Hz,"23.8""",178° H x 178° V,Yes,250 cd/m²,6 ms,1.0,1.0,B246HYL ymdpr,,,,
"Asus VE248H 24.0"" Monitor (VE248H) - PCPartPicker Canada",16:9,Yes,"ASCR 10,000,000 :1",16700000.0,1.0,1.0,No,Yes,Asus,VE248H,1920 x 1080,,"24""",170° H x 160° V,Yes,250 cd/m²,2 ms,1.0,,,,,,
"HP ProDisplay Smartbuy P231 60Hz 23.0"" Monitor (E4S07A8#ABA) - PCPartPicker Canada",16:9,No,"DCR 4,000,000:1(1000:1)",16700000.0,1.0,,No,Yes,HP,E4S07A8#ABA,1920 x 1080,60Hz,"23""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,ProDisplay Smartbuy P231,,,,
"NEC EX201W-BK 20.0"" Monitor (EX201W-BK) - PCPartPicker Canada",16:9,No,DC 25000:1 (1000:1),16700000.0,1.0,,No,Yes,NEC,EX201W-BK,1600 x 900,,"20""",,Yes,250 cd/m²,5 ms,,1.0,,,,,
"HP 2509p 25.0"" Monitor (LB943A8#ABA) - PCPartPicker Canada",16:9,Yes,"DC 60,000:1 (1000:1)",,1.0,1.0,No,No,HP,LB943A8#ABA,1920 x 1080,,"25""",160° H x 160° V,Yes,300 cd/m²,3 ms,1.0,,2509p,,,,
"BenQ XL2411Z 144Hz 24.0"" Monitor (XL2411Z) - PCPartPicker Canada",16:9,No,"DC 12,000,000:1 (1000:1)",16700000.0,1.0,1.0,No,Yes,BenQ,XL2411Z,1920 x 1080,144Hz,"24""",170° H x 160° V,Yes,350 cd/m²,1 ms,1.0,,,,,,
"Acer B243HL DJObmdr 24.0"" Monitor (UM.FB3AA.D01) - PCPartPicker Canada",16:9,Yes,"100,000,000:1",,1.0,,No,Yes,Acer,UM.FB3AA.D01,1920 x 1080,,"24""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,B243HL DJObmdr,,,,
"HP L2311c 23.0"" Monitor (A1W80A8#ABA) - PCPartPicker Canada",16:9,No,1000:1 (static) / 1000000:1 (dynamic),16700000.0,,,No,Yes,HP,A1W80A8#ABA,1920 x 1080,,"23""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,L2311c,,,,
"Asus VS207T-P 19.5"" Monitor (VS207T-P) - PCPartPicker Canada",16:9,Yes,"80,000,000:1",16700000.0,1.0,,No,Yes,Asus,VS207T-P,1600 x 900,,"19.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"ViewSonic VG2439M-LED 24.0"" Monitor (VG2439M-LED) - PCPartPicker Canada",16:9,Yes,"DC 20,000,000:1",,1.0,,No,Yes,ViewSonic,VG2439M-LED,1920 x 1080,,"24""",170° H x 160° V,Yes,300 cd/m²,5 ms,1.0,1.0,,,,,
"Planar 997-6473-00 60Hz 21.5"" Monitor (997-6473-00) - PCPartPicker Canada",16:9,Yes,1000:1,16700000.0,1.0,,No,Yes,Planar,997-6473-00,1600 x 900,60Hz,"21.5""",,Yes,250 cd/m²,5 ms,1.0,,,,,,
