abv,beer_name,brew_factory_name,style
6.9,riptide,westport brewing,american amber red ale
7.0,cascazilla,ithaca beer company,american amber red ale
7.0,global warmer,sixpoint brewery,american amber red ale
7.0,red wheelbarrow,maine beer company,american amber red ale
7.0,evil twin hop flood,evil twin brewing,american amber red ale
7.0,blue point winter ale,blue point brewing company,american amber red ale
7.0,red fish,flying fish brewing company,american amber red ale
7.0,dawn of the red ira ale,ninkasi brewing company,american amber red ale
7.0,peak organic espresso amber ale,peak organic brewing company,american amber red ale
7.0,elector imperial red ale,new albanian brewing company pizzeria and public house,american amber red ale
7.0,peak organic the maple collaboration,peak organic brewing company,american amber red ale
7.0,diablo rojo,boneyard beer company,american amber red ale
7.0,narragansett lovecraft series honey ale,narragansett brewing co,american amber red ale
7.0,sabretoothed squirrel,smog city brewing,american amber red ale
7.0,expedition ale,drake s brewing co,american amber red ale
7.0,homework series 1 hoppy red ale,ballast point brewing company,american amber red ale
7.0,tall poppy,8 wired brewing co,american amber red ale
7.0,double rainbow ale,iron horse brewery,american amber red ale
7.0,knickerbocker red,blue pants brewery,american amber red ale
7.0,hoosier daddy,new albanian brewing company pizzeria and public house,american amber red ale
7.0,red dragon ale,cortland beer company,american amber red ale
7.0,hedonism,ruckus brewing,american amber red ale
7.0,en el bosque,omnipollo,american amber red ale
7.0,lion tamer red,hiwire brewing,american amber red ale
7.0,really nelson india red ale,jackie o s pub brewery,american amber red ale
7.0,briarpatch amber ale,battered boar brewing company,american amber red ale
7.0,yola s artisan ale,cib brewery bbq,american amber red ale
7.0,riverside red ale,intuition ale works,american amber red ale
7.0,conundrum red ale,aspen brewing co,american amber red ale
7.0,raked over red,rip current brewing,american amber red ale
7.0,red reuben,bison brewing,american amber red ale
7.0,red elephant,laurelwood public house brewery,american amber red ale
7.0,screening room red,naked city taphouse,american amber red ale
7.0,sunset red,sarasota brewing company,american amber red ale
7.0,green man the blood of my enemies,green man brewery,american amber red ale
7.0,apex amber,mountain toad brewing,american amber red ale
7.0,ranch dog red,tahoe mountain brewing co,american amber red ale
7.0,timberwolf bourbonoaked red,wolf creek brewing,american amber red ale
7.0,the boxer india red ale,lowdown brewery kitchen,american amber red ale
7.0,king crimson,church brew works,american amber red ale
7.0,the huntsman,barley mow brewing company,american amber red ale
7.0,amiti,brouwerij de dochter van de korenaar,american amber red ale
7.0,blood on the blade red ipa,backpocket brewing,american amber red ale
7.0,colorado red,snowbank brewing,american amber red ale
7.0,der drachenorden l ordre du dragon,kruhnen,american amber red ale
7.0,nestor grade,castle danger brewery,american amber red ale
7.0,bring the hops,sun king brewing company,american amber red ale
7.0,twisted red,eight bridges brewing co,american amber red ale
7.0,blood shot red,the beer company,american amber red ale
7.0,fryingpan,puyallup river brewing,american amber red ale
7.0,red devil red,pecan street brewing,american amber red ale
7.0,ashevillehiwire happy new beer,asheville brewing company,american amber red ale
7.0,fluffy fuzz buzz,smog city brewing,american amber red ale
7.0,bourbon barrel aged panama red ale,flossmoor station restaurant brewery,american amber red ale
7.0,unloosened ale,gonzo s biggdogg brewing,american amber red ale
7.0,breakside hoppy amber,breakside brewery,american amber red ale
7.0,eldo amber,wicked weed brewing,american amber red ale
7.0,olde factory amber ipa,aldus brewing company,american amber red ale
7.0,espionage red,the brewing lair,american amber red ale
7.0,our daily red,country boy brewing,american amber red ale
7.0,lucky enough amber,cellar brewing company,american amber red ale
7.0,bootjes bier,antwerpse brouw compagnie nv,american amber red ale
7.0,red back ale,main street brewing company,american amber red ale
7.0,rick s red ale,dempsey s brew pub restaurant,american amber red ale
7.0,transatlantic red,captain lawrence brewing co,american amber red ale
7.0,ambrata,maltus faber,american amber red ale
7.0,la victor,la tour a bi res,american amber red ale
7.0,hopped red,altamont brewing company,american amber red ale
7.0,mud bug amber,flat 12 bierwerks,american amber red ale
7.0,honeymeade ale,sarasota brewing company,american amber red ale
7.0,westward gaze,charleston brewing company,american amber red ale
7.0,trail blazer red,inland empire brewing company,american amber red ale
7.0,caf ambr,oso brewing company tap house,american amber red ale
7.0,wyatt earp,the beer company,american amber red ale
7.0,sunday barbecue amber,cheyenne brewing company,american amber red ale
7.0,hop crazed squirrel,smog city brewing,american amber red ale
7.0,the bigtop,magic rock brewing,american amber red ale
7.0,lord of myrcene,malm brewing co,american amber red ale
7.0,infrared,old 99 brewing co,american amber red ale
7.0,red castle,thai me up melvin brewing,american amber red ale
7.0,l ambr e,brasserie artisanale du val dainan,american amber red ale
7.0,awesome amber,cortland beer company,american amber red ale
7.0,roby red ale,bulldog brewing company,american amber red ale
7.0,hamber,thai me up melvin brewing,american amber red ale
7.0,rover imperial red,bolt brewery,american amber red ale
7.0,bourbon mash amber ale,stone corral brewery,american amber red ale
7.0,brett red,alpha brewing company,american amber red ale
7.0,lone ranger red,snowy mountain brewery,american amber red ale
7.0,bacon chili jam,buffalo bayou brewing co,american amber red ale
7.0,hokuula red,maui brewing co,american amber red ale
7.0,zeelander red,the beer company,american amber red ale
7.0,stone liberty station outbreak series red ale,stone brewing co,american amber red ale
7.0,batch 0055 imperial amber,3cross brewing company,american amber red ale
7.0,nog,rock bottom restaurant brewery,american amber red ale
7.0,rhumantony,les brasseurs du hameau,american amber red ale
7.0,evil red,black bridge brewery,american amber red ale
7.0,redblooded american,american brewing company,american amber red ale
7.0,ambog ale,palawe o brewery,american amber red ale
7.0,la grandbi re dans le sirop,lagabi re brasserie artisanale,american amber red ale
7.0,miss scarlett,salty nut brewery,american amber red ale
7.0,axum bold as love,7venth seventh sun brewery,american amber red ale
7.0,cascazilla aged on cherry wood,ithaca beer company,american amber red ale
7.0,scarlet fever hoppy red ale,flying fish brewing company,american amber red ale
7.0,ankerla kolonial red ale,brauerei gasthof ankerbr u,american amber red ale
7.0,torquemada sarmiento,cerveza torquemada,american amber red ale
7.1,rocco red ale,bootlegger s brewery,american amber red ale
7.1,9th state red ipa,603 brewery,american amber red ale
7.1,devil s head red,pikes peak brewing company,american amber red ale
7.1,india red ale,zipline brewing co,american amber red ale
7.1,eric the red,odd13 brewing,american amber red ale
7.1,red scare,revolution brewing company,american amber red ale
7.1,red barchetta,green man brewery,american amber red ale
7.1,bdbbi g bodyibu,birra del borgo,american amber red ale
7.1,red riser ira,mcmenamins,american amber red ale
7.1,bushwacker,prairie fire brewing co,american amber red ale
7.1,blue whale ale,pacific coast brewing company,american amber red ale
7.1,angry troll amber,broken goblet brewing company,american amber red ale
7.1,amber management,broken goblet brewing company,american amber red ale
7.1,fire road red ale,laurelwood public house brewery,american amber red ale
7.1,r r raspberry red,mu brewery,american amber red ale
7.1,fresh hop double red,ice harbor brewing company,american amber red ale
7.1,ruby slipper ale,hoppy brewing co,american amber red ale
7.1,awesome red red house ira,awesome ales,american amber red ale
7.1,red hammer ale,bathtub row brewing coop,american amber red ale
7.1,king of hearts imperial red,rock bottom restaurant brewery,american amber red ale
7.1,ass clown salted ginger black sour,ass clown brewing,american amber red ale
7.1,wretched red,barley john s brew pub,american amber red ale
7.1,batch 0037 imperial amber,3cross brewing company,american amber red ale
7.2,zoe,maine beer company,american amber red ale
7.2,lost dog,napa smith brewery,american amber red ale
7.2,tyranny hoppy red ale,wicked weed brewing,american amber red ale
7.2,citrus wizard,cigar city brewing,american amber red ale
7.2,american india red ale,black shirt brewing co,american amber red ale
7.2,noble alpha red,noble ale works,american amber red ale
7.2,rockpile,fernie brewing co,american amber red ale
7.2,american bold ale,vindication brewing co,american amber red ale
7.2,pancake junkie,begyle brewing company,american amber red ale
7.2,big horn,sequoia brewing company,american amber red ale
7.2,the reckoner,ethereal brewing,american amber red ale
7.2,cold brew red ale,cigar city brewing,american amber red ale
7.2,red mangrove,point ybel brewing company,american amber red ale
7.2,hoppy ending,newport beach brewing company,american amber red ale
7.2,red is dead,microbrasserie artisanale sainte crucienne,american amber red ale
7.2,epic carolina,epic brewing company,american amber red ale
7.2,superchopp,georgetown brewing company,american amber red ale
7.2,rustic red ale,epic ales,american amber red ale
7.2,killer red fresh hop india red ale,double mountain brewery taproom,american amber red ale
7.2,mango chili red ale,cigar city brewing,american amber red ale
7.2,street cred india rye red ale,roaring fork beer company,american amber red ale
7.2,busta rhizomes,prison city pub brewery,american amber red ale
7.2,buddy s red ale,chilly water brewing company,american amber red ale
7.2,extra red with chipotle,ritual brewing co,american amber red ale
7.2,jalape o mango red ale,cigar city brewing,american amber red ale
7.2,valeria,rocky point artisan brewers,american amber red ale
7.3,mourning wood,local option,american amber red ale
7.3,ma,tree house brewing company,american amber red ale
7.3,bj s jeremiah red,bj s restaurant brewhouse,american amber red ale
7.3,red spur,lonerider brewing company,american amber red ale
7.3,red hill red ale,tustin brewing company,american amber red ale
7.3,anniversary ale 2014,minneapolis town hall brewery,american amber red ale
7.3,glasstown founders ale,glasstown brewing co,american amber red ale
7.3,mighty red,fargo brewing company,american amber red ale
7.3,batch 16,pinglehead brewing co brewer s pizza,american amber red ale
7.3,ira,full pint brewing company,american amber red ale
7.3,daybreak,our brewing co,american amber red ale
7.3,centennial amber,frisco taphouse brewery,american amber red ale
