author_1,author_2,author_3,author_4,title,venue,year
janet l wiener,jeffrey f naughton,,,oodb bulk loading revisited the partitionedlist approach,very large data bases,1995.0
luis gravano,hector garciamolina,,,generalizing gloss to vectorspace databases and broker hierarchies,very large data bases,1995.0
david b lomet,mark r tuttle,,,redo recovery after system crashes,very large data bases,1995.0
erik g hoel,hanan samet,,,performance of dataparallel spatial operations,very large data bases,1994.0
ada waichee fu,david wailok cheung,,,a transaction replication scheme for a replicated database with node autonomy,very large data bases,1994.0
diane l davison,goetz graefe,,,memorycontention responsive hash joins,very large data bases,1994.0
sudarshan s chawathe,mingsyan chen,philip s yu,,on index selection schemes for nested object hierarchies,very large data bases,1994.0
hennie j steenhagen,peter m g apers,henk m blanken,rolf a de by,from nestedloop to join queries in oodb,very large data bases,1994.0
yuhming shyy,h stephen auyeung,c p chou,,versant replication supporting faulttolerant object databases,international conference on management of data,1995.0
d woelk,b bohrer,n jacobs,k ong,carnot and infosleuth database technology and the world wide web,international conference on management of data,1995.0
jim gray,,,,parallel database systems 101,international conference on management of data,1995.0
rob goldring,,,,things every update replication customer should know abstract,international conference on management of data,1995.0
kestutis ivinskis,,,,high availability of commercial applications,international conference on management of data,1995.0
peter buneman,david maier,,,the data that you wont find in databases tutorial panel on data exchange formats,international conference on management of data,1995.0
william l gettys,,,,directv and oracle rdb the challenge of vldb transaction processing,international conference on management of data,1995.0
greg hope,,,,enterprise transaction processing on windows nt,international conference on management of data,1995.0
corporate the access team microsoft,,,,upsizing form file server to client server architectures,international conference on management of data,1995.0
kenneth moore,,,,the lotus notes storage system,international conference on management of data,1995.0
surajit chaudhuri,umeshwar dayal,tak w yan,,join queries with external text sources execution and optimization techniques,international conference on management of data,1995.0
corporate fox development team microsoft,,,,objectoriente rapid application development in a pc database environment,international conference on management of data,1995.0
serge abiteboul,sophie cluet,tova milo,,a database interface for file update,international conference on management of data,1995.0
sergey brin,james davis,h233ctor garc237amolina,,copy detection mechanisms for digital documents,international conference on management of data,1995.0
steven berson,leana golubchik,richard r muntz,,fault tolerant design of multimedia servers,international conference on management of data,1995.0
asit dan,dinkar sitaram,,,an online video placement policy based on bandwidth to space ratio bsr,international conference on management of data,1995.0
craig s freedman,david j dewitt,,,the spiffi scalable videoondemand system,international conference on management of data,1995.0
james j lu,guido moerkotte,joachim schue,v s subrahmanian,efficient maintenance of materialized mediated views,international conference on management of data,1995.0
timothy griffin,leonid libkin,,,incremental maintenance of views with duplicates,international conference on management of data,1995.0
yue zhuge,h233ctor garc237amolina,joachim hammer,jennifer widom,view maintenance in a warehousing environment,international conference on management of data,1995.0
gautam bhargava,piyush goel,bala iyer,,hypergraph based reorderings of outer join queries with complex predicates,international conference on management of data,1995.0
weimin du,mingchien shan,umeshwar dayal,,reducing multidatabase query response time by tree balancing,international conference on management of data,1995.0
diane l davison,goetz graefe,,,dynamic resource brokering for multiuser query execution,international conference on management of data,1995.0
a prasad sistla,ouri wolfson,,,temporal conditions and integrity constraints in active database systems,international conference on management of data,1995.0
claudio bettini,x sean wang,elisa bertino,sushil jajodia,semantic assumptions and query evaluation in temporal databases,international conference on management of data,1995.0
b adelberg,h garciamolina,b kao,,applying update streams in a soft realtime database system,international conference on management of data,1995.0
yannis e ioannidis,viswanath poosala,,,balancing histogram optimality and practicality for query result size estimation,international conference on management of data,1995.0
wenchi hou,zhongyang zhang,,,enhancing database correctness a statistical approach,international conference on management of data,1995.0
ashish gupta,inderpal s mumick,kenneth a ross,,adapting materialized views after redefinitions,international conference on management of data,1995.0
swarup acharya,rafael alonso,michael franklin,stanley zdonik,broadcast disks data management for asymmetric communication environments,international conference on management of data,1995.0
seth j white,david j dewitt,,,implementing crash recovery in quickstore a performance study,international conference on management of data,1995.0
jong soo park,mingsyan chen,philip s yu,,an effective hashbased algorithm for mining association rules,international conference on management of data,1995.0
joachim hammer,h233ctor garc237amolina,kelly ireland,yannis papakonstantinou,information translatio mediatio and mosaicbased browsing in the tsimmis system,international conference on management of data,1995.0
wensyan li,chris clifton,,,semint a system prototype for semantic integration in heterogeneous databases,international conference on management of data,1995.0
corporate the paradise team,,,,paradise a database system for gis applications,international conference on management of data,1995.0
corporate the shore team,,,,shore combining the best features of oodbms and file systems,international conference on management of data,1995.0
j thomas,s de223loch,n mattos,,design and implementation of advanced knowledge processing in the kbms krisys,international conference on management of data,1995.0
stella gatziu,andreas geppert,klaus r dittrich,,the samos active dbms prototype,international conference on management of data,1995.0
e radeke,r b246ttger,b burkert,y engel,efendi federated database system of cadlab,international conference on management of data,1995.0
daniel a keim,hanspeter kriegel,,,visdb a system for visualizing large databases,international conference on management of data,1995.0
jonathan ashley,myron flickner,james hafner,denis lee,the query by image content qbic system,international conference on management of data,1995.0
a p buchmann,a deutsch,j zimmermann,m higa,the reach active oodbms,international conference on management of data,1995.0
antonio massari,stefano pavani,lorenzo saladini,panos k chrysanthis,qbi query by icons,international conference on management of data,1995.0
leon shklar,amit sheth,vipul kashyap,satish thatte,infoharness a system for search and retrieval of heterogeneous information,international conference on management of data,1995.0
garth a gibson,,,,tutorial on storage technology raid and beyond,international conference on management of data,1995.0
t imielinski,a virmani,,,datamineinteractive rule discovery system,international conference on management of data,1995.0
stefano ceri,piero fraternali,stefano paraboschi,giuseppe psaila,the algres testbed of chimera an active objectoriented database system,international conference on management of data,1995.0
c collet,t coupaye,,,the naos system,international conference on management of data,1995.0
jim melton,nelson mendoca mattos,,,an overview of the emerging thirdgeneration sql standard,international conference on management of data,1995.0
