actor_1,actor_2,actor_3,color,content_rating,director,original_language,production_countries,title,vote_average,year
lesley manville,ruth sheen,karl johnson,color,r,mike leigh,english,uk,mr turner,7.0,2014.0
mathieu amalric,sara forestier,edouard baer,color,pg,alain resnais,french,france,wild grass,6.0,2009.0
sebastian koch,mathieu kassovitz,ulrich mhe,color,unrated,costagavras,english,france,amen,7.0,2002.0
woosung jung,shawn yue,kelly lin,color,r,chaobin su,mandarin,china,reign of assassins,7.0,2010.0
john heard,katherine lanasa,mark l young,color,r,neil burger,english,usa,the lucky ones,7.0,2008.0
matt damon,kieran culkin,john gallagher jr,color,r,kenneth lonergan,english,usa,margaret,6.0,2011.0
steve howey,kenan thompson,diora baird,color,r,bo zenga,english,canada,stan helsing,4.0,2009.0
madeline carroll,rebecca de mornay,aidan quinn,color,pg,rob reiner,english,usa,flipped,8.0,2010.0
jake gyllenhaal,heath ledger,anne hathaway,color,r,ang lee,english,usa,brokeback mountain,8.0,2005.0
donald faison,dan hedaya,elisa donovan,color,pg13,amy heckerling,english,usa,clueless,7.0,1995.0
dennis quaid,celia weston,michael gaston,color,pg13,todd haynes,english,usa,far from heaven,7.0,2002.0
adam scott,gillian jacobs,collette wolfe,color,r,steve pink,english,usa,hot tub time machine 2,5.0,2015.0
kate winslet,stephen marcus,amelia warner,color,r,philip kaufman,english,uk,quills,7.0,2000.0
abbie cornish,gabourey sidibe,michael stuhlbarg,color,r,martin mcdonagh,english,uk,seven psychopaths,7.0,2012.0
colm feore,tamara tunie,aunjanue ellis,color,r,kasi lemmons,english,usa,the cavemans valentine,6.0,2001.0
thomas kretschmann,bruno ganz,alexandra maria lara,color,r,oliver hirschbiegel,german,germany,downfall,8.0,2004.0
beln rueda,lola dueas,tamar novas,color,pg13,alejandro amenbar,spanish,spain,the sea inside,8.0,2004.0
scarlett johansson,paul brannigan,alison chand,color,r,jonathan glazer,english,uk,under the skin,6.0,2013.0
robin williams,jt walsh,bruno kirby,color,r,barry levinson,english,usa,good morning vietnam,7.0,1987.0
jason mewes,stephanie danielson,michael rispoli,color,pg13,hyungrae shim,english,south korea,the last godfather,4.0,2010.0
usher raymond,sean kingston,boys ii men,color,g,jon m chu,english,usa,justin bieber never say never,2.0,2011.0
natalie portman,mila kunis,mark margolis,color,r,darren aronofsky,english,usa,black swan,8.0,2010.0
robert de niro,al pacino,robert duvall,color,r,francis ford coppola,english,usa,the godfather part ii,9.0,1974.0
sean patrick thomas,terry kinney,fredro starr,color,pg13,thomas carter,english,usa,save the last dance,6.0,2001.0
tuesday knight,rodney eastman,brooke bundy,color,r,renny harlin,english,usa,a nightmare on elm street 4 the dream master,6.0,1988.0
jennifer garner,brighton sharbino,martin henderson,color,pg,patricia riggen,english,usa,miracles from heaven,7.0,2016.0
jennifer garner,mary lynn rajskub,marla sokoloff,color,pg13,danny leiner,english,usa,dude wheres my car,6.0,2000.0
jack palance,patrick wayne,brian keith,color,r,christopher cain,english,usa,young guns,7.0,1988.0
bill murray,naomi watts,reg e cathey,color,pg13,theodore melfi,english,usa,st vincent,7.0,2014.0
joe lo truglio,regina hall,bryan callen,color,r,steve pink,english,usa,about last night,6.0,2014.0
joseph gordonlevitt,heath ledger,andrew keegan,color,pg13,gil junger,english,usa,10 things i hate about you,7.0,1999.0
zooey deschanel,eddie griffin,gene simmons,color,pg13,ed decter,english,usa,the new guy,6.0,2002.0
jon lovitz,lin shaye,bill nunn,color,pg13,gene quintano,english,usa,loaded weapon 1,6.0,1993.0
scar jaenada,brett cullen,sedona legge,color,pg13,jaume colletserra,english,usa,the shallows,7.0,2016.0
logan lerman,eric stoltz,cameron bright,color,r,eric bress,english,usa,the butterfly effect,8.0,2004.0
chris elliott,mark webber,jean smart,color,pg,chris koch,english,usa,snow day,5.0,2000.0
mekhi phifer,chris brown,loretta devine,color,pg13,preston a whitmore ii,english,usa,this christmas,6.0,2007.0
kathleen turner,dom deluise,ruby dee,color,pg,bob clark,english,usa,baby geniuses,2.0,1999.0
bokeem woodbine,elliott gould,antonio sabato jr,color,r,kirk wong,english,usa,the big hit,6.0,1998.0
gregory smith,eartha kitt,charlotte sullivan,color,pg,bronwen hughes,english,usa,harriet the spy,6.0,1996.0
jenny agutter,beth grant,greg germann,color,r,john lafia,english,usa,childs play 2,6.0,1990.0
leslie bibb,kate del castillo,henry simmons,color,pg13,sam miller,english,usa,no good deed,6.0,2014.0
toby jones,alexa davalos,jeffrey demunn,color,r,frank darabont,english,usa,the mist,7.0,2007.0
elina alminas,sonoya mizuno,corey johnson,black and white,r,alex garland,english,uk,ex machina,8.0,2015.0
willie garson,orson bean,mary kay place,color,r,spike jonze,english,usa,being john malkovich,8.0,1999.0
monique,vivica a fox,tamala jones,color,r,mark brown,english,usa,two can play that game,6.0,2001.0
teo halm,ella wahlestedt,jason graystanford,color,pg,dave green,english,usa,earth to echo,6.0,2014.0
kirsten dunst,jay hernandez,rolando molina,color,pg13,john stockwell,english,usa,crazybeautiful,6.0,2001.0
yuki matsuzaki,kazunari ninomiya,shid nakamura,color,r,clint eastwood,japanese,usa,letters from iwo jima,8.0,2006.0
jk simmons,virginia madsen,bruce dern,color,pg,michael polish,english,usa,the astronaut farmer,6.0,2006.0
ll cool j,jada pinkett smith,dave chappelle,color,r,daisy von scherler mayer,english,usa,woo,4.0,1998.0
joan allen,jacob tremblay,cas anvar,color,r,lenny abrahamson,english,ireland,room,8.0,2015.0
don rickles,jack warden,traylor howard,color,pg13,bob saget,english,canada,dirty work,6.0,1998.0
kathleen turner,sam waterston,traci lords,color,r,john waters,english,usa,serial mom,7.0,1994.0
ryan reynolds,will ferrell,kirsten dunst,color,pg13,andrew fleming,english,france,dick,6.0,1999.0
rosario dawson,vanessa williams,robert richard,color,r,craig bolotin,english,usa,light it up,6.0,1999.0
salma hayek,ellen albertini dow,sela ward,color,r,mark christopher,english,usa,54,6.0,1998.0
jake gyllenhaal,geoffrey arend,marley shelton,color,pg13,blair hayes,english,usa,bubble boy,6.0,2001.0
mark gatiss,mathieu kassovitz,ben chaplin,color,r,jez butterworth,english,uk,birthday girl,6.0,2001.0
justin chon,josie loren,sarah wright,color,r,jon lucas,english,usa,21 over,6.0,2013.0
steve buscemi,miranda richardson,catalina sandino moreno,color,r,olivier assayas,french,france,paris je taime,7.0,2006.0
harry lennix,kathryn morris,peter coyote,color,pg13,rod lurie,english,usa,resurrecting the champ,7.0,2007.0
tina fey,sarita choudhury,christopher evan welch,color,pg13,paul weitz,english,usa,admission,6.0,2013.0
emir kusturica,daniel auteuil,yves jacques,color,r,patrice leconte,french,france,the widow of saintpierre,7.0,2000.0
liam neeson,meghan heffern,natalie lisinska,color,r,atom egoyan,english,usa,chloe,6.0,2009.0
chazz palminteri,ryan oneal,paul mazursky,color,r,paul mazursky,english,usa,faithful,6.0,1996.0
natalie portman,jake gyllenhaal,ethan suplee,color,r,jim sheridan,english,usa,brothers,7.0,2009.0
peter dinklage,vin diesel,alex rocco,color,r,sidney lumet,english,germany,find me guilty,7.0,2006.0
logan lerman,ezra miller,kate walsh,color,pg13,stephen chbosky,english,usa,the perks of being a wallflower,8.0,2012.0
burt young,ian gomez,thomas ian griffith,color,r,jon hess,english,usa,excessive force,5.0,1993.0
toby jones,isabella rossellini,hope davis,color,r,douglas mcgrath,english,usa,infamous,7.0,2006.0
milla jovovich,sarah polley,shirley henderson,color,r,michael winterbottom,english,uk,the claim,6.0,2000.0
djimon hounsou,alison lohman,dougray scott,color,pg13,mark neveldine,english,usa,the vatican tapes,4.0,2015.0
john boyega,luke treadaway,jodie whittaker,color,r,joe cornish,english,uk,attack the block,7.0,2011.0
jelena jovanova,nikola djuricko,branko djuric,color,r,angelina jolie pitt,bosnian,usa,in the land of blood and honey,4.0,2011.0
michael imperioli,tara platt,roma maffia,color,r,brad anderson,english,usa,the call,7.0,2013.0
steve irwin,aden young,steve bastoni,color,pg,john stainton,english,australia,the crocodile hunter collision course,5.0,2002.0
dameon clarke,louis herthum,annie golden,color,r,glenn ficarra,english,france,i love you phillip morris,7.0,2009.0
rae dawn chong,everett mcgill,gary schwartz,color,r,jeanjacques annaud,,canada,quest for fire,7.0,1981.0
denzel washington,kevin connolly,derek luke,color,pg13,denzel washington,english,usa,antwone fisher,7.0,2002.0
gabriel millman,embeth davidtz,rob morrow,color,pg13,michael hoffman,english,usa,the emperors club,7.0,2002.0
brad pitt,gary oldman,michael rapaport,color,r,tony scott,english,usa,true romance,8.0,1993.0
eva green,matt smith,hannah murray,color,unrated,benedek fliegauf,english,germany,womb,6.0,2010.0
kevin spacey,al pacino,jude ciccolella,color,r,james foley,english,usa,glengarry glen ross,8.0,1992.0
liam aiken,ned beatty,jay r ferguson,color,r,michael winterbottom,english,usa,the killer inside me,6.0,2010.0
ed begley jr,ruby dee,john heard,color,r,paul schrader,english,usa,cat people,6.0,1982.0
julian morris,margo harshman,rumer willis,color,r,stewart hendler,english,usa,sorority row,5.0,2009.0
david niven,mary astor,ronald colman,black and white,approved,john cromwell,english,usa,the prisoner of zenda,8.0,1937.0
ryan gosling,kelli garner,paul schneider,color,pg13,craig gillespie,english,usa,lars and the real girl,7.0,2007.0
richard johnson,sheila hancock,cara horgan,color,pg13,mark herman,english,uk,the boy in the striped pajamas,8.0,2008.0
catherine deneuve,udo kier,bjrk,color,r,lars von trier,english,denmark,dancer in the dark,8.0,2000.0
tom wilkinson,richard roxburgh,clive russell,color,r,gillian armstrong,english,usa,oscar and lucinda,7.0,1997.0
isabella rossellini,vincent gallo,gretchen mol,color,r,abel ferrara,english,usa,the funeral,7.0,1996.0
jenna fischer,david costabile,richard schiff,color,r,brian koppelman,english,usa,solitary man,6.0,2009.0
robert de niro,don johnson,cheech marin,color,r,ethan maniquis,english,usa,machete,7.0,2010.0
kevin spacey,eric schweig,christian campbell,color,r,george hickenlooper,english,canada,casino jack,6.0,2010.0
judith barsi,gabriel damon,bill erwin,color,g,don bluth,english,usa,the land before time,7.0,1988.0
minsik choi,bin won,donggun jang,color,r,jekyu kang,korean,south korea,tae guk gi the brotherhood of war,8.0,2004.0
clifton collins jr,cheech marin,bruce mcgill,black and white,pg,william dear,english,canada,the perfect game,7.0,2009.0
ellen burstyn,linda blair,lee j cobb,color,r,william friedkin,english,usa,the exorcist,8.0,1973.0
roy scheider,robert shaw,murray hamilton,color,pg,steven spielberg,english,usa,jaws,8.0,1975.0
alyson hannigan,shannon elizabeth,natasha lyonne,color,r,paul weitz,english,usa,american pie,7.0,1999.0
mackenzie foy,megan mullally,lambert wilson,color,pg,stphane aubier,french,france,ernest celestine,8.0,2012.0
victor wong,randall tex cobb,charlotte lewis,color,pg13,michael ritchie,english,usa,the golden child,6.0,1986.0
chris brown,romany malco,regina hall,color,pg13,tim story,english,usa,think like a man,7.0,2012.0
sean patrick thomas,jason george,cedric the entertainer,color,pg13,tim story,english,usa,barbershop,6.0,2002.0
leonard nimoy,kirstie alley,nichelle nichols,color,pg,nicholas meyer,english,usa,star trek ii the wrath of khan,8.0,1982.0
sean young,udo kier,david margulies,color,pg13,tom shadyac,english,usa,ace ventura pet detective,7.0,1994.0
matthew broderick,barry corbin,ally sheedy,color,pg,john badham,english,usa,wargames,7.0,1983.0
harrison ford,viggo mortensen,lukas haas,color,r,peter weir,english,usa,witness,7.0,1985.0
alex veadov,jason cottle,rorke denver,color,r,mike mccoy,english,usa,act of valor,6.0,2012.0
channing tatum,alyson stoner,josh henderson,color,pg13,anne fletcher,english,usa,step up,6.0,2006.0
bruce willis,demi moore,john doman,color,pg13,mike judge,english,usa,beavis and butthead do america,7.0,1996.0
robert de niro,sid haig,robert forster,color,r,quentin tarantino,english,usa,jackie brown,8.0,1997.0
danneel ackles,eric winter,beverly dangelo,color,r,jon hurwitz,english,usa,harold kumar escape from guantanamo bay,7.0,2008.0
michael kelly,alex russell,ashley hinshaw,color,pg13,josh trank,english,usa,chronicle,7.0,2012.0
miriam margolyes,amy irving,steven hill,color,pg,barbra streisand,english,uk,yentl,7.0,1983.0
shelley duvall,michael palin,kenny baker,color,pg,terry gilliam,english,uk,time bandits,7.0,1981.0
britney spears,katherine boecher,dave allen,color,pg13,tamra davis,english,usa,crossroads,3.0,2002.0
dax flame,kirby bliss blanton,oliver cooper,color,r,nima nourizadeh,english,usa,project x,7.0,2012.0
george c scott,karl malden,bill hickman,color,gp,franklin j schaffner,english,usa,patton,8.0,1970.0
robin williams,gary cole,connie nielsen,color,r,mark romanek,english,usa,one hour photo,7.0,2002.0
andrew fiscella,jay hernandez,dania ramirez,color,r,john erick dowdle,english,usa,quarantine,6.0,2008.0
chlo grace moretz,alessandro nivola,obba babatund,color,pg13,david moreau,english,usa,the eye,5.0,2008.0
vanessa williams,shannon elizabeth,shad moss,color,pg13,christopher erskin,english,usa,johnson family vacation,4.0,2004.0
hector elizondo,fred willard,tj thyne,color,r,jesse dylan,english,usa,how high,6.0,2001.0
steven mackintosh,jerry nelson,steve whitmire,color,g,brian henson,english,usa,the muppet christmas carol,8.0,1992.0
salma hayek,roger rees,valeria golino,black and white,r,julie taymor,english,usa,frida,7.0,2002.0
lexie contursi,ashley ashida dixon,anthony burrell,color,pg,dan cutforth,english,usa,katy perry part of me,6.0,2012.0
shailene woodley,sam trammell,nat wolff,color,pg13,josh boone,english,usa,the fault in our stars,8.0,2014.0
matt damon,martin landau,gretchen mol,color,r,john dahl,english,usa,rounders,7.0,1998.0
rosario dawson,romany malco,jb smoove,color,r,chris rock,english,usa,top five,6.0,2014.0
talia shire,richard dysart,robert foxworth,color,pg,john frankenheimer,english,usa,prophecy,5.0,1979.0
illeana douglas,kathryn erbe,lusia strus,color,r,david koepp,english,usa,stir of echoes,7.0,1999.0
steve coogan,mare winningham,peter hermann,color,pg13,stephen frears,english,uk,philomena,8.0,2013.0
alicia witt,erika christensen,joan allen,color,r,mike binder,english,usa,the upside of anger,7.0,2005.0
laurence olivier,anne meara,steve guttenberg,color,r,franklin j schaffner,english,uk,the boys from brazil,7.0,1978.0
tammin sursok,joanna jojo levesque,dichen lachman,color,pg,elizabeth allen rosenbaum,english,usa,aquamarine,5.0,2006.0
nat wolff,cara delevingne,meg crosbie,color,pg13,jake schreier,english,usa,paper towns,6.0,2015.0
michael imperioli,marsha thomason,bai ling,color,pg13,cheryl dunye,english,usa,my babys daddy,4.0,2004.0
devin ratray,bruce dern,will forte,black and white,r,alexander payne,english,usa,nebraska,8.0,2013.0
cch pounder,jada pinkett smith,gary farmer,color,r,ernest r dickerson,english,usa,tales from the crypt demon knight,7.0,1995.0
noel fisher,amber valletta,larry miller,color,pg,tim hill,english,usa,max keebles big move,5.0,2001.0
charlize theron,patton oswalt,collette wolfe,color,r,jason reitman,english,usa,young adult,6.0,2011.0
jason statham,edi gathegi,jose pablo cantillo,color,r,mark neveldine,english,usa,crank,7.0,2006.0
bernie mac,gilbert gottfried,lark voorhies,color,r,lionel c martin,english,usa,how to be a player,5.0,1997.0
holly hunter,eddie cibrian,jenette goldstein,color,r,richard lagravenese,english,usa,living out loud,7.0,1998.0
common,laz alonso,mehcad brooks,color,pg,sanaa hamri,english,usa,just wright,6.0,2010.0
anne hathaway,rosemarie dewitt,bill irwin,color,r,jonathan demme,english,usa,rachel getting married,7.0,2008.0
anjelica huston,michael lerner,john colicos,color,r,bob rafelson,english,usa,the postman always rings twice,7.0,1981.0
scarlett johansson,colin firth,tom wilkinson,color,pg13,peter webber,english,uk,girl with a pearl earring,7.0,2003.0
jrgen prochnow,martin semmelrogge,herbert grnemeyer,color,r,wolfgang petersen,german,west germany,das boot,8.0,1981.0
heather matarazzo,barry watson,harland williams,color,r,wallace wolodarsky,english,usa,sorority boys,5.0,2002.0
tom hughes,tom hollander,lindsay duncan,color,r,richard curtis,english,uk,about time,8.0,2013.0
takeshi kaneshiro,andy lau,zhengyong zhang,color,pg13,yimou zhang,mandarin,china,house of flying daggers,8.0,2004.0
nate parker,curtiss cook,reg e cathey,color,r,nicholas jarecki,english,usa,arbitrage,7.0,2012.0
gary weeks,jonny weston,sofia blackdelia,color,pg13,dean israelite,english,usa,project almanac,6.0,2015.0
cedric the entertainer,veronika dash,tammy blanchard,color,r,darnell martin,english,usa,cadillac records,7.0,2008.0
sarah silverman,dave chappelle,sherman hemsley,color,pg13,scott alexander,english,usa,screwed,6.0,2000.0
christopher lambert,kurtwood smith,clifton collins jr,color,r,stuart gordon,english,australia,fortress,6.0,1992.0
