<page title>,camera body only,camera type,depth,effective megapixels,environmental protection,flash,gps enabled,height,image sensor,image stabilization,interface connection,lcd screen size,lens mount,maximum video capture resolution,memory card support,total pixels,url,warranty information,weight,width,wifi,brand name,builtin flash,camera modes,exposure control,maximum diopter adjustment,minimum diopter adjustment,number of batteries support,parent retsku,pictbridge,product model,viewfinder type,digital zoom,focal length,focal length 35mm equivalent,optical zoom,analog video out,autofocus points,battery builtin,battery include,battery model supported,battery rechargeable,gps,hd movie mode,iso sensitivity,language support,longest shutter speed,maximum frame rate,parent product type,product line,self timer,shortest shutter speed,white balance modes,installed memory,max aperture,green compliance,lens construction,normalizeddigital zoom,normalizedheight,normalizedoptical zoom,normalizedweight,product series,wide angle,software included,you are reviewing,product type,maximum image resolution,bulb setting,continuous shooting speed,exposure settings,focus features,frequency band,general features,image format,image sensor quantity,image sensor size,included components,iso equivalencies,max focal length,max horizontal image resolution,max vertical image resolution,max zoom,maximum shutter speed,metering characteristics,min aperture,min focal length,min focus distance,minimum shutter speed,normalizedinstalled memory,normalizednumber of image sensor pixels,number of resolution modes,number of scene modes,power source,video capture format,white balance,exposure compensation range,color,removable flash memory included,focal length conversion factor slr,shutter lag
"Pentax MX-1 Black Digital Camera (12 MP, 4x Opt, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",,Compact Camera,2.0 in,12 Megapixel,,Auto Flash|Flash OFF|Flash ON|Slow Sync|Rear Curtain Sync|Red-eye Reduction,,2.4 in,CMOS,Optical|Electronic,,3 in,,1920 x 1080,Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital High Capacity (SDHC) Card|Eye-Fi Card,12800000,http://www.pentaximaging.com,1 Year,12.80 oz,4.8 in,,Pentax,Yes,,Program AEShutter Priority AEAperture Priority AEManual,No,No,1.0,,,MX-1,No,2x,6 mm to 24 mm,28 mm to 112 mm 28 mm to 112 mm,4 X,Yes,25.0,No,Yes,D-Li106,Yes,No,Yes,Auto,Russian,30 Second,60 fps,,,,1/8000 Second,AutoDaylightShadeCloudyFluorescent Light (Daylight Color)Fluorescent Light (Daylight White)Fluorescent Light (Cool White)Fluorescent Light (Warm White)TungstenFlashManual WB,,,,11 Elements in 8 Groups,,,,,,Yes,,"Pentax MX-1 Black Digital Camera (12 MP, 4x Opt, SD/SDHC/SDXC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vivitar V46 Black Digital Camera (4.1 MP, SD/SDHC Card Slot) Price Comparison at Buy.net",,Point & Shoot Digital Camera,0.6 in,4100000 pixels,,,,2.5 in,CMOS,,USB,1.5 in,,640 x 480 (VGA),Secure Digital High Capacity (SDHC) Card|Secure Digital (SD) Card,,http://www.vivitar.com/,1 year(s),,3.5 in,,,,,,,,,,,,,4 X,7.7 mm,,,,,,,,,,,,,,,,,,,,,3 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Panasonic Lumix DMC-FX48 12.1 Megapixel Compact Camera - Black (2.5"" LCD - 5x Optical Zoom - 4000 X 3000 Image - 848 X 480 Video - PictBridge) Price Comparison at Buy.net",,Compact Camera,0.9 in,12.1 Megapixel,,Auto Flash|Flash OFF|Flash ON|Red-eye Reduction,,2.1 in,CCD,Optical,1 x USB|1 x Audio/Video Out|1 x DC Power In,2.5 in,Fixed,848 x 480,Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card|MultiMediaCard (MMC),12700000,http://www.panasonic.com,1 Year Limited,4.48 oz,3.8 in,,,,,,,,,,,,,4x,4.40 mm to 22 mm,,5 X,,,,,,,,,,,,,,,,,,40 MB,2.8 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Panasonic Lumix DMC-FZ50 10.1 Megapixel Bridge Camera - Black (2"" LCD - 12x Optical Zoom - Secure Digital SD Card Included - 3648 X 2736 Image - 848 X 480 Video - PictBridge) Price Comparison at Buy.net",,Bridge Camera,,10.1 Megapixel,,,,,,Optical,,2 in,Fixed,,Secure Digital (SD) Card|MultiMediaCard (MMC),,,,,,,Panasonic,,Color Effect Mode:CoolWarmBlack & WhiteSepiaBurst Shooting Mode:Standard Mode: Up to 5 images at 2 or 1 frames/secFine Mode: Up to 3 images,AutoProgram AEAperture Priority AEShutter Priority AEManual,,,,,Yes,DMC-FZ50,Electronic,,,,,,9.0,No,Yes,,,No,No,,,60 Second,30 frames/s (fps),,Lumix,,1/2000 Second,"AutoDaylightCloudyShadeHalogenFlashWhite Set 1,2White Balance Adjustment (150K step, -1500 +1500K) (except for auto WB)",,,,14 Elements in 10 Groups,4.0,0.00337,12.0,23.52,FZ,,ArcSoft PhotoImpressionArcSoft Panorama MakerUSB DriverLumix Simple ViewerPhoto Fun StudioSILKYPIX Developer Studio (Ver. 2.0 SE),,,,,5 frames/s (fps),AE Lock|Aperture Priority|Auto Exposure|Exposure Bracketing|Manual Exposure|Multiple Program Modes|Shutter Priority,Auto Focus|Manual Focus|Multiple Point Focusing|Spot Focus,"Built-in Microphone & SpeakerBacklight Compensation: Yes (at auto mode)Still Image Recording with Audio: 5 secondsAudio Dubbing: Maximum of 10 SecondsSensitivity:AutoISO 100ISO 200ISO 400ISO 800ISO 1600 (High Sensitivity Mode: 3200)OSD Language:EnglishSpanishJapaneseChinese (Traditional)GermanItalianFrenchExtra Optical Zoom:4:3 Aspect Ratio: 13.4x for 8MP, 17.1x for 5MP, 21.4x for 3MP, 2MP3:2 Aspect Ratio: 13.4x for 7MP, 17.1x for 4.5MP, 21.4x for 2.5MP16:9 Aspect Ratio: 13.4x for 5.5MP, 21.4x for 2MPDigital Zoom:2x / 4x pre-selectMax. 48x combined with Optical Zoom without Extra Optical ZoomMax. 85.5x combined with Extra Optical Zoom",Photo Date/Time Stamping|Pictbridge Support|Self Timer,JPEG,1.0,0.56 in,Cables - Audio/Video|Cables - USB|Carrying Strap|Lens Cover|Microphone|Speaker|Telephoto Adapter,100|1600|200|3200|400,88.8 mm,3648 pixels,2736 pixels,24 X,2000 1/f,Center-weighted|Multi-Segment|Spot,11 1/f,7.4 mm,2 in,60 sec.,,10.4,14.0,15.0,DC Input|Lithium Ion Battery,MJPEG,Auto|Manual|Preset Modes,,,32 MB Secure Digital (SD) Card,,9 ms
"Panasonic Lumix DMC-ZS40 Silver Digital Camera (18.1 MP, 30x Opt, SD/SDHC/SDXC Card Slot, 12 MB) Price Comparison at Buy.net",,Point & Shoot Digital Camera,1.35 in,18100000 pixels,,Built-in Flash,Yes,2.53 in,CMOS,Optical,USB,3 in,,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital (SD) Card,18900000 pixels,http://shop.panasonic.com/shop/model/DMC-ZS40S,1 year(s),0.47 lbs,4.35 in,Yes,,,,,,,,,,,,4 X,4.3 mm to 129 mm,24 mm to 720 mm,30 X,,,,,,,,,,,,,,,,,,12 MB,3.3 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fujifilm X-A1 Black Digital Camera Kit W/ 16-50 Mm Lens (16.3 MP, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",Body with Lens Kit,Mirrorless Interchangeable Lens Camera,1.5 in,16300000 pixels,,Built-in Flash|Accessory Shoe,,2.6 in,CMOS,,USB|HDMI,3 in,Fujifilm X,1920 x 1080,Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital High Capacity (SDHC) Card,16500000 pixels,http://www.fujifilmusa.com/products/digital_cameras/x/fujifilm_x_a1/,1 year(s),9.9 oz,4.6 in,Yes,,,,,,,,,,,,,16 mm to 50 mm,24 mm to 76 mm,,,,,,,,,,,,,,,,,,,,3.5 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Panasonic I-PRO SmartHD WV-ST165 Network Camera - Color, Monochrome (MOS - Cable - Fast Ethernet) Price Comparison at Buy.net",,Surveillance/Network Camera,2.9 in,,,,,3.9 in,MOS,,,,,1280 x 960,,,http://www.panasonic.com,,12.17 oz,3.9 in,,Panasonic,,,,,,,,,WV-ST165,,8x,1.95 mm,,,Yes,,,,,,,,,,1/30 Second,30 fps,Digital Camera,i-PRO SmartHD,,1/10000 Second,Auto,,,,,8.0,99.06,,12.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung WB350F 16.3 Megapixel Compact Camera - White (3"" Touchscreen LCD - 21x Optical Zoom - Optical IS - 4608 X 3456 Image - 1920 X 1080 Video - HD Movie Mode) Price Comparison at Buy.net",,Compact Camera,1 in,16.3 Megapixel,,Auto Flash|Red-eye Reduction|Fill Flash|Flash ON|Flash OFF|Slow Sync|Red-eye Fix,,2.6 in,BSI CMOS,Optical,,3 in,,1920 x 1080,microSD Card|microSDHC Card|microSD Extended Capacity (microSDXC),16700000,http://www.samsungusa.com,1 Year,7.68 oz,4.5 in,,,,,,,,,,,,,9.4x,4.10 mm to 86.10 mm,23 mm to 483 mm,21 X,,,,,,,,,,,,,,,,,,,,RoHS|WEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fujifilm X Series X-E2 Silver Digital Camera (16.3 MP, SD/SDXC/SDHC Card Slot) Price Comparison at Buy.net",Body Only,Mirrorless Interchangeable Lens Camera,1.5 in,16300000 pixels,Water Proof,Built-in Flash|Accessory Shoe,,2.9 in,CMOS,Sensor Shift,USB|HDMI,3 in,Fujifilm X,1920 x 1080,Secure Digital Extended Capacity (SDXC)|Secure Digital High Capacity (SDHC) Card|Secure Digital (SD) Card,16700000 pixels,http://www.fujifilmusa.com/products/digital_cameras/x/fujifilm_x_e2/,1 year(s),10.6 oz,5.1 in,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Canon PowerShot SX600 HS 16 Megapixel Compact Camera - Red (3"" LCD - 18x Optical Zoom - Optical IS - 4608 X 3456 Image - 1920 X 1080 Video - HDMI - PictBridge - HD Movie Mode) Price Comparison at Buy.net",,Compact Camera,1 in,16 Megapixel,,Auto Flash|Flash OFF|Flash ON|Slow Sync|Red-eye Reduction|Flash Exposure Compensation,,2.4 in,CMOS,Optical,,3 in,,1920 x 1080,Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital High Capacity (SDHC) Card,16800000,http://www.usa.canon.com,1 Year,5.78 oz,4.1 in,,,,,,,,,,,,,4x,4.50 mm to 81 mm,25 mm to 450 mm,18 X,,,,,,,,,,,,,,,,,,,,WEEE|REACH|RoHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Olympus Stylus SP-100 Black Digital Camera (16 MP, 50x Opt, SD/SDHC/SDXC Card Slot, 37 MB) Price Comparison at Buy.net",,Point & Shoot Digital Camera,5.2 in,16000000 pixels,,Accessory Shoe|Built-in Flash,,3.6 in,CMOS,Optical,USB|HDMI|A/V (RCA Composite),3 in,,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital (SD) Card,,http://www.getolympus.com/us/en/digitalcameras/long-zoom/sp-100.html,1 year(s),21.1 oz,4.8 in,,,,,,,,,,,,,4 X,4.3 mm to 215 mm,24 mm to 1200 mm,50 X,,,,,,,,,,,,,,,,,,37 MB,2.9 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Olympus Tough TG-830 IHS 16 Megapixel Compact Camera - Blue (3"" LCD - 5x Optical Zoom - Optical, Electronic IS - 4608 X 3456 Image - 1920 X 1080 Video - HDMI - PictBridge - HD Movie Mode) Price Comparison at Buy.net",,Compact Camera,1.1 in,16 Megapixel,Shock Proof|Water Proof|Freeze Proof|Crush Proof,Auto Flash|Flash OFF|Flash ON|Red-eye Reduction,,2.6 in,CMOS,Optical|Electronic,,3 in,,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC)|Eye-Fi Card|Secure Digital (SD) Card,16800000,http://www.olympusamerica.com,1 Year,7.55 oz,4.3 in,,Olympus,Yes,Scene Modes:PortraitBeautyLandscapeNight SceneNight + PortraitSportIndoorSelf PortraitSunsetFireworksCuisineDocumentsBeach and SnowUnderwater SnapshotUnderwater Wide 1Underwater Wide 2Underwater MacroPet (Cat)Pet (Dog)S MacroHDR Backlight,Program AE,No,No,1.0,,Yes,TG-830 iHS,No,4x,5 mm to 25 mm,28 mm to 140 mm 28 mm to 140 mm,5 X,Yes,,No,Yes,LI-50B,Yes,Yes,Yes,High ISO Auto,,4 Second,240 fps,,Tough,,1/2000 Second,AWBOvercastSunlightTungstenUnderwaterFlourescent 1Custom,,,,11 Elements in 8 Groups,4.0,66.04,5.0,7.55,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Canon PowerShot S120 Black Digital Camera (12.1 MP, 5x Opt, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",,Point & Shoot Digital Camera,1.14 in,12100000 pixels,Water Proof,Built-in Flash,,2.32 in,CMOS,Optical,HDMI|A/V (RCA Composite),3 in,,1280 x 720,Secure Digital High Capacity (SDHC) Card|Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC),12800000 pixels,http://www.usa.canon.com/cusa/support/consumer/digital_cameras/powershot_s_series/powershot_s120,1 year(s),6.81 oz,3.94 in,Yes,,,,,,,,,,,,4 X,5.2 mm to 26 mm,24 mm to 120 mm,5 X,,,,,,,,,,,,,,,,,,,1.8 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fujifilm X-T1 Black Mirrorless Digital Camera (16.3 MP, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",Body Only,Mirrorless Interchangeable Lens Camera,1.8 in,16300000 pixels,Water Proof,Accessory Shoe|Built-in Flash,,3.5 in,CMOS,Sensor Shift,USB|HDMI,3 in,Fujifilm X,,Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital (SD) Card,16700000 pixels,http://www.fujifilmusa.com/products/digital_cameras/x/fujifilm_x_t1/,1 year(s),13.7 oz,5 in,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Panasonic Lumix DMC-FZ30 8 Megapixel Bridge Camera - Black (2"" LCD - 12x Optical Zoom - Secure Digital SD Card Included - 3264 X 2448 Image - 640 X 480 Video - PictBridge) Price Comparison at Buy.net",,Bridge Camera,,8 Megapixel,,,,,,Optical,,2 in,Fixed,,Secure Digital (SD) Card|MultiMediaCard (MMC),,,,,,,Panasonic,,"Scene Modes:PortraitSportsFoodSceneryNight SceneryPanningNight PortraitFireworksPartySnowBabySoft SkinStarry SkyCandleMoving ImagePlaybackMega Burst Shooting Modes:Standard Mode: Up to 9 images at 3 or 2 fpsFine Mode: Up to 5 imagesColor Effect Modes:CoolWarmBlack & WhiteSepiaPlayback Modes:25, 16 or 9 -Thumbnail DisplayZoomed Playback (16x max)Image RotationSlide ShowFavorite PicturesResizingTrimming, ProtectionDPOF Setting",AutoProgram AEAperture Priority AEShutter Priority AEManualProgram Shift (P mode),,,,,Yes,DMC-FZ30,Electronic,,,,,,9.0,No,Yes,,,No,No,,,60 Second,30 frames/s (fps),,Lumix,,1/2000 Second,AutoDaylightCloudyHalogenFlashWhite Set1/2,,,,14 Elements in 10 Groups,4.0,0.00337,12.0,26.08,FZ,,ArcSoft PhotoImpressionArcSoft Panorama MakerArcSoft PhotoBaseUSB DriverLumix Simple ViewerPhoto Fun Studio,,,3264 x 2448,,,Aperture Priority|Auto Exposure|Exposure Bracketing|Manual Exposure|Multiple Program Modes|Shutter Priority,Auto Focus|Manual Focus|Multiple Point Focusing|Spot Focus,"Optical Image StabilizerConversion Lens CompatibilityBacklight CompensationUnlimited Consecutive ShootingStill Image Recording with Audio: 5 SecondsBuilt-in microphone and speakerExtra Optical Zoom:4:3 Aspect Ratio:15.3x for 5 MegaPixels19.1x for 3 MegaPixels, 2 MegaPixels, 1 MegaPixels3:2 Aspect Ratio:15.3x for 4.5 MegaPixels19.1x for 2.5 MegaPixels16:9 Aspect Ratio:19.1x for 2 MegaPixelsOSD Language:EnglishSpanishJapaneseChinese (Traditional)GermanItalianFrenchSensitivity:AutoISO 80ISO 100ISO 200ISO 400",Flash Cancel (On/Off)|Red-Eye Reduction|Self Timer|Slow Speed Sync|Voice Recorder,DPOF|JPEG|RAW|TIFF,1.0,0.556 in,Carrying Strap|Charger|Integrated Voice Recorder|Lens Cover|PC Connection Cable|Recording Media,100|200|400|80,88.8 mm,3264 pixels,2448 pixels,48 X,2000 1/f,Center-weighted|Multi-Segment|Spot,11 1/f,7.4 mm,1.97 in,60 sec.,,8.3,12.0,14.0,AC Input|Lithium Ion|Rechargeable Battery,MJPEG|QuickTime,Auto|Preset Modes,,Black,32 MB Secure Digital (SD) Card,,
"Olympus Stylus 7000 12 Megapixel Compact Camera - Silver (3"" LCD - 7x Optical Zoom - 3968 X 2976 Image - 640 X 480 Video - PictBridge) Price Comparison at Buy.net",,Compact Camera,1.0 in,12 Megapixel,,Auto Flash|Flash OFF|Flash ON|Red-eye Reduction,,2.2 in,,Optical|Electronic,1 x Proprietary,3 in,,640 x 480,xD-Picture Card|microSD Card,,http://www.olympusamerica.com,1 Year Limited,4.70 oz,3.8 in,,,,,,,,,,,,,5x,6.60 mm to 46.20 mm,,7 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vivitar ViviCam 46 Red Digital Camera (4 MP, SD Card Slot) Price Comparison at Buy.net",,Point & Shoot Digital Camera,1.75 in,"4,000,000 pixels",,,,7.25 in,CMOS,,USB,1.5 in,,640 x 480 (VGA),Secure Digital (SD) Card,"4,100,000 pixels",http://www.vivitar.com/products/1/digital-cameras/1039/vivicam-46,1 year(s),,9.75 in,,,,,,,,,,,,,4 X,7.7 mm,,,,,,,,,,,,,,,,,,,,,3 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fujifilm FinePix S1 Black Digital Camera (16.4 MP, 50x Opt, SD/SDHC/SDXC Card Slot, 37 MB) Price Comparison at Buy.net",,Point & Shoot Digital Camera,4.3 in,16400000 pixels,,Built-in Flash|Accessory Shoe,,3.6 in,CMOS,Optical,USB|HDMI,3 in,,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital (SD) Card,16800000 pixels,http://www.fujifilmusa.com/products/digital_cameras/s/finepix_s1/,1 year(s),22.6 oz,5.2 in,Yes,,,,,,,,,,,,2 X,4.3 mm to 215 mm,24 mm to 1200 mm,50 X,,,,,,,,,,,,,,,,,,37 MB,2.8 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Panasonic Lumix G Series DMC-G6KK Black SLR Digital Camera Kit W/ 14-42 Mm II Lens (16.05 MP, SD/SDXC/SDHC Card Slot) Price Comparison at Buy.net",Body with Lens Kit,Mirrorless Interchangeable Lens Camera,2.8 in,16050000 pixels,,Built-in Flash|Accessory Shoe,,3.3 in,CMOS,Sensor Shift,HDMI|USB,3 in,,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC),18310000 pixels,http://shop.panasonic.com/shop/model/DMC-G6KK,1 year(s),1.1 lbs,4.4 in,Yes,,,,,,,,,,,,2 X,14 mm to 42 mm,28 mm to 84 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sony Alpha A6000 Black Mirrorless Digital Camera (24.3 MP, SD/SDHC/SDXC/MS PRO Duo/MS PRO-HG Duo Slot) Price Comparison at Buy.net",Body Only,Mirrorless Interchangeable Lens Camera,1.81 in,24300000 pixels,,Built-in Flash|Accessory Shoe,,2.88 in,CMOS,Optical,USB|HDMI,3 in,Sony E,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital (SD) Card|Memory Stick PRO-HG Duo|Memory Stick PRO Duo,24700000 pixels,http://store.sony.com/mirrorless-dslr-camera-zid27-ILCE6000/B/cat-27-catid-All-Alpha-NEX-Cameras,1 year(s),10.1 oz,4.75 in,Yes,,,,,,,,,,,,4 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nikon D5300 Grey SLR Digital Camera (24.2 MP, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",Body Only,Digital SLR Camera,3 in,24200000 pixels,,Built-in Flash|Accessory Shoe,Yes,3.9 in,CMOS,Sensor Shift,USB|HDMI|A/V (RCA Composite),3.2 in,Nikon F,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital (SD) Card,24780000 pixels,http://www.nikonusa.com/en/Nikon-Products/Product/Digital-SLR-Cameras/1519/D5300.html,1 year(s),16.9 oz,4.92 in,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Olympus Pen E-P5 White Digital Camera (16.1 MP, SD/SDXC/SDHC Card Slot) Price Comparison at Buy.net",Body Only,Point & Shoot Digital Camera,1.46 in,16100000 pixels,,Built-in Flash|Accessory Shoe,Yes,2.71 in,CMOS,Sensor Shift,HDMI|USB|Video - Out (Unspecified),3 in,Micro Four Thirds,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC),17200000 pixels,http://www.getolympus.com/us/en/e-p5.html,1 year(s),13.33 oz,4.81 in,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung ST72 16.2 Megapixel Compact Camera - White (3"" LCD - 5x Optical Zoom - Electronic IS - 4608 X 3456 Image - 1280 X 720 Video - HD Movie Mode) Price Comparison at Buy.net",,Compact Camera,0.7 in,16.2 Megapixel,,Auto Flash|Flash OFF|Flash ON|Slow Sync|Red-eye Fix|Red-eye Reduction,,2.3 in,CCD,Electronic,,3 in,,1280 x 720,microSD Card|microSDHC Card|microSD Extended Capacity (microSDXC)|Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC),16600000,http://www.samsungusa.com,1 Year,3.81 oz,3.7 in,,,,,,,,,,,,,5x,4.50 mm to 22.50 mm,25 mm to 125 mm,5 X,,,,,,,,,,,,,,,,,,,,WEEE|RoHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nikon COOLPIX S31 Yellow Digital Camera (10.1 MP, 3x Opt, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",Body Only,Compact Camera,1.6 in,10.1 Megapixel,Water Proof|Dust Proof|Shock Proof|Freeze Proof,Auto Flash|Pre-flash,,2.6 in,CCD,Electronic,USB|A/V (RCA Composite),2.7 in,,1280 x 720,Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC),10300000,http://www.nikon.com,1 Year,6.53 oz,4.1 in,,,,,,,,,,,,,4x,4.10 mm to 12.30 mm,29 mm to 87 mm,3 X,,,,,,,,,,,,,,,,,,26 MB,3.3 1/f,WEEE|RoHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sony DSC-W800 Black Digital Camera (20.1 MP, 5x Opt, SD/SDHC/SDXC/microSDHC/microSD/MS PRO-HG Duo/MS PRO Duo/MS Duo Card Slot) Price Comparison at Buy.net",,Point & Shoot Digital Camera,2.25 in,"20,100,000 pixels",,,,0.88 in,CCD,,"A/V (RCA Composite)|USB|Audio - Line In (1/8"" Mini)",2.7 in,,1280 x 720,Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital (SD) Card|microSDHC Card|microSD Card|Memory Stick PRO-HG Duo|Memory Stick PRO Duo|Memory Stick Duo,"20,400,000 pixels",http://store.sony.com/point-and-shoot-digital-still-camera-zid27-DSCW800//cat-27-catid-All-Cyber-shot-Cameras,1 year(s),4.7 oz,2 in,,,,,,,,,,,,,10 X,,,5 X,,,,,,,,,,,,,,,,,,,3.2 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nikon Coolpix L620 Black Digital Camera (18.1 MP, 14x Opt, SD/SDXC/SDHC Card Slot) Price Comparison at Buy.net",Body Only,Point & Shoot Digital Camera,1.4 in,18.1 pixels,,Built-in Flash|Accessory Shoe,,2.8 in,CMOS,,USB|HDMI|A/V (RCA Composite),3 in,,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital (SD) Card,18.91 pixels,http://www.nikonusa.com/en/Nikon-Products/Product/Compact-Digital-Cameras/26425/COOLPIX-L620.html,1 year(s),8.4 oz,4.3 in,,,,,,,,,,,,,2 X,4.5 mm to 63 mm,25 mm to 350 mm,14 X,,,,,,,,,,,,,,,,,,,2 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Olympus TG-850 Silver Digital Camera (16 MP, 5x Opt, SD/SDHC/SDXC Card Slot, 37 MB) Price Comparison at Buy.net",,Point & Shoot Digital Camera,1.1 in,16000000 pixels,Water Proof|Shock Proof|Freeze Proof|Crush Proof|Dust Proof,Built-in Flash,,2.5 in,CMOS,Sensor Shift,USB|Video - Out (Unspecified)|HDMI|A/V (RCA Composite),3 in,,1920 x 1080,Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital High Capacity (SDHC) Card,,http://www.getolympus.com/us/en/tg-850.html,1 year(s),7.7 oz,4.3 in,,,,,,,,,,,,,4 X,3.74 mm to 18.7 mm,21 mm to 105 mm,5 X,,,,,,,,,,,,,,,,,,37 MB,3.5 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vivitar ViviCam X30 10 Megapixel Compact Camera (2.5"" LCD - 3x Optical Zoom - 3264 X 2448 Image - 640 X 480 Video) Price Comparison at Buy.net",,,,,,,,,,,,,,,,,http://www.vivitar.com/product_10mega.asp,,,,,Vivitar,,Multiple Scene Modes,,,,,,,X30,No,,,,,,,No,Yes,,,No,No,,,1/2 Second,30 fps,,ViviCam,,1/1500 Second,,,,,,,,,,,,Photo Explorer 8.0Photo Express 5.0Camera Driver for PC & Mac,,,,,,,,Built-in microphone and speakerLanguage Support:EnglishGermanFrenchSpanishTraditional ChineseSimplified ChineseItalian,,,,,,,,,,,,,,,,,,,,,,,,,,,,
