3d mode,<page title>,age filter code,age range maximum,age range minimum,alaska hawaii 1 day upcharge or override,alaska hawaii 2 day upcharge or override,alaska hawaii ground upcharge or override,alaska hawaii upcharge or override,anti shake mode,aperture,assembled dimension width,assembled dimension width uom,bpp bucket,bpp eligible,bubble control,builtin memory,camera color,camera pixel count,camera style,can be giftwrapped,chamber in,channel availability,choke,color,compatible battery,continuous advance fps,corp national status,customer purchase limit,date 1st available online,depth inches,digital zoom,effective megapixel count,electronic flash,exposure modes,fits,flash,focus modes,freight class,fulfillment option,gauge,hazmat warning,hdmi mini,height inches,image format,interest,keyfeatures,lcd display size inches,lcd viewer,length in,lens,lower 48 1 day upcharge or override,lower 48 ground upcharge or override,lower 48 upcharge or override,lower48 2 day upcharge or override,manufacturer age range,manufacturer part number,manufacturers age range maximum,manufacturers age range minimum,megapixels,model,movie mode,notify me when available,optical zoom,outlet,payrunnercarteligible,play_type,power supply type,preschool,product demo url,registerable,removable memory type,scene modes,self timer,sensitivity,sensor,shutter speed,sku,skuprice,sound,specification,still image resolution max,still picture capture,storage media type,style,taxable,trackinglinkbaseurl,trackinglinkuri,tru age range,tru skn,type,usb port,video movie capture,voltage,weight pounds,white balance,width inches,camera type,interchangeable lens camera format,display screen,focus mode,internal memory,memory type,pictbridge,pixel count,resolution,select camera style,select media,standard warranty,compatible with macintosh,compatible with windows pc,manufacturers warranty hardware,optical viewfinder,screen size,analog audio video mini,card slot,digital slr,filterwide angle capability,hdmi,image stabilization,kit,lens mount,batteries,batteries required,battery quantity 1,battery type 1,etoys shoprunner eligible,faos shoprunner eligible,iship eligible,payrunnerpdeligible,primary_category,skills,trus shoprunner eligible,upceanisbn,accessory shoe,battery charger,viewfinder,microphone,speakers,text attribute 1,text attribute 2,text attribute 3,text attribute 4,text attribute 5,waterresistant,promo financing available,lcd size in,touch screen,ac adapter,batteries needed,35mm equivalent zoom ratio,exposure compensation,external flash,flash modes,macro focus,maximum aperture,records video,sgpmoviemode,sgpopticalzoom,sgpresolution,still image file formats,wifi mode,country of origin,countryornowool,focus distance,metering,print modes,storage media,tru age filter,video output,touch panel lcd,aspect ratio,boy girl,brand name,camera resolution,dimensions,effective resolution,image formats,interfacesports,lens type,manufacturer,manufacturer website address,product type,total resolution,viewfinder type,finish,weight,image stabilizer,shooting modes,shutter speed range,charger,face detection,espn shoprunner eligible,fog shoprunner eligible,team shoprunner eligible,tsa shoprunner eligible,hd video,wifi networking,hdmi version,price range,aperture range,battery life,battery type,depth,focal length,height,interface,width,waterproof,body only,safety warnings,remote control,aa batteries,copyright,display resolution,display screen type,product details,toddler,brand,select,batteries included,content complete,manual controls,35mm digital slr lenses fits,fits camera made by,lens coverage,lens series,battery,camera flash,dimensions wxdxh,display,expansion slots,exposure metering,focus adjustment,integrated memory,lens aperture,lens system,light sensitivity,maximum shutter speed,memory,min focus range,minimum shutter speed,optical sensor resolution,optical zoom measurement,product description,red eye reduction,sensor resolution,supported battery,supported flash memory,technology,timer,unique features,imaginarium,product dimensions,product weight,lamp life,lamp power,laptop accessory type
Stills only,(not Provided) | Nikon Coolpix S3300 Digital Camera - Black Reviews - Buzzillions.com,"050,060 050 070 050,060,070,080 040,050 080",120 60 168 84 300,84 36 144 60 180,99.99,79.99,59.44 40.9 70.77 77.86 73.6 69.99,F,Yes,f/3.3-6.5 f/3.5-5.9,0,IN,3781960,Yes,New,26MB 42MB,Pink Purple Red,16 Megapixel,Point & Shoot with Zoom Lens,Yes,3.0,Online Only,"Fixed Choke, Improved Cylinder Fully Rifled Rem Choke 2",Black White Blue,EN-EL19 EN-EL12,1.3 6.9,X A,4,26-JUN-11 13-MAY-12 27-JUL-11 25-MAY-10 10-MAY-11 27-JUN-11 27-SEP-12 28-JUL-11 29-AUG-11 30-AUG-11,0.8 1.3,4,16,Built-in,Program Auto,Nikon,Built-in,Auto Center AF Face Priority Focus lock Manual Subject tracking,ANY TRU_SHPG,"SP SP,ISP",12 20,N,Side Output,2.3 2.5,JPEG,Outdoors,"12 Ga. 3"" Chamber 21"" Cantilever Barrel Matte Finish Polished Blue Finish",2.7 3.0,2.7 Inch 3 Inch,18.5 20 21 23 28,Zoom Lens,39.99,18 24 24.96 12 15.99 31.12,F,29.99,7 years and up 5 years and up 5 - 7 years 12 years and up 15 years and up 5 - 12 years 5 - 15 years 3 - 12 years,CPS3300SLVTRU 98201 26611 26601 26311 26301 26201 24311 24301 23581 23461 23312 23311 22031 22021,84 300 180 144,84 60 36 180 144,16,Wingmaster&reg; Standard Contour Special Purpose Deer Special Purpose Premier Deer Express&reg; Deer Express Deer Cantilever w/Scope Cantilever,MPEG4 MOV AVI Motion JPEG 960 x 540 320 x 240 1920 x 1080 1280 x 720 640 x 480,Yes,6x 6 18x 18,Yes,Yes,Outdoor,Camera Batteries,Yes,http://www.youtube.com/watch?v=_6zaK3pzVys,Yes,Secure Digital SDXC SDHC,Party/Indoor Pet Portrait Scene Auto Selector Sports Sunset Landscape Food Fireworks Dusk/Dawn Copy Close-up Night Landscape Beach/Snow Back Light 3D Photo Museum Night portrait Panorama Assist,10 Seconds 2 Seconds,ISO 125-3200 ISO 80-3200,CCD CMOS,1/2000-1 sec.,182155 211170 211178 211179 211180 211186 211187 211188 211189 211191 211192 211193 211194 238935 238936 238951 250793 211195,109.9900 114.9900 129.9900 139.9900 159.9900 175.9900 189.9900 199.9900 349.9900 44.9900 59.9900 74.9900 99.9900,Yes,Description,4608 x 3456,Yes,SD - SDHC - SDXC,018208263158 22031 23241 23251 23311 23312 23461 23581 24301 24311 26201 26211 26301 26311 26681 26691 26770 26851,Y,http://www.beachaudio.com http://www.gandermountain.com http://www.meijer.com,/catalog/ /modperl/track.cgi?VPWRREV_401175+/modperl/product/details.cgi?r=view&i=401175&aID=503AH /modperl/track.cgi?VPWRREV_401216+/modperl/product/details.cgi?r=view&i=401216&aID=503AH /modperl/track.cgi?VPWRREV_402873+/modperl/product/details.cgi?r=view&i=402873&aID=503AH /modperl/track.cgi?VPWRREV_402876+/modperl/product/details.cgi?r=view&i=402876&aID=510J1I /modperl/track.cgi?VPWRREV_402877+/modperl/product/details.cgi?r=view&i=402877&aID=510J1I /modperl/track.cgi?VPWRREV_402879+/modperl/product/details.cgi?r=view&i=402879&aID=510J1I /modperl/track.cgi?VPWRREV_402880+/modperl/product/details.cgi?r=view&i=402880&aID=510J1I /modperl/track.cgi?VPWRREV_402884+/modperl/product/details.cgi?r=view&i=402884&aID=510J1I /modperl/track.cgi?VPWRREV_402885+/modperl/product/details.cgi?r=view&i=402885&aID=503AH /modperl/track.cgi?VPWRREV_402888+/modperl/product/details.cgi?r=view&i=402888&aID=510J1I /modperl/track.cgi?VPWRREV_402890+/modperl/product/details.cgi?r=view&i=402890&aID=510J1I /product_info.php?products_id=156015&src=pwr,12 - 14 years 15 years and up 3 - 5 years 5 - 10 years 5 - 7 years 7 years and up,173269 183382 183390 183420 183428 183536 217104 741364 741429 742061 742069 752238 769272 769780 840450,2 - 7 x 32 scope Cantilever Scope Mount Rifle Sight Ventilated Rib,Mini-B,1280x720 1920x1080,3.7 V DC,0.47,Flash Fluorescent Incandescent Manual Auto Cloudy Daylight,3.8 4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sony Cyber-shot Digital Camera T99 DSCT99/B Reviews | Buzzillions.com,,,,,,,,Yes,,,,,,,32MB,,14 Megapixel,Point & Shoot with Zoom Lens,,,,,,,,,,,,,,Built-in,,,,,,,,,,,,,,,3 Inch,,Zoom Lens,,,,,,,,,14,0002724279301,,,4x,,,,,,,,,,,,,,,,,Description,,Yes,Memory Stick Pro Duo / SDHC,,,,,,,,,1280x720,,,,,,,,,,,Compatible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Canon Sd-940 | Canon PowerShot SD940 IS Digital Camera (Silver) Reviews - Buzzillions.com,,,,,,,,,f/2.8-5.9,,,,,,,Black Silver Brown,,,,,,,Black Brown,NB-4L,0.8,,,,0.79,4 4x,12.1,,,,Automatic Slow Synchro Built-in with Red Eye Reducer Off FE lock On,,,,,,Yes,2.16,,,,2.7,,,,,,,,,,,,,0001380311497,,,4 4x,,,,,,,,Secure Digital MultiMedia Card Multimedia Card plus HC MMC Plus SDHC,Foliage Beach/Snow Sunset Indoor Aquarium Underwater Fireworks Kids & Pets Portrait Automatic Night Scenery,10 Seconds 2 Seconds,ISO 80-1600,,15-1/1500,180129,230.9900,,Description,4000 x 3000,,,3640B001,Y,http://www.meijer.com,/catalog/,,,,Mini-B,,,.26,Daylight Tungsten Bulb Cloudy Fluorescent Auto Custom,3.52,,,"2.7""",Auto-focus,,Secure Digital (SD) Card,,12 Megapixel,12.1Megapixel,Point & Shoot with Zoom Lens,,1 Year Limited,,,,,,Yes,Secure Digital Multimedia Card plus MultiMedia Card SDHC,,,,Optical Image Stabilization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nikon S700 | Nikon COOLPIX S700 Reviews - Buzzillions.com,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,4x,,Built-in,,,,,,,,,,,,,,,2.7 Inch,,Zoom Lens,,,,,,,,,12.1,0003751625581,,,3x,,,,,,,,,,,,,,,,Yes,Description,,Yes,Secure Digital (SD),,,http://www.beachaudio.com,/product_info.php?products_id=127237&src=pwr,,,,,,,,,,,,,,,,Compatible,12 Megapixel,,Point & Shoot with Zoom Lens,"Internal Memory,Secure Digital Cards(SD),Secure Di",,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Samsung Tl110 | Samsung TL110 - Digital camera - compact - 14.2 Mpix - supported memory: SD, SDHC Reviews - Buzzillions.com",,,,,,,,Yes,f/3.2-5.9,,,,,,31MB,,,Point & Shoot with Zoom Lens,,,,,Black,BP-07A,,,,,0.65,5,14.2,Built-in,Program AE,,Built-in with Red Eye Reducer Fill Off,Face Detection Auto Tracking AF Multi Center AF,,,,,,2.2,JPEG,,,2.7,2.7 Inch,,Zoom Lens,,,,,,,,,14,0004470101290,,,5x,,,,,,,,microSD microSDHC,Text Sunset Portrait Macro Fireworks Night portrait Beach/Snow Children Close-up Landscape,Yes 2 Seconds 10 Seconds,ISO 80-3200,,1/8-1/2000,,,Yes,Description,4320 x 3240,Yes,SD - SDHC,,,,,,,,Mini-B,720p,,,Tungsten Bulb Daylight Fluorescent Auto Cloudy Custom,3.72,,,,,,,Compatible,14 Megapixel,,,,,,,1 Year,,,,microSDHC microSD,,,,Dual Image Stabilization,,,,,,,,,,,,,,,,,,Mono,Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,Center Weighted Spot Multi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stills only,Nikon Coolpix S6300 Digital Camera Reviews | Buzzillions.com,,,,,,,,Yes,,,,,,,,Black Blue,16 Megapixel,Point & Shoot with Zoom Lens,,,,,Silver / Gray,,,,,,,,,Built-in,,,,,,,,,,,,,,,2.7 Inch,,Zoom Lens,,,,,,,,,16 Megapixel,0001820826300,,,10x,,,,,,,,,,,,CMOS,,244221,199.9900,Yes,Description,,Yes,SD - SDHC - SDXC,018208263356,Y,http://www.meijer.com,/catalog/,,,,,1920x1080,,,,,Point & Shoot with Zoom Lens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remote Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moving Car | Canon PowerShot SD780 IS 12MP Digital Camera - Black Reviews - Buzzillions.com,,,,,,,,Yes,f/3.2-5.8,,,,,,,,,,,,,,Silver Red Black,NB-4L NB-4L XtraPower,0.8,,,,.72,4x 4,12.1,Built-in,Program AE,,Built-in with Red Eye Reducer Slow Synchro On Off,,,,,,Yes,2.2,JPEG,,,2.5,2.5 Inch,,Zoom Lens,,,,,,,,,12.1,0001380310941,,,3 3x,,,,,,,,Secure Digital MultiMedia Card Multimedia Card plus SDHC HC MMC Plus,Fireworks Underwater Portrait Automatic Aquarium Night Scene Sunset Beach/Snow Kids & Pets Foliage Indoor,Face Detection 10 Seconds Yes 2 Seconds,ISO 80-1600,,"15-1/1,500 sec.",160413 166991 Black,249.9900 279.9900,,Description,4000 x 3000,Yes,Secure Digital (SD),3591B001 CANPSSD780IS,Y,http://www.beachaudio.com http://www.meijer.com,/catalog/ /product_info.php?products_id=260679&src=pwr /product_info.php?products_id=260681&src=pwr,,,,Mini-B,1280x720,,.3,Cloudy Daylight Fluorescent Tungsten Bulb Auto,3.4,,,,,,,Compatible,12 Megapixel,,Point & Shoot with Zoom Lens,,,Yes,Yes,,Yes,,,,,,,Optical Image Stabilization,,,,,,,,,,,,,,,,CB-2LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nikon D3100 14.2-Megapixel Digital SLR Camera Kit 2 Reviews | Buzzillions.com,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Built-in,,,,,,,,,,,,,,,3 Inch,,Zoom Lens,,,,,,,,,14 Megapixels,13290 Nikon D3100,,,3x,,,,,,,,,,,,,,,,,Description,,Yes,SD - SDHC - SDXC,,,,,,,,,1920x1080,,,,,DSLR Cameras,APS-C,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(not Provided) | Panasonic Lumix DMC-ZS3 10MP Digital Camera Reviews - Buzzillions.com,,,,,,,,Yes,f/3.3-4.9,,,,,,45 MB 44MB 40MB 15MB 14MB,Silver Blue Red Black,,,,,,,Black,DMW-BCG10,2.3 2 1.8,,,,1.3 1.29 1.28,4 4x,12.1 10.1,Built-in,Program AE Shutter-Priority AE Aperture-Priority AE Manual,,Slow Synchro Automatic Built-in with Red Eye Reducer Off On,Normal AF (Auto Focus) Illuminator Multi Zoom Macro Auto Tracking AF Infinity Mode Quick AF Macro 11 Points AF Continuous AF Spot AF Tracking Face Detection,,,,,Yes,2.4 2.35,JPEG,,,2.7 3.0,2.7 Inch 3 Inch,,Zoom Lens,,,,,,,,,12.0 12.1 10.0,,848x480 320x240 QuickTime Motion JPEG 640 x 480 1280 x 720,,12 12x,,,,,,,,MultiMedia Card SDHC SDXC Secure Digital,Aerial Photo Baby Beach/Snow Candle Fireworks Food Gourmet Hi-Speed Burst High Sensitivity Kids & Pets Night Scene Night Scenery Night portrait Party Pet Portrait Scenery Self-Portrait Soft Skin Sports Starry Sky Sunset Underwater,10 Seconds 2 Seconds Yes,ISO 80-3200 ISO 80-6400,,"60-1/2000 8-1/2,000",177076 Black,319.9900,Yes,Description,"3648 x 2736 4,000 x 3,000 4000×3000",Yes,SD - SDHC - SDXC Secure Digital (SD) / MultiMedia Card (MMC),PANDMCZS7,Y,http://www.beachaudio.com http://www.meijer.com,/catalog/ /product_info.php?products_id=264100&src=pwr /product_info.php?products_id=264104&src=pwr /product_info.php?products_id=264105&src=pwr /product_info.php?products_id=264157&src=pwr /product_info.php?products_id=264158&src=pwr /product_info.php?products_id=361897&src=pwr,,,,Mini-B Yes,1280x720 848x480,,.47 .48 .5 0.45,Auto Cloudy Daylight Halogen Shade White Set,4.07 4.1,,,"2.70"" 3""",Auto Focus Auto-focus,15 MB 40 MB,Secure Digital (SD) Card,Compatible,10 Megapixel 12 Megapixel,12.1 Megapixel,Point & Shoot with Zoom Lens,,1 Year Limited,Yes,Yes,1 Year,,,Yes,Secure Digital SDHC SDXC MultiMedia Card,,,,Optical Image Stabilization MEGA O.I.S,,,,,,,,,,,,,,,,,,Mono Stereo Built-in,Built-in,,,,,,,,,,DMW-AC5,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.07""W x 1.29""D x 2.35""H",,,,,,,,,,Silver,0.45 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(not Provided) | Canon 5260b009 eos 5d mark iii with 24-105mm lens Reviews - Buzzillions.com,,,,,,,,,,,,,,,,,,,,,,,,LP-E6,6,,,,3.0,,22.3,,Program AE Manual Aperture-Priority AE Shutter-Priority AE,,,Manual Focus 61-point (up to 41 cross-type points) Predictive Focus Auto AI Focus AF One-Shot AF,,,,,,4.6,RAW JPEG,,,3.2,3.2 Inch,,Zoom Lens Not Included,,,,,,,,,21.10,Canon 5D Mark III,MOV,,3x,,,,,,,,Compact Flash (type I) Secure Digital SDXC SDHC Compact Flash (type II),,10 Seconds 2 Seconds,ISO 100-25600,CMOS,,,,,Description,5760 x 3840,Yes,CompactFlash / SecureDigital,,,,,,,,,1920x1080,,1.9,Flash Tungsten Bulb Auto Custom Shade Cloudy Daylight Fluorescent Color Temperature Setting,6.0,DSLR Cameras,Full-Frame,,,,,,,,,,,,,,Hybrid - Combines Optical and Electronic,,,,Body With Lens Body Only,,,,,Canon EF,,,,,,,,,,,,,Yes,,Eye-level Pentaprism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Panasonic Lumix DMC-GX7 Mirrorless Digital Camera Body, Silver Reviews | Buzzillions.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 Megapixels,DMCGX7SBODY Panasonic DMC-GX7,,,,,,,,,,,,,,,,,,,,Description,,,,,,,,,,,,,,,,,Compact System / Mirrorless Cameras,Micro Four Thirds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nikon Coolpix P300 | Nikon Coolpix P300 Digital Camera (Black) Reviews - Buzzillions.com,,,,,,,,Yes,,,,,,,,,12 Megapixel,Point & Shoot with Zoom Lens,,,,,,,,,,,,,,Built-in,,,,,,,,,,,,,,,3 Inch,,Zoom Lens,,,,,,,,,12.1,0001820826246,,,4x,,,,,,,,,,,,,,,,Yes,Description,,Yes,SD - SDHC - SDXC,,,,,,,,,1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stills only,Sony 16.2 MP Cybershot Digital Camera Reviews | Buzzillions.com,,,,,,,,Yes,,,,,,,,Black,16 Megapixel,Point & Shoot with Zoom Lens,,,,,Black,,,,,,,,,Built-in,,,,,,,,,,,,,,,3 Inch,,Zoom Lens,,,,,,,,,16,,,,5x,,,,,,,,,,,,,,211955 Black,219.9900,Yes,Description,,Yes,Memory Stick Pro Duo / SDHC / SDXC,DSCWX9B,Y,http://www.meijer.com,/catalog/,,,,,1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stills only,(not Provided) | Panasonic Lumix DMC-ZS20 - digital camera Reviews - Buzzillions.com,,,,,,,,Yes,,,,,,,,White Black Silver / Gray Red,14 Megapixel,Point & Shoot with Zoom Lens,,,,,,,,,,,,,,Built-in,,,,,,,,,,,,,,,3 Inch,,Zoom Lens,,,,,,,,,14,0088517007109,,,20x,,,,,,,,,,,,CMOS,,,,Yes,Description,,Yes,SD - SDHC - SDXC,,,,,,,,,1920x1080,,,,,,,,,,,Compatible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kodak 11.1-Megapixel Digital Camera V1073 - Black Reviews | Buzzillions.com,,,,,,,,Yes,,,,,,,32MB,,,,,,,,Black,,,,,,,5x,,Built-in,,,,,,,,,,,,,,,3 Inch,,Zoom Lens,,,,,,,,,10.0,0004177124757,,,3x,,,,,,,,,,Yes,,,,147331,249.9500,,Description,,Yes,Secure Digital (SD),KDK1247576,Y,http://www.beachaudio.com http://www.meijer.com,/catalog/ /product_info.php?products_id=145305&src=pwr,,,,,1280x720,,,,,,,,Auto Focus,,,Compatible,11 Megapixel,,Point & Shoot with Zoom Lens,"Internal Memory,Secure Digital Cards(SD),Secure Di",1 Year,Yes,Yes,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"26""(L) x 18""(W) x 14""(H)- Staples Corrugated Shipping Boxes, 10/Bundle Reviews | Buzzillions.com",,,,,,,,Yes,f/3.2-6.5,,,,,,45MB,Black Purple Pink Silver / Gray Yellow,14 Megapixel,Point & Shoot with Zoom Lens,,,,,Silver,EN-EL19,3,,,,0.8,4,14,Built-in,,,,Manual Face Priority Center AF Subject tracking 9 point AF,,,,,,2.3,JPEG,,,2.7,2.7 Inch,,Zoom Lens,,,,,,,,,14,,AVI Motion JPEG 1280 x 720,,5 5x,,,,,,,,SDHC Secure Digital SDXC,Landscape Beach/Snow Sports Black and White Copy Close-up Fireworks Backlight Dusk/Dawn Panorama Assist Pet Food Scene Auto Selector Night Landscape Party/Indoor Sunset Night portrait Portrait Museum,Yes 10 Seconds 2 Seconds,ISO 80-3200,,1/2000-1 sec.,215642 Silver,139.9900,,Description,4320 x 3240,Yes,SD - SDHC - SDXC,26262,Y,http://www.meijer.com,/catalog/,,,,Mini-B,1280x720 720p,,0.3,Manual Auto,3.7,,,,,,,Compatible,,,,,,Yes,Yes,1 Year,,,Side Output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stills only 3D Ready,(not Provided) | Sony Cyber-shot DSC-TX66/V 18 Megapixel Digital Camera - Violet Reviews - Buzzillions.com,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Built-in,,,,,,,,,,,,,,,3 Inch,,Zoom Lens,,,,,,,,,18 Megapixels,0002724284400,,,5x,,,,,,,,,,,,CMOS,,,,Yes,Description,,Yes,Memory Stick Micro / Micro SD / Micro SDHC,,,,,,,,,1920x1080,,,,,Point & Shoot with Zoom Lens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(not Provided) | Vivitar 12.1MP Digital Camera - Purple Reviews - Buzzillions.com,"050,060,070,080 010,020,030,040,050,060,070,080",300,72,,,,,,,,,3781960,Yes,,10MB,Purple,,,Yes,,,,,,,A,,24-DEC-11 06-OCT-11 03-NOV-11,,8x 4x,,Built-in,,,,,ANY,"SP,ISP SP",,N,,,,,,,2.7 Inch,,Zoom Lens Fixed Focal Length Lens,,,,,6 years and up 14 years and up,VX029-12-GRAPE-TRU VX029-12-GRAPH-TRU VX029-12-STRAW-TRU,300,72 168,10.0,0068106661775,,,3x,Yes,Yes,,,Yes,,Yes,,,Yes,,,,,,,Description,,Yes,Secure Digital (SD),,,http://www.beachaudio.com,/product_info.php?products_id=360469&src=pwr,6 years and up months and up,739523 739531 083634,,,,,,,,,,"3""",Auto,32 MB,Secure Digital High Capacity (SDHC) Card,Compatible,,12.1 Megapixel,,,1 Year Limited,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Panasonic Main Dmc-fs7k 10.1 Megapixel Digital Camera Review | Panasonic DMC-FS7S 10.1MP Digital Camera - Silver Reviews - Buzzillions.com,,,,,,,,Yes,,,,,,,44MB,Silver Black Pink Blue,,Point & Shoot with Zoom Lens,,,,,,,,,,,,4x,,Built-in,,,,,,,,,,,,,,,2.7 Inch,,Zoom Lens,,,,,,,,,12.1,DMCFH1A,,,5x 4x,,,,,,,,,,Yes,,,,,,Yes,Description,,Yes,SD - SDHC - SDXC,,,http://www.beachaudio.com,/product_info.php?products_id=361869&src=pwr /product_info.php?products_id=264151&src=pwr /product_info.php?products_id=264144&src=pwr,,,,,1280x720,,,,,,,"2.70""",Auto-focus Auto Focus,40 MB,Secure Digital (SD) Card,Compatible,12 Megapixel 10 Megapixel,12.1 Megapixel,Point & Shoot with Zoom Lens,,1 Year Limited,Yes,Yes,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
