<page title>,camera type,deal first added on,ean13,last updated,lcd screen size,manufacturer,megapixels,optical zoom,product name,product number mpn,retail price,upc,dimensions,ean14,weight,manufactured in,megapixel range,redeye reduction,feature
Pentax *istDL 6.1MP Digital SLR Camera on sale for $789.99,SLR,15-June-2005,0027075114388,09-October-2014,,Pentax,,,Pentax *istDL 6.1MP Digital SLR Camera with DA 18-55mm f/3.5-5.6 AL Digital SLR Lens,,$799.99,027075114388,13.1 x 6.1 x 4.7 in.,00027075114388,4 lbs.,Made in USA,6.0 Megapixels +,,
Fujifilm X10 EXR CMOS 12mp Digital Camera on sale for $309.00,,2-February-2012,0074101011265,09-October-2014,,Fuji Photo Film,,,"Fujifilm X10 EXR CMOS 12mp Digital Camera with 1080p Video, 4x Zoom",Fujifilm X10 Di,$599.95,074101011265,,,,Made in Japan,,,
Fujifilm Finepix S1000fd 10MP Digital on sale for $255.98,,28-July-2008,0074101481358,09-October-2014,,Fuji Photo Film,,,Fujifilm Finepix S1000fd 10MP Digital Camera with 12x Optical Zoom,15822776,$399.99,074101481358,4.7 x 6.9 x 6.1 in.,00074101481358,2 lbs.,,10.0 - 10.9 Megapixels,,
Canon PowerShot G16 12.1MP Digital Camera on sale for $469.00,,24-November-2013,0845251058888,09-October-2014,,Canon,,,"Canon PowerShot G16 12.1MP Digital Camera Ultimate Bundle with 32GB Memory Card, Digpro Deluxe Case, Extra Battery, Card Reader, Tripod, Card Wallet, HDMI Cable, Screen Pro",Powershot G16,,845251058888,,,,,,,
Fujifilm FinePix XP30 14MP Waterproof on sale for $175.00,Point-and-Shoot,28-March-2012,0074101008722,09-October-2014,,Fuji Photo Film,,,Fujifilm FinePix XP30 14MP Waterproof Digital Camera with 5x Zoom and GPS Geo-Tagging (Orange),16138770,$239.95,074101008722,,,,,,,
Sony Cyber-shot DSC-W370 14.1MP Digital on sale for $139.99,Point-and-Shoot,15-October-2010,0027242777460,09-October-2014,3 inches,Sony,14.1 MP,7 x,Sony Cyber-shot DSC-W370 14.1MP Digital Camera with 7x Wide Angle IS Zoom (Silver),W370 Silver,$229.99,027242777460,,00027242777460,,Made in China,,,
Canon PowerShot ELPH 300 HS 12MP Digital on sale for $219.00,Point-and-Shoot,24-May-2011,0013803133585,09-October-2014,2.7 inches,Canon,12.1 MP,5 x,Canon PowerShot ELPH 300 HS 12MP Digital Camera w/ 1080p HD Video (Black),ELPH 300 HS - B,$249.00,013803133585,,,,Made in China,,,
Canon PowerShot SX700 HS Digital Camera on sale for $259.99,Point-and-Shoot,6-May-2014,0013803239416,09-October-2014,,Canon,,,Canon PowerShot SX700 HS Digital Camera (Black),9338B001,$349.00,013803239416,,,,,,,
"Nikon 1 AW1 14.2MP Waterproof, Shockproof on sale for $696.95",SLR,27-June-2014,0018208276653,10-October-2014,,Nikon,,,"Nikon 1 AW1 14.2MP Waterproof, Shockproof Digital Camera System with AW 11-27.5mm f/3.5-5.6 Lens (Black)",,$799.95,018208276653,,,,,,,
Nikon D5100 16.2MP DSLR Camera Kit on sale for $559.90,,,,,,Nikon,,,Nikon D5100 16.2MP DSLR Camera Kit with 18-55mm VR and 55-200mm VR Lens,D5100 2 Lens,,,,,,,,,
Olympus FE-170 6MP Digital Camera on sale for $255.98,,30-August-2006,0050332158689,09-October-2014,,Olympus,,,Olympus FE-170 6MP Digital Camera with 3x Optical Zoom,225815,$199.99,050332158689,,00050332158689,1 lbs.,,,,
Canon EOS Rebel T1i 15.1MP CMOS Digital on sale for $499.99,SLR,26-August-2009,0013803112603,09-October-2014,3 inches,Canon,15.1 MP,,Canon EOS Rebel T1i 15.1MP CMOS Digital SLR Camera (Body Only),T1i Body Only,$1200.00,013803112603,,00013803112603,,,,Yes,
Canon EOS 5D Mark III 22.3MP Digital SLR on sale for $2599.99,SLR,29-March-2012,0013803142433,09-October-2014,,Canon,,,Canon EOS 5D Mark III 22.3MP Digital SLR (Body Only),5260B002,$3499.00,013803142433,,,,,,,
Sony Cybershot DSC-HX300 20MP Digital on sale for $274.00,Point-and-Shoot,1-November-2013,0027242862128,09-October-2014,,Sony,,,Sony Cybershot DSC-HX300 20MP Digital Camera with 50x IS Zoom (DSC-HX300/B),DSC-HX300/B,$499.99,027242862128,,,,,,,
Fujifilm FinePix F60fd 12MP Digital on sale for $225.44,,15-October-2008,0074101488951,09-October-2014,,Fuji Photo Film,,,Fujifilm FinePix F60fd 12MP Digital Camera with 3x Optical Dual Image Stabilized Zoom,,$399.95,074101488951,,00074101488951,1 lbs.,,12.0 - 12.9 Megapixels,,Image Stabilization
DC DXG-409C 4MP Digital Camera on sale for $60.98,,8-June-2005,0880734040912,09-October-2014,,DXG,,,DC DXG-409C 4MP Digital Camera,DXG-409C,$99.99,880734040905,,,2 lbs.,Made in USA,,,
Canon EOS Rebel T5i 18.0 MP CMOS Digital on sale for $849.00,,16-December-2013,0616932802447,09-October-2014,,6AVE,,,Canon EOS Rebel T5i 18.0 MP CMOS Digital SLR with 18-55mm EF-S IS STM Lens & Canon 75-300 Lens + 58mm 2x Telephoto lens + 58mm Wide Angle Lens (4 Lens Kit!!!!!!) W/32GB SDHC Memory+ 2 Extra Batteries + Charger + 3 Piece Filter Kit + UV Filter + Full Size,Rebel T5i Kit17,$1499.95,616932802447,,,,,,,
Canon PowerShot SX230HS 12MP Digital on sale for $198.80,,16-March-2011,0013803133929,09-October-2014,,Canon,12.1 MP,14 x,"Canon PowerShot SX230HS 12MP Digital Camera with 14x Zoom, GPS",SX230HS - BK,$349.00,013803133929,,,,,,,
Nikon D50 6.1MP Digital SLR Camera on sale for $1088.99,SLR,3-June-2005,0018208252312,09-October-2014,,Nikon,,,Nikon D50 6.1MP Digital SLR Camera with 18-55mm f/3.5-5.6G ED AF-S DX Zoom Nikkor Lens - Camera with 18-55mm Lens,541535258,$732.99,018208252312,11 x 7 x 6 in.,00018208252312,5 lbs.,,"5.0 - 5.9 Megapixels, 6.0 Megapixels +",,
Nikon Coolpix S5 6MP Digital Camera on sale for $149.03,,21-February-2006,0018208255412,09-October-2014,,Nikon,,,Nikon Coolpix S5 6MP Digital Camera with 3x Optical Zoom,25541,$370.99,018208255412,4.5 x 1 x 3 in.,00018208255412,1 lbs.,,,,
Fujifilm FinePix HS20 EXR 16MP Digital on sale for $380.98,Point-and-Shoot,3-May-2011,0074101007671,09-October-2014,3 inches,Fuji Photo Film,16 MP,30 x,Fujifilm FinePix HS20 EXR 16MP Digital Camera with Super EBC Fujinon Lens and 30x Zoom,16113421,$599.99,074101007671,,,,,,Yes,
Canon PowerShot D10 12.1MP Waterproof on sale for $479.99,Point-and-Shoot,22-June-2010,0013803107807,09-October-2014,2.5 inches,Canon,,,Canon PowerShot D10 12.1MP Waterproof Digital Camera with 3x IS Zoom,,$429.99,013803107807,,00013803107807,,,,Yes,
Fujifilm FinePix J28 10MP Digital Camera on sale for $94.98,,2-November-2009,0074101000528,09-October-2014,,Fuji Photo Film,10 MP,3 x,Fujifilm FinePix J28 10MP Digital Camera with 3x Optical Zoom,FinePix J28,$129.95,074101000528,,,,,,,
Canon EOS Rebel T3 12.2MP CMOS Digital on sale for $289.99,SLR,5-May-2011,0013803136340,09-October-2014,2.7 inches,Canon,12.2 MP,0 x,Canon EOS Rebel T3 12.2MP CMOS Digital SLR with 18-55mm IS II Lens and HD Video,5157B002,$599.00,013803136340,,,,,,Yes,
Panasonic Lumix DMC-TS3 12.1MP on sale for $389.95,Point-and-Shoot,2-June-2011,0885170031562,09-October-2014,2.7 inches,Panasonic,12.1 MP,4.6 x,"Panasonic Lumix DMC-TS3 12.1MP Rugged/Waterproof Digital Camera with 4.6x IS Zoom (DMC-TS3A, Blue)",DMC-TS3A,$399.00,885170031562,,,,Made in Japan,,Yes,
Nikon Coolpix L320 16.1MP Digital Camera on sale for $89.95,,27-November-2013,0617529207942,09-October-2014,,Nikon,,,Nikon Coolpix L320 16.1MP Digital Camera with 26x Optical Zoom,,$288.61,617529207942,,,,,,,
Sony Alpha a7 Full-Frame 24.3MP Digital on sale for $1470.00,SLR,18-December-2013,0027242874794,10-October-2014,,Sony,,,Sony Alpha a7 Full-Frame 24.3MP Digital Camera (Body Only),ILCE7/B,$1699.99,027242874794,,,,Made in USA,,,
Canon Digital Rebel XSi 12MP Digital SLR on sale for $705.49,SLR,6-April-2008,0013803096095,09-October-2014,3 inches,Canon,"12 MP, 12.2",3 x,Canon Digital Rebel XSi 12MP Digital SLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens (450d),XSI Kit,$1098.99,013803096095,6 x 6 x 12 in.,00013803096095,7 lbs.,,12.0 - 12.9 Megapixels,Yes,
Canon PowerShot SX210 IS 14.1 MP Digital on sale for $402.89,,7-April-2010,0013803120592,09-October-2014,3 inches,Canon,14.1 MP,14 x,Canon PowerShot SX210 IS 14.1 MP Digital Camera with 14x Wide Angle Optical Image Stabilized Zoom and 3.0-Inch LCD (Black),SX210IS Black,$399.99,013803120592,,00013803120592,,Made in USA,,Yes,
Pentax K-5 16.3MP Weatherproof Digital on sale for $649.95,SLR,1-November-2012,0027075176546,10-October-2014,,Pentax,,,Pentax K-5 16.3MP Weatherproof Digital SLR (Body Only),K-5 Black Body,$1099.00,027075176546,,,,Made in USA,,,
Canon PowerShot SD4500IS Digital Elph on sale for $134.99,Point-and-Shoot,15-December-2011,0013803131444,09-October-2014,,Canon,,,Canon PowerShot SD4500IS Digital Elph 10MP Digital Camera with 10x IS Zoom (Silver),SD4500 SL,$349.99,013803131444,,,,,,,
Panasonic Lumix DMC-FZ18K 8.1MP Digital on sale for $599.99,,16-October-2007,0037988986941,09-October-2014,,Panasonic,,,Panasonic Lumix DMC-FZ18K 8.1MP Digital Camera with 18x Wide Angle MEGA Optical Image Stabilized Zoom (Black),DMC-FZ18K,$399.99,037988986941,2.96 x 4.63 x 3.47 in.,00037988986941,5 lbs.,,8.0 - 8.9 Megapixels,,"Wide Angle, Image Stabilization"
Canon EOS Rebel T3i Digital 18MP SLR on sale for $749.00,,19-June-2012,0086634752492,09-October-2014,,Canon,,,Canon EOS Rebel T3i Digital 18MP SLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens & EF 75-300mm f/4-5.6 III Telephoto Zoom Lens + SSE Premium SLR Lens Accessory Package,,,086634752492,,,,,,,
Sony Cybershot DSC-T10 7.2MP Digital on sale for $493.87,,8-September-2006,0027242698499,09-October-2014,,Sony,,,Sony Cybershot DSC-T10 7.2MP Digital Camera with 3x Optical Steady Shot Zoom (Pink),DSCT10/P,$437.99,027242698499,3.53 x 2.16 x 0.78 in.,00027242698499,1 lbs.,,7.0 - 7.9 Megapixels,,
Kodak EasyShare C613 6.2MP Digital Camera on sale for $205.48,,29-February-2008,0041778172483,09-October-2014,,Kodak,,,Kodak EasyShare C613 6.2MP Digital Camera with 3x Optical Zoom,1905835,$99.99,041771905835,,,2 lbs.,,6.0 - 6.9 Megapixels,,
Nikon Coolpix P330 12.2 MP Digital Camera on sale for $199.95,Point-and-Shoot,27-July-2013,0018208264148,09-October-2014,,Nikon,,,Nikon Coolpix P330 12.2 MP Digital Camera with 5x Zoom (Black),,$379.00,018208264148,,,,,,,
Panasonic Lumix DMC-TS5 16.1MP Tough on sale for $297.99,Point-and-Shoot,31-July-2013,0885170117181,10-October-2014,,Panasonic,,,Panasonic Lumix DMC-TS5 16.1MP Tough Digital Camera with 9.3x Zoom and Wi-Fi (Blue),DMC-TS5A,$399.99,885170117181,,,,,,,
Panasonic Lumix DMC-ZS25 16.1MP Compact on sale for $229.99,Point-and-Shoot,29-July-2013,0885170117556,09-October-2014,,Panasonic,,,"Panasonic Lumix DMC-ZS25 16.1MP Compact Digital Camera with 40x Zoom (DMC-ZS25S, Silver)",DMC-ZS25S,$299.99,885170117556,,,,Made in Japan,,,
Panasonic Lumix DMC-ZR3 14.1MP Digital on sale for $349.99,Point-and-Shoot,7-December-2010,0885170001541,09-October-2014,2.7 inches,Panasonic,14.1 MP,8 x,Panasonic Lumix DMC-ZR3 14.1MP Digital Camera with 8x IS Zoom (Black),DMC-ZR3K,$279.95,885170001541,,,,,,Yes,
Sony Cybershot DSCW120/P 7.2MP Digital on sale for $257.98,,6-April-2008,0027242726710,09-October-2014,,Sony,,,Sony Cybershot DSCW120/P 7.2MP Digital Camera with 4x Optical Zoom with Super Steady Shot (Pink),DSCW120/P,$299.99,272427267100 027242726710,3.56 x 2.31 x 0.88 in.,00027242726710,1 lbs.,,7.0 - 7.9 Megapixels,,
Fujifilm FinePix XP30 14MP Waterproof on sale for $283.99,Point-and-Shoot,5-April-2012,0074101008708,09-October-2014,,Fuji Photo Film,,,Fujifilm FinePix XP30 14MP Waterproof Digital Camera with 5x Zoom and GPS Geo-Tagging (Black),16138445,$239.99,074101008708,,,,,,,
Sony Cybershot DSC-T500 10MP Digital on sale for $499.99,,15-October-2008,0027242732032,09-October-2014,,Sony,,,Sony Cybershot DSC-T500 10MP Digital Camera with 5x Optical Zoom with Super Steady Shot Image Stabilization,DSC-T500,$399.99,027242732032,4.2 x 0.9 x 2.75 in.,00027242732032,1 lbs.,,10.0 - 10.9 Megapixels,,
Olympus FE-110 5MP Digital Camera on sale for $119.00,,23-September-2005,0050332155992,09-October-2014,,Olympus,,,Olympus FE-110 5MP Digital Camera with 2.8x Optical Zoom,225700,$249.99,050332155992,,00050332155992,1 lbs.,,,,
Fujifilm X-M1 16MP Compact System Digital on sale for $499.00,,24-November-2013,0074101023244,10-October-2014,,Fuji Photo Film,,,Fujifilm X-M1 16MP Compact System Digital Camera Body Only (Brown),X-M1 Body (Brow,$699.95,074101023244,,,,,,,
Fujifilm X-M1 16MP Compact System Digital on sale for $475.00,SLR,24-November-2013,0074101022896,09-October-2014,,Fuji Photo Film,,,Fujifilm X-M1 16MP Compact System Digital Camera Kit with 16-50mm Lens (Silver),X-M1 Kit w/ 16-,$799.95,074101022896,,,,,,,
Sony Cybershot DSCS40 4.1 MP Digital on sale for $95.48,,10-March-2005,0027242673816,09-October-2014,,Sony,,,Sony Cybershot DSCS40 4.1 MP Digital Camera with 3x Optical Zoom,DSC-S40,$299.95,027242673816,7.8 x 6.2 x 3.4 in.,,2.5 lbs.,,4.0 - 4.9 Megapixels,,
Samsung DV300F 16MP DualView Digital on sale for $234.00,Point-and-Shoot,19-June-2012,0044701016434,09-October-2014,,Camera,,,Samsung DV300F 16MP DualView Digital Camera with Built-in Wi-Fi,EC-DV300FBPBUS,$199.00,044701016434,,,,Made in USA,,,
Nikon Coolpix S570 12MP Digital Camera on sale for $87.69,Point-and-Shoot,28-September-2010,0689466092158,09-October-2014,2.7 inches,Nikon,12 MP,5 x,Nikon Coolpix S570 12MP Digital Camera with 5x Wide Angle Optical VR Zoom (Black),S570 Black,$179.99,689466092158,,,,,,Yes,
Canon PowerShot D20 12.1MP Waterproof on sale for $234.98,Point-and-Shoot,4-May-2012,0013803146264,09-October-2014,,Canon,,,Canon PowerShot D20 12.1MP Waterproof Digital Camera with 5x IS Zoom and GPS Tracking (Blue),6145B001,$349.00,013803146264,,,,,,,
Sony NEX-7 Alpha 24.3MP Compact Digital on sale for $618.74,SLR,10-April-2012,0027242833838,09-October-2014,,Sony,,,Sony NEX-7 Alpha 24.3MP Compact Digital SLR Camera (Body Only),NEX7/B,$1199.99,027242833838,,,,,,,
Olympus PEN E-pl2 Digital Camera on sale for $582.99,,16-June-2011,0846840012342,09-October-2014,,Digital,12.3 MP,,"Olympus PEN E-pl2 Digital Camera (Silver) W/14-42mm Lens (Silver) + 16gb Sdhc Memory , 2x Extra Replacement Batteries, 3 Extra Lens, Deluxe Soft Carrying Case, Aluminum Tripod & Much More",,,846840012342,,,,,,,
Canon PowerShot SD1400 IS Digital Elph on sale for $245.99,Point-and-Shoot,26-October-2010,0013803119251,09-October-2014,2.7 inches,Canon,14.1 MP,4 x,Canon PowerShot SD1400 IS Digital Elph 14.1MP Digital Camera with 4x Wide Angle IS Zoom (Black),SD1400IS Black,$249.99,013803119251,,00013803119251,,,,Yes,
Canon EOS 60D Digital SLR Self Portait on sale for $20.90,,22-October-2010,0628586183803,09-October-2014,,ButterflyPhoto,,,"Canon EOS 60D Digital SLR Self Portait Kit Includes 67"" Monopod + RS80 Remote Switch",,,628586183803,,,,,,,
Olympus PEN E-P1 12.3 MP Micro Four on sale for $399.00,SLR,26-August-2009,0050332169869,09-October-2014,,Olympus,12.3 MP,3 x,Olympus PEN E-P1 12.3 MP Micro Four Thirds Interchangeable Lens Digital Camera with 14-42mm f/3.5-5.6 Zuiko Digital Zoom Lens,Silver w/ 14-42,$799.99,050332169869,,00050332169869,,,,,
Canon PowerShot SX50 HS 12.1MP Digital on sale for $399.00,,21-October-2012,0845251047189,09-October-2014,,Canon,,,Canon PowerShot SX50 HS 12.1MP Digital Camera with 50x IS Zoom and 32GB Super Bundle,,,845251047189,,,,,,,
Samsung NX200 20.3MP Compact Digital on sale for $341.27,,3-July-2012,0044701016342,09-October-2014,,Samsung,,,Samsung NX200 20.3MP Compact Digital Camera with 18-55mm Lens,,$899.00,044701016342,,,,,,,
Sony Cybershot S650 7.2MP Digital Camera on sale for $149.99,,10-April-2007,0027242705128,09-October-2014,,Sony,,,Sony Cybershot S650 7.2MP Digital Camera with 3x Optical Zoom,DSCS650,$168.00,027242705128,,00027242705128,1 lbs.,,7.0 - 7.9 Megapixels,,
Nikon D70s 6.1MP Digital SLR Camera on sale for $905.98,SLR,6-June-2005,0018208252183,09-October-2014,,Nikon,,,Nikon D70s 6.1MP Digital SLR Camera (Body Only),25218,$999.99,018208252183,,00018208252183,4 lbs.,,5.0 - 5.9 Megapixels,,
Fuji Finepix A700 7.3MP Digital Camera on sale for $80.49,,14-September-2006,0074101444377,09-October-2014,,Fuji Photo Film,,,Fuji Finepix A700 7.3MP Digital Camera with 3x Optical Zoom,15715480,$349.99,074101444377,,00074101444377,2 lbs.,,7.0 - 7.9 Megapixels,,
Sony Alpha NEX-7 24.3MP Compact on sale for $703.12,SLR,11-December-2013,0027242833845,09-October-2014,,Sony,,,Sony Alpha NEX-7 24.3MP Compact Interchangeable Lens Camera with 18-55mm Lens,NEX7K/B,$1349.99,027242833845,,,,Made in USA,,,
Olympus Stylus 850SW 8MP Digital Camera on sale for $599.00,,11-August-2008,0050332162655,09-October-2014,,Olympus,,,Olympus Stylus 850SW 8MP Digital Camera with 3x Optical Zoom (Blue),226330,$349.99,050332162655,,00050332162655,2 lbs.,,8.0 - 8.9 Megapixels,,Waterproof
Canon PowerShot SD3500 IS Digital Elph w/ on sale for $189.99,,12-November-2010,0013803119190,09-October-2014,,Canon,14.1 MP,5 x,Canon PowerShot SD3500 IS Digital Elph w/ Touchscreen LCD and 5x IS Zoom (Black),SD3500IS Black,$329.99,013803119190,,00013803119190,,,,,
Kodak EasyShare C182 Digital Camera on sale for $59.50,Point-and-Shoot,8-October-2010,0041778723791,09-October-2014,3 inches,Kodak,12 MP,3 x,Kodak EasyShare C182 Digital Camera (Blue),8723793,$119.95,041778723791,,00041778723791,,,,Yes,
"Asus Transformer Pad TF700T-B1-CG 10.1"" on sale for $269.00",,12-December-2012,0886227217076,09-October-2014,,Asus,,,"Asus Transformer Pad TF700T-B1-CG 10.1"" Tablet PC with Android 4.0 Ice Cream Sandwich (Champagne)",TF700T-B1-CG,$499.99,886227217076,,,,Made in USA,,,
Sony DCR-DVD610 DVD Handycam Camcorder on sale for $335.98,,3-March-2008,0027242727700,09-October-2014,,Sony,,,Sony DCR-DVD610 DVD Handycam Camcorder with 40x Optical Zoom,DCR-DVD610,$449.95,027242727700 272427277000,8 x 7 x 5 in.,00027242727700,3 lbs.,,,,
Panasonic DMC-FZ28S 10MP Digital Camera on sale for $958.79,,15-October-2008,0037988988099,09-October-2014,,Panasonic,,,Panasonic DMC-FZ28S 10MP Digital Camera with 18x Wide Angle MEGA Optical Image Stabilized Zoom (Silver),DMC-FZ28 Silver,$699.95,037988988099,2.97 x 3.47 x 4.63 in.,00037988988099,2 lbs.,,10.0 - 10.9 Megapixels,,"Wide Angle, Image Stabilization"
Canon PowerShot A3100IS 12.1MP Digital on sale for $169.00,Point-and-Shoot,6-November-2010,0013803120066,09-October-2014,2.7 inches,Canon,12.1 MP,4 x,Canon PowerShot A3100IS 12.1MP Digital Camera with 4x IS Zoom,A3100IS Silver,$219.95,013803120066,,00013803120066,,,,Yes,
Sony a7K Full-Frame 24.3 MP Digital on sale for $1468.00,SLR,18-December-2013,0027242874800,10-October-2014,,Sony,,,Sony a7K Full-Frame 24.3 MP Digital Camera with 28-70mm Lens,ILCE7K/B,$1999.99,027242874800,,,,,,,
Nikon Coolpix S8000 14MP Digital Camera on sale for $299.00,Point-and-Shoot,25-June-2010,0018208261901,09-October-2014,,Nikon,14.2 MP,10 x,Nikon Coolpix S8000 14MP Digital Camera with 10x Wide ED VR Zoom (Silver),S8000 Champagne,$299.95,018208261901,,00018208261901,,,,,
Panasonic DMC-FX50K 7.2MP Digital Camera on sale for $299.95,,1-August-2006,0037988985906,09-October-2014,,Panasonic,,,Panasonic DMC-FX50K 7.2MP Digital Camera with 3.6x Optical Image Stabilized Zoom (Black),DMC-FX50K,$399.95,037988985906,,00037988985906,2 lbs.,,7.0 - 7.9 Megapixels,,Image Stabilization
Canon PowerShot G16 12.1MP CMOS Digital on sale for $398.90,Point-and-Shoot,20-December-2013,0013803229820,09-October-2014,,Canon,,,Canon PowerShot G16 12.1MP CMOS Digital Camera with 5x Zoom and 1080p Full-HD Video,,$549.00,013803229820,,,,,,,
Olympus OM-D E-M5 16MP Micro 4/3 on sale for $820.10,Point-and-Shoot,4-May-2012,0050332182769,10-October-2014,,Olympus,,,"Olympus OM-D E-M5 16MP Micro 4/3 Mirrorless Camera (Silver, Body Only)",V204045SU000,$1299.00,050332182769,,,,,,,
Panasonic Lumix DMC-ZS3 10MP Digital on sale for $432.89,,9-May-2009,0037988989010,09-October-2014,,Panasonic,,,"Panasonic Lumix DMC-ZS3 10MP Digital Camera with AVCHD Lite HD Video, 12x IS Zoom (Black)",DMC-ZS3 Black,$439.95,037988988372,,00037988988372,2 lbs.,,,,
Sony Cybershot DSC-T50 7.2MP Digital on sale for $699.50,,14-September-2006,0086753091021 0027242699991,09-October-2014,,Sony,,,Sony Cybershot DSC-T50 7.2MP Digital Camera with 3x Optical Zoom (Silver),DSCT50,,086753091021 027242699991,3.75 x 2.25 x 0.94 in.,,1 lbs.,,7.0 - 7.9 Megapixels,,
Olympus OM-D E-M10 Compact System Camera on sale for $799.00,SLR,21-April-2014,0050332187870,10-October-2014,,Olympus,,,Olympus OM-D E-M10 Compact System Camera with 14-42mm 2RK lens (Silver),V207021SU000,$799.99,050332187870,,,,,,,
Panasonic Lumix DMC-TZ5K 9MP Digital on sale for $499.00,,30-March-2008,0037988987665,09-October-2014,,Panasonic,,,Panasonic Lumix DMC-TZ5K 9MP Digital Camera with 10x Wide Angle MEGA Optical Image Stabilized Zoom,DMC-TZ5K,$349.99,037988987665,2.34 x 1.44 x 4.13 in.,00037988987665,2 lbs.,,9.0 - 9.9 Megapixels,,"Wide Angle, Image Stabilization"
Pentax K-5 16.3 MP Digital SLR Black on sale for $1023.79,,1-November-2012,0662425805273,09-October-2014,,Pentax,,,Pentax K-5 16.3 MP Digital SLR Black with PENTAX 18-55 f/3.5-5.6 II AF LENS & PENTAX F 50-200 AUTO FOCUS LENS (2 Lens Kit!!!) w/32GB SDHC Memory + 2 Extended Life Batteries + Ac/Dc Charger + 3 Piece Filter Kit + UV Filter + SDHC USB Card Reader + Shock Pr,K-5 Black 18-55,$2099.95,662425805273,,,,,,,
Pentax Q 12.4MP Digtal Camera Kit w/ 02 on sale for $205.98,,6-February-2013,0027075214972,10-October-2014,,Pentax,,,Pentax Q 12.4MP Digtal Camera Kit w/ 02 Standard Zoom Lens,Q Black Kit w/,$499.95,027075214972,,,,,,,
Nikon D5200 24.1MP CMOS Digital SLR on sale for $439.95,SLR,28-March-2013,0018208015016,09-October-2014,,Nikon,,,Nikon D5200 24.1MP CMOS Digital SLR Camera (Body Only),,$799.95,018208015016,,,,,,,
