<page title>,additional features,brand,connectivity system req,dimension,display,flash,general features,images video,lens,media software,optical sensor resolution in megapixel,other features,other sellers,pixels,power source,see full specifications,sensor,sensor type,shopping experience,shutter speed,site usability,zoom,aperture range,audio video interface ntscpal,bangalore,bluetooth,color,continuous shots,digital zoom,external memory,face detection,gps,hdmi,image format,image stabilizer,iso rating,metering,optical sensor resolution in megapixel,optical zoom,red eye reduction,screen size,self timer,shooting modes,usb,video display resolution,video format,auto focus,built in flash,display type,flash modes,flash range,focal length,image display resolution,lens type,maximum shutter speed,memory card type,microphone,minimum shutter speed,sensor size,sensor type,white balancing,color filter,gadgetsguru,macro mode exposure mode,supplied battery,sync terminal,announced,brand,dimensions,status,viewfinder,weight,ac adaptor,dust reduction,other resolution,other zoom type,amazon,manual focus,audio formats,delete function,exposure compensation,inbuilt memory,supported aspect ratio,supported languages,upgradeable memory,usb charge,additional display features,flipkart,external flash,infibeam,pictbridge,picture angle,kaunsa,ebay,snapdeal,indiatimes,shopclues,wifi,maniacstore,seventymm,bitfang,naaptol
"Samsung WB WB350F Point & Shoot Camera Price in India with Offers, Reviews & Full Specifications | PriceDekho.com","Color
Black",Samsung,"USB
USB 2.0","Weight
216 gms","Screen Size
3 Inches
Video Display Resolution
1920 x 1080 pixels (Full HD) @ 30 fps, 1280 x 720 pixels (HD) @ 30 fps, 640 x 480 pixels (VGA) @ 30 fps","Built in Flash
Yes","Brand
Samsung",,,"Inbuilt Memory
10 MB",16.3 MP,,(4 ),"Optical Sensor Resolution (in MegaPixel)
16.3 MP",,»,"Sensor Type
CMOS Sensor",CMOS Sensor,(2 ) (4.6 ) (4.6 ) (2.2 ),"Maximum Shutter Speed
1/2000 sec
Minimum Shutter Speed
16 sec",(2.4 ) (4.6 ) (3 ) (4.2 ),"Optical Zoom
4x
Digital Zoom
21x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony DSC W310 12 1 MP Price in India with Offers & Full Specifications | PriceDekho.com,"Color
Black",Sony,"USB
Yes
HDMI
No","Weight
127 gms","Screen Size
2.7 Inches","Built in Flash
Yes","Brand
Sony",,,,12.1 MP,"Face Detection
Yes
Shooting Modes
Frame Movie
Metering
Center-Weighted, Multi Pattern, Spot",,"Optical Sensor Resolution (in MegaPixel)
12.1 MP","Supplied Battery
Li-ion Battery (NP-BN1)",»,"Sensor Type
CMOS Sensor",CMOS Sensor,,,,"Optical Zoom
4x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung PL100 Price in India with Offers & Full Specifications | PriceDekho.com,"External Memory
Yes
Color
Black",Samsung,"USB
USB 2.0
Bluetooth
No","Weight
111 gms","Screen Size
1.5 Inches
Image Display Resolution
230000 dots
Video Display Resolution
640 x 480 pixels (VGA) @ 30/15fps","Flash Modes
Auto, Fill-in, Slow Sync Flash
Flash Range
(ISO Auto) : Wide : 0.4 - 3.8m, Telephoto : 0.5 - 2.0m
Built in Flash
Yes","Brand
Samsung","Image Format
JPEG (DCF, EXIF 2.21, DPOF 1.1, PictBridge 1.0)
Audio Formats
WAV
Video Format
AVI","Auto Focus
Centre AF, Face Detection, Multi AF, Object Tracking AF
Focal Length
6.3 - 18.9 mm (35 mm Equivalent to 35 - 105 mm)","Upgradeable Memory
Yes; Up to 8 GB
Memory Card Type
SD, SDHC",12.2 MP,"ISO Rating
Auto / 80 / 100 / 200 / 400 / 800 / 1600
Self Timer
Yes
Face Detection
Yes
Shooting Modes
Smart Auto, Auto, Program, DIS, Beauty, Night, Scene, Movie, Front LCD (Hot Key) * Front LCD (hot Key): Self Portrait, Children mode, Couple shot, Off * Front LCD Movie: Self Movie, Children Movie *Smart Auto: Portrait, Night Portrait, Backlight Portrait,
Metering
Centre Weighted, Face Detection AE, Multi, Spot
Macro Mode (Exposure Mode)
Yes
Red Eye Reduction
Yes
Continuous Shots
Yes
Microphone
Yes",(5 ),"Optical Sensor Resolution (in MegaPixel)
12.2 MP","Supplied Battery
Li-ion Battery",»,"Sensor Type
CCD Sensor
Sensor Size
7.79 mm",CCD Sensor,(5 ) (3 ) (2.2 ) (0 ) (3.2 ),"Maximum Shutter Speed
1/2000 sec
Minimum Shutter Speed
1/8 sec",(3.4 ) (5 ) (3 ) (3 ) (0 ),"Optical Zoom
3x
Digital Zoom
3x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Canon PowerShot A2500 Point & Shoot Digital Camera Black Price in India with Offers, Reviews & Full Specifications | PriceDekho.com","Color
Black
External Memory
Yes",Canon,"USB
USB Hi-Speed","Dimensions
3.85 x 2.2 x 0.82 Inches
Weight
125 gms","Display Type
TFT LCD
Screen Size
2.7 Inches
Image Display Resolution
230000 dots
Video Display Resolution
1280 x 720 pixels (HD) @ 25 fps
Supported Aspect Ratio
04:03
Additional Display Features
Wide Viewing Angle","Flash Modes
Auto, Manual, Slow Sync Flash
Flash Range
Wide : 0.5 - 3.0m, Telephoto : 1.2 - 2.0m
Built in Flash
Yes","Brand
Canon
Status
Available","Image Format
JPEG (EXIF 2.3, DCF, DPOF 1.1)
Video Format
H.264, MOV","Lens Type
Canon EF
Focal Length
5 - 25 mm (35 mm Equivalent to 28 - 140 mm)
Color Filter
Primary (RGB) Color Filter","Upgradeable Memory
Yes
Memory Card Type
SD, SDHC, SDXC",16 MP,"ISO Rating
Auto / 100 / 200 / 400 / 800 / 1600
Self Timer
2 sec, 10 sec
Face Detection
Yes
Shooting Modes
Digital IS, Face Self-Timer, Fireworks, Fish-Eye Effect, Live View Control, Long Shutter, Low Light (4.0 Mp), Miniature Effect, Monochrome, Portrait, Poster Effect, Program, Smart Auto (32 Scenes Detected), Snow, Super Vivid, Toy Camera Effect
Delete Function
Yes
Metering
Center-Weighted Average, Evaluative, Spot
Macro Mode (Exposure Mode)
3 cm
Red Eye Reduction
Yes
Picture Angle
28 mm Wide Angle
Continuous Shots
Up to 0.8 fps
White Balancing
Auto, Cloudy, Custom, Daylight, Fluorescent, Fluorescent-H, Tungsten
Supported Languages
31 Languages
Aperture Range
f/2.8 (W) - f/6.9 (T)
Microphone
Monaural Microphone
PictBridge
Yes
Audio Video Interface (NTSC/PAL)
A/V Output (NTSC or PAL)
Additional Features
1-point AF (Fixed to Centre), 1/2000 sec Slow Sync Speed, 100% LCD Coverage, AF Assist Beam), AF Lock (On / Off), AF Modes (Single, AF Point Selection (Normal, AF System / Points (AiAF (Face Detection / 9-point), Brightness Adjustable, Continuous, Continuous (Auto Mode Only), DIGIC 4 with iSAPS Technology, Digital IS, Drive Modes Single, ECO Mode, Flash Exposure Compensation, Flash Exposure Lock, Fun and Creative Effects, Histogram, Humidity: 10% - 90%, Lens Construction: 6 Elements in 5 Groups , Live View Control, Operating Temperature: 0 C - 40&deg C, Playback Zoom: 2x - 10x, Quick-bright LCD, Servo AF / AE, Small), Smart Auto Plus Help Button, Smart Flash Exposure, Tracking AF)",(6 ),"Optical Sensor Resolution (in MegaPixel)
16 MP","Supplied Battery
Rechargeable Li-ion Battery",»,"Sensor Type
CCD Sensor
Sensor Size
1/2.3 Inches",CCD Sensor,(4.6 ) (3 ) (4.2 ) (3.2 ) (3.2 ) (2.2 ),"Maximum Shutter Speed
1/2000 sec
Minimum Shutter Speed
1 sec",(4.6 ) (3 ) (4.8 ) (3.2 ) (3 ) (3.4 ),"Optical Zoom
5x
Digital Zoom
4x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olympus Stylus VG-180 Point & Shoot Digital Camera Black Price in India with Offers & Full Specifications | PriceDekho.com,"Color
Black",Olympus,"USB
USB 2.0 Hi-Speed
HDMI
No
GPS
No","Dimensions
3.76 x 2.29 x 0.83 Inches
Weight
122 gms","Display Type
TFT LCD
Screen Size
2.7 Inches
Image Display Resolution
230000 dots
Supported Aspect Ratio
16:9, 3:2, 4:3, 1:1","Flash Modes
Auto, Fill-in Flash
Flash Range
Wide : 0.2 - 4.9m, Telephoto : 0.6 - 2.1m
Built in Flash
Yes","Brand
Olympus
Status
Available","Image Format
JPEG (DCF, EXIF 2.3, DPOF)
Audio Formats
WAV
Video Format
AVI Motion JPEG","Lens Type
Olympus Lens
Auto Focus
TTL Auto Focus
Focal Length
4.7 - 23.5 mm (35 mm Equivalent to 26 - 130 mm)
Color Filter
Primary (RGB) Color Filter","Inbuilt Memory
16.4 MB
Memory Card Type
SD, SDHC, SDXC",16 MP,"ISO Rating
Auto / 100 / 200 / 400 / 800 / 1600
Self Timer
2 sec, 12 sec
Face Detection
Yes
Shooting Modes
Intelligent Auto, Programme Automatic
Delete Function
Yes
Metering
ESP Light
Macro Mode (Exposure Mode)
5 cm
Red Eye Reduction
Yes
Picture Angle
26 mm Wide Angle
White Balancing
Auto, Fluorescent-1, Overcast, Sunlight, Tungsten
Supported Languages
40 Languages
Aperture Range
f/2.8 - f/6.5
PictBridge
Yes
Additional Features
16.5 Total MP, 2 Levels Brightness Adjustmen, 5 Aspherical Glass Elements, AF Tracking), Advanced Face Detection Technology, Auto Rotat, Beach and Snow, Candle, Cuisine, Distortion Compensation, Documents, Event, Exposure Compensation: +/- 2 EV in increments of 1/3, Exposure Modes (DIS Mode, Face Detection AF, Fireworks, Fisheye, Focusing Modes (iESP, Focusing System Method: TTL iESP Auto Focus with Contrast Detection, Frame Assistance, Image Editing (Resize, Index, Index: 5 x 4 frames, Indoor, Landscape, Lens Construction: 7 Elements in 5 Groups, Magic Filter (Pop Art, Miniature), Movie), Night Scene, Night Scene with Portrait, Noise Reduction, Pet), Pin Hole, Pixel Mapping, Punk, Reflection, Scene Modes, Scene Modes (Portrait, Self-portrait, Shading Compensation, Slide Show), Soft Focus, Sparkle, Sports, Spot, Standard Mode 0.2 m (W) - 0.6 m (T), Sunset, Super Macro, Trimming), TruePic III Engine Image Processing, View Images Modes (Single, Water Colour, Zoom, Zoom: 1.1 - 10x",,"Optical Sensor Resolution (in MegaPixel)
16 MP","Supplied Battery
Rechargeable Li-ion Battery",»,"Sensor Type
CCD Sensor
Sensor Size
1/2.3 Inches",CCD Sensor,,"Maximum Shutter Speed
1/2000 sec
Minimum Shutter Speed
25 sec",,"Optical Zoom
5x
Digital Zoom
4x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung ST30 Point & Shoot Digital Camera Black Price in India with Offers, Reviews & Full Specifications | PriceDekho.com","Color
Black",Samsung,"USB
USB 2.0 Hi-Speed
HDMI
No
Bluetooth
No
GPS
No","Dimensions
92.9 x 52.4 x 21.6 mm
Weight
86.5 gms","Display Type
TFT LCD
Screen Size
2.4 Inches
Image Display Resolution
112000 dots
Video Display Resolution
640 x 480 pixels (VGA)","Flash Modes
Auto, Fill-in, Slow Sync Flash
Flash Range
Wide : 0.4 - 3.5m, Telephoto : 0.5 - 2.0m
Built in Flash
Yes","Brand
Samsung
Status
Available","Image Format
JPEG (DCF, EXIF 2.21, DPOF 1.1)
Audio Formats
WAV
Video Format
AVI Motion JPEG","Lens Type
Samsung Lens
Auto Focus
TTL Auto Focus
Focal Length
4.1 - 12.3 mm (35 mm Equivalent to 28 - 84 mm)","Upgradeable Memory
Yes
Inbuilt Memory
Memory Card Type
SD, SDHC",10.1 MP,"ISO Rating
Auto / 80 / 100 / 200 / 400 / 800 / 1600 / 3200
Self Timer
2 sec, 10 sec
Face Detection
Yes
Shooting Modes
DIS, Movie, Program, Scene, Smart
Metering
Center-Weighted, Multi, Spot
Macro Mode (Exposure Mode)
5 - 80 cm (W), 50 - 80 cm (T)
Red Eye Reduction
Yes
White Balancing
Auto, Cloudy, Custom, Daylight, Fluorescent-H, Fluorescent-L, Tungsten
Microphone
Monaural Microphone
Sync Terminal
Yes
PictBridge
Yes; PictBridge 1.0
Audio Video Interface (NTSC/PAL)
A/V Output (NTSC or PAL)",,"Optical Sensor Resolution (in MegaPixel)
10.1 MP","Supplied Battery
Rechargeable 700 mAh Battery (BP-70A), Connector Type : 20 pin (USB/Av out)",»,"Sensor Type
CCD Sensor
Sensor Size
1/3",CCD Sensor,,"Minimum Shutter Speed
Auto : 1/8 - 1/1400 sec, Program : 1 - 1/1400 sec, Night : 8 - 1/1400 sec, Fireworks : 2 sec",,"Digital Zoom
3x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panasonic Lumix DMC-FH27 Point & Shoot Digital Camera Black Price in India with Offers & Full Specifications | PriceDekho.com,"External Memory
Yes",Panasonic,"USB
USB 2.0 Hi-Speed
Bluetooth
No","Weight
159 gms","Display Type
TFT LCD Touchscreen
Screen Size
3 Inches
Image Display Resolution
230000 dots
Video Display Resolution
1280 x 720 pixels (HD) @ 24 fps","Flash Modes
Auto, Forced, Slow Sync Flash
Flash Range
(I.ISO) : Wide : 0.6 - 5.8m, Telephoto : 1.0 - 3.2m
Built in Flash
Yes","Brand
Panasonic","Image Format
JPEG","Lens Type
Leica DC Vario-Elmarit
Focal Length
5 - 40 mm (35 mm Equivalent to 28 - 224 mm)
Color Filter
Primary (RGB) Color Filter","Upgradeable Memory
Yes
Memory Card Type
SD, SDHC, SDXC",16.1 MP,"ISO Rating
Auto / 100 / 200 / 400 / 800 / 1600 / 3200, High Sensitivity Mode (ISO 1600-6400)
Self Timer
2 sec, 10 sec
Face Detection
Yes
Delete Function
Yes
Metering
Intelligent Multiple
Red Eye Reduction
Yes
Picture Angle
28 mm Wide Angle
Continuous Shots
Up to 4.4 fps
White Balancing
Auto, Daylight, Cloudy, Shade, Incandescent, White Set (Selectable at Portrait, Soft Skin, Transform, Self-Portrait, Panorama Assist, Sports, Baby, Pet, High Sensitivity, Highspeed Burst, Pin Hole, Photo Frame, High Dynamic)
Microphone
Monaural Microphone
PictBridge
Yes
Audio Video Interface (NTSC/PAL)
A/V Output (NTSC or PAL)
Additional Features
2.5 M for 3:2, 3 Aspherical Lenses, 4.4 fps (Image Priority)(Recorded in 3 M for 4:3, 6 Aspherical Surfaces, 9 Elements in 7 Groups, AF Assist Lamp, AF Metering: Face, AF Tracking, Adobe Reader, Aerial Photo, Art, B and W), Baby1, Baby2, Battery Life upto 250 Pictures (CIPA Standard), Beach, Calendar Playback, Candle Light, Film Grain, Filtering Playback (Category Playback), Fireworks, Flash Burst, Focus Icon Select, Focus Range Display, Food, Hi-Speed Burst, High Dynamic (Standard, High Sensitivity, High-speed Burst Mode: approx, Motion Picture, My SCN, Night Portrait, Night Scenery, Normal Picture, Normal Playback, Panorama Assist, Party, Pet, Photo Frame, Photo Fun Studio 6.0, Pin Hole, QuickTime, SCN, Scene Mode: Portrait, Scenery, Self-Portrait, Slideshow, Snow, Soft Skin, Sports, Starry Sky, Sunset, Touch Area, Transform, intelligent Auto",(5 ),"Optical Sensor Resolution (in MegaPixel)
16.1 MP","Supplied Battery
3.6v, Minimum : 660 mAh Battery",»,"Sensor Type
CCD Sensor
Sensor Size
1/2.33 Inches",CCD Sensor,(5 ) (4.2 ) (4.6 ) (3.2 ) (0 ),"Maximum Shutter Speed
1/1600 sec
Minimum Shutter Speed
8 sec",(3.4 ) (0 ) (5 ) (4.6 ) (4.8 ),"Optical Zoom
8x
Digital Zoom
4x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nikon Coolpix S6300 Point & Shoot Digital Camera Black Price in India with Offers, Reviews & Full Specifications | PriceDekho.com","Color
Black",Nikon,"USB
USB Hi-Speed
HDMI
No
GPS
No
Bluetooth
No","Dimensions
96 x 54.9 x 25.7 mm
Weight
160 gms","Display Type
LCD
Screen Size
2.7 Inches
Image Display Resolution
230000 dots
Supported Aspect Ratio
16:09
Additional Display Features
Anti-reflection Coating","Flash Modes
Auto, Slow Sync Flash
Flash Range
Wide : 0.5 - 5.6m, Telephoto : 1.0 - 3.1m
Built in Flash
Yes","Brand
Nikon
Status
Available","Image Format
JPEG (EXIF 2.3, DCF, DPOF, MPF)
Audio Formats
AAC
Video Format
AVC, H.264, MOV, MPEG-4","Lens Type
Nikkor Lens
Auto Focus
Contrast Detection AF
Focal Length
4.5 - 45 mm (35 mm Equivalent to 25 - 250 mm)","Upgradeable Memory
Yes
Inbuilt Memory
25 MB
Memory Card Type
SD, SDHC, SDXC",16 MP,"ISO Rating
Auto / 125 / 200 / 400 / 800 / 1600 / 3200 (Auto Gain from ISO 125-1600), Fixed Range Auto (ISO 125-400 / 125-800)
Self Timer
2 sec, 10 sec
Face Detection
Yes
Shooting Modes
Auto, Aperture, Scene, Manual (Portrait, Landscape, Child, Sports, Close-Up, Night Portrait, Night Landscape, Party/indoor, Beach/Snow, Sunset, Dusk/Dawn, Pet portrait, Candlelight, Blossom, Autumn Colors, Food, Silhouette, High Key, Low Key), Program, Shutter Priority
Metering
256-Segment Matrix, Center-Weighted, Spot
Macro Mode (Exposure Mode)
10 cm
Red Eye Reduction
Yes
Picture Angle
25 mm Wide Angle
Continuous Shots
Up to 6 fps (Continuous H), 1.9 fps Up to 6 Images (Continuous L)
White Balancing
Auto, Cloudy, Daylight, Flash, Fluorescent, Incandescent, Manual
Supported Languages
27 Languages
Aperture Range
f/3.2 - f/5.8
Microphone
Stereo Microphone
Audio Video Interface (NTSC/PAL)
A/V Output (NTSC or PAL)",(6 ),"Optical Sensor Resolution (in MegaPixel)
16 MP","Supplied Battery
Li-ion Battery
AC Adaptor
AC Adaptor EH-69P",»,"Sensor Type
BSI CMOS Sensor
Sensor Size
1/2.3 Inches",BSI CMOS Sensor,(4.6 ) (5 ) (4.2 ) (2 ) (3.2 ) (3 ),"Maximum Shutter Speed
1/2000 sec
Minimum Shutter Speed
1 sec",(4.6 ) (5 ) (4.8 ) (3 ) (3 ) (3.4 ),"Optical Zoom
10x
Digital Zoom
4x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nikon D3200 DSLR Body Black Price in India with Offers, Reviews & Full Specifications | PriceDekho.com","Color
Black",Nikon,"USB
USB Hi-Speed
HDMI
Yes
Bluetooth
No","Dimensions
4.92 x 3.78 x 3.01 Inches
Weight
505 gms","Display Type
TFT LCD
Screen Size
3 Inches
Image Display Resolution
921000 dots
Video Display Resolution
1920 x 1080 pixels (Full HD) @ 30 fps
ViewFinder
Eye-level Pentamirror","Flash Modes
Auto, Fill-in, Rear-Curtain Sync, Slow Sync Flash
Built in Flash
Yes
External Flash
Yes","Brand
Nikon
Status
Available","Image Format
JPEG (NEF (RAW), EXIF 2.3, DCF 2.0, DPOF)
Audio Formats
Linear PCM
Video Format
H.264, MOV, MPEG-4","Auto Focus
TTL Phase Detection
Focal Length
18 - 55 mm (35 mm Equivalent to 27 - 82.5 mm)
Manual Focus
Yes","Memory Card Type
SD, SDHC, SDXC (UHS-I)",24.2 MP,"ISO Rating
Auto / 100 / 200 / 400 / 800 / 1600 / 3200 / 6400
Self Timer
2, 5, 10 & 20 sec
Face Detection
Yes
Delete Function
Yes
Metering
3D Color Matrix II (Type G and D Lenses), Center-Weighted, Color Matrix II (Other CPU Lenses), Spot
Red Eye Reduction
Yes
Continuous Shots
Up to 4 fps
White Balancing
Auto, Cloudy, Direct Sunlight, Flash, Fluorescent, Incandescent, Manual, Shade
Supported Languages
26 Languages
Aperture Range
f/3.5 - f/5.6
Microphone
Monaural Microphone
Dust Reduction
Image Sensor Cleaning
Audio Video Interface (NTSC/PAL)
A/V Output (NTSC or PAL)
Additional Features
Adjustment, 1.5x Lens Focal Length (35 mm Format Equivalent, 18 mm Eyepoint, 24.7 Total MP, AF Lenses (IX NIKKOR and Lenses for the F3AF are not Supported), Autofocus is not Available with Other Type G and D Lenses, Compatible Lenses: Autofocus is Available with AF-S and AF-I Lenses, Dust Reduction System: Image Dust Off Reference Data (Optional Capture NX 2 Software Required), Electronically Controlled, Landscape, Lens Aperture: Instant Return, Monochrome, Neutral, Nikon DX Format), Nikon F Lens Mount (with AF Contact), Non-CPU, Picture Control System: Standard, Portrait, Quick Return Reflex Mirror, Type B BriteView Clear Matte Mark VII Focusing Screen, Viewfinder Frame Cavarage: 95% Horizontal and 95% Vertical, Viewfinder Magnification: 0.8 x (50 mm f/1.4 Lens at infinity, Vivid, and AI-P Lenses",(5 ),"Optical Sensor Resolution (in MegaPixel)
24.2 MP","AC Adaptor
AC Adaptor EH-5B",»,"Sensor Type
CMOS Sensor
Sensor Size
23.2 x 15.4 mm",CMOS Sensor,(3.2 ) (3.2 ) (2 ) (4.6 ) (5 ),"Maximum Shutter Speed
1/4000 sec
Minimum Shutter Speed
30 sec",(3.2 ) (3.4 ) (2.4 ) (4.6 ) (5 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujifilm FinePix SL1000 Point and shoot Price in India with Offers & Full Specifications | PriceDekho.com,"External Memory
Yes
Color
Black",Fujifilm,"USB
USB 2.0 Hi-Speed
HDMI
Yes; HDMI Mini Connector","Weight
619 gms","Display Type
TFT LCD
Screen Size
3 Inches
Image Display Resolution
920000 dots
Video Display Resolution
1920 x 1080 pixels (Full HD) @ 60 fps
ViewFinder
Electronic View Finder","Flash Modes
Auto, Forced, Slow Sync, Suppressed Flash
Flash Range
Wide : 0.45 - 8.0m, Telephoto : 3.5 - 4.0m
Built in Flash
Yes","Brand
Fujifilm","Image Format
JPEG (RAW, DCF, DPOF, EXIF 2.3)
Video Format
H.264, MOV","Lens Type
Super EBC Fujinon Lens
Auto Focus
Contrast Detection AF
Focal Length
4.3 - 215mm (35 mm Equivalent to 24 - 1200 mm)
Color Filter
Primary (RGB) Color Filter","Memory Card Type
SD, SDHC, SDXC (UHS-I)",16.2 MP,"ISO Rating
Auto / Auto (400) / Auto (800) / Auto (1600) / Auto (3200) / ISO 100 / 200 / 400 / 800 / 1600 / 3200 / 6400 / 12800
Self Timer
2 sec, 10 sec
Face Detection
Yes
Shooting Modes
Auto, Beach, Custom, Fireworks, Flower, Landscape, Medium, Night, Night (Tripod), Panorama, Party, Portrait, Program, Small, Snow, Sport, Sunset, Superior Auto, Text
Metering
Average, Multi, Spot, TTL 256-Zone
Macro Mode (Exposure Mode)
7 - 300 cm (W), 350 - 500 cm (T)
Red Eye Reduction
Yes
Picture Angle
24 mm Wide Angle
Continuous Shots
Up to 10 fps (H), 5 fps (M), 3 fps (L)
White Balancing
Automatic, Custom), Fine, Fluorescent (D: Daylight Color, Incandescent, N: Daylight White, Shade, W: Cool White)
Microphone
Monaural Microphone
Additional Features
14 Scene SR AUTO (Scene Recognition Auto), 2/3 EV, 3.5 m (T), AF Assist Illuminator, AF Frame Selection, Aperture Priority AE, Area, Auto Bracketing AE Bracketing (1/3 EV, Crop, Effective Range: (ISO AUTO), Erase Selected Frames), Exposure Compensation: -2.0 EV - +2.0 EV in increments of 1/3 EV, Exposure Mode (Programmed AE, Exposure Warning, Favorites, Flash Auto (i-flash), Focus Distance (Normal: 40 cm (W), Focus Mode, High Speed Movie, Histogram Display, Hot Shoe, Image Rotate, Image Search, Lens Constitution: 17 Elements in 12 Groups, Manual Exposure), Mark for Upload, Movie), Operating Humidity: 10% - 80%, Operating Temperature: 0 C - 40 C, Photobook Assist, Playback Functions (Multi-frame, Protect, Resize, Shutter Priority AE, Single AF / Continuous AF (SR AUTO, Slide Show, Super Macro: 1 cm - 1.0 m (W)), Tracking, Voice Memo",(7 ),"Optical Sensor Resolution (in MegaPixel)
16.2 MP","Supplied Battery
Li-ion Battery",»,"Sensor Type
CMOS Sensor
Sensor Size
1/2.3 Inches",CMOS Sensor,(4.6 ) (2 ) (2.2 ) (3.2 ) (4.6 ) (4.2 ) (3.2 ),"Maximum Shutter Speed
1/1700 sec
Minimum Shutter Speed
25 sec",(4.2 ) (3 ) (3 ) (4.6 ) (3.2 ) (4.8 ) (3.4 ),"Optical Zoom
50x
Digital Zoom
2x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
